@relation Lithuanian_14

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric

@data
0.307187,0.298486,1
0.493876,0.967154,0
0.805283,0.495563,0
0.402184,1,0
0.624477,0.160049,0
0.872118,0.391183,0
0.702652,0.262664,0
0.683728,0.325429,0
0.677629,0.370837,0
0.365877,0.565153,1
0.593518,0.955702,0
0.356861,0.730284,1
0.291277,0.791793,1
0.43635,0.625108,1
0.301862,0.714824,1
0.448312,0.481474,1
0.254407,0.747572,1
0.422071,0.217203,0
0.508134,0.416697,1
0.455295,0.237553,1
0.703058,0.462226,0
0.718589,0.342251,0
0.691866,0.719684,0
0.681671,0.55411,1
0.286851,0.781122,1
0.37248,0.752121,1
0.7937,0.321054,0
0.799243,0.5952,0
0.402722,0.5329,1
0.782196,0.677972,0
0.915479,0.451632,0
1,0.714947,0
0.514365,0.910004,0
0.38731,0.239297,1
0.509833,0.753353,1
0.476985,0.621256,1
0.566165,0.347086,1
0.435628,0.546397,1
0.584896,0.128216,0
0.798298,0.819011,0
0.578688,0.614887,1
0.651496,0.732765,0
0.478954,0.352521,1
0.244085,0.692051,1
0.340728,0.452031,1
0.306237,0.339707,1
0.586071,0.599105,1
0.624582,0.467684,0
0.453551,0.706747,1
0.1798,0.217061,1
0.367604,0.270114,1
0.249917,0.178583,1
0.873637,0.423112,0
0.115639,0.204509,1
0.371507,0.296232,1
0,0.767001,1
0.745523,0.708993,0
0.448394,0.548826,1
0.385905,0.405306,1
0.636763,0.041586,0
0.640404,0.606634,1
0.266245,0.793757,1
0.742217,0.532898,0
0.451983,0.913239,0
0.677611,0.451046,0
0.901522,0.787326,0
0.559049,0.156472,0
0.906149,0.637667,0
0.296513,0.735001,1
0.733894,0.765062,0
0.863052,0.81732,0
0.367599,0.296413,1
0.903309,0.38122,0
0.679297,0.63257,0
0.833138,0.367376,0
0.393946,0.494882,1
0.550026,0.846981,0
0.339424,0.767061,1
0.516737,0.469274,1
0.726865,0.641635,0
0.829283,0.465338,0
0.527452,0.326283,1
0.539973,0.433892,1
0.14068,0.694016,1
0.597697,0.645751,0
0.522287,0.234985,0
0.442805,0.572156,1
0.793697,0.617327,0
0.793483,0.150672,0
0.360028,0.333414,1
0.712256,0.167681,0
0.401349,0.070627,0
0.494676,0.741356,1
0.888722,0.51074,0
0.531441,0.43823,1
0.495911,0.346387,1
0.778907,0.409276,0
0.385447,0.750759,1
0.635634,0.1428,0
0.423877,0.939835,0
0.511118,0,0
0.980011,0.645976,0
0.324186,0.710008,1
0.612733,0.308833,0
0.829947,0.650366,0
0.740656,0.80135,0
0.48596,0.277783,1
0.26523,0.602216,1
0.572132,0.935573,0
0.300967,0.799132,1
0.149079,0.719088,1
0.198335,0.710821,1
0.300438,0.714012,1
0.497675,0.479616,1
0.619475,0.268411,0
0.567396,0.723093,0
0.406436,0.121324,1
0.275867,0.776452,1
0.226914,0.710706,1
0.629746,0.889947,0
0.199236,0.742739,1
0.462917,0.332732,1
0.332012,0.589171,1
0.808436,0.22524,0
0.71557,0.80754,0
0.49863,0.725253,1
0.209316,0.843673,1
0.370329,0.453469,1
0.704737,0.872943,0
0.742766,0.256446,0
0.515973,0.381096,1
0.918962,0.175046,0
0.638746,0.716864,1
0.476591,0.133281,0
0.584898,0.395962,1
0.408583,0.340044,1
0.454836,0.837011,0
0.418469,0.588124,1
0.826631,0.469189,0
0.716412,0.677026,0
0.762077,0.534703,0
0.443263,0.572291,1
0.242018,0.754169,1
0.549211,0.103617,0
0.409993,0.274213,1
0.518553,0.097971,0
0.488239,0.50857,1
0.726952,0.228947,0
0.529787,0.543596,1
0.783101,0.750261,0
0.733126,0.661388,0
0.741444,0.685604,0
0.967955,0.475706,0
0.441563,0.05991,0
0.477781,0.391783,1
0.736853,0.284562,0
0.501644,0.655562,1
0.819537,0.729957,0
0.745608,0.2757,0
0.363655,0.086312,0
0.704857,0.596894,0
0.801238,0.334898,0
0.345317,0.788472,1
0.341121,0.987032,0
0.664824,0.481456,1
0.797,0.689883,0
0.547247,0.061273,0
0.445655,0.345937,1
0.21885,0.793959,1
0.169665,0.816538,1
0.493013,0.432644,1
0.305115,0.636439,1
0.419986,0.684164,1
0.373076,0.770897,1
0.357438,0.546834,1
0.468849,0.564818,1
0.481237,0.505504,1
0.841766,0.441556,0
0.337796,0.300264,1
0.643698,0.323993,1
0.578347,0.404704,1
0.790313,0.823095,0
0.775463,0.851396,0
0.276956,0.587472,1
0.885586,0.627383,0
0.735315,0.322061,0
0.315199,0.211669,1
0.154545,0.184249,1
0.292801,0.706272,1
0.690614,0.788003,0
0.772593,0.508465,0
0.914923,0.541393,0
0.491046,0.384622,1
0.83613,0.766462,0
0.433939,0.717818,1
0.514284,0.116551,0
0.754303,0.469105,0
0.849061,0.531717,0
0.598241,0.876985,0
0.183205,0.621757,1
0.520669,0.049586,0
0.399594,0.384004,1
0.720176,0.499143,1
0.756146,0.474007,0
0.901917,0.337148,0
0.527515,0.431917,1
0.896169,0.734108,0
0.593618,0.87639,0
0.61433,0.840861,0
0.305794,0.29346,1
0.660525,0.798561,0
0.330867,0.752837,1
0.676888,0.648243,1
0.749373,0.110428,0
0.514926,0.728072,1
0.246139,0.263429,1
0.731753,0.713089,0
0.361821,0.920077,0
0.321138,0.682765,1
0.327277,0.289395,1
0.3166,0.752926,1
0.37293,0.615806,1
0.520203,0.947656,0
0.68554,0.37571,0
0.490125,0.337691,1
0.412883,0.338111,1
0.452121,0.341563,1
0.788481,0.438675,0
0.872014,0.238617,0
0.55321,0.401666,1
0.461067,0.458286,1
0.95972,0.50314,0
0.840888,0.350193,0
0.880537,0.569196,0
0.52922,0.552425,1
0.217129,0.74358,1
0.404849,0.620148,1
0.520554,0.128994,0
0.222799,0.798817,1
0.496391,0.564567,1
0.340482,0.39694,1
0.390372,0.082118,0
0.343787,0.253455,1
0.815164,0.204503,0
0.23446,0.879881,1
0.672382,0.87972,0
0.533642,0.934037,0
0.547679,0.561502,1
0.277648,0.782694,1
0.227444,0.26909,1
0.372643,0.808102,1
0.472807,0.166399,0
0.404134,0.637586,1
0.912146,0.658506,0
0.541833,0.427793,1
0.236095,0.77716,1
0.214263,0.341434,1
0.52749,0.152364,0
0.53462,0.469775,1
0.513078,0.469772,1
0.832403,0.821305,0
0.507343,0.455803,1
0.39496,0.388992,1
0.826563,0.435629,0
0.406792,0.398331,1
0.775475,0.582214,0
0.345698,0.699747,1
0.597176,0.304885,0
0.370361,0.313822,1
0.529498,0.238433,0
0.632336,0.625247,1
0.50421,0.483293,1
0.827922,0.241149,0
0.551855,0.22188,0
0.748312,0.239424,0
0.459719,0.445703,1
0.326671,0.120604,0
0.214491,0.307477,1
0.429835,0.598794,1
0.81403,0.425497,0
0.755857,0.302444,0
0.333396,0.764949,1
0.527248,0.145986,0
0.47662,0.47266,1
0.343802,0.761783,1
0.676808,0.908219,0
0.525251,0.251464,0
0.671611,0.519941,0
0.473544,0.575926,1
0.478328,0.69623,1
0.938858,0.56947,0
0.390068,0.524756,1
0.54394,0.632385,1
0.530164,0.980698,0
0.28817,0.75521,1
0.355127,0.970705,0
0.700596,0.089673,0
0.672622,0.798124,0
0.607911,0.167655,0
0.727365,0.260717,0
0.84827,0.696796,0
