@relation Lithuanian_18

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric

@data
0.390372,0.081999,0
0.622162,0.434233,1
0.14068,0.693012,1
0.908073,0.474651,0
0.76935,0.267596,0
0.938397,0.575934,0
0.677611,0.450393,0
0.749373,0.110269,0
0.541833,0.427174,1
0.254407,0.74649,1
0.37293,0.614915,1
0.676808,0.906905,0
0.614743,0.722771,0
0.343802,0.760681,1
0.520356,0.172132,0
0.494676,0.740283,1
0.659649,0.363435,0
0.691479,0.835928,0
0.2766,0.812288,1
0.761261,0.340434,0
0.819299,0.546463,0
0.52172,0.948061,0
0.757395,0.296808,0
0.327277,0.288976,1
0.172039,0.793996,1
0.283426,0.809749,1
0.480593,0.667662,1
0.340482,0.396365,1
0.514926,0.727018,1
0.246139,0.263048,1
0.597308,0.959652,0
0.432965,0.268795,1
0.356861,0.729227,1
0.315199,0.211363,1
0.38731,0.23895,1
0.925277,0.641627,0
0.435628,0.545606,1
0.295704,0.26098,1
0.409993,0.273816,1
0.535181,0.874533,0
0.598241,0.875716,0
0.411457,0.033602,0
0.81403,0.424881,0
0.660525,0.797405,0
0.495911,0.345885,1
0.456716,0.15307,0
0.334666,0.579848,1
0.772593,0.507729,0
0.593618,0.875122,0
0.762077,0.533929,0
0.244085,0.691049,1
0.690614,0.786862,0
0.676293,0.692245,0
0.894045,0.783149,0
0.745523,0.707967,0
0.465111,0.550788,1
0.434229,0.456523,1
0.832403,0.820116,0
0.778583,0.475775,0
0.563648,0.630283,1
0.418469,0.587273,1
0.149079,0.718047,1
0.825603,0.620996,0
0.331907,0.249184,1
0.478328,0.695223,1
0.563982,0.887009,0
0.433939,0.716779,1
0.718602,0.833781,0
0.133391,0.715639,1
0.68554,0.375166,0
0.485951,0.394432,1
0.39496,0.388429,1
0.840888,0.349686,0
0.766838,0.274677,0
0.275867,0.775328,1
0.445655,0.345437,1
0.509409,0.946825,0
0.406792,0.397755,1
0.352166,0.565182,1
0.382133,0.967987,0
0.581306,0.134041,0
0.343787,0.253088,1
0.591039,0.274375,0
0.402146,0.41156,1
0.600854,0.784179,0
0.598926,0.132799,0
0.385447,0.749672,1
0.495439,0.363417,1
0.296513,0.733937,1
0.672567,0.70557,0
0.755857,0.302006,0
0.458928,0.658624,1
0.740656,0.80019,0
0.420277,0.473454,1
0.269973,0.592152,1
0.640404,0.605756,1
0.901522,0.786187,0
0.95972,0.502411,0
0.824435,0.298938,0
0.545699,0.401056,1
0.731435,0.360489,0
0.357438,0.546043,1
0.754303,0.468426,0
0.55321,0.401085,1
0.704857,0.59603,0
0.83613,0.765353,0
0.654656,0.109156,0
0.878277,0.415959,0
0.076774,0.738304,1
0.922067,0.549573,0
0.476591,0.133088,0
0.680226,0.660613,0
0.791619,0.460234,0
0.301862,0.713789,1
0.404134,0.636663,1
0.748312,0.239078,0
0.891748,0.422657,0
