@relation Lithuanian_1

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric

@data
0.408583,0.339552,1
0.583552,0.992884,0
0.226914,0.709677,1
0.477506,0.501843,1
0.89523,0.125675,0
0.7937,0.320589,0
0.803606,0.547509,0
0.795218,0.784346,0
0.300038,0.318767,1
0.412196,0.10406,0
0.638746,0.715826,1
0.745523,0.707967,0
0.901522,0.786187,0
0.826079,0.537629,0
0.167788,0.230942,1
0.756146,0.473321,0
0.208291,0.77213,1
0.372643,0.806932,1
0.579418,0.989902,0
0.2766,0.812288,1
0.381512,0.606907,1
0.802882,0.764593,0
0.630434,0.533431,0
0.514284,0.116382,0
0.954723,0.648214,0
0.820479,0.410402,0
0.305115,0.635518,1
0.489976,0.226176,0
0.61433,0.839644,0
0.578688,0.613997,1
0.83613,0.765353,0
0.183205,0.620857,1
0.78144,0.843239,0
0.26523,0.601345,1
0.906149,0.636744,0
0.45713,0.666798,1
0.360028,0.332932,1
0.747846,0.652578,1
0.478954,0.352011,1
0.493876,0.965754,0
0.598926,0.132799,0
0.863052,0.816137,0
0.521747,0.990881,0
0.624582,0.467007,0
0.704737,0.871679,0
0.733126,0.66043,0
0.859247,0.431209,0
0.324186,0.70898,1
0.873637,0.422499,0
0.771214,0.442374,0
0.340728,0.451376,1
0.761261,0.340434,0
0.815754,0.550095,0
0.90936,0.380222,0
0.202833,0.830096,1
0.390068,0.523996,1
0.623983,0.643465,1
0.679602,0.568519,1
0.824435,0.298938,0
0.356861,0.729227,1
0.607342,0.147277,0
0.742217,0.532127,0
0.429824,0.414076,1
0.559049,0.156245,0
0.826631,0.46851,0
0.494676,0.740283,1
0.972827,0.593227,0
0.379554,0.481755,1
0.894045,0.783149,0
0.275867,0.775328,1
0.648738,0.43607,1
0.78801,0.756563,0
0.677908,0.735601,0
0.563982,0.887009,0
0.199236,0.741664,1
0.331395,0.78695,1
0.566133,0.126563,0
0.888722,0.510001,0
0.632336,0.624342,1
0.394889,0.294057,1
0.429869,0.456875,1
0.222799,0.797661,1
0.776181,0.470108,0
0.52172,0.948061,0
1,0.713912,0
0.493013,0.432018,1
0.711177,0.843379,0
0.276956,0.586622,1
0.495911,0.345885,1
0.529289,0.211634,0
0.456392,0.429199,1
0.393585,0.687523,1
0.720176,0.498421,1
0.503658,0.531012,1
0.488239,0.507834,1
0.530164,0.979279,0
0.592248,0.676043,1
0.294511,0.765127,1
0.885586,0.626475,0
0.371507,0.295803,1
0.702652,0.262284,0
0.373076,0.769781,1
0.679297,0.631654,0
0.269973,0.592152,1
0.791809,0.350072,0
0.402391,0.288628,1
0.211871,0.302651,1
0.819537,0.728901,0
0.311814,0.367349,1
0.345317,0.787331,1
0.446123,0.707712,1
0.539804,0.169043,0
0.530919,1,0
0.429835,0.597928,1
0.833138,0.366845,0
0.237098,0.803439,1
0.307187,0.298054,1
0.418469,0.587273,1
0.172039,0.793996,1
0.370361,0.313368,1
0.306274,0.847564,1
0.597308,0.959652,0
0.703058,0.461557,0
0.326385,0.763334,1
0.529498,0.238088,0
0.529717,0.891369,0
0.406594,0.294768,1
0.790313,0.821904,0
0,0.765891,1
0.453551,0.705724,1
0.563648,0.630283,1
0.1798,0.216747,1
0.467,0.135831,0
0.404134,0.636663,1
0.37248,0.751033,1
0.829457,0.803475,0
0.520669,0.049514,0
0.525251,0.2511,0
0.192163,0.765095,1
0.54394,0.63147,1
0.48596,0.277381,1
0.913124,0.594761,0
0.620928,0.150156,0
0.249917,0.178325,1
0.330272,0.800817,1
0.258351,0.762085,1
0.552311,0.314603,0
0.778907,0.408683,0
0.615006,0.162818,0
0.51715,0.709972,1
0.475526,0.56699,1
0.849244,0.646974,0
0.733894,0.763954,0
0.495935,0.303281,1
0.714055,0.265542,0
0.778869,0.399071,0
0.450511,0.442595,1
0.554272,0.513205,1
0.662904,0.416602,0
0.181754,0.727221,1
0.477781,0.391216,1
0.287773,0.690751,1
0.896169,0.733046,0
0.671387,0.203851,0
0.580318,0.607377,1
0.448394,0.548032,1
0.254407,0.74649,1
0.614093,0.176778,0
0.918962,0.174792,0
0.520793,0.922643,0
0.622162,0.434233,1
0.404849,0.61925,1
0.520554,0.128807,0
0.500894,0.740085,1
0.154545,0.183983,1
0.815164,0.204207,0
0.547679,0.56069,1
0.752109,0.626261,0
0.801238,0.334414,0
0.71557,0.806371,0
0.754303,0.468426,0
0.967955,0.475018,0
0.456716,0.15307,0
0.511118,0,0
0.495439,0.363417,1
0.597176,0.304443,0
0.454836,0.835799,0
0.443263,0.571463,1
0.365877,0.564335,1
0.748312,0.239078,0
0.584898,0.395389,1
0.914985,0.775814,0
0.299829,0.684123,1
0.514365,0.908687,0
0.266245,0.792608,1
0.925074,0.617118,0
0.38731,0.23895,1
0.509833,0.752263,1
0.576733,0.521035,1
0.458138,0.550831,1
0.501644,0.654613,1
0.611718,0.46253,1
0.788481,0.43804,0
0.476985,0.620356,1
0.217129,0.742504,1
0.531441,0.437595,1
0.434229,0.456523,1
0.786836,0.607572,0
0.198335,0.709792,1
0.363655,0.086187,0
0.507124,0.364316,1
0.382133,0.967987,0
0.816179,0.625203,0
0.34515,0.260826,1
0.791619,0.460234,0
0.339424,0.765951,1
0.334666,0.579848,1
0.527248,0.145774,0
0.527515,0.431292,1
0.805283,0.494846,0
0.513078,0.469093,1
0.362463,0.556836,1
0.664933,0.859501,0
0.172499,0.892068,1
0.664824,0.480759,1
0.181547,0.431006,1
0.482488,0.052112,0
0.686459,0.122308,0
0.409993,0.273816,1
0.635634,0.142594,0
0.465111,0.550788,1
0.630287,0.84909,0
0.508134,0.416094,1
0.914923,0.54061,0
0.741146,0.240526,0
0.883612,0.740095,0
0.204144,0.333286,1
0.436287,0.611139,1
0.758975,0.186966,0
0.989176,0.685468,0
0.980011,0.645041,0
0.485951,0.394432,1
0.677611,0.450393,0
0.755857,0.302006,0
0.483516,0.961216,0
0.403152,0.128022,0
0.452121,0.341068,1
0.529231,0.394277,1
0.462832,0.816178,1
0.402722,0.532129,1
0.133391,0.715639,1
0.52922,0.551625,1
0.37293,0.614915,1
0.385447,0.749672,1
0.435628,0.545606,1
0.466049,0.346997,1
