@relation Phoneme_17

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric

@data
0.339276,0.444873,0.731382,0.236668,0.236025,0
0.65181,0.484312,0.307447,0.42756,0.269928,0
0.420574,0.488694,0.710275,0.530203,0.226967,0
0.335889,0.471691,0.644763,0.528315,0.134317,0
0.364414,0.496056,0.551772,0.297782,0.415114,0
0.369228,0.446801,0.693748,0.525248,0.296325,0
0.610091,0.323225,0.821784,0.259792,0.246894,0
0.435372,0.765294,0.269215,0.327985,0.345238,0
0.354787,0.378265,0.707487,0.578339,0.296325,0
0.634159,0.430675,0.325169,0.357008,0.312888,0
0.759494,0.189833,0.340502,0.399481,0.281315,0
0.380995,0.484137,0.462963,0.444549,0.296325,0
0.327153,0.318668,0.439466,0.285748,0.585145,1
0.454448,0.522875,0.455396,0.416942,0.296325,0
0.53539,0.55723,0.290522,0.468853,0.653209,0
0.438581,0.412971,0.678017,0.583058,0.122153,1
0.328936,0.299912,0.460773,0.878008,0.080487,0
0.319665,0.310254,0.512744,0.962954,0.296325,1
0.342485,0.397195,0.535245,0.759084,0.296325,1
0.350508,0.377213,0.857626,0.248702,0.213768,0
0.750401,0.284137,0.398049,0.423549,0.278727,0
0.389909,0.665031,0.277778,0.322794,0.26501,0
0.351043,0.334093,0.534249,0.234073,0.807195,0
0.352469,0.385451,0.744922,0.696555,0.180124,0
0.328044,0.287292,0.425528,0.455875,0.534938,1
0.409342,0.350219,0.677818,0.63143,0.447205,1
0.418435,0.383348,0.712465,0.607362,0.664337,1
0.497593,0.605434,0.289327,0.432987,0.256988,0
0.573186,0.423839,0.332736,0.356064,0.313923,0
0.413443,0.62489,0.279968,0.329637,0.263975,0
0.284899,0.3539,0.678614,0.655498,0.296325,0
0.380638,0.81823,0.259857,0.303681,0.458075,0
0.439116,0.788606,0.275189,0.327277,0.261387,0
0.892672,0.320771,0.328953,0.336244,0.451087,0
0.397219,0.773707,0.230785,0.304625,0.248188,0
0.325905,0.337423,0.635404,0.522652,0.296325,0
0.402746,0.674496,0.663481,0.525956,0.225932,0
0.387591,0.456442,0.851653,0.193487,0.501035,1
0.434302,0.705872,0.266229,0.433223,0.239389,0
0.334106,0.360035,0.717841,0.64488,0.134058,1
0.385274,0.672918,0.265034,0.708353,0.189959,0
0.347656,0.361437,0.550976,0.912223,0.296325,1
0.602603,0.64312,0.295898,0.340491,0.331263,0
0.323765,0.317616,0.545599,0.767815,0.296325,0
0.436441,0.435933,0.521904,0.584474,0.508799,1
0.405955,0.848729,0.232378,0.451628,0.253882,0
0.348904,0.43979,0.844285,0.207881,0.630176,0
0.508647,0.554952,0.311231,0.346626,0.319876,0
0.361027,0.366696,0.509558,0.697027,0.121118,1
0.469959,0.625066,0.517921,0.624115,0.402692,0
0.335889,0.355653,0.53405,0.811468,0.296325,1
0.333928,0.293777,0.487256,0.745635,0.007764,1
0.458014,0.533041,0.463162,0.445729,0.21972,0
0.444999,0.465907,0.298288,0.349221,0.28028,0
0.352826,0.355478,0.549383,0.64488,0.296325,1
0.365841,0.500964,0.723417,0.601935,0.587733,0
0.856481,0.184049,0.393668,0.40184,0.269669,0
0.330718,0.377213,0.532457,0.83294,0.123706,0
0.341594,0.296582,0.436878,0.60453,0.675207,0
0.3202,0.289746,0.452409,0.707881,0.59265,0
0.346942,0.440666,0.864795,0.214488,0.623188,0
0.344446,0.693076,0.499801,0.749882,0.171584,0
0.325548,0.375285,0.620271,0.772298,0.296325,0
0.316277,0.290973,0.446834,0.167296,0.911491,0
0.284899,0.359509,0.604142,0.67815,0.143116,1
0.34195,0.290622,0.456193,0.634969,0.77381,1
