@relation Phoneme_5

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric

@data
0.320313,0.388411,0.495661,0.646472,0.75415,1
0.64444,0.349206,0.377893,0.393011,0.299078,0
0.353379,0.75808,0.228926,0.29975,0.302503,0
0.472202,0.640849,0.464256,0.632176,0.233729,0
0.555233,0.551157,0.418388,0.420241,0.377602,0
0.475109,0.369478,0.725207,0.678466,0.537286,1
0.315952,0.339453,0.45124,0.534604,0.33834,0
0.304142,0.306177,0.422314,0.621284,0.76996,0
0.426054,0.649455,0.254339,0.314953,0.33834,0
0.45149,0.686173,0.230165,0.307919,0.37892,0
0.303961,0.321285,0.426653,0.715907,0.11357,0
0.349201,0.35131,0.644008,0.130928,0.849802,1
0.372275,0.443106,0.605992,0.547765,0.878261,1
0.390443,0.295659,0.667149,0.556841,0.17971,1
0.466388,0.541595,0.291116,0.335829,0.364954,0
0.335029,0.359533,0.729959,0.734967,0.187879,0
0.397529,0.777204,0.515909,0.282505,0.647431,0
0.805778,0.386498,0.420661,0.339006,0.35942,0
0.888263,0.336967,0.313636,0.378943,0.324374,0
0.69931,0.538918,0.523967,0.50034,0.289592,0
0.514535,0.497418,0.290702,0.336056,0.322266,0
0.364462,0.413272,0.508471,0.678466,0.33834,1
0.403161,0.499139,0.602066,0.538008,0.701976,1
0.340298,0.435265,0.878099,0.209893,0.255336,0
0.726563,0.378275,0.314669,0.375312,0.350198,0
0.325581,0.468923,0.467769,0.628999,0.557312,1
0.436592,0.576975,0.262397,0.324484,0.311199,0
0.625182,0.343087,0.371074,0.384615,0.366535,0
0.32649,0.541021,0.760537,0.562287,0.33834,0
0.348656,0.464334,0.863017,0.629226,0.231357,0
0.339753,0.470453,0.62314,0.250284,0.33834,0
0.478379,0.570472,0.535124,0.442932,0.504875,0
0.317224,0.364123,0.608058,0.611981,0.33834,0
0.336301,0.585198,0.619835,0.533469,0.33834,0
