@relation Phoneme_16

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric

@data
0.331669,0.353993,0.601639,0.819833,0.33834,0
0.345273,0.579069,0.680691,0.551546,0.246113,0
0.333735,0.555693,0.442648,0.437653,0.369697,0
0.37162,0.371348,0.408326,0.654885,0.601054,1
0.183916,0.07898,0.077724,0.161512,0.210277,1
0.610642,0.317691,0.325952,0.402553,0.366535,0
0.313587,0.366035,0.368025,0.673785,0.33834,1
0.355261,0.357889,0.718999,0.570447,0.241634,0
0.395729,0.553391,0.397697,0.331124,0.33834,0
0.368521,0.408004,0.896368,0.691213,0.229513,0
0.470639,0.430671,0.235385,0.349779,0.33834,0
0.353367,0.590933,0.426926,0.451645,0.302767,0
0.475633,0.632194,0.204384,0.325724,0.292227,0
0.639573,0.331503,0.267936,0.359843,0.328327,0
0.667126,0.428192,0.263286,0.400344,0.358366,0
0.34579,0.490172,0.709477,0.229013,0.33834,0
0.314448,0.364618,0.620018,0.730731,0.475626,0
0.363182,0.474234,0.727857,0.588856,0.253491,0
0.517307,0.665309,0.469221,0.532401,0.28722,0
0.330119,0.340889,0.782772,0.225822,0.425033,0
0.858791,0.356295,0.352967,0.588365,0.285375,0
0.377475,0.696122,0.160097,0.451399,0.299605,0
0.343895,0.333451,0.407219,0.647275,0.071146,1
0.348028,0.349743,0.377547,0.638439,0.33834,1
0.517307,0.603506,0.21457,0.325724,0.38498,0
0.346995,0.43439,0.521258,0.664458,0.712253,1
0.347512,0.556933,0.206599,0.334806,0.33834,0
0.459618,0.629184,0.195084,0.330879,0.305665,0
0.449802,0.387462,0.256422,0.393716,0.366535,0
0.358705,0.460244,0.577281,0.518164,0.278524,0
0.331669,0.460244,0.65124,0.261414,0.33834,0
0.552437,0.544714,0.417626,0.331861,0.33834,0
0.342173,0.329201,0.44597,0.837015,0.33834,1
0.354055,0.435098,0.846103,0.208149,0.247694,1
0.382297,0.58385,0.413419,0.435444,0.301186,0
