@relation Phoneme_14

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric

@data
0.440344,0.640316,0.252091,0.276225,0.320759,0
0.336196,0.370026,0.431701,0.459976,0.320759,1
0.369998,0.365469,0.780964,0.502987,0.421934,0
0.356112,0.329535,0.739745,0.720908,0.178116,0
0.349351,0.51078,0.214257,0.243728,0.278791,0
0.348621,0.303769,0.487455,0.7319,0.713465,1
0.346245,0.502016,0.624054,0.46356,0.320759,0
0.393568,0.36915,0.656113,0.603584,0.221584,1
0.332724,0.333392,0.555556,0.55006,0.320759,1
0.370546,0.433129,0.536639,0.782079,0.144891,1
0.337475,0.354601,0.711669,0.324731,0.320759,0
0.291248,0.168975,0.283154,0.635364,0.320759,1
0.353554,0.43085,0.478694,0.783035,0.320759,1
0.38626,0.601928,0.610514,0.48865,0.320759,0
0.369998,0.37546,0.667463,0.630585,0.807894,1
0.490042,0.607011,0.282756,0.28865,0.294529,0
0.560936,0.590535,0.292115,0.375866,0.378216,0
0.389183,0.678002,0.578654,0.209558,0.320759,0
0.396309,0.788606,0.253286,0.270729,0.282538,0
0.350996,0.464154,0.706691,0.20454,0.263552,0
0.899324,0.321998,0.332935,0.362963,0.305771,0
0.379499,0.373006,0.839108,0.147192,0.194354,1
0.625617,0.727432,0.286539,0.294385,0.302023,0
0.352275,0.315162,0.69096,0.607646,0.496877,0
0.371825,0.617704,0.290323,0.284588,0.294779,0
0.321213,0.275548,0.43628,0.2227,0.320759,0
0.325416,0.290798,0.447431,0.157706,0.801149,1
0.874475,0.440841,0.466746,0.417443,0.389208,0
0.733601,0.378265,0.335524,0.344086,0.345241,0
0.433583,0.337073,0.492433,0.832019,0.182613,1
0.610999,0.522524,0.462963,0.658065,0.223582,0
0.369815,0.393339,0.581641,0.902509,0.105921,1
0.545222,0.745662,0.266428,0.267145,0.267549,0
0.475059,0.473094,0.428116,0.300836,0.304022,0
0.812352,0.329711,0.58861,0.258303,0.284537,0
0.329435,0.308852,0.486858,0.765352,0.121659,1
0.866253,0.475022,0.310235,0.489845,0.276043,0
0.36269,0.489746,0.272999,0.382796,0.294279,0
0.41184,0.461876,0.781163,0.56129,0.571072,1
0.366161,0.408764,0.516926,0.771804,0.65326,1
0.462635,0.773357,0.243728,0.443489,0.399201,0
0.450758,0.43681,0.430506,0.300836,0.304522,0
0.532432,0.533392,0.314616,0.298925,0.345741,0
0.361776,0.32936,0.507368,0.784946,0.125156,1
0.340581,0.330061,0.227001,0.807885,0.320759,0
0.327426,0.297809,0.454202,0.463082,0.320759,1
0.750777,0.283436,0.393469,0.363441,0.305521,0
0.792984,0.342156,0.393867,0.35006,0.335249,0
0.701809,0.51376,0.571087,0.254958,0.287285,0
0.337475,0.305697,0.465552,0.150299,0.320759,0
0.536269,0.582472,0.291517,0.37491,0.355983,0
0.493331,0.537423,0.540223,0.412903,0.171122,0
0.539192,0.398072,0.32716,0.346953,0.320759,0
0.283939,0.59369,0.562127,0.430108,0.320759,0
