@relation German_3

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric

@data
0.333333,0.035714,0.5,0.021978,0,0.25,1,0.666667,0,0.125,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0.333333,0.089286,0.5,0.164835,1,0.5,0.333333,0.333333,0,0.25,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,0.357143,1,0.137363,0,0.5,0.666667,0.333333,0,0.285714,1,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
0.333333,0.142857,0.5,0.032967,0.5,0.5,0.666667,0.666667,0,0.839286,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0.357143,0.5,0.164835,0.5,1,0,0.333333,0.666667,0.125,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0.357143,0.5,0.137363,0,1,0.666667,1,0.666667,0.285714,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0.333333,0.25,1,0.038462,0,1,0.666667,1,0.666667,0.303571,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1
1,0.196429,0.5,0.153846,0,0.75,0.666667,0.333333,0.666667,0.25,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
0,0.178571,0.5,0.483516,0,1,0,1,0.333333,0.464286,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1
1,0.142857,0.5,0.032967,0,0.5,0.333333,0,0,0.125,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.196429,0.5,0.186813,1,0.5,0.666667,0.333333,1,0.178571,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,0.142857,0.5,0.071429,0,0.5,0.333333,0,0.666667,0.071429,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.25,0.5,0.071429,0,0.25,0.333333,0,0,0.125,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.142857,0.5,0.027473,0,1,0.666667,1,0,0.678571,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0.357143,1,0.236264,0,0.5,0.666667,0.333333,0,0.982143,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0.625,1,0.769231,1,0.75,0.666667,1,0.333333,0.196429,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0.071429,1,0.027473,0,1,0.666667,1,0,0.5,1,0.333333,0,0,0,1,0,1,0,0,1,0,1,0,0
1,0.464286,1,0.307692,0,0.75,0.333333,0.333333,0.666667,0.107143,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.196429,0.5,0.126374,0,0,0.333333,1,0.666667,0.071429,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0.666667,0.089286,0.5,0.049451,0.25,1,0,1,0,0.535714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.25,0.5,0.071429,0,0.5,0.666667,0.333333,1,0.232143,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.333333,0.089286,0.5,0.054945,0,1,0.333333,1,0,0.107143,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.089286,1,0.093407,0,0.75,0.666667,0.666667,0.666667,0.285714,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0.357143,0.5,0.412088,1,0.25,0.333333,0.333333,0.333333,0.196429,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
0.333333,0.785714,0,1,0,0.5,0.333333,0.333333,0.333333,0.232143,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
0.333333,0.071429,0.5,0.054945,0,0.5,0.333333,1,0,0.089286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.357143,0.5,0.065934,1,0.5,0.333333,1,0,0.107143,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
1,0.571429,1,0.423077,0,0.5,0.333333,0.333333,0,0.107143,0.5,0.333333,0,1,0,1,0,1,0,0,1,0,0,1,1
0.666667,0.142857,0.5,0.175824,1,1,0.666667,0.666667,0.666667,0.321429,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0.25,0.5,0.230769,0.25,0.5,0.666667,1,0.666667,0.285714,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
0.333333,0.089286,0.5,0.071429,1,0.25,0.666667,0.333333,0,0.285714,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
0,0.785714,0.5,0.159341,0,0.5,0.666667,1,0.666667,0.625,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.767857,0.5,0.576923,0,0.25,0.333333,0,0,0.285714,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
0.333333,0.142857,1,0.087912,0.25,0.25,0.666667,1,0.333333,0.446429,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1,0.303571,0.75,0.076923,0.25,0.75,0.666667,0.666667,0,0.267857,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,0,0
0.333333,0.571429,0.5,0.192308,1,0.5,1,0.333333,0.666667,0.142857,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.666667,0.25,0.25,0.065934,1,0.75,0.666667,1,0.666667,0.535714,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.333333,0.035714,0.5,0.049451,0,1,0.666667,1,0.666667,0.160714,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0,0.357143,0.25,0.186813,0,0.75,0.666667,1,0.666667,0.142857,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.125,1,0.203297,0,0.5,0.666667,0.333333,0,0.375,1,0.333333,1,0,0,1,0,1,0,0,1,0,1,0,0
1,0.357143,0.5,0.137363,0,0.25,0.333333,0,1,0.178571,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0,0.035714,0.5,0.065934,0,0.5,0.666667,0.333333,0,0.303571,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0.089286,1,0.142857,0,0.5,0.666667,0.333333,0,0.303571,1,0.333333,1,0,0,1,0,1,0,1,0,0,0,1,0
0.333333,0.107143,0.5,0.071429,0,0.5,0,0.333333,0.666667,0.214286,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.333333,0.25,0.75,0.225275,0,1,0,0.666667,1,0.375,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,0.357143,0.5,0.065934,0.5,0.75,0.333333,0,0.666667,0.160714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.142857,1,0.016484,0.5,1,0.666667,1,0.333333,0.410714,1,0.333333,1,1,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.142857,0.5,0.093407,0,0.5,0.666667,0.333333,0.333333,0.321429,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0.142857,1,0.065934,0,0.5,0.333333,0.333333,0,0.178571,1,0.333333,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.25,0.5,0.093407,0,0.25,0.333333,1,0,0.071429,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.142857,1,0.071429,0,1,0.666667,1,1,0.839286,1,0.333333,0,0,0,0,1,1,0,0,0,0,0,0,0
0.333333,0.464286,1,0.21978,0,0,1,0.333333,0.666667,0.160714,1,0.333333,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0.196429,0,0.043956,0,1,0.666667,0.666667,0.666667,0.25,1,0.333333,1,0,0,1,0,1,0,1,0,0,0,1,1
1,0.357143,0.5,0.06044,0,0.75,0.666667,0,0,0.107143,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.107143,1,0.104396,1,0.5,1,0,0.666667,0.125,1,0.333333,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0.357143,0.75,0.027473,1,1,1,1,0.666667,0.625,1,0.333333,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0.142857,0.5,0.082418,0,0.75,0.333333,1,0,0.214286,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0.571429,0.5,0.395604,1,1,0.666667,0.333333,0.333333,0.321429,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.392857,0.5,0.428571,0,0.25,0.666667,0.666667,0.666667,0.196429,1,0.333333,0,0,0,0,1,1,0,0,1,0,0,1,0
0,0.071429,1,0.175824,0,0.75,0.666667,1,0,0.357143,1,0.333333,0,0,1,1,0,1,0,0,1,0,1,0,0
0,0.571429,0.5,0.115385,0,0.5,0,1,0.666667,0.214286,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0.089286,0.5,0.027473,0,0.5,0.666667,0.666667,0.666667,0.160714,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0.333333,0.357143,0.5,0.159341,0.25,0.25,1,0.333333,0.666667,0.053571,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
0,0.357143,0.5,0.065934,0,0.75,0.333333,1,0.666667,0.071429,1,0.333333,0,0,0,1,0,1,0,1,0,0,0,1,1
