@relation German_1

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric

@data
0,0.142857,1,0.292994,0,1,0.666667,1,0.333333,0.428571,1,0.333333,0,1,0,1,0,0,1,1,0,0,0,1,1
0.333333,1,0.25,0.929936,0.25,1,0.333333,1,1,0.732143,0,0.333333,0,1,0,0,0,1,0,0,0,0,0,0,1
0.666667,0.035714,0.75,0.031847,0,0.25,0.333333,0,0.333333,0.178571,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.035714,0.5,0.280255,0,0.25,0.333333,1,0.333333,0.232143,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.035714,0.5,0.076433,0.5,0,0.333333,0.333333,0.333333,0.071429,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
1,0.035714,1,0.031847,1,1,0.666667,1,1,0.303571,1,0.333333,0,0,0,0,0,1,0,0,0,0,0,1,0
0.333333,0.089286,0.5,0.057325,0,1,0.666667,1,0.666667,0.142857,1,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
0.333333,0.089286,0.25,0.076433,0.25,0.75,0.666667,0.666667,1,0.178571,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
0,0.357143,0.25,0.063694,0,0,0.333333,1,1,0.178571,1,0.333333,0,0,0,1,0,0,1,1,0,1,0,0,1
0,0.142857,0.5,0.031847,0.25,0.75,1,0,0.333333,0.017857,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.142857,1,0.216561,1,0.25,0.666667,0,0.333333,0.321429,1,0.333333,1,0,0,0,0,1,0,0,1,0,1,0,0
1,0.25,0.5,0.11465,0,0.75,0.666667,0,0.666667,0.267857,0.5,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.785714,0,0.904459,0,0.5,0.666667,0.333333,0.666667,0.107143,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.25,1,0.082803,0,0.5,0.666667,0.333333,0.333333,0.232143,0,0.333333,0,0,0,1,0,1,0,0,1,0,0,1,1
0.333333,0.142857,0.5,0.044586,0,1,0.666667,1,0.666667,0.392857,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
0.333333,0.089286,0.5,0.063694,0,0.75,0.333333,1,0.333333,0.857143,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,0,0
0.333333,0.785714,0.5,0.407643,0.25,0.75,0.666667,0.333333,0.333333,0.089286,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
0,0.035714,0.5,0.152866,0.5,0.5,0.666667,0.666667,0,0.446429,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0.571429,0.5,0.216561,0,1,0.666667,0.333333,0.666667,0.160714,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.464286,0.5,0.751592,0,0.25,0,0,1,0.267857,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
0.333333,0.785714,0.25,0.764331,1,0,0.666667,1,1,0.303571,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0.357143,0,0.248408,0,1,0.666667,1,1,0.071429,0,0.333333,1,0,0,0,0,1,0,1,0,0,0,1,1
1,0.464286,1,0.369427,0,0.75,0.666667,0.333333,0.666667,0.339286,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,0.25,0.5,0.057325,1,0.25,0.333333,0.333333,0,0.035714,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0.571429,1,0.598726,0,0.75,0.666667,1,0.666667,0.089286,1,0.333333,0,1,0,0,1,1,0,0,1,0,0,1,1
1,0.357143,0.5,0.082803,0.75,0.75,0.333333,0.666667,0.666667,0.267857,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0
0.666667,0.196429,1,0.140127,0.5,0.5,0.666667,0.333333,0.666667,0.303571,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
0,0.035714,1,0.031847,0.75,0.75,0.333333,1,0,0.357143,1,0.333333,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0.571429,0.5,0.133758,0.5,1,0.666667,1,0.666667,0.357143,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.142857,1,0.10828,0,1,0.666667,0.333333,1,0.125,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.25,0.5,0.152866,0,0.5,0.666667,1,1,0.821429,1,0.333333,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0.571429,1,0.656051,1,1,0.666667,1,1,0.410714,1,0.333333,0,0,0,0,1,1,0,0,0,0,0,1,0
0.666667,0.357143,0.5,0.076433,0.25,1,0.333333,0.333333,1,0.5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.142857,0.5,0.133758,1,0.5,0.666667,1,1,0.321429,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.666667,0.357143,1,0.184713,1,0.5,0.666667,0.333333,0.666667,0.214286,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0.142857,0.5,0.031847,0.25,0,0.333333,0.666667,0.333333,0.053571,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
