@relation German_20

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric

@data
0,0.514706,1,0.891026,1,0.75,0.666667,1,0.333333,0.181818,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,0,0
0.333333,0.647059,0,0.903846,0,0.5,0.666667,0.333333,0.666667,0.090909,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
0.333333,0.102941,0.5,0.083333,0.75,0.25,0.333333,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.294118,0.5,0.108974,0,0.25,1,0,0.333333,0.036364,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
0.333333,0.073529,0.5,0.089744,0,0.25,0.333333,0.333333,0.666667,0.036364,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.823529,0.75,0.987179,0,0.75,0.666667,1,0.666667,0.018182,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.117647,0.5,0.051282,0,0.5,1,0.333333,0,0.109091,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
0,0.073529,1,0.051282,0,0.5,0.666667,1,0,0.090909,1,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
0.666667,0.117647,0.25,0.00641,0.75,0.5,0.333333,0.666667,0,0.4,1,0.333333,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0.205882,1,0.224359,0,0.25,0,0.333333,0.666667,0.272727,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0.205882,0.5,0.032051,0,0,0.333333,0,0,0.127273,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,0.382353,0.5,0.211538,0.75,1,0.333333,1,0.333333,0.672727,1,0.333333,0,1,0,0,0,1,0,1,0,0,0,1,0
0.333333,0.117647,0.5,0.160256,1,1,0.333333,0.333333,0.333333,0.090909,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
0.333333,0.073529,0.5,0.108974,1,0.75,0.666667,0,0.666667,0.072727,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.647059,1,0.724359,0.25,0.5,0.333333,1,0.666667,0.072727,0,0.333333,0,0,0,0,1,1,0,1,0,0,1,0,1
0,0.338235,0,0.320513,0,0,0.666667,1,0.333333,0.545455,0.5,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,1
0,0.470588,0.5,0.333333,0,1,0.666667,1,1,0.4,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0.333333,0.294118,0.5,0.057692,0,0.25,0.666667,0.333333,0,0.054545,0.5,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.382353,0.5,0.391026,1,1,0.666667,1,0.333333,0.2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0.647059,0.5,0.288462,0,0.75,0.666667,0.666667,0.333333,0.109091,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1,0.161765,0.5,0.038462,1,0.25,0.333333,0,0,0.072727,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.029412,0.75,0.089744,0.25,0.5,0.666667,0.333333,0,0.254545,1,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
0.333333,0.382353,0.5,0.121795,0,0.5,0.333333,0.333333,1,0.072727,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
0.333333,0.470588,0.75,0.121795,0,1,0.666667,1,1,0.672727,0,0.333333,0,1,0,1,0,1,0,0,0,0,0,1,1
1,0.294118,0.75,0.141026,0,1,0.666667,1,0.666667,0.490909,1,0.333333,1,0,0,1,0,1,0,0,1,0,1,0,1
1,0.382353,0.5,0.102564,1,1,0.666667,1,0.666667,0.690909,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0.073529,1,0.160256,0,0.5,0.666667,0.333333,0,0.290909,1,0.333333,1,0,0,1,0,1,0,1,0,0,0,1,0
0.333333,0.382353,0.5,0.173077,1,1,0.333333,1,0.666667,0.090909,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.338235,1,0.134615,0,1,0.666667,1,0.666667,0.418182,0.5,1,1,1,0,0,0,1,0,0,1,0,0,0,0
0,0.117647,0.5,0.211538,0,0.5,0.666667,0.333333,0.333333,0.163636,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
0.333333,0.117647,0.5,0.025641,0,0.75,1,0.666667,0.666667,0.090909,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.058824,1,0.025641,0,1,0.666667,1,0,0.490909,1,0.333333,0,0,0,1,0,1,0,0,1,0,1,0,0
1,0.117647,0.5,0.019231,0,0.5,0,0.333333,0,0.527273,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,0.294118,0.5,0.064103,0.25,0.75,1,0.666667,0.333333,0.109091,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.205882,0.5,0.102564,1,0.25,0.333333,0.666667,0,0.127273,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0.205882,0.25,0.083333,0,0.5,0.666667,0.666667,0.666667,0.436364,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
