@relation German_7

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric

@data
1,0.294118,0.5,0.138122,0.5,1,0.666667,1,0.333333,0.611111,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.25,1,0.187845,0,0.75,0.666667,0.666667,0.333333,0.12963,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.823529,0.25,0.801105,0.25,1,0.333333,1,1,0.740741,0,0.333333,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0.117647,0.5,0.116022,1,1,0.666667,0.666667,0.666667,0.555556,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0.470588,0.5,0.497238,0,0.75,0.666667,0,0.666667,0.074074,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1
1,0.073529,1,0.033149,0.5,1,0.666667,0.333333,0.666667,0.592593,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.117647,1,0.088398,0,1,0.666667,1,0,0.425926,1,0.666667,0,1,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.235294,0.75,0.375691,1,0.75,0.666667,1,0.333333,0.296296,0,0.333333,1,1,0,0,1,1,0,1,0,0,0,0,0
0.333333,0.073529,0.5,0.066298,1,0.25,0.666667,0.333333,0,0.277778,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
0.666667,0.161765,0.5,0.088398,0,1,0.666667,1,0.666667,0.37037,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0.132353,1,0.082873,0,0.25,0.666667,0,0.333333,0.148148,0,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
0.333333,0.044118,0.5,0.110497,0,0.25,0.333333,0,0,0.462963,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.294118,1,0.143646,0.25,1,0.666667,1,0,0.296296,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.205882,0.5,0.055249,0,1,1,0.333333,0,0.222222,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.117647,0.5,0.022099,0,0.5,0.666667,0.333333,0,0.185185,0,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.25,0.5,0.121547,1,1,0.666667,1,0,0.481481,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,0.161765,0.5,0.033149,1,0.25,0.333333,0,0,0.074074,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.161765,1,0.060773,0,0.5,0.666667,0.333333,0.333333,0.203704,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.647059,0.5,0.314917,0,0.5,0.333333,0.333333,0,0.037037,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.294118,0.5,0.055249,0,0.75,0.666667,0,0,0.092593,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.029412,0.25,0.082873,0.5,1,0.666667,1,0.333333,0.462963,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
