@relation German_4

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric

@data
0,0.205882,0.5,0.126374,0,0.5,0.666667,0.333333,0.666667,0.054545,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.102941,1,0.384615,0,0.5,0.666667,1,0.333333,0.363636,1,0.333333,0,0,0,1,0,1,0,0,1,0,1,0,0
0.666667,0.294118,0.5,0.274725,0,0.75,0.666667,0.333333,0.666667,0.109091,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.117647,1,0.038462,0,0,0.333333,0.333333,0.333333,0.345455,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
0.333333,0.647059,0,0.659341,1,0.5,0.666667,0.333333,0.666667,0.527273,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0.117647,0.75,0.06044,0,0.5,0.666667,0.333333,0,0.436364,1,0.333333,1,0,0,1,0,1,0,0,1,0,1,0,0
0.333333,0.029412,0.5,0.021978,0,0.25,1,0.666667,0,0.127273,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0.333333,0.470588,0.5,0.505495,0,0.25,1,1,0.666667,0.163636,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
0.333333,0.073529,0.5,0.054945,0,1,0.333333,1,0,0.109091,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.102941,1,0.06044,0.75,0.5,0.333333,1,0.666667,0.381818,1,0.333333,0,0,0,1,0,1,0,0,1,0,0,1,0
0.666667,0.470588,0.5,0.203297,0,0.5,0.666667,0.333333,0,0.072727,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.602941,0.5,0.153846,0.25,0.5,0.666667,1,0.333333,0.036364,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0.333333,0.25,1,0.137363,0.75,0.75,0.666667,0.333333,0.666667,0.236364,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0.25,0.5,0.197802,1,0.75,0.666667,0.333333,0,0.090909,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0
0,0.117647,0.5,0.192308,0.75,0.5,0.666667,0.666667,0.333333,0.218182,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,0.161765,1,0.175824,0.75,1,0.666667,1,1,0.072727,1,0.333333,0,1,0,0,1,1,0,1,0,0,0,1,0
0.333333,0.117647,0.5,0.027473,0,0.75,1,0.666667,0.666667,0.109091,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1,0.25,0,0.263736,1,0.5,0.333333,1,0.333333,0.181818,0,0.333333,0,1,0,1,0,1,0,0,1,0,0,1,1
1,0.029412,0.25,0.087912,0.5,1,0.666667,1,0.333333,0.472727,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1,0.294118,0.5,0.093407,0.25,0.5,0.666667,1,0.666667,0.181818,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0.073529,0.5,0.065934,0,0.25,0.333333,1,0.333333,0.054545,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0.333333,0.294118,0.75,0.115385,1,0.25,0.666667,0.333333,0.333333,0.181818,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0.294118,1,0.269231,0,0.25,1,0.666667,1,0.509091,1,0.666667,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.382353,1,0.32967,0.25,0.75,1,1,0.666667,0.090909,1,0.333333,0,0,0,0,1,1,0,1,0,0,0,1,0
0.333333,0.294118,0.5,0.098901,0,1,0.333333,1,0.666667,0.018182,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.470588,0.5,0.252747,0,0.25,0.333333,0,1,0.2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0.294118,0.5,0.395604,0,0.5,0.666667,1,0.333333,0.436364,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
0.666667,0.117647,0.5,0.06044,0,0.25,0.666667,0,0,0.127273,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0.117647,1,0.06044,1,1,0.666667,1,1,0.690909,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0.073529,1,0.06044,0.25,1,0.666667,1,0,0.527273,1,0.333333,1,0,1,0,0,0,0,0,1,0,0,1,0
0.333333,0.382353,0.5,0.10989,0,0.5,0.333333,0.333333,1,0.090909,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
0.333333,0.338235,0.5,0.126374,0,0.25,0.333333,0,0.333333,0.236364,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
1,0.088235,0.5,0.027473,0.5,1,0.666667,1,1,0.490909,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.117647,0.25,0.175824,0.5,0.5,0.333333,0.666667,0,0.290909,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1,0.117647,0.5,0.104396,0.25,0.75,0.666667,0,1,0.290909,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.117647,0.5,0.076923,0,0.5,0.333333,0.666667,0.333333,0.2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0.029412,0.5,0.065934,0.5,0,0.333333,0.333333,0.333333,0.072727,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
1,0.294118,1,0.335165,0,0,0.666667,0.333333,1,0.145455,0,0.333333,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0.029412,0.75,0.082418,0.25,0.5,0.666667,0.333333,0,0.272727,1,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
0.333333,0.470588,1,0.142857,0,0.25,0,1,0.666667,0.145455,1,0.333333,0,0,0,1,0,1,0,0,1,0,0,1,1
0.333333,0.117647,1,0.065934,0,0.75,0.666667,0.666667,0.333333,0.127273,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.602941,1,0.247253,0,0.25,0.666667,0.333333,0.333333,0.109091,1,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0.117647,0.5,0.104396,1,1,0.333333,1,1,0.6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0.333333,0.294118,0.5,0.60989,0,0.5,0.666667,0.666667,0.666667,0.181818,0,0.333333,0,1,0,0,0,0,1,0,1,0,0,0,1
1,0.294118,0.5,0.175824,0.5,1,0.666667,0.333333,0.666667,0.218182,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
0,0.029412,0.25,0.054945,0,1,0.333333,1,1,0.290909,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0.117647,0.5,0.027473,0,1,0.333333,1,0.333333,0.090909,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.333333,0.470588,1,0.115385,0,1,0.666667,1,0,0.309091,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.294118,0.75,0.247253,1,0.5,0.666667,0.333333,0.333333,0.327273,0,0.333333,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0.088235,0.5,0.093407,0,0.5,0.666667,1,0.333333,0.345455,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
1,0.117647,0.5,0.10989,0,0.25,0.333333,0.333333,0.666667,0.181818,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.117647,0.5,0.175824,0,1,0.666667,1,1,0.290909,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
0,0.294118,0.75,0.258242,0,0.5,0.666667,1,1,0.618182,1,0.333333,1,0,0,1,0,1,0,0,0,0,0,1,1
0,0.470588,1,0.32967,0,0.25,0.333333,1,1,0.072727,1,0.333333,0,1,0,0,0,0,1,1,0,0,1,0,1
0,0.294118,0.5,0.412088,1,0.25,0.333333,0.333333,0.333333,0.2,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
0,0.470588,0.5,0.445055,1,1,0.666667,1,1,0.509091,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
0,0.294118,0.5,0.351648,0,0,0.666667,0.333333,1,0.181818,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.666667,0.382353,0.75,0.093407,0,1,0.666667,1,0,0.854545,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.333333,0.205882,0.5,0.131868,0.25,0.5,0.666667,1,0.666667,0.272727,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.088235,0.5,0.06044,1,0.5,0.666667,1,0.333333,0.145455,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1,0.161765,0.25,0.076923,0.25,1,0.666667,1,0.666667,0.272727,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0.102941,1,0.203297,0,0.5,0.666667,0.333333,0,0.381818,1,0.333333,1,0,0,1,0,1,0,0,1,0,1,0,0
0.333333,0.382353,1,0.21978,0,0,1,0.333333,0.666667,0.163636,1,0.333333,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0.382353,0.5,0.648352,0,0.25,0,0,1,0.272727,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
0.333333,0.647059,0,0.197802,0.25,0.75,0.666667,1,1,0.272727,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
0,0.205882,0,0.159341,0,0.75,0.666667,0,0.333333,0.218182,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.073529,0.5,0.071429,0,0.75,0.666667,0.333333,0.666667,0.054545,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0.117647,1,0.06044,0,0.5,0.333333,0.333333,0.333333,0.290909,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.205882,1,0.10989,0,0.5,0.333333,0,0.666667,0.109091,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.102941,0.5,0.076923,0.75,0.25,0.333333,0,0,0.018182,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.117647,1,0.054945,0.5,0.5,0.666667,1,0,0.454545,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0.117647,1,0.307692,1,1,0.666667,1,0.333333,0.545455,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0.823529,0.75,0.851648,0,0.75,0.666667,1,0.666667,0.036364,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
0.666667,0.117647,0.5,0.071429,0,0.25,0.333333,0,0.333333,0.254545,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.333333,0.205882,1,0.087912,0,1,0.333333,1,0,0.527273,0,0.333333,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0.161765,1,0.17033,0,0.5,0.666667,0.333333,1,0.163636,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.294118,0.5,0.065934,0,0.5,1,0.333333,0.333333,0.163636,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.294118,1,0.340659,0,1,0.333333,1,1,0.454545,1,0.333333,1,1,0,0,1,1,0,0,0,0,0,0,0
0,0.470588,0.5,0.137363,0,1,0.666667,0.333333,0.333333,0.4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
0,0.205882,0.5,0.181319,0,0.75,0.333333,0,0,0.109091,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.333333,0.161765,0.5,0.131868,0.25,0.5,0.333333,1,0.666667,0.163636,1,0.333333,0,1,0,1,0,1,0,1,0,0,0,1,1
0.333333,0.073529,0.5,0.016484,0,0.5,0.666667,0.666667,0,0.090909,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.666667,0.294118,1,0.159341,1,0.5,0.666667,0.333333,0.666667,0.218182,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
