@relation German_13

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric

@data
0.333333,0.785714,0.5,0.20442,1,0.75,0.666667,0,0.666667,0.381818,1,0.333333,1,1,0,0,0,1,0,0,1,0,0,1,0
0,0.571429,1,0.430939,0,0.5,0.333333,0.333333,1,0.090909,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.571429,1,0.513812,0,0.75,0.666667,1,0.666667,0.072727,1,0.333333,0,1,0,0,1,1,0,0,1,0,0,1,1
0,0.035714,0.5,0,0,0.25,0.333333,0,0,0.127273,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.196429,0.5,0.237569,0.25,0.5,0.666667,0.333333,0.333333,0.363636,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.333333,0.357143,0.5,0.093923,0,1,0.333333,1,0.666667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0.107143,1,0.104972,0,0.25,0.666667,0.666667,0,0.509091,1,0.333333,1,0,1,1,0,1,0,1,0,0,1,0,0
0,0.25,1,0.099448,0,0.5,0.333333,1,0,0.072727,1,0.333333,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0.071429,1,0.171271,0,0.75,0.666667,1,0,0.345455,1,0.333333,0,0,1,1,0,1,0,0,1,0,1,0,0
1,0.571429,1,0.563536,1,1,0.666667,1,1,0.4,1,0.333333,0,0,0,0,1,1,0,0,0,0,0,1,0
1,0.142857,0.75,0.066298,0,0.5,1,1,0,0.381818,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0.666667,0.678571,0,0.331492,0,0.25,0,0,0.333333,0.236364,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.571429,0.5,0.110497,0.5,1,0.666667,1,0.666667,0.345455,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.196429,0.25,0.055249,0.25,0.5,1,0.333333,0.333333,0.090909,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
1,0.571429,1,0.331492,1,1,0.666667,1,0,0.290909,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.142857,0.5,0.022099,0,1,0.666667,1,0,0.672727,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0.333333,0.142857,0.5,0.027624,1,1,0.666667,1,0.333333,0.327273,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.035714,1,0.022099,1,1,0.666667,1,1,0.290909,1,0.333333,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.035714,1,0.071823,0,0.75,0.333333,0.333333,0.666667,0.072727,1,0.333333,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0.107143,1,0.049724,0,1,0.666667,1,0,0.218182,1,0.333333,1,0,1,1,0,1,0,0,1,0,1,0,0
0,0.25,0.5,0.226519,0.25,0.5,0.666667,1,0.666667,0.272727,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
1,0.107143,1,0.099448,1,0.5,1,0,0.666667,0.109091,1,0.333333,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0.571429,0.75,0.232044,0,0.5,0.333333,1,0,0.254545,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.178571,0.5,0.060773,0.5,1,1,0.333333,0,0.272727,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0.035714,1,0.171271,0,0.5,0,1,0,0.436364,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0.333333,0.303571,0.5,0.049724,0,1,0.333333,1,0.333333,0.345455,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1,0.571429,0.5,0.154696,1,0.5,0.666667,1,0,0.290909,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.333333,0.571429,0.75,0.104972,0,1,0.666667,1,1,0.672727,0,0.333333,0,1,0,1,0,1,0,0,0,0,0,1,1
0.666667,0.25,0.5,0.099448,0,0.5,0.666667,0.333333,0,0.309091,0.5,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1,0.357143,1,0.121547,0.25,0.75,1,0.666667,0.333333,0.127273,1,0.333333,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0.142857,1,0.038674,1,0.75,0.333333,1,0,0.054545,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.196429,1,0.060773,0,0.5,0.666667,0.333333,0.333333,0.2,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.357143,0.5,0.055249,0,1,0.666667,0,0,0.290909,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0.107143,0.5,0.110497,0,1,0.666667,1,0,0.581818,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.333333,0.464286,1,0.21547,0,0,1,0.333333,0.666667,0.145455,1,0.333333,0,0,0,1,0,1,0,0,1,0,0,0,1
0.333333,0.357143,0.5,0.138122,1,1,0.666667,1,1,0.290909,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0.333333,0.357143,1,0.088398,0,1,0,1,0,0.2,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,1
0,0.196429,0.5,0.20442,0,0.5,0.333333,0.333333,0.333333,0.163636,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1
0.333333,0.196429,0.5,0.066298,0.25,0.5,0.666667,0.333333,0,0.036364,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.196429,1,0.082873,0,1,0.666667,1,0.666667,0.472727,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.571429,0.5,0.18232,0,1,0.666667,0.333333,0.666667,0.145455,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.785714,0.5,0.453039,1,0.75,0.333333,0.333333,0.666667,0.072727,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.333333,0.303571,0.75,0.116022,0,0.5,0,1,0.333333,0.490909,1,0.333333,0,0,0,1,0,1,0,0,1,0,0,1,0
0,0.25,0,0.154696,0,0.25,0.333333,1,0.333333,0.109091,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0.25,0,0.154696,0,0.75,0.666667,0,0.333333,0.2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.357143,0.5,0.176796,0.25,0.75,0.333333,1,0.666667,0.054545,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1,0.357143,1,0.066298,0.75,0.5,0.333333,0,0,0.418182,1,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0.035714,0.5,0.049724,1,0,0.666667,1,0.333333,0.290909,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,0.142857,1,0.093923,1,0.75,0.333333,0.333333,0.666667,0.745455,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.142857,1,0.099448,0,0.5,0.666667,0.333333,0,0.345455,1,0.333333,1,0,1,1,0,1,0,1,0,0,1,0,0
0,0.785714,0,0.237569,0,1,0.666667,1,1,0.072727,1,0.333333,1,0,0,0,1,1,0,0,0,0,0,1,1
0.666667,0.142857,0.5,0.066298,0,0.25,0.333333,0,0.333333,0.236364,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.666667,0.142857,1,0.033149,0.5,0.75,1,0.333333,0,0.145455,1,0.666667,0,1,0,1,0,1,0,0,1,0,0,1,1
0,0.767857,0.5,0.574586,0,0.25,0.333333,0,0,0.272727,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
0,0.142857,0.5,0.071823,0,0.5,0.333333,0.666667,0.333333,0.181818,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0.25,0.5,0.18232,0,0.25,0.333333,1,0.666667,0.036364,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.333333,0.571429,0.75,0.430939,0.25,1,0.666667,1,0.666667,0.4,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0.357143,1,0.104972,1,0.75,0.666667,1,0.666667,0.418182,1,0.333333,1,1,0,0,1,1,0,0,1,0,0,1,0
0.666667,0.464286,1,0.187845,1,1,0.666667,1,0.333333,0.527273,0.5,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
0.666667,0.25,0.5,0.093923,0,1,0.333333,0.333333,0.666667,0.054545,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0.333333,0.285714,0.75,0.375691,1,0.75,0.666667,1,0.333333,0.290909,0,0.333333,1,1,0,0,1,1,0,1,0,0,0,0,0
1,0.357143,0.5,0.055249,0,0.75,0.666667,0,0,0.090909,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.196429,0.5,0.276243,0.5,1,0.333333,1,1,0.272727,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0.333333,0.142857,0.5,0.093923,1,0.5,0.666667,0.333333,0.666667,0.181818,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
0,0.142857,1,0.066298,0,1,0.666667,1,1,0.836364,1,0.333333,0,0,0,0,1,1,0,0,0,0,0,0,0
0.333333,0.089286,0.5,0,0,0.5,1,1,0,0.036364,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0.333333,0.464286,0.25,0.176796,0.75,0.5,0.666667,0.333333,0.666667,0.254545,0.5,0,1,1,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.357143,1,0.198895,0.25,0.25,0,0.333333,0.666667,0.309091,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0.785714,1,0.320442,0,1,0.333333,1,1,0.690909,0.5,0.333333,0,0,0,0,1,1,0,0,0,0,1,0,1
0.333333,0.142857,1,0.082873,0.25,0.25,0.666667,1,0.333333,0.436364,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
0,0.357143,0.5,0.143646,0,0.5,0.666667,1,1,0.781818,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
0.333333,0.25,1,0.044199,0,1,0.666667,0.666667,0,0.181818,0,0.333333,0,0,0,1,0,0,0,0,1,0,0,1,1
0,0.625,1,0.767956,1,0.75,0.666667,1,0.333333,0.181818,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,0,0
1,1,0.75,0.850829,0,0.75,0.666667,1,0.666667,0.018182,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.303571,0.75,0.127072,0.5,0.25,0.666667,0.333333,0,0.381818,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
0.666667,0.035714,0.75,0.022099,0,0.25,0.333333,0,0.333333,0.163636,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.035714,0.75,0.038674,0,0,0.666667,0,0.333333,0.272727,0.5,0.333333,0,1,0,0,0,1,0,0,1,0,0,0,0
0.333333,0.142857,0.5,0.038674,0.25,0.75,0.666667,1,0,0.345455,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0.25,1,0.20442,0,1,0.333333,1,0,0.236364,0,0.666667,0,1,0,1,0,1,0,1,0,0,0,1,1
