@relation German_15

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric

@data
1,0.823529,0.75,0.987261,0,0.75,0.666667,1,0.666667,0.035714,1,0.333333,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.558824,0.5,0.44586,1,0.75,1,1,0.333333,0.178571,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0.117647,1,0.121019,0,0.75,0.666667,0.666667,0,0.535714,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0.117647,0.5,0.089172,0,0.5,0.333333,0.666667,0.333333,0.196429,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,0.205882,0.75,0.133758,0,0,1,0.666667,0,0.267857,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.117647,0.5,0.044586,0,0.75,1,1,0.333333,0.035714,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0.333333,0.044118,0.5,0.140127,0,0.5,0.666667,0.333333,0,0.267857,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.333333,0.029412,0.75,0.063694,0,0,0.666667,1,0.333333,0.5,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0.117647,0.5,0.089172,0,0.5,0.666667,0.333333,0,0.553571,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.470588,0.5,0.11465,1,1,0.666667,1,1,0.375,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.333333,0.117647,0.5,0.082803,1,0.5,1,0,0,0.107143,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0.294118,0.75,0.031847,1,1,1,1,0.666667,0.625,1,0.333333,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0.205882,0.5,0.10828,0,0.5,0.333333,1,0.666667,0.107143,0,0.333333,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0.029412,0.5,0.063694,0.25,1,0.666667,0.333333,0.333333,0.428571,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0.333333,0.294118,0,0.254777,0,0.5,0.666667,1,0,0.303571,1,0.666667,0,1,0,0,0,1,0,0,1,0,1,0,1
1,0.161765,0.5,0.324841,0.5,1,0.333333,1,1,0.285714,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.558824,1,0.203822,0,0,0.666667,1,0.666667,0.821429,1,0.333333,0,0,0,0,0,0,1,0,1,1,0,0,0
0.333333,0.294118,1,0.235669,0.25,0.25,0,0.333333,0.666667,0.321429,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0.073529,1,0.057325,0,0.5,0.666667,1,0,0.107143,1,0.333333,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0.117647,1,0.11465,1,0.75,0.333333,0.333333,0.666667,0.75,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.205882,0.25,0.401274,0,1,0.666667,1,1,0.357143,0,0.333333,1,1,0,1,0,1,0,0,1,0,0,0,1
0.333333,0.470588,0.5,0.133758,0,0.75,0.666667,1,0.666667,0.089286,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0.044118,0.75,0.038217,1,1,0.666667,1,1,0.303571,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.117647,0.75,0.082803,0,0.5,1,1,0,0.392857,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0.333333,0.294118,0.5,0.063694,0,0.25,0.666667,0,0.333333,0.125,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.333333,0.294118,0.5,0.11465,0,1,0.333333,1,0.666667,0.017857,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0.117647,0.5,0.038217,0,1,0.666667,1,0.666667,0.339286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.044118,0.5,0.152866,0,0.5,0.666667,0.333333,0,0.285714,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.333333,0.647059,0,0.764331,1,0.5,0.666667,0.333333,0.666667,0.517857,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
