@relation German_6

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric

@data
0.333333,0,0.25,0.012739,0.75,0.25,0.333333,0.333333,0.333333,0.089286,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
0,0.777778,0.5,0.184713,0,0.5,0.666667,1,0.666667,0.625,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
0,0,1,0.076433,0,0.25,0.666667,1,0,0.375,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
1,0.777778,0.25,0.216561,0,0.5,0.333333,0,0,0.142857,0.5,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.222222,0.5,0.815287,0,0,0.333333,1,1,0.339286,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0,0.055556,0.5,0.076433,0,0.75,0.666667,1,0,0.714286,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.111111,1,0.044586,1,1,0.666667,1,0,0.821429,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0.333333,0.222222,0.5,0.057325,0,0.5,0.333333,1,0,0.125,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0.222222,0.5,0.082803,0,0.5,0.666667,0.333333,1,0.232143,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.666667,0.166667,0.5,0.10828,0,1,0.666667,1,0.666667,0.375,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0.333333,0.055556,0.5,0.191083,1,0.5,0.333333,0.333333,0,0.25,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
