@relation Magic_9

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric

@data
0.221724,0.135593,0.37563,0.345153,0.269705,0.393665,0.60691,0.590373,0.051644,0.716134,0
0.274668,0.209451,0.618802,0.14263,0.102716,0.487249,0.674784,0.560411,0.049511,0.704028,0
0.050223,0.080709,0.228014,0.472213,0.408045,0.389122,0.572252,0.507128,0.380189,0.14251,0
0.127267,0.144563,0.404832,0.211047,0.155559,0.440651,0.669462,0.581416,0.343544,0.164928,0
0.2788,0.136572,0.584527,0.166155,0.129434,0.365267,0.684019,0.504695,0.006844,0.596285,0
0.060328,0.042674,0.189099,0.582453,0.3981,0.403731,0.591741,0.554139,0.163078,0.234399,1
0.047502,0.026173,0.109506,0.825889,0.800356,0.398405,0.565156,0.568214,0.191104,0.491584,1
0.792561,0.302791,0.461286,0.177407,0.206026,0.851598,0.130823,0.673906,0.158517,0.220966,1
0.060171,0.04064,0.166919,0.600636,0.416654,0.432879,0.587002,0.518183,0.087374,0.372302,0
0.096756,0.07707,0.279209,0.324241,0.227698,0.395178,0.507202,0.56205,0.051722,0.408536,0
0.042272,0.031496,0.036966,0.765542,0.526495,0.398908,0.563578,0.549457,0.372656,0.304349,0
0.039412,0.032135,0.073159,0.827253,0.596408,0.401904,0.533491,0.520179,0.221833,0.327398,0
0.520146,0.376402,0.465957,0.186385,0.154371,0.397314,0.429186,0.771662,0.44788,0.598451,1
0.257027,0.060365,0.398429,0.492215,0.341695,0.336166,0.449548,0.521174,0.115679,0.75308,1
0.226994,0.10616,0.337241,0.328446,0.232893,0.412643,0.60271,0.488274,0.038178,0.711748,0
0.094676,0.088184,0.250998,0.298443,0.219237,0.434798,0.507334,0.561619,0.052667,0.338612,0
0.160031,0.093716,0.351285,0.219229,0.167879,0.389989,0.656258,0.501491,0.136219,0.366005,0
0.045732,0.029556,0.046958,0.800091,0.595072,0.374597,0.528881,0.516601,0.175564,0.267338,0
0.34391,0.117075,0.292171,0.511308,0.423779,0.344099,0.414683,0.476429,0.204472,0.651337,1
0.35658,0.296273,0.548303,0.243323,0.135817,0.275899,0.685332,0.3971,0.644746,0.824376,1
0.039399,0.041885,0.083738,0.660075,0.478997,0.373791,0.534056,0.540601,0.453422,0.412193,0
0.31673,0.198782,0.700962,0.096829,0.077779,0.306329,0.69129,0.595541,0.011009,0.592722,0
0.133441,0.087583,0.338726,0.296852,0.222206,0.45017,0.619948,0.550358,0.1199,0.414154,0
0.12417,0.145344,0.418072,0.195022,0.137005,0.379354,0.565733,0.483685,0.040213,0.562049,0
0.502268,0.382605,0.555758,0.1224,0.061749,0.498152,0.268469,0.679615,0.9569,0.661282,1
0.213382,0.077699,0.344851,0.231617,0.178715,0.440182,0.667612,0.494152,0.070021,0.466587,0
0.081265,0.055685,0.183221,0.349699,0.240166,0.426902,0.523012,0.517104,0.239697,0.458038,0
0.043831,0,0.120859,0.852483,0.731483,0.400444,0.53677,0.533758,0.922147,0.25578,1
0.05157,0.076996,0.237603,0.425389,0.315125,0.442589,0.517331,0.588252,0.819809,0.274772,1
0.106192,0.071398,0.213196,0.342539,0.236307,0.461561,0.516101,0.573545,0.159622,0.362517,0
0.084991,0.05493,0.254926,0.489828,0.386522,0.429306,0.610735,0.552419,0.0324,0.42936,0
0.5059,0.170683,0.464472,0.15354,0.127505,0.23343,0.735955,0.4413,0.377644,0.366707,1
0.447166,0.318364,0.635568,0.101602,0.089506,0.456109,0.734375,0.694947,0.948476,0.834601,1
0.075465,0.076212,0.257494,0.497102,0.364257,0.434501,0.60499,0.551373,0.114386,0.277446,0
0.083794,0.109086,0.275652,0.270713,0.203651,0.432698,0.592362,0.573177,0.328989,0.111084,0
0.153904,0.115223,0.479104,0.198204,0.141606,0.430769,0.644606,0.505063,0.038789,0.355556,0
0.015694,0.050677,0.0404,0.812479,0.550542,0.383633,0.561537,0.563823,0.135889,0.082149,0
0.078662,0.043387,0.155721,0.521082,0.353125,0.392499,0.599457,0.548688,0.1069,0.402607,0
0.368972,0.215334,0.493457,0.102398,0.070209,0.395385,0.316242,0.598436,0.416444,0.501239,1
0.083925,0.080866,0.326198,0.296738,0.235268,0.40293,0.504879,0.557501,0.062374,0.482468,0
0.014053,0.050855,0.199678,0.588135,0.490574,0.43135,0.584864,0.565074,0.055657,0.36296,1
0.023666,0.053318,0.091626,0.731901,0.493988,0.399277,0.554331,0.542433,0.386444,0.311145,0
0.110565,0.094365,0.226622,0.268099,0.219831,0.357545,0.491365,0.580385,0.142974,0.449669,0
0.195831,0.062717,0.347109,0.372997,0.273267,0.406532,0.687003,0.516521,0.025767,0.324641,0
0.045991,0.024363,0.102144,0.764178,0.576072,0.428688,0.562128,0.558373,0.768292,0.2655,1
0.061308,0.050869,0.173168,0.428003,0.28811,0.427968,0.610898,0.565595,0.344162,0.221132,1
0.058607,0.058484,0.159495,0.529833,0.414873,0.411562,0.580513,0.509646,0.226449,0.291474,1
0.097452,0.097222,0.281653,0.28185,0.198753,0.428687,0.611542,0.482878,0.256351,0.41266,0
0.061619,0.053455,0.191141,0.443459,0.323289,0.403477,0.594616,0.507612,0.728711,0.070556,0
0.175377,0.078452,0.29514,0.283555,0.200089,0.471995,0.667795,0.509363,0.085832,0.500441,0
0.600652,0.451798,0.742939,0.066485,0.037109,0.196636,0.272975,0.377725,0.895389,0.370257,1
0.053221,0.077518,0.190584,0.445278,0.369304,0.422559,0.526513,0.512768,0.623867,0.139693,0
0.409218,0.341228,0.38423,0.365382,0.301915,0.349333,0.209956,0.378088,0.945344,0.542548,1
0.125052,0.100308,0.35441,0.288215,0.19623,0.333948,0.600595,0.568626,0.050233,0.558631,0
0.049259,0.053341,0.173137,0.590522,0.448568,0.41036,0.558339,0.559551,0.300456,0.387481,0
