@relation Magic_6

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric

@data
0.080579,0.076713,0.210778,0.40516,0.303812,0.521331,0.645296,0.497624,0.196953,0.5155,1
0.657873,0.671264,0.585629,0.097625,0.084409,0.492049,0.841237,0.831187,0.760332,0.284836,1
0.186778,0.11192,0.354302,0.224003,0.164664,0.404385,0.682568,0.590303,0.004467,0.509275,0
0.198932,0.102605,0.248471,0.460052,0.364931,0.571591,0.63684,0.495048,0.173038,0.114604,1
0.056667,0.068701,0.176458,0.373679,0.278149,0.46526,0.616127,0.557067,0.177491,0.327098,0
0.109586,0.076275,0.222818,0.339016,0.266726,0.518892,0.655479,0.573163,0.034456,0.479283,0
0.045762,0.048971,0.158651,0.652574,0.523364,0.493302,0.627876,0.54469,0.180377,0.424351,1
0.281746,0.245235,0.687394,0.096943,0.071799,0.464885,0.711943,0.457629,0.026922,0.687336,0
0.09056,0.079383,0.317428,0.294579,0.246403,0.506983,0.634096,0.564852,0.123522,0.356112,0
0.127885,0.086692,0.331831,0.254688,0.181427,0.485799,0.667063,0.575618,0.085057,0.434339,0
0.158422,0.109862,0.511031,0.181043,0.136923,0.513735,0.677794,0.58296,0.018956,0.44422,0
0.260474,0.090896,0.387425,0.242641,0.228898,0.440143,0.726325,0.49852,0.027212,0.578003,0
0.027219,0.049471,0.127671,0.637004,0.489987,0.486142,0.599372,0.549314,0.205694,0.381883,0
0.141415,0.041264,0.161078,0.553472,0.385848,0.438856,0.519641,0.556025,0.39836,0.240359,1
0.042815,0.028907,0.041538,0.819866,0.640261,0.512063,0.613192,0.550997,0.553553,0.24009,0
0.082808,0.087408,0.277687,0.311967,0.218365,0.519558,0.642795,0.546878,0.014144,0.375809,0
0.03077,0.04394,0.104003,0.744516,0.582851,0.508795,0.611969,0.519018,0.920227,0.240653,0
0.062954,0.10042,0.302962,0.277645,0.222816,0.49526,0.603505,0.557428,0.275833,0.246253,0
0.075136,0.055877,0.16404,0.427549,0.331256,0.507709,0.628951,0.542147,0.01248,0.299603,0
0.195739,0.138556,0.303467,0.23139,0.161549,0.400832,0.661337,0.597356,0.035678,0.513879,0
0.122737,0.095155,0.255405,0.206842,0.144192,0.530756,0.5416,0.506548,0.978954,0.150419,1
0.015403,0.045621,0.039521,0.87419,0.748257,0.501329,0.599425,0.508947,0.627216,0.334873,0
0.113759,0.079698,0.289253,0.301739,0.223557,0.497056,0.569997,0.545518,0.029356,0.384824,0
0.048866,0.069002,0.11226,0.816229,0.586857,0.498036,0.624218,0.563187,0.298574,0.331186,1
0.065699,0.086687,0.237472,0.334697,0.23676,0.475493,0.614034,0.503386,0.178333,0.306893,0
0.148235,0.100356,0.445225,0.222298,0.155763,0.521369,0.684252,0.502739,0.038591,0.425457,0
0.309201,0.061462,0.139836,0.448574,0.348168,0.549411,0.775071,0.518588,0.645056,0.172809,0
0.071262,0.061926,0.185755,0.425276,0.313603,0.447508,0.62481,0.510302,0.90988,0.474218,1
0.082196,0.048837,0.114245,0.744971,0.536716,0.516614,0.623008,0.535633,0.54192,0.091067,1
0.133557,0.08523,0.170186,0.411297,0.299659,0.407033,0.655968,0.571415,0.004344,0.577099,0
0.104398,0.053436,0.255184,0.363337,0.259902,0.479305,0.629599,0.510536,0.633502,0.301928,1
0.06624,0.071816,0.103687,0.515286,0.385551,0.519726,0.63223,0.571048,0.283978,0.504223,0
0.176448,0.095561,0.338985,0.204341,0.163477,0.52497,0.652307,0.550649,0.042093,0.43707,0
0.046714,0.064165,0.171762,0.470167,0.368491,0.489173,0.616994,0.543485,0.396997,0.38876,1
0.108741,0.062789,0.252442,0.339129,0.272215,0.505291,0.656407,0.51405,0.04558,0.550025,0
0.206524,0.17619,0.441916,0.118991,0.087227,0.561974,0.697219,0.565272,0.153,0.463776,0
0.162965,0.094534,0.38919,0.374247,0.314493,0.447042,0.515559,0.563938,0.026689,0.587785,0
0.227003,0.20659,0.511976,0.240368,0.183949,0.445236,0.405727,0.633658,0.904783,0.651521,1
0.203554,0.081266,0.230224,0.556881,0.421896,0.412563,0.479115,0.592348,0.192661,0.566867,1
0.01756,0.0413,0.08544,0.944653,0.644266,0.47159,0.580832,0.563982,0.47281,0.291175,0
