@relation Magic_8

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric

@data
0.06874,0.109355,0.311925,0.428458,0.319098,0.42679,0.507291,0.594689,0.156897,0.212104,1
0.510887,0.273816,0.413291,0.379361,0.265569,0.61031,0.688614,0.647084,0.946264,0.856223,1
0.051189,0.041446,0.118527,0.657916,0.46723,0.467374,0.58638,0.535656,0.544856,0.070044,0
0.088602,0.067368,0.21462,0.433913,0.379893,0.452199,0.53724,0.572291,0.372878,0.461213,1
0.381434,0.217257,0.485213,0.25912,0.22583,0.353533,0.349791,0.438836,0.108884,0.820301,1
0.091782,0.094989,0.342613,0.309126,0.233096,0.436052,0.610106,0.529155,0.386356,0.330597,0
0.093916,0.068909,0.270592,0.379134,0.281139,0.446603,0.594703,0.569963,0.121967,0.28801,0
0.077482,0.067475,0.260145,0.461416,0.335409,0.473517,0.615536,0.562408,0.036733,0.418446,0
0.070144,0.071523,0.080438,0.434822,0.326068,0.475993,0.535329,0.51634,0.875534,0.077414,1
0.195487,0.089816,0.353126,0.29151,0.243327,0.47136,0.668518,0.571939,0.042944,0.520797,0
0.027904,0.050468,0.094291,0.81657,0.55427,0.428593,0.580856,0.577613,0.6731,0.285035,0
0.048789,0.032676,0.040939,0.833845,0.666963,0.44195,0.583944,0.558051,0.169478,0.333893,1
0.081686,0.084851,0.281695,0.394477,0.274021,0.462421,0.609865,0.587673,0.107244,0.145987,0
0.054398,0.056447,0.129761,0.533811,0.363582,0.460853,0.580009,0.536373,0.383258,0.207064,0
0.241074,0.078293,0.320571,0.470053,0.372183,0.366934,0.619024,0.53336,0.858233,0.354626,1
0.069165,0.075329,0.258966,0.456984,0.373962,0.455674,0.612278,0.52961,0.019592,0.276178,1
0.112925,0.081228,0.384764,0.268667,0.196916,0.428676,0.589477,0.53117,0.037344,0.350113,0
0.147983,0.112956,0.43566,0.229572,0.190391,0.493878,0.660542,0.513077,0.015413,0.508188,0
0.140534,0.084661,0.325877,0.237868,0.164591,0.507248,0.600447,0.524848,0.0529,0.303095,0
0.250937,0.127841,0.407002,0.191954,0.156584,0.473407,0.603642,0.585951,0.0472,0.574496,0
0.02856,0.047475,0.062424,0.84896,0.693654,0.456495,0.562793,0.521492,0.109222,0.130681,0
0.063852,0.088106,0.164412,0.378225,0.300712,0.444481,0.53654,0.570451,0.235462,0.130625,0
0.038817,0.030879,0.22723,0.666553,0.474941,0.444873,0.596788,0.556741,0.221974,0.439043,1
0.12375,0.080493,0.298038,0.298898,0.215006,0.441542,0.645374,0.529632,0.019283,0.51703,0
0.390601,0.255873,0.288508,0.344585,0.252224,0.273019,0.416265,0.631642,0.227171,0.319028,1
0.048109,0.063047,0.200242,0.577225,0.445285,0.446128,0.552645,0.536892,0.990846,0.334868,0
0.712098,0.064006,0.318606,0.281509,0.207592,0.585864,0.961669,0.542178,0.1876,0.228046,1
0.272589,0.098234,0.341139,0.324355,0.233986,0.356387,0.491516,0.522986,0.022324,0.787955,0
0.065185,0.042189,0.203976,0.627003,0.470196,0.469863,0.607791,0.527994,0.67678,0.182863,1
0.271949,0.155311,0.383028,0.239573,0.171708,0.394244,0.629519,0.629277,0.540129,0.562178,1
0.04278,0.046611,0.209871,0.70508,0.567467,0.441717,0.582951,0.526903,0.989028,0.548356,1
0.420401,0.128973,0.277667,0.286169,0.202699,0.325046,0.70373,0.601699,0.32564,0.564285,1
0.293493,0.2447,0.489241,0.107399,0.104093,0.531694,0.433562,0.405867,0.934741,0.411144,1
0.090553,0.038006,0.132349,0.549494,0.377076,0.407521,0.530447,0.519502,0.395833,0.082907,0
0.07439,0.066314,0.242492,0.514945,0.376779,0.45561,0.604567,0.516636,0.461242,0.21522,0
0.29591,0.169121,0.571087,0.119332,0.103648,0.368671,0.685705,0.606971,0.010289,0.604881,0
0.049658,0.072369,0.084302,0.661212,0.50089,0.418189,0.597492,0.576651,0.310567,0.280277,0
0.263613,0.212265,0.658926,0.155245,0.13879,0.410715,0.66128,0.477441,0.035344,0.751703,0
0.093666,0.066742,0.205319,0.427435,0.29745,0.478506,0.625424,0.520224,0.166267,0.520207,1
0.052209,0.056739,0.155962,0.515286,0.347568,0.427231,0.564062,0.563942,0.869221,0.368535,0
0.17245,0.08338,0.232994,0.265712,0.191726,0.418978,0.652441,0.516667,0.384589,0.352821,0
0.060536,0.056574,0.096355,0.619389,0.459964,0.43003,0.550155,0.52561,0.372859,0.345652,0
0.045937,0.04274,0.173353,0.556427,0.456999,0.460046,0.600064,0.51967,0.786822,0.507844,1
0.102845,0.083967,0.238169,0.380725,0.313316,0.428112,0.61016,0.535632,0.062056,0.164257,1
0.149067,0.059003,0.222841,0.544494,0.422153,0.467749,0.649521,0.574992,0.218578,0.396585,0
0.118929,0.058814,0.255494,0.352085,0.242438,0.478157,0.551092,0.580838,0.705642,0.422308,1
0.047577,0.044823,0.069106,0.617343,0.463523,0.466066,0.589468,0.555017,0.3809,0.391909,0
0.090163,0.065033,0.28294,0.437209,0.299526,0.459235,0.607676,0.584461,0.076724,0.4754,0
0.135677,0.060318,0.252907,0.363223,0.312871,0.426918,0.515418,0.529039,0.036804,0.456997,0
0.094127,0.096378,0.238725,0.332424,0.276097,0.448608,0.529025,0.594332,0.193294,0.470147,0
0.051552,0.055267,0.168441,0.582225,0.406584,0.419522,0.54678,0.522059,0.201456,0.215847,0
0.35634,0.119354,0.290211,0.250597,0.185202,0.378659,0.521821,0.605526,0.040944,0.553716,0
0.127605,0.136031,0.495169,0.193999,0.154211,0.490607,0.639425,0.492166,0.161311,0.152072,0
0.041114,0.049752,0.086955,0.64155,0.482355,0.442705,0.579704,0.531684,0.14198,0.275696,0
0.028541,0.049036,0.075459,0.842255,0.572954,0.42874,0.578656,0.578045,0.162654,0.321577,0
0.08386,0.084391,0.265025,0.297988,0.205516,0.443185,0.54293,0.512492,0.132344,0.395554,0
0.057444,0.045937,0.127436,0.611774,0.42497,0.439349,0.601927,0.567183,0.078233,0.261228,0
0.163972,0.08552,0.330659,0.272758,0.21382,0.475119,0.514123,0.507832,0.018971,0.449932,0
