@relation Wine_2

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric

@data
0.610119,0.624506,0.534759,0.561856,0.467391,0.169291,0.221519,0.384615,0.254355,0.765235,0.025641,0.021978,0.214342,2
0.428571,0.15415,0.449198,0.43299,1,0.598425,0.407173,0.346154,1,0.085914,0.529915,0.498168,0.519307,1
0.375,0.413043,0.459893,0.381443,0.195652,0.57874,0.402954,0.211538,0.550523,0.040959,0.521368,0.74359,0.009456,1
0.973214,0.233202,0.727273,0.484536,0.543478,0.716535,0.590717,0.365385,0.543554,0.445554,0.452991,0.505495,0.789598,0
0.440476,0.098814,0.475936,0.35567,0.163043,0.401575,0.050633,0.884615,0.292683,0.370629,0.179487,0.087912,0.293144,2
0.125,0.328063,0.566845,0.484536,0.282609,0.755906,0.516878,0.346154,0.494774,0.150849,0.222222,0.776557,0.273444,1
0.375,0.171937,0.454545,0.505155,0.358696,0.047244,0.14346,0.442308,0.365854,0.130869,0.312821,0.201465,0.466509,1
0.416667,0.156126,0.497326,0.561856,0.173913,0.692913,0.592827,0.480769,0.473868,0.21978,0.128205,0.575092,0.058314,1
0.997024,0.563241,0.491979,0.278351,0.347826,0.893701,0.597046,0.25,0.620209,0.315684,0.42735,0.794872,0.620173,0
0.467262,0.339921,0.449198,0.407216,0.26087,0.251969,0.067511,0.942308,0.184669,0.535465,0.162393,0.113553,0.328605,2
0.41369,0.357708,0.486631,0.587629,0.217391,0.275591,0.316456,1,0.351916,0.095904,0.273504,0.74359,0.029157,1
0.833333,0.179842,0.663102,0.340206,0.26087,0.57874,0.559072,0.153846,0.655052,0.385614,0.598291,0.769231,0.777778,0
0.574405,0.535573,0.529412,0.407216,0.391304,0.161417,0.075949,0.5,0.184669,0.353646,0.119658,0.175824,0.312845,2
0.901786,0.278656,0.668449,0.360825,0.554348,0.637795,0.457806,0.326923,0.292683,0.330669,0.444444,0.846154,0.801418,0
0.705357,0.626482,0.59893,0.639175,0.347826,0.322835,0.086498,0.557692,0.348432,0.555445,0.136752,0.106227,0.371946,2
0.77381,0.211462,0.716578,0.340206,0.456522,0.73622,0.542194,0.307692,0.365854,0.555445,0.632479,0.589744,0.813239,0
0.565476,0.604743,0.68984,0.412371,0.347826,0.562992,0.436709,0.211538,0.547038,0.275724,0.418803,0.824176,0.387707,0
0.8125,0.156126,0.716578,0.458763,0.673913,0.775591,0.506329,0.692308,0.327526,0.365634,0.606838,0.6337,0.754137,0
0.467262,0.118577,0.28877,0.407216,0.195652,0.185039,0.21519,0.288462,0.327526,0.070929,0.42735,0.549451,0.223798,1
0.60119,0.616601,0.513369,0.613402,0.163043,0.26378,0.263713,0.903846,0.421603,0.305694,0.25641,0.271062,0.186761,1
0.532738,0.519763,0.502674,0.458763,0.195652,0.19685,0.067511,0.5,0.195122,0.851149,0.153846,0.175824,0.320725,2
