@relation Wine_6

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric

@data
0.085627,0.43167,0.465241,0.413408,0.518519,0.223022,0.184382,0.6,0.211765,0.143908,0.533333,0.490196,0.174941,1
0.134557,0.004338,0.342246,0.469274,0.197531,0.47482,0.388286,0.34,0.4,0.128151,1,0.72549,0,1
0.64526,0.075922,0.299465,0.413408,0.296296,0.359712,0.286334,0.38,0.12549,0.264706,0.833333,0.466667,0.277384,1
0.559633,0.18872,0.673797,0.307263,0.283951,0.629496,0.535792,0.42,0.407843,0.369748,0.488889,0.764706,0.722616,0
0.810398,0.681128,0.57754,0.463687,0.506173,0.629496,0.472885,0.34,0.329412,0.415966,0.433333,0.807843,0.631994,0
0.587156,0.197397,0.561497,0.553073,0.37037,0.57554,0.544469,0.26,0.568627,0.401261,0.622222,0.862745,0.50591,0
0.195719,0.462039,0.513369,0.469274,0.320988,0.053957,0.004338,0.54,0.12549,0.443277,0.2,0.219608,0.182821,2
0.577982,0.607375,0.663102,0.692737,0.506173,0.215827,0.097614,0.6,0.411765,0.987395,0.411111,0.113725,0.328605,2
0.455657,0.249458,0.994652,0.804469,0.666667,0.55036,0.479393,0.68,0.592157,0.241597,0.722222,0.756863,0.434988,0
0.348624,0.574837,0.534759,0.608939,0.444444,0.215827,0.158351,0.08,0.168627,0.390756,0.333333,0.007843,0.253743,2
0.428135,0.553145,0.529412,0.441341,0.444444,0.104317,0.049892,0.54,0.207843,0.420168,0.222222,0.188235,0.312845,2
0.599388,0.492408,0.727273,0.72067,0.333333,0.161871,0.010846,0.74,0.054902,0.322479,0.455556,0.309804,0.190701,2
0.376147,0.383948,0.59893,0.636872,0.518519,0.136691,0.193059,0.22,0.333333,1,0,0.078431,0.15918,2
0.183486,0.154013,0.508021,0.681564,0.246914,0.244604,0.264642,0.6,0.45098,0.122899,0.944444,0.388235,0.171001,1
0.562691,0.802603,0.802139,0.804469,0.518519,0.316547,0.106291,0.28,0.27451,0.758403,0.211111,0.254902,0.277384,2
0.159021,0.201735,0.513369,0.441341,0.135802,0.179856,0.223427,0.78,0.482353,0.117647,0.666667,0.392157,0.15918,1
0.862385,0.210412,0.545455,0.078212,0.395062,0.791367,0.687636,0.32,1,0.653361,0.8,0.678431,1,0
0.474006,0.023861,0.181818,0.24581,0.098765,0.676259,0.587852,0.26,0.733333,0.422269,0.711111,0.74902,0.176517,1
0.247706,0.067245,0.641711,0.418994,0.345679,0.47482,0.472885,0.48,0.654902,0.348739,0.788889,0.403922,0.315209,1
0.330275,0.099783,0.352941,0.346369,0.37037,0.330935,0.203905,0.8,0.082353,0.469538,0.555556,0.12549,0.13554,1
0.247706,0.049892,0.427807,0.469274,0.209877,0.863309,0.570499,0.12,0.572549,0.332983,0.822222,0.627451,0.111899,1
0.975535,0.180043,0.550802,0.044693,0.259259,0.719424,0.698482,0.6,0.941176,0.432773,0.855556,0.572549,0.687155,0
0.795107,0.349241,0.59893,0.52514,0.259259,0.208633,0.049892,0.62,0.32549,0.884454,0.155556,0.172549,0.301024,2
0.296636,1,0.684492,0.804469,0.320988,0.248201,0.0282,1,0.270588,0.390756,0.377778,0.164706,0.186761,2
0.675841,0.21692,0.705882,0.363128,0.555556,0.683453,0.503254,0.52,0.498039,0.527311,0.722222,0.65098,0.86446,0
0.703364,0.097614,0.486631,0.301676,0.345679,0.676259,0.581345,0.18,0.564706,0.62395,0.588889,0.894118,0.604413,0
0.198777,0.062907,0.208556,0.346369,1,0.269784,0.175705,0.02,0.819608,0.164916,0.888889,0.705882,0.34673,1
0.262997,0.154013,0.44385,0.664804,0.469136,0.323741,0.35141,0.42,0.470588,0.081933,0.644444,0.662745,0.052797,1
0.244648,0.635575,0.545455,0.581006,0.222222,0.431655,0.097614,0.74,0.247059,0.669118,0.088889,0.121569,0.190701,2
0.024465,0.251627,0.588235,0.614525,0.17284,0.305755,0.264642,0.7,0.368627,0.159664,0.577778,0.580392,0.316785,1
0.030581,0.212581,0.299465,0.301676,0.333333,0.183453,0.238612,0.42,0.290196,0.264706,0.833333,0.341176,0.118203,1
0.382263,0.305857,0.55615,0.748603,0.345679,0.017986,0.13449,0.28,0.164706,0.464286,0.2,0.035294,0.222222,2
0.027523,0.167028,0.673797,0.860335,0.222222,0.294964,0.247289,0.54,0.364706,0.138655,0.977778,0.760784,0.223798,1
0.455657,0.16269,0.636364,0.413408,0.345679,0.485612,0.425163,0.32,0.403922,0.311975,0.711111,0.486275,0.651694,0
0.400612,0.804772,0.59893,0.608939,0.197531,0.215827,0.039046,0.68,0.176471,0.669118,0.066667,0.231373,0.273444,2
0.122324,0.041215,0.502674,0.581006,0.382716,0.820144,0.362256,0,0.486275,0.202731,0.566667,0.729412,0.479117,1
0.159021,0.093275,0.502674,0.726257,0,0.395683,0.24295,0.58,0.380392,0.048319,0.655556,0.760784,0.273444,1
0.247706,0.158351,0.502674,0.776536,0.222222,0.402878,0.429501,0.54,0.584314,0.088235,0.455556,0.592157,0.050433,1
0.69419,0.145336,0.673797,0.52514,0.555556,0.665468,0.635575,0.54,0.513725,0.558824,0.722222,0.509804,0.671395,0
0.247706,0.036876,0.395722,0.441341,0.222222,0.870504,0.711497,0.22,0.603922,0.338235,0.622222,0.588235,0.301024,1
0.678899,0.403471,0.502674,0.636872,0.246914,0.089928,0.045553,0.56,0.243137,0.871849,0.244444,0.160784,0.265563,2
0.633028,0.197397,0.716578,0.368715,0.518519,0.629496,0.529284,0.34,0.411765,0.632353,0.888889,0.631373,0.813239,0
0.247706,0.058568,0.299465,0.502793,0.098765,0.363309,0.331887,0.28,0.247059,0.357143,0.711111,0.866667,0.182821,1
0.663609,0.750542,0.481283,0.664804,0.222222,0.064748,0,0.78,0.290196,0.560924,0.333333,0.188235,0.190701,2
0.385321,0.535792,0.502674,0.497207,0.222222,0.136691,0.041215,0.54,0.219608,0.943277,0.266667,0.188235,0.320725,2
0.223242,0.110629,0.331551,0.301676,0.185185,0.521583,0.440347,0.32,0.533333,0.170168,0.833333,0.576471,0.118203,1
0,0.249458,1,1,0.604938,0.748201,1,0.68,0.572549,0.495798,0.5,0.94902,0.14736,1
0.449541,0,0.187166,0.301676,0.197531,0.305755,0.338395,0.22,0.411765,0.348739,0.788889,0.47451,0.089835,1
0.513761,0.366594,0.807487,0.581006,0.592593,0.611511,0.481562,0.52,0.552941,0.319328,0.622222,0.65098,0.360126,0
1,0.160521,0.433155,0.189944,0.333333,0.611511,0.544469,0.32,0.615686,0.411765,0.666667,0.619608,0.604413,0
0.66055,0.114967,0.609626,0.340782,0.469136,0.827338,0.694143,0.12,0.639216,0.579832,0.455556,0.627451,0.793538,0
0.727829,0.180043,0.486631,0.379888,0.469136,0.640288,0.665944,0.38,0.654902,0.80042,0.711111,0.717647,0.773838,0
0.663609,0.130152,0.716578,0.664804,0.382716,0.683453,0.603037,0.32,0.772549,0.464286,0.788889,0.564706,0.793538,0
0.859327,0.227766,0.609626,0.346369,0.530864,0.989209,0.655098,0.22,0.694118,0.684874,0.422222,0.854902,0.947203,0
0.211009,0.646421,0.449198,0.441341,0.518519,0.100719,0.067245,0.32,0.286275,0.727941,0.188889,0.286275,0.454689,2
0.489297,0.579176,0.42246,0.581006,0.395062,0.143885,0.017354,0.6,0.34902,0.285714,0.133333,0.160784,0.434988,2
0.33945,0.017354,0.470588,0.413408,0.358025,0.395683,0.318872,0.34,0.411765,0.140756,0.833333,0.741176,0.13554,1
0.015291,0.097614,0.716578,0.52514,0.296296,0.589928,0.531453,0.32,0.815686,0.143908,0.533333,0.780392,0.316785,1
0.70948,0.214751,0.657754,0.24581,0.382716,0.773381,0.670282,0.08,0.505882,0.435924,0.444444,0.898039,0.643814,0
0.247706,0.008677,0,0,0.222222,0.316547,0.021692,0.3,0.003922,0.070378,0.633333,0.215686,0.190701,1
0.69419,0.16269,0.663102,0.368715,0.296296,0.485612,0.546638,0.18,0.737255,0.453782,0.844444,0.823529,0.777778,0
0.146789,0.737527,0.545455,0.636872,0.123457,0.359712,0.277657,0.58,0.368627,0.138655,0.344444,0.509804,0.237983,1
0.40367,0.453362,0.55615,0.52514,0.419753,0.071942,0.16269,0.22,0.164706,0.432773,0.288889,0.058824,0.198582,2
0.201835,0.084599,0.31016,0.469274,0.271605,0.453237,0.340564,0.52,0.654902,0.14916,0.422222,0.686275,0.026793,1
0.611621,0.180043,0.588235,0.553073,0.567901,0.669065,0.501085,0.14,0.8,0.522059,0.555556,0.690196,0.663515,0
0.079511,0.123644,0.336898,0.569832,0.197531,0.316547,0.245119,0.34,0.439216,0.070378,0.522222,0.807843,0.171001,1
0.813456,0.173536,0.502674,0.318436,0.592593,0.755396,0.548807,0.26,0.635294,0.535714,0.511111,0.8,0.545311,0
0.211009,0.828633,0.631016,0.581006,0.234568,0.100719,0,0.8,0.152941,0.269958,0.3,0,0.348306,2
0.593272,0.197397,0.668449,0.52514,0.320988,0.514388,0.464208,0.3,0.490196,0.235294,0.711111,1,0.446809,0
0.489297,0.316703,0.700535,0.446927,0.382716,0.611511,0.600868,0.34,0.941176,0.462185,0.611111,0.745098,0.714736,0
0.223242,0.154013,0.454545,0.547486,0.407407,0,0.119306,0.48,0.411765,0.185924,0.473333,0.215686,0.466509,1
0.672783,0.136659,0.716578,0.497207,0.765432,0.665468,0.492408,0.74,0.368627,0.432773,0.855556,0.678431,0.754137,0
0.562691,0.652928,0.59893,0.692737,0.395062,0.251799,0.060738,0.6,0.392157,0.632353,0.244444,0.113725,0.371946,2
0.669725,0.180043,0.561497,0.301676,0.234568,0.539568,0.496746,0.32,0.54902,0.453782,0.744444,0.639216,0.821119,0
0.776758,0.273319,0.502674,0.413408,0.432099,0.665468,0.618221,0.18,0.772549,0.469538,0.855556,0.745098,0.970843,0
0.29052,0.073753,0.475936,0.385475,0.185185,0.323741,0.023861,0.94,0.329412,0.438025,0.3,0.094118,0.293144,2
0.134557,0.548807,0.342246,0.469274,0.209877,0.323741,0.253796,0.48,0.572549,0,0.5,0.698039,0.225374,1
0.159021,0.049892,0.614973,0.748603,0.098765,0.323741,0.240781,0.54,0.388235,0.096639,0.922222,0.568627,0.277384,1
0.311927,0.084599,0.395722,0.52514,0.407407,0.136691,0.023861,0.8,0.388235,0.663866,0.111111,0.109804,0.285264,2
0.807339,0.186551,0.582888,0.256983,0.518519,0.780576,0.633406,0.42,0.611765,0.57458,0.633333,0.619608,0.923562,0
0.550459,0.360087,0.529412,0.52514,0.234568,0.107914,0.006508,0.48,0.090196,0.453782,0.244444,0.470588,0.395587,2
0.697248,0.698482,0.545455,0.497207,0.234568,0.251799,0.078091,0.7,0.45098,0.811975,0.1,0.145098,0.15918,2
0.691131,0.184382,0.566845,0.189944,0.506173,1,0.709328,0.38,0.572549,0.606092,0.588889,0.780392,0.718676,0
0.455657,0.642082,0.513369,0.664804,0.185185,0.197842,0.24295,0.96,0.47451,0.369748,0.4,0.290196,0.186761,1
0.076453,0.264642,0.737968,0.608939,0.790123,0.179856,0.112798,0.02,0.45098,0.128151,0.522222,0.388235,0.273444,1
0.223242,0.418655,0.459893,0.413408,0.222222,0.485612,0.386117,0.24,0.619608,0.091387,0.744444,0.796078,0.009456,1
0.235474,0.043384,0.491979,0.301676,0.382716,0.341727,0.13449,1,0,0.209034,0.855556,0.156863,0.316785,1
0.83792,0.221258,0.727273,0.52514,0.617284,0.611511,0.579176,0.4,0.611765,0.516807,0.655556,0.541176,0.789598,0
0.785933,0.694143,0.737968,0.776536,0.320988,0.341727,0.062907,0.86,0.368627,0.831933,0.144444,0.129412,0.222222,2
