@relation Wine_4

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric

@data
0.198777,0.0611,0.03268,0.323699,0.880435,0.3,0.198312,0.02,0.727273,0.133959,0.813187,0.676806,0.313837,1
0.079511,0.118126,0.189542,0.554913,0.173913,0.344828,0.265823,0.34,0.388112,0.057167,0.450549,0.775665,0.154779,1
0.69419,0.154786,0.588235,0.346821,0.26087,0.506897,0.559072,0.18,0.653846,0.368601,0.769231,0.790875,0.703994,0
0.611621,0.167006,0.398693,0.289017,0.51087,0.748276,0.622363,0.42,0.671329,0.413823,0.450549,0.794677,0.368759,0
0.155963,0.258656,0.30719,0.566474,0.163043,0.558621,0.487342,0.48,0.325175,0.12628,0.351648,0.756654,0.071327,1
0.474006,0.205703,0.686275,0.82659,0.5,0.42069,0.198312,0.26,0.398601,0.496587,0.076923,0.015209,0.10485,2
0.159021,0.242363,0,0.364162,0.293478,0.431034,0.386076,0.26,0.342657,0.172355,0.802198,0.634981,0.308131,1
0.727829,0.171079,0.372549,0.358382,0.413043,0.655172,0.675105,0.38,0.58042,0.650171,0.637363,0.688213,0.700428,0
0.159021,0.089613,0.392157,0.716763,0,0.42069,0.263713,0.58,0.335664,0.039249,0.582418,0.730038,0.247504,1
0.024465,0.238289,0.496732,0.601156,0.152174,0.334483,0.28481,0.7,0.325175,0.129693,0.505495,0.555133,0.286733,1
0.859327,0.215886,0.522876,0.323699,0.467391,0.989655,0.664557,0.22,0.615385,0.556314,0.351648,0.821293,0.857347,0
0.850153,0.160896,0.653595,0.797688,0.304348,0.627586,0.204641,0.8,0.797203,1,0.032967,0.254753,0.272468,2
0.69419,0.138493,0.601307,0.508671,0.48913,0.67931,0.64557,0.54,0.454545,0.453925,0.648352,0.486692,0.607703,0
0.455657,0.154786,0.555556,0.393064,0.304348,0.506897,0.440928,0.32,0.356643,0.253413,0.637363,0.463878,0.589872,0
