@relation Sonar_19

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric

@data
0.047926,0.027778,0.174719,0.327715,0.494172,0.389641,0.50278,0.409355,0.351044,0.316502,0.149371,0.089756,0.421822,0.439748,0.507774,0.654386,0.696508,0.722541,0.820887,0.856295,0.959384,0.983437,0.862087,0.631153,0.49457,0.492786,0.677907,0.839077,0.818689,0.559987,0.268992,0.264435,0.2505,0.169896,0.123206,0.088905,0.056305,0.039312,0.055134,0.155773,0.224416,0.264835,0.115659,0.195284,0.282055,0.242466,0.174003,0.108247,0.112758,0.051842,0.030151,0.057471,0.062338,0.026393,0.003717,0.068966,0.066667,0.177778,0.075529,0.095794,1
0.002765,0.133075,0.329583,0.240949,0.106061,0.176371,0.101459,0.230976,0.281941,0.363608,0.220788,0.121105,0.359474,0.371861,0.427726,0.253409,0.032846,0.037886,0.168538,0.209192,0.208039,0.376649,0.614909,0.798708,0.695287,0.655689,0.684526,0.846628,1,0.958701,0.927956,0.805549,0.673654,0.575955,0.425584,0.45377,0.285398,0.118042,0.138098,0.078976,0.091416,0.207326,0.339187,0.193153,0.021179,0.02587,0.032028,0.114918,0.000529,0.215553,0.190955,0.229885,0.41039,0.129032,0.122677,0.191223,0.14902,0.146032,0.583082,0.219626,0
0.363134,0.265504,0.219722,0.248439,0,0.262018,0.579569,0.367726,0.233876,0.199353,0.403018,0.557194,0.708069,0.695521,0.445381,0.210564,0.188063,0.235638,0.227625,0.386126,0.41555,0.220939,0.618211,0.89397,0.889139,0.727833,0.667822,0.82876,1,0.82151,0.538965,0.468771,0.796376,0.713735,0.376281,0.150173,0.134845,0.178216,0.506747,0.50817,0.227436,0.432601,0.346712,0.20674,0.043789,0.061649,0.026035,0.11128,0.037586,0.057299,0.112563,0.077586,0.07013,0.28739,0.565056,0.451411,0.262745,0.250794,0.350453,0.10514,0
0.192627,0.139535,0.401059,0.313358,0.618881,0.290115,0.588256,0.368621,0.209613,0.26093,0.348198,0.118119,0.2541,0.471798,0.517203,0.727661,0.902808,0.916807,0.720266,0.410724,0.483384,0.688375,0.760916,0.83224,0.721619,0.60337,0.55447,0.377367,0.339996,0.393811,0.237929,0.181982,0.151164,0.049138,0.356806,0.585552,0.492035,0.197715,0.066203,0.340632,0.418632,0.35641,0.201347,0.200613,0.234259,0.096876,0.188612,0.380837,0.347274,0.028649,0.247236,0.143678,0.267532,0.217009,0.130112,0.210031,0.396078,0.492063,0.661631,0.378505,0
0.02212,0.160207,0.154203,0.111735,0.091492,0.246784,0.471855,0.252014,0.229423,0.308805,0.454987,0.526404,0.41549,0.28694,0.184472,0.131284,0.114807,0.148848,0.265126,0.326141,0.298977,0.294551,0.351864,0.515997,0.63207,0.747439,0.869104,1,0.980317,0.669718,0.489482,0.518535,0.511113,0.378546,0.164412,0.108616,0.131748,0.089108,0.127767,0.273856,0.3156,0.544078,0.478743,0.135074,0.202204,0.146828,0.243866,0.40752,0.330334,0.177353,0.190955,0.119253,0.254545,0.240469,0.048327,0.115987,0.070588,0.2,0.178248,0.016355,1
0.358525,0.288114,0.451357,0.601124,0.775058,0.466148,0.471508,0.150627,0.168305,0.240456,0.420788,0.569136,0.621529,0.507634,0.533554,0.534195,0.675681,0.780214,0.912133,0.918438,1,0.997137,0.903408,0.786505,0.662398,0.484965,0.324719,0.200596,0.306108,0.321674,0.289482,0.147046,0.255978,0.527567,0.582411,0.5443,0.457633,0.305902,0.29981,0.22451,0.149611,0.314774,0.372458,0.237378,0.158701,0.123022,0.130923,0.056701,0.152462,0.130969,0.128643,0.153736,0.096104,0.665689,0.434944,0.241379,0.843137,1,0.462236,0.098131,1
0.119816,0.074935,0.109861,0.217228,0.188811,0.045024,0.264767,0.195837,0.117475,0.165948,0.206706,0.195745,0.202955,0.122524,0.062393,0.074089,0.090871,0.083305,0.332825,0.323875,0.187362,0.244454,0.381576,0.574241,0.553586,0.498623,0.450783,0.669964,0.979403,1,0.987902,0.947091,0.753713,0.66813,0.533313,0.458545,0.475664,0.159975,0.034577,0.149891,0.154141,0.195116,0.322287,0.478354,0.530624,0.328746,0.167447,0.055488,0.033351,0.19236,0.116583,0.021552,0.161039,0.319648,0,0.047022,0.215686,0.114286,0.199396,0.002336,0
1,0.734496,0.563203,0.187266,0.096154,0.389641,0.794649,0.573635,0.655866,0.810499,0.591282,0.13398,0.070141,0.19205,0.388805,0.350092,0.278935,0.148735,0.352447,0.834934,0.976474,0.456088,0,0.194319,0.113525,0.212909,0.11934,0.218145,0.448559,0.61883,0.257875,0.324871,0.512272,0.676694,0.859164,0.860293,0.826217,0.896845,0.891419,0.650218,0.281566,0.103785,0.134407,0.324897,0.739554,0.578918,0.404008,0.572165,0.529381,0.628922,0.220101,0.123563,0.155844,0.217009,0.572491,0.322884,0.733333,0.428571,0.202417,0.175234,1
0.596313,0.565245,0.834547,0.898252,0.709207,0.355112,0.40132,0.354969,0.269502,0.310037,0.436211,0.692667,0.713103,0.700063,0.501154,0.179931,0.231064,0.23294,0.209092,0.596612,0.890073,0.738473,0.48754,0.262818,0.15707,0.62628,0.745351,0.481174,0.462358,0.507355,0.421253,0.097956,0.035711,0.066481,0.007073,0.093274,0.155088,0.117937,0.277251,0.227778,0.124172,0.346642,0.401901,0.154389,0.083429,0.097564,0.116501,0.171922,0.250397,0.327422,0.145729,0.202586,0.392208,0.1261,0.066914,0.128527,0.329412,0.301587,0.283988,0.133178,1
0.642396,0.413437,0.308405,0.209738,0.304779,0.180433,0.374913,0.530215,0.53578,0.669027,0.647611,0.686509,0.661146,0.487319,0.451098,0.525544,0.720858,0.572007,0.131364,0.429388,0.382635,0.41642,0.545261,0.528199,0.299283,0.150237,0.684316,1,0.7222,0.425084,0.503651,0.56785,0.250079,0.072262,0.174969,0.416684,0.467367,0.288919,0.259013,0.251961,0.185039,0.291575,0.222868,0.07806,0.092444,0.069217,0.03259,0.013341,0.073055,0,0.147739,0.025862,0.127273,0.27566,0.364312,0.025078,0.270588,0.133333,0.320242,0.193925,0
