@relation Sonar_16

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric

@data
0.048,0.0492,0.024242,0.131102,0.111388,0.166417,0.124687,0.191451,0.132916,0.167675,0.133686,0.143464,0.239586,0.320718,0.319203,0.24665,0.372397,0.610608,0.712918,0.850832,0.962666,0.985163,0.944898,0.798791,0.675512,0.417276,0.175713,0,0.355773,0.184404,0.155112,0.055033,0.130211,0.213465,0.231768,0.359778,0.331402,0.103496,0.069121,0.098062,0.090272,0.095604,0.225702,0.144623,0.105149,0.106695,0.365683,0.234975,0.103121,0.322424,0.381579,0.365471,0.342697,0.278571,0.199541,0.038462,0.144509,0.125858,0.236735,0.135417,0
0.300444,0.290283,0.171515,0.103208,0.554032,0.67991,0.381892,0.337266,0.236328,0.201949,0.281271,0.281067,0.385672,0.340002,0.405944,0.422017,0.516527,0.596639,0.683884,0.711668,0.814361,0.861762,0.895518,0.941809,0.952459,1,0.945962,0.972186,0.888195,0.701289,0.542838,0.283859,0.215058,0.171648,0.201084,0.146472,0.039361,0.093797,0.160095,0.250417,0.128607,0.1221,0.320136,0.298782,0.291718,0.189411,0.236994,0.168081,0.333786,0.235152,0.548246,0.2287,0.519663,0.160714,0.194954,0.117949,0.16474,0.254005,0.293878,0.140625,1
0.176,0.226937,0.284242,0.288006,0.237323,0.183283,0.195175,0,0.084488,0.209173,0.143448,0.207796,0.528951,0.34289,0.144799,0.076536,0,0.322929,0.726594,0.991569,0.977325,0.88724,0.651584,0.414609,0.321107,0.684438,0.953597,0.711278,0.445928,0.104506,0.275234,0.395831,0.282789,0.317898,0.325765,0.212298,0.230921,0.224686,0.151188,0.316647,0.298434,0.205617,0.344151,0.194067,0.152761,0.204538,0.44387,0.395246,0.527137,0.532121,0.133772,0.295964,0.345506,0.482143,0.107798,0.115385,0.16185,0.20595,0.236735,0.083333,0
0.738667,0.275523,0.222424,0.098326,0.128429,0.161919,0.629699,0.670525,0.405305,0.421539,0.400066,0.104045,0.113442,0.437867,0.723534,0.672848,0.69599,0.5233,0.346202,0.181767,0.461406,0.765169,0.856204,0.928696,0.935656,0.550377,0.525707,0.652051,0.466502,0.549909,0.465664,0.193806,0.241731,0.174713,0.519791,0.73881,0.811721,0.40567,0.119834,0.408548,0.562792,0.50696,0.495538,0.394667,0.404932,0.450274,0.727715,0.686248,0.899593,0.433939,0.280702,0.356502,0.373596,0.246429,0.059633,0.120513,0.719653,0.226545,0.146939,0.161458,0
0.436444,0.576876,0.367879,0.246165,0.381962,0.872939,0.515977,0.427427,0.371629,0.176747,0.389974,0.372509,0.61743,0.350521,0.181891,0.251045,0.300798,0.076285,0.2409,0.270234,0.448809,0.699171,0.697255,0.673599,0.497951,0.437882,0.538471,0.824171,0.895627,0.851603,1,1,0.698834,0.711221,0.724864,0.408669,0.134376,0.128011,0.115677,0.338211,0.899835,1,0.868246,0.777503,1,1,0.917554,0.468251,0.246947,0.430303,1,0.939462,0.755618,0.507143,0.25,0.320513,0.031792,0.242563,0.297959,0.375,1
0.191111,0.130381,0.187273,0.353556,0.105569,0.154048,0.240288,0.13691,0.067352,0.024698,0.272171,0.322098,0.392024,0.24059,0.386476,0.490406,0.276241,0.307541,0.662424,0.69728,0.433463,0.432007,0.680725,0.808729,0.772643,0.873368,0.872241,0.881435,0.85028,0.793651,0.551341,0.199285,0.313137,0.132895,0.229518,0.552823,0.473431,0.038478,0.139549,0.054678,0.40327,0.450427,0.432582,0.190358,0.219913,0.271484,0.224521,0.21528,0.097693,0.273939,0.133772,0.334081,0.396067,0.296429,0.231651,0.230769,0.130058,0.036613,0.265306,0.088542,0
0.210667,0.354244,0.65697,0.711994,0.373234,0.816342,0.720865,0.817676,0.816719,1,1,1,0.781684,0.52047,0.693814,0.697717,0.66418,0.732729,0.887334,0.844762,0.76798,0.66694,0.395253,0.349247,0.521619,0.091051,0.411905,0.839987,0.573029,0.841696,0.8753,0.508874,0.145437,0.252655,0.410044,0.29869,0.63033,0.654232,0.590024,0.563984,0.585463,0.309035,0.345449,0.392372,0.327388,0.028323,0.4101,0.252632,0.088195,0.128485,0.072368,0.491031,0.452247,0.303571,0.387615,0.615385,0.887283,0.368421,0.383673,0.375,0
0.242667,0.374539,0.384848,0.599024,0.639651,0.821589,0.640977,0.430766,0.19997,0.102487,0.361846,0.49956,0.372969,0.263277,0.320355,0.419445,0.548026,0.405762,0.405428,0.599033,0.305085,0.181111,0.31546,0.914455,0.935553,0.355457,0.13766,0.630563,0.787592,0.382124,0.513407,0.737225,0.558122,0.929174,0.781426,0.710988,0.794227,0.403219,0.309026,0.364266,0.332921,0.347009,0.085348,0.329684,0.24085,0.262794,0.380894,0.25399,0.306649,0.077576,0.337719,0.040359,0.41573,0.217857,0.461009,0.184615,0.413295,0.105263,0.812245,0.348958,0
0.542222,0.432349,0.265455,0.188982,0.045303,0.434033,0.277256,0.405165,0.483534,0.614583,0.725513,0.790739,0.776071,0.419717,0.299044,0.329081,0.375712,0.331551,0.503471,0.685027,0.73683,0.853679,0.860973,0.921729,1,0.959506,0.978767,0.712042,0.370745,0.245552,0.304992,0.347469,0.312192,0.269513,0.065562,0.367339,0.469932,0.305905,0.167458,0.104865,0.114592,0.313187,0.723836,0.83454,0.506048,0.228999,0.118649,0.137861,0.210991,0.104242,0.337719,0.078475,0.05618,0.275,0.139908,0.233333,0.222543,0.187643,0.159184,0.234375,1
0.304889,0.167897,0.053333,0.351464,0.283874,0.216267,0.263158,0.3061,0.305022,0.386761,0.437955,0.395516,0.355244,0.300505,0.269324,0.226391,0.168998,0.119175,0.245319,0.24067,0.25607,0.317712,0.387199,0.464604,0.468033,0.559722,0.801264,0.940881,1,0.832215,0.549597,0.479095,0.495957,0.390476,0.175616,0.14506,0.181391,0.119164,0.073872,0.24631,0.457681,0.536386,0.639137,0.358467,0.311725,0.351947,0.559781,0.501528,0.658752,0.271515,0.33114,0.206278,0.053371,0.028571,0.105505,0.225641,0,0.189931,0.444898,0.239583,1
