@relation Sonar_12

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric

@data
0.076696,0.367347,0.306761,0.211024,0.421153,0.476666,0.375812,0.30664,0.072676,0.107393,0.262867,0.510551,0.350778,0.19436,0.102039,0.074639,0.164232,0.370852,0.267306,0.595676,0.733137,0.750403,0.773975,0.821022,1,0.942835,0.741464,0.575409,0.524291,0.508576,0.559891,0.532128,0.698423,0.586469,0.582533,0.604637,0.511043,0.252164,0.004421,0.284895,0.352654,0.641831,0.565369,0.318217,0.28424,0.184174,0.151757,0.226116,0.153458,0.094994,0.068725,0.024251,0.302932,0.191617,0.425455,0.261603,0.233227,0.171662,0.087613,0.30485,0
0.109882,0.396046,0.364783,0.214173,0.052565,0.251416,0.353084,0.129495,0.255248,0.095381,0.212959,0.358294,0.223288,0.052165,0.190553,0.293958,0.352191,0.203738,0.311021,0.305223,0.536889,0.48781,0.519869,0.687942,0.620198,0.642802,0.842315,0.789938,0.641681,0.849899,0.672807,0.55774,0.318118,0.385016,0.256839,0.080141,0.324513,0.398999,0.147202,0.387652,0.492624,0.19642,0.322514,0.412523,0.376935,0.157159,0.086201,0.28242,0.415952,0.219512,0.243028,0.356633,0.433225,0.646707,0.658182,0.751055,0.341853,0.228883,0.232628,0.244804,1
0.127581,0.232143,0.473259,0.299213,0.057631,0.100351,0.376353,0.422458,0.317164,0.242099,0.2623,0.188599,0.250472,0.555938,0.727291,0.772005,0.783028,0.583503,0.36771,0.230201,0.488617,0.738911,0.851224,1,0.839355,0.647208,0.681794,0.55786,0.454962,0.488761,0.4097,0.133453,0.132196,0.040768,0.377207,0.712399,0.761863,0.323079,0.0165,0.271555,0.443025,0.481341,0.315531,0.257666,0.383924,0.25864,0.354944,0.509434,0.689551,0.510911,0.14243,0.121255,0.074919,0.308383,0.087273,0.21097,0.277955,0.128065,0.202417,0.04157,0
0.132743,0.132015,0.021695,0.049606,0.079797,0.122741,0.262716,0.134789,0.108661,0.018447,0.062243,0.059056,0.399767,0.424864,0.471841,0.436964,0.292819,0.372785,0.610596,1,0.855712,0.48577,0.27477,0.585288,0.763873,0.564049,0.409077,0.519996,0.449541,0.598913,0.367193,0.133228,0.417233,0.551014,0.329411,0.443548,0.403455,0.481802,0.651246,0.580595,0.36729,0.248613,0.243373,0.108864,0.218838,0.218047,0.101775,0.184786,0.173145,0.474968,0.25996,0.212553,0.208469,0.781437,0.716364,0.345992,0.29393,0.231608,0.060423,0.108545,0
0.041298,0.061862,0.060545,0.169291,0.058898,0.186134,0.180736,0.150232,0.007409,0.112255,0,0.193142,0.172263,0.051635,0.134437,0.084152,0.056264,0.145849,0,0.092894,0.265493,0.0987,0.01102,0.121606,0,0.080626,0.306545,0.452776,0.500209,0.521466,0.612534,0.627387,0.785614,0.941668,1,0.95131,0.886508,0.694754,0.675186,0.672437,0.547799,0.517524,0.364154,0.21966,0.236479,0.13316,0.159181,0.258461,0.179202,0.299101,0.250996,0.049929,0.123779,0.197605,0.429091,0.413502,0.162939,0.059946,0.217523,0.13164,0
0.140855,0.080357,0.261352,0.198819,0.183661,0.355004,0.354708,0.437679,0.263891,0.20878,0.288955,0.226993,0.182439,0.168278,0.198728,0.197052,0.208372,0.065514,0.325412,0.556721,0.420004,0.449683,1,0.864256,0.450078,0.486838,0.600483,0.696128,0.541806,0.331842,0.217875,0.170411,0.096038,0.337526,0.265304,0.317339,0.246665,0.169882,0.211366,0.120397,0.034499,0.035048,0.09259,0.125741,0.13097,0.071585,0.090547,0.069182,0.11156,0.184852,0.305777,0.53923,0.446254,0.023952,0.341818,0.375527,0.236422,0.463215,0.326284,0.147806,0
0.213864,0.227679,0.100404,0.064173,0.123179,0.148098,0.24513,0.201853,0.433939,0.431002,0.269814,0.349502,0.315017,0.203098,0.107691,0.085198,0.055642,0.114488,0.101494,0.094606,0,0.119858,0.368337,0.559164,0.643623,0.721776,0.846938,0.90268,0.861134,0.881964,0.935477,0.91193,0.842031,0.649246,0.613193,0.682258,0.763831,0.61216,0.570366,0.649614,0.605297,0.618886,0.650071,0.743623,0.983025,0.658667,0.702101,0.832285,0.720343,0.544288,0.26992,0.273894,0.19544,0.179641,0.290909,0.345992,0.226837,0.087193,0.163142,0.034642,1
0.182153,0.367347,0.546922,0.401181,0.287207,0.58376,0.64881,0.819325,0.974246,0.869584,0.85694,1,0.769298,0.618959,0.644631,0.680431,0.66418,0.736978,0.883244,0.852205,0.786467,0.649554,0.395253,0.349247,0.513899,0.164335,0.482088,0.843969,0.586739,0.841696,0.875204,0.521344,0.157071,0.270736,0.404563,0.29869,0.63033,0.661696,0.532622,0.495259,0.494947,0.319087,0.275314,0.286266,0.351306,0.024136,0.244114,0.222821,0.065623,0.136072,0.032869,0.319544,0.508143,0.254491,0.632727,1,1,0.419619,0.283988,0.166282,0
0.086283,0.047194,0.087286,0.030315,0.116846,0.148907,0.155844,0.016325,0.145352,0.115687,0.163902,0.181565,0.266754,0.253277,0.253432,0.163391,0.211895,0.262593,0.354301,0.414491,0.461741,0.534529,0.600932,0.66612,0.821135,0.87036,0.915537,0.889917,0.744475,0.652285,0.65188,0.517075,0.387998,0.226174,0.108289,0.205948,0.223486,0.235895,0.261943,0.202095,0.147869,0.324887,0.330014,0.2185,0.244134,0.176358,0.167693,0.214435,0.164059,0.331194,0.135458,0.051355,0.058632,0.032934,0.058182,0.172996,0.43131,0.354223,0.081571,0.133949,0
0.278024,0.065051,0.127144,0.075984,0.108613,0.10116,0.275974,0.360247,0.358088,0.337194,0.339005,0.412222,0.379561,0.218324,0.108296,0.178235,0.177495,0.164644,0.263164,0.393193,0.480502,0.564386,0.690368,0.758324,0.883186,0.968168,0.987394,0.980004,0.94412,0.844679,0.651226,0.336217,0.409155,0.324406,0.105089,0.03629,0.096545,0.168839,0.131133,0.089967,0.078987,0.258951,0.312557,0.210126,0.127975,0.09915,0.165158,0.243187,0.250379,0.129653,0.088645,0.10699,0.228013,0.047904,0.265455,0.147679,0.217252,0.092643,0.063444,0.018476,1
