@relation Sonar_11

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric

@data
0.510324,0.534076,0.468863,0.37708,0.412376,0.199409,0.184524,0.196692,0.222015,0.162162,0.286957,0.223916,0.26981,0.358612,0.467602,0.535333,0.505678,0.350234,0.421787,0.563823,0.729493,0.759125,0.543237,0.572619,0.661373,0.644794,0.733399,0.765173,0.845475,0.920085,0.98348,0.862711,0.406089,0.405417,0.482575,0.156824,0.364027,0.371551,0.286617,0.028431,0.680586,0.836575,0.561158,0.519231,0.82842,0.776349,0.458731,0.350212,0.528762,0.452545,0.283417,0.20546,0.615385,0.365497,0.415771,0.408805,0.415335,0.402516,0.460606,0.489607,1
0.292773,0.483926,0.162768,0.041369,0.146843,0.274657,0.474567,0.518633,0.392879,0.278135,0.17377,0.356829,0.398915,0.331987,0.347093,0.486828,0.425648,0.154182,0.409805,0.360583,0.509333,0.466926,0.396379,0.556177,0.497029,0.332178,0.697896,0.876297,0.880885,0.910194,0.809265,0.633076,0.169915,0.277356,0.388376,0.268871,0.30172,0.348137,0.251341,0.155421,0.754244,0.770775,0.770182,0.745377,0.693761,0.78823,0.774097,0.788053,1,1,0.792965,0.521552,0.442308,0.766082,0.415771,0.496855,0.29393,0.698113,0.290909,0.182448,1
0.175516,0.343763,0.159143,0.044223,0.420238,1,1,0.777949,0.509017,0.298012,0.331575,0.43772,0.766647,0.838233,0.79239,0.703533,0.304907,0.169662,0.212158,0.384341,0.496533,0.334322,0.087327,0.480818,0.624795,0.716727,0.653517,0.757602,0.804485,0.810048,0.784658,0.517907,0.095439,0.266631,0.496105,0.47263,0.110829,0.210619,0.280419,0.458807,0.352273,0.104446,0.210111,0.192123,0.123497,0.092536,0.072618,0.047605,0.023823,0.145805,0.076382,0.237069,0.217949,0.201754,0.096774,0.339623,0.095847,0.113208,0.239394,0.108545,0
0.162242,0.091727,0.047117,0.108892,0.172204,0.273851,0.331439,0.366483,0.453825,0.441298,0.373343,0.329426,0.303857,0.193438,0.133327,0.271482,0.318084,0.364883,0.245575,0.159719,0.10656,0.114917,0.152929,0.291048,0.566701,0.696051,0.825334,0.822567,0.902192,1,0.998845,0.852996,0.622037,0.615385,0.675584,0.77909,0.852779,0.774211,0.698248,0.695729,0.55764,0.383051,0.494156,0.868158,0.619204,0.316746,0.177616,0.489084,0.499709,0.247593,0.20603,0.298851,0.471154,0.21345,0.168459,0.04717,0.172524,0.154088,0.075758,0.034642,1
0.057522,0.11273,0.063591,0.066809,0.06036,0.287557,0.383387,0.128556,0.090951,0.178321,0.257306,0.513189,0.488852,0.302839,0.226181,0.516935,0.712021,0.756779,0.607343,0.394708,0.3952,0.419896,0.525453,0.698561,0.85543,0.87483,0.936445,0.926853,0.936993,0.839834,0.72597,0.711142,0.741599,0.917335,0.991697,1,1,0.87996,0.735192,0.583017,0.350082,0.18199,0.132781,0.08247,0.219233,0.251607,0.173498,0.197696,0.059849,0.220083,0.301508,0.28592,0.275641,0.134503,0.268817,0.264151,0.214058,0.355346,0.175758,0.240185,0
0.837021,0.495928,0.27743,0.071327,0.041846,0.313088,0.645022,0.574642,0.651586,0.752896,0.497363,0.110639,0.01853,0.19205,0.385042,0.332427,0.254446,0.213299,0.364296,0.826674,0.976213,0.456088,0,0.102877,0.113525,0.115266,0.081416,0.102332,0.448559,0.606834,0.213494,0.312734,0.512272,0.684832,0.859164,0.858786,0.826753,0.948994,1,0.743493,0.335433,0.072998,0.138353,0.450999,0.739554,0.572267,0.404454,0.572165,0.592098,0.635488,0.220101,0.123563,0.192308,0.219298,0.555556,0.320755,0.597444,0.433962,0.2,0.184758,1
0.19764,0.254179,0.208237,0.040656,0.19579,0.422198,0.303301,0.229989,0.188899,0.236522,0.237776,0.385844,0.419102,0.441136,0.411486,0.482333,0.590744,0.794805,0.943938,0.935097,0.922667,0.943769,0.821938,0.745718,0.69334,0.523833,0.540872,0.32275,0.361506,0.200967,0.136899,0.127224,0.323502,0.394475,0.26886,0.227585,0.360388,0.322194,0.396496,0.576826,0.506435,0.42094,0.293694,0.220969,0.138952,0.136008,0.089089,0.069739,0.099361,0.184319,0.100503,0.192529,0.528846,0.432749,0.125448,0.204403,0.162939,0.09434,0.130303,0.168591,1
0.143068,0.079297,0.127512,0.06253,0.16003,0.396936,0.380141,0.297023,0.449782,0.543544,0.452887,0.503077,0.519735,0.383344,0.326908,0.269705,0.17763,0.104519,0.297241,0.398272,0.454933,0.353543,0.401384,0.413565,0.611373,0.66027,0.630068,0.717792,0.79515,0.840058,0.955753,0.747308,0.4576,0.336186,0.119106,0.098798,0.119321,0.157964,0.377667,0.673111,0.770537,0.599773,0.727507,0.882396,1,0.805983,0.728055,0.824742,0.877978,0.639615,0.045226,0.093391,0.628205,0.274854,0.100358,0.072327,0.188498,0.264151,0.206061,0.083141,1
0.103982,0.087441,0.085008,0.127913,0.100178,0.18194,0.36039,0.159868,0.137282,0.207922,0.306344,0.373242,0.362007,0.338549,0.312576,0.153669,0.113992,0.192312,0.184786,0.260151,0.37088,0.366936,0.456443,0.576616,0.745799,0.750526,0.871795,0.98962,0.921165,0.660672,0.596927,0.520248,0.359633,0.348646,0.198749,0.108863,0.136855,0.136638,0.228817,0.288223,0.284365,0.301465,0.139304,0.16679,0.200773,0.243919,0.33221,0.439964,0.254503,0.151307,0.180905,0.196839,0.176282,0.210526,0.286738,0.09434,0.169329,0.166667,0.139394,0.04157,1
0.180678,0.153022,0.036903,0.05088,0.037281,0.063424,0.16829,0.296582,0.262438,0.320463,0.341126,0.323271,0.176559,0.00795,0.122124,0.134434,0.161881,0.290909,0.326261,0.411663,0.541333,0.733872,0.79361,0.867207,0.941803,1,0.931514,0.70729,0.708097,0.815443,0.765018,0.461493,0.127252,0.13467,0.143194,0.172949,0.25408,0.146202,0.062329,0.071519,0.066676,0.220763,0.318837,0.297152,0.199342,0.18619,0.151975,0,0.047066,0.097662,0.172864,0.191092,0.397436,0.108187,0.100358,0.166667,0.118211,0.103774,0.178788,0.251732,1
