@relation Sonar_17

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric

@data
0.088598,0.048864,0.13575,0.13457,0.089476,0.087792,0.106719,0.086218,0.222401,0.194273,0.282884,0.315504,0.281954,0.148506,0.082993,0.123143,0.280075,0.388675,0.531822,0.564747,0.617842,0.727328,0.696514,0.694089,0.770287,0.893153,0.996055,1,0.886465,0.593743,0.242533,0.153126,0.277715,0.492805,0.711977,0.819456,0.785589,0.634581,0.453455,0.360638,0.358771,0.360318,0.427736,0.444565,0.433024,0.226567,0.096388,0.079442,0.138265,0.102532,0.015075,0.102011,0.246753,0.024615,0.055046,0.138462,0,0.006912,0.085635,0.046189,1
0.124807,0.126018,0.086985,0.079886,0.140824,0.154484,0.199149,0.127453,0.098229,0.07697,0.225275,0.474795,0.640099,0.650315,0.793667,0.751386,0.497772,0.357714,0.229971,0.287778,0.411933,0.65525,0.723323,0.919373,1,0.721431,0.517094,0.592853,0.861506,0.594575,0.467408,0.522478,0.356035,0.296104,0.271351,0.216331,0.048436,0.020023,0.065067,0.04442,0.127615,0.082723,0.171992,0.206579,0.159295,0.254714,0.241063,0.106428,0.170918,0.297468,0.159799,0.127874,0.303896,0.104615,0.146789,0.307692,0.255814,0.117512,0.082873,0.030023,0
0.089368,0.083583,0.006919,0.037803,0.039146,0.137528,0.215567,0.061301,0.231526,0.302648,0.327672,0.257034,0.146242,0.208417,0.364785,0.545444,0.673609,0.784208,0.826399,0.709974,0.696748,0.787138,0.794108,0.477308,0.173566,0.123932,0.589634,0.845352,0.895089,0.74078,0.510791,0.506162,0.445327,0.333186,0.26859,0.229133,0.256724,0.420378,0.412589,0.342166,0.088466,0.169361,0.451937,0.365101,0.133795,0.203134,0.2274,0.221649,0.303061,0.246835,0.102513,0.222701,0.21039,0.107692,0.116972,0.15641,0.055233,0.138249,0.074586,0.108545,1
0.060092,0.076725,0.010544,0.001427,0.046772,0.128862,0.132867,0.000441,0.062623,0.081127,0.093407,0.199736,0.19845,0.325962,0.266088,0.263467,0.325562,0.254442,0.212322,0.251391,0.347229,0.456497,0.419307,0.490421,0.612398,0.575461,0.630945,0.715061,0.851258,1,0.868324,0.678914,0.731618,0.643126,0.690703,0.583468,0.496173,0.341224,0.170576,0.139307,0.208251,0.141576,0.15119,0.113172,0.165119,0.098586,0.034812,0.033657,0.032653,0.107595,0.013065,0.08046,0.153247,0.366154,0.236239,0.128205,0.226744,0.101382,0.154696,0.04388,0
0.775039,0.353193,0.182208,0.135283,0.142095,0.456669,0.290362,0.381918,0.201109,0.19335,0.363303,0.350967,0.381983,0.353974,0.476379,0.300044,0.373744,0.178494,0.291368,0.287778,0.219423,0.272774,0.322878,0.238398,0.396107,0.330321,0.421652,0.710487,0.75558,0.593029,0.766514,0.714514,0.55442,0.615563,0.647336,0.396573,0.091515,0.295547,0.283516,0.126663,0.545869,0.967416,0.970632,0.694869,0.90713,1,1,1,0.809694,0.556962,1,1,0.81039,0.92,0.552752,0.212821,0.482558,0.479263,0.621547,0.230947,1
0.007704,0.129876,0.048435,0.040418,0.091002,0.417483,0.58194,0.354135,0.231347,0.20274,0.111056,0.295135,0.330506,0.38909,0.376277,0.22035,0.001865,0.134753,0.272115,0.365261,0.268552,0.181474,0.42895,0.677185,0.720492,0.647394,0.682446,0.842161,1,0.725196,0.475147,0.378024,0.704881,0.521253,0.24169,0.084274,0.065165,0.195641,0.323108,0.208136,0.170971,0.330008,0.249218,0.155544,0.102471,0.072934,0.096013,0.122802,0.164796,0.059494,0.099497,0.195402,0.187013,0.08,0.236239,0.207692,0.261628,0.023041,0.071823,0.018476,0
0.143297,0.068153,0.105437,0.06467,0.081596,0.12321,0.197933,0.18699,0.297728,0.378387,0.433566,0.420868,0.5,0.357325,0.335291,0.175682,0.150451,0.193143,0.328805,0.517551,0.680371,0.828034,0.879623,0.950825,0.962807,1,0.964168,0.857903,0.786526,0.565192,0.530739,0.416705,0.259301,0.275957,0.344175,0.425,0.48349,0.428095,0.35336,0.313249,0.173308,0.108108,0.218355,0.161771,0.088934,0.168331,0.115665,0.003335,0.108163,0.148101,0.116583,0.058908,0.135065,0.390769,0.224771,0.079487,0.130814,0.228111,0.220994,0.069284,1
0.393683,0.238748,0.39374,0.272943,0.043213,0.341372,0.153846,0.084675,0.396493,0.233836,0.369131,0.376758,0.413425,0.405442,0.374362,0.206495,0.265361,0.097766,0.070275,0.294092,0.491754,0.629792,0.634736,0.731995,0.644877,0.433329,0.657791,0.715486,0.769278,0.789317,0.905276,0.993154,0.781687,0.629954,0.744809,0.473286,0.143779,0.348107,0.354527,0.209346,0.636672,0.669361,0.29898,0.659266,0.952936,0.699251,0.600037,0.442086,0.267857,0.297468,0.372864,0.468391,0.374026,1,0.837156,0.435897,0.351744,0.223502,1,0.466513,1
0.449923,0.2006,0.156178,0.078222,0.241484,0.247551,0.249316,0.086439,0.182322,0.036638,0.208958,0.26187,0.304767,0.334138,0.475868,0.470295,0.65672,0.859429,0.948444,0.932256,0.90197,0.914324,0.92699,0.856982,0.726127,0.475424,0.360289,0.373857,0.406047,0.184987,0.267495,0.315495,0.333207,0.412995,0.385701,0.414819,0.45714,0.417979,0.456533,0.35503,0.322075,0.384188,0.287559,0.307973,0.260192,0.118136,0.065693,0.012129,0.163776,0.129114,0.019095,0,0,0.667692,0.454128,0.197436,0.30814,0.248848,0.303867,0.21709,1
0.09168,0.071153,0.050741,0.072515,0.093543,0.236624,0.233202,0.088423,0.052424,0.175031,0.345987,0.306125,0.342059,0.152258,0.073672,0.07515,0.207647,0.302026,0.41951,0.48277,0.600092,0.774358,0.785737,0.773179,0.855225,0.915934,0.940171,0.855882,0.717938,0.387342,0.095378,0.290621,0.53071,0.623755,0.803928,0.986895,0.923792,0.625717,0.4076,0.274876,0.257567,0.380652,0.538001,0.564099,0.608374,0.339018,0.16938,0.100364,0.135204,0.081013,0.037186,0.116379,0.111688,0.113846,0.011468,0.010256,0.090116,0.041475,0.069061,0.080831,1
