@relation GLASS_13

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric

@data
0.236318,0.314286,0.884422,0.585455,0.544643,0.111111,0.317104,0,0,1
0.295522,0.341353,0.871859,0.545455,0.519643,0.10628,0.343321,0,0,1
0.250249,0.342857,0.879397,0.432727,0.55,0.096618,0.33583,0,0,1
0.340796,0.44812,0.987437,0.454545,0.357143,0.086957,0.347066,0,0.405405,1
0.312438,0.386466,0.904523,0.309091,0.585714,0.093398,0.342072,0,0,0
0.355224,0.560902,0.562814,0.483636,0.458929,0,0.478152,0,0,4
0.51592,0.348872,0.917085,0.210909,0.448214,0.030596,0.55181,0,0.459459,0
0.546269,0.523308,0.959799,0.065455,0.35,0.017713,0.516854,0,0,0
0.198507,0.619549,0,0.774545,0.698214,0,0.369538,0.177778,0,5
0.528358,0.371429,0.924623,0.312727,0.525,0.086957,0.385768,0,0,1
0.599502,0.449624,0.934673,0.08,0.346429,0.014493,0.578027,0,0.432432,0
0.324876,0.275188,0.884422,0.414545,0.596429,0.091787,0.388265,0,0,0
0.304478,0.596992,0,0.745455,0.619643,0,0.439451,0.209524,0,5
0.545274,0.520301,0.949749,0.225455,0.276786,0.037037,0.463171,0,1,2
0.362687,0.378947,0.944724,0.374545,0.4625,0.093398,0.373283,0,0,1
0.237313,0.320301,0.884422,0.665455,0.508929,0.111111,0.317104,0,0,1
0.339303,0.302256,0.874372,0.385455,0.5625,0.10306,0.405743,0,0,0
0.272637,0.330827,0.889447,0.483636,0.5625,0.10306,0.324594,0,0.567568,1
0.428856,0.463158,0.899497,0.374545,0.341071,0.019324,0.404494,0.219048,0,0
0.225871,0.377444,0.876884,0.429091,0.614286,0.061192,0.324594,0,0,1
0.370647,0.395489,0.861809,0.414545,0.4375,0.082126,0.395755,0,0,1
0.282587,0.57594,0,0.614545,0.621429,0,0.385768,0.498413,0.189189,5
0.308458,0.344361,0.889447,0.509091,0.521429,0.086957,0.37578,0,0.189189,0
0.325373,0.258647,0.680905,0.363636,0.694643,0.090177,0.453184,0,0.648649,0
0.332836,0.353383,0.876884,0.36,0.544643,0.096618,0.382022,0,0,0
0.525871,0.418045,0.969849,0.214545,0.353571,0.037037,0.513109,0,0.297297,0
0.384577,0.640602,0.19598,0.527273,0.480357,0,0.564295,0,0,4
0.800995,0.461654,0.791457,0.134545,0.135714,0.012882,0.775281,0,0,1
0.437313,0.381955,0,0.534545,0.575,0.075684,0.735331,0,0,3
0.337313,0.372932,0.874372,0.407273,0.505357,0.095008,0.374532,0,0,0
0.318408,0.297744,0.859296,0.330909,0.605357,0.095008,0.400749,0,0,0
0.255721,0.297744,0.836683,0.436364,0.619643,0.10789,0.350811,0,0,1
0.242289,0.619549,0,0.76,0.619643,0,0.41573,0.203175,0.243243,5
0.294527,0.413534,0.874372,0.516364,0.483929,0.099839,0.3196,0,0,1
0.278109,0.321805,0.894472,0.490909,0.594643,0.10467,0.3196,0,0,1
0.263682,0.407519,0.907035,0.454545,0.460714,0.10628,0.324594,0,0,1
0.263682,0.401504,0.876884,0.447273,0.507143,0.10789,0.330836,0,0.27027,1
0.332836,0.293233,0.922111,0.316364,0.589286,0.098229,0.40824,0,0,0
0.356716,0.390977,0.839196,0.454545,0.416071,0.090177,0.444444,0,0,2
0.300498,0.604511,0,0.621818,0.573214,0,0.387016,0.504762,0.216216,5
0.1,0.344361,0,1,0.119643,1,0.191011,0,0,3
0.390547,0.415038,0.874372,0.385455,0.382143,0.088567,0.445693,0,0,0
0.332338,0.294737,0.889447,0.381818,0.560714,0.091787,0.414482,0,0,0
0.480597,0.458647,0.572864,0.414545,0.389286,0.078905,0.55181,0,0.459459,1
0.246269,0.404511,0.854271,0.338182,0.514286,0.095008,0.360799,0,0,2
0.325373,0.439098,0.919598,0.298182,0.528571,0.017713,0.395755,0,0,2
0.235821,0.323308,0.861809,0.403636,0.619643,0.111111,0.327091,0,0.648649,0
0.450249,0.488722,0.339196,0.487273,0.348214,0.062802,0.640449,0,0.486486,1
0.238308,0.354887,0.884422,0.458182,0.546429,0.109501,0.327091,0,0.243243,1
0.356219,0.550376,0,0.556364,0.544643,0.227053,0.129838,0.914286,0,5
0.28607,0.390977,0.889447,0.48,0.4875,0.109501,0.334582,0,0,1
0.537811,0.545865,0.967337,0.218182,0.276786,0.024155,0.464419,0,0,0
0.337313,0.309774,0.879397,0.301818,0.575,0.10306,0.416979,0,0,0
0,1,0,0.018182,1,0,0.15231,0,0,4
0.296517,0.324812,0.909548,0.465455,0.5625,0.098229,0.334582,0,0,1
0.239303,0.309774,0.907035,0.483636,0.564286,0.10306,0.329588,0,0.702703,0
0.318408,0.341353,0.904523,0.389091,0.567857,0.091787,0.370787,0,0.297297,0
0.235323,0.359398,0.856784,0.469091,0.616071,0.011272,0.369538,0,0.513514,1
0.329851,0.372932,0.70603,0.363636,0.566071,0.082126,0.44819,0,0.243243,0
0.403483,0.371429,0.836683,0.36,0.455357,0.096618,0.463171,0,0.297297,0
0.393035,0.431579,0.909548,0.298182,0.505357,0.022544,0.41573,0,0,0
0.489552,0.445113,0.90201,0.301818,0.383929,0.014493,0.49563,0,0,0
0.228358,0.621053,0.922111,0.527273,0.367857,0.025765,0.240949,0,0.324324,1
0.350746,0.284211,0.693467,0.196364,0.714286,0.056361,0.498127,0,0.540541,1
0.423383,0.607519,0.942211,0,0.394643,0.004831,0.445693,0,0,0
0.267662,0.183459,0,0.327273,0.958929,0.434783,0.436954,0,0,5
0.386567,0.410526,0.962312,0.352727,0.489286,0.091787,0.347066,0,0.378378,1
0.499502,0.336842,0.082915,0.443636,0.639286,0.020934,0.729089,0,0.756757,3
0.474129,0.42406,0.525126,0.501818,0.423214,0.085346,0.516854,0.085714,0.459459,1
0.745771,0.446617,0,0.389091,0.255357,0.030596,1,0,0.27027,1
0.375124,0.369925,0.846734,0.323636,0.519643,0.091787,0.424469,0,0.432432,0
0.621891,0.760902,0.459799,0.370909,0.110714,0.049919,0.397004,0.533333,0,5
0.328358,0.318797,0.874372,0.341818,0.564286,0.098229,0.390762,0.028571,0.594595,0
0.31194,0.381955,0.909548,0.345455,0.583929,0.088567,0.329588,0,0,0
0.314925,0.320301,0.894472,0.356364,0.607143,0.086957,0.36829,0,0.459459,0
0.39801,0.300752,0.464824,0.570909,0.514286,0.096618,0.581773,0,0,3
0.295025,0.449624,0.924623,0.552727,0.401786,0.10306,0.305868,0,0,1
0.28806,0.320301,0.899497,0.370909,0.5,0.098229,0.419476,0,0,2
0.30597,0.243609,0.683417,0.487273,0.546429,0.112721,0.474407,0,0,1
0.00796,0.445113,0.80402,0.552727,0.535714,0.283414,0,0.377778,0,5
0.525373,0.124812,0.472362,0.461818,0.544643,0.075684,0.746567,0,0,3
0.359701,0.53985,0.819095,0.701818,0.257143,0.235105,0.044944,0.51746,0,5
0.273632,0.362406,0.866834,0.534545,0.476786,0.096618,0.36829,0,0.459459,2
0.31791,0.4,0.919598,0.327273,0.532143,0.091787,0.354557,0,0.297297,0
0.550746,0.556391,0,0.258182,0.510714,0.016103,0.7603,0,0.216216,1
0.364677,0.437594,0.972362,0.356364,0.383929,0.086957,0.360799,0,0.864865,1
0.314428,0.317293,0.879397,0.309091,0.617857,0.090177,0.389513,0,0,0
0.285572,0.291729,0.723618,0.516364,0.607143,0.117552,0.388265,0,0,1
1,0,0,0.658182,0,0.093398,0.982522,1,0.756757,1
0.322388,0.311278,0.919598,0.356364,0.571429,0.096618,0.390762,0,0,0
0.376617,0.330827,0.919598,0.461818,0.482143,0.093398,0.389513,0,0.324324,1
0.51592,0.348872,0.917085,0.210909,0.430357,0.030596,0.55181,0,0.459459,0
0.330348,0.372932,0.851759,0.378182,0.526786,0.095008,0.394507,0,0,0
0.407463,0.437594,0.889447,0.167273,0.507143,0.025765,0.43196,0.047619,0.648649,2
0.31592,0.314286,0.89196,0.436364,0.525,0.086957,0.385768,0,0.513514,0
0.389552,0.428571,0.841709,0.341818,0.405357,0.095008,0.434457,0,0,0
0.472637,0.545865,0,0.629091,0.644643,0,0.37578,0.520635,0,5
0.424876,0.287218,0,0.494545,0.703571,0.061192,0.761548,0,0,3
