@relation GLASS_14

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric

@data
0.291484,0.437594,0.812918,0.114815,0.569643,0.009662,0.253086,0,0,2
0.681299,0.490226,0.824053,0.137037,0.314286,0.003221,0.34465,0,0.196078,0
0.208077,0.323308,0.76392,0.392593,0.619643,0.111111,0.162551,0,0.470588,0
0.313433,0.560902,0.498886,0.474074,0.458929,0,0.287037,0,0,4
0.417032,0.545865,0,0.622222,0.644643,0,0.202675,0.520635,0,5
0.188762,0.512782,0,0.866667,0.639286,0.012882,0.26749,0.193651,0.098039,5
0.251097,0.37594,0.788419,0.422222,0.541071,0.090177,0.167695,0,0,1
0.346795,0.431579,0.806236,0.285185,0.505357,0.022544,0.235597,0,0,0
0.23705,0.403008,0.755011,0.348148,0.505357,0.083736,0.22428,0,0,2
0.272608,0.308271,0.806236,0.351852,0.532143,0.095008,0.229424,0,0,0
0.339333,0.640602,0.173719,0.518519,0.480357,0,0.358025,0,0,4
0.279192,0.312782,0.7951,0.374074,0.573214,0.099839,0.218107,0,0,0
0.27568,0.221053,0.723831,0.303704,0.667857,0.099839,0.25,0,0.470588,1
0.233099,0.403008,0.790646,0.337037,0.535714,0.109501,0.167695,0,0,1
0.23266,0.407519,0.804009,0.444444,0.460714,0.10628,0.160494,0,0,1
0.349429,0.476692,0.830735,0.311111,0.4125,0.009662,0.248971,0,0,0
0.480685,0.451128,0.855234,0.140741,0.348214,0.027375,0.33642,0,0,0
0.550483,0.407519,0,0.459259,0.430357,0.05153,0.593621,0,0,3
0.293679,0.353383,0.777283,0.348148,0.544643,0.096618,0.207819,0,0,0
0.217296,0.404511,0.757238,0.325926,0.514286,0.095008,0.190329,0,0,2
0,1,0,0,1,0,0.018519,0,0,4
0.304214,0.406015,0.639198,0.314815,0.541071,0.088567,0.263374,0,0,0
0.230465,0.273684,0.775056,0.566667,0.610714,0.101449,0.165638,0,0.176471,1
0.275241,0.381955,0.806236,0.333333,0.583929,0.088567,0.164609,0,0,0
0.320896,0.403008,0.86637,0.366667,0.458929,0.082126,0.186214,0,0,1
0.213784,0.619549,0,0.755556,0.619643,0,0.235597,0.203175,0.176471,5
0.291045,0.372932,0.625835,0.351852,0.566071,0.082126,0.262346,0,0.176471,0
0.303336,0.341353,0.846325,0.274074,0.582143,0.090177,0.196502,0,0.235294,1
0.305531,0.390977,0.857461,0.337037,0.530357,0.083736,0.169753,0,0,1
0.250219,0.630075,0,0.611111,0.580357,0,0.19856,0.504762,0,5
0.41396,0.318797,0.358575,0.677778,0.423214,0.122383,0.332305,0.07619,1,3
0.278753,0.314286,0.790646,0.425926,0.525,0.086957,0.210905,0,0.372549,0
0.224759,0.341353,0.797327,0.444444,0.539286,0.098229,0.161523,0,0,1
0.341089,0.410526,0.853007,0.340741,0.489286,0.091787,0.179012,0,0.27451,1
0.309482,0.284211,0.614699,0.181481,0.714286,0.056361,0.303498,0,0.392157,1
0.440737,0.336842,0.073497,0.433333,0.639286,0.020934,0.493827,0,0.54902,3
0.568481,0.466165,0.64588,0.307407,0.239286,0.012882,0.444444,0,0,1
0.486392,0.372932,0.839644,0.166667,0.389286,0.020934,0.365226,0,0,0
0.318701,0.344361,0.806236,0.266667,0.451786,0.10306,0.273663,0,0.294118,1
0.223003,0.521805,0,0.907407,0.651786,0.006441,0.264403,0.126984,0.176471,5
0.080773,0.55188,0.387528,0.444444,0.846429,0,0.115226,0,0,4
0.233099,0.347368,0.757238,0.340741,0.571429,0.083736,0.217078,0,0,2
0.291484,0.372932,0.755011,0.366667,0.526786,0.095008,0.218107,0,0,0
0.286655,0.288722,0.792873,0.355556,0.583929,0.098229,0.228395,0,0.27451,0
0.882353,0,0,0.651852,0,0.093398,0.702675,1,0.54902,1
0.217296,0.390977,0.786192,0.37037,0.510714,0.090177,0.191358,0,0,2
0.474539,0.545865,0.857461,0.203704,0.276786,0.024155,0.27572,0,0,0
0.29324,0.294737,0.788419,0.37037,0.560714,0.091787,0.234568,0,0,0
0.243635,0.377444,0.7951,0.385185,0.516071,0.090177,0.202675,0,0.196078,2
1,0.23609,0,0.244444,0.0625,0.019324,1,0,0.470588,1
0.431958,0.445113,0.799555,0.288889,0.383929,0.014493,0.30144,0,0,0
0.314311,0.550376,0,0.548148,0.544643,0.227053,0,0.914286,0,5
0.261633,0.324812,0.806236,0.455556,0.5625,0.098229,0.168724,0,0,1
0.332309,0.330827,0.815145,0.451852,0.482143,0.093398,0.213992,0,0.235294,1
0.455224,0.348872,0.812918,0.196296,0.430357,0.030596,0.347737,0,0.333333,0
0.218613,0.479699,0.783964,0.337037,0.548214,0.059581,0.151235,0,0.27451,1
0.09043,0.341353,0,0.992593,0.158929,1,0.047325,0,0,3
0.283582,0.312782,0.788419,0.32963,0.6125,0.093398,0.197531,0,0,0
0.129061,0.529323,0.688196,0.644444,0.441071,0.177134,0.062757,0,0,1
0.290167,0.421053,0.759465,0.437037,0.398214,0.093398,0.238683,0,0,2
0.199298,0.377444,0.777283,0.418519,0.614286,0.061192,0.160494,0,0,1
0.270852,0.634586,0,0.540741,0.567857,0,0.220165,0.492063,0,5
0.088235,0.344361,0,1,0.119643,1,0.050412,0,0,3
0.481124,0.520301,0.841871,0.211111,0.276786,0.037037,0.274691,0,0.72549,2
0.360843,0.46015,0.536748,0.314815,0.526786,0,0.339506,0,0,4
0.485953,0.556391,0,0.244444,0.510714,0.016103,0.519547,0,0.156863,1
0.281387,0.36391,0.804009,0.262963,0.6125,0.091787,0.182099,0,0,0
0.526778,0.407519,0.743875,0.32963,0.458929,0.096618,0.242798,0,0,5
0.298946,0.416541,0.74833,0.477778,0.380357,0.091787,0.240741,0,0.176471,2
0.209833,0.354887,0.799555,0.437037,0.5875,0.10789,0.139918,0,0,1
0.323529,0.505263,0.487751,0.488889,0.510714,0,0.29321,0,0,4
0.208516,0.377444,0.743875,0.418519,0.5875,0.062802,0.180041,0,0,1
0.280948,0.297744,0.761693,0.318519,0.605357,0.095008,0.223251,0,0,0
0.294557,0.300752,0.76392,0.314815,0.560714,0.099839,0.235597,0,0.588235,0
0.444249,0.53985,0.868597,0.181481,0.301786,0,0.3107,0,0,2
0.260316,0.449624,0.819599,0.544444,0.401786,0.10306,0.145062,0,0,1
0.266023,0.321805,0.775056,0.366667,0.576786,0.090177,0.201646,0,0,0
0.466198,0.454135,0.224944,0.377778,0.425,0.05314,0.480453,0,0,1
0.23266,0.401504,0.777283,0.437037,0.507143,0.10789,0.165638,0,0.196078,1
0.27568,0.386466,0.801782,0.296296,0.585714,0.093398,0.174897,0,0,0
0.209394,0.320301,0.783964,0.659259,0.508929,0.111111,0.154321,0,0,1
0.210272,0.354887,0.783964,0.448148,0.546429,0.109501,0.162551,0,0.176471,1
0.287094,0.439098,0.815145,0.285185,0.528571,0.017713,0.219136,0,0,2
0.251975,0.291729,0.641425,0.507407,0.607143,0.117552,0.212963,0,0,1
0.220808,0.421053,0.790646,0.444444,0.567857,0.062802,0.134774,0,0,0
0.28446,0.282707,0.799555,0.359259,0.621429,0.093398,0.208848,0,0,0
0.239245,0.33985,0.708241,0.32963,0.564286,0.093398,0.240741,0,0.470588,1
0.265145,0.604511,0,0.614815,0.573214,0,0.211934,0.504762,0.156863,5
0.216857,0.643609,0,0.803704,0.578571,0.008052,0.242798,0.168254,0,5
0.729587,0.287218,0,0.122222,0.394643,0.009662,0.815844,0,0,1
0.21115,0.344361,0.792873,0.444444,0.589286,0.115942,0.147119,0,0,1
0.528973,0.449624,0.828508,0.062963,0.346429,0.014493,0.369342,0,0.313725,0
0.28446,0.311278,0.815145,0.344444,0.571429,0.096618,0.215021,0,0,0
0.277436,0.317293,0.77951,0.296296,0.617857,0.090177,0.213992,0,0,0
0.299385,0.302256,0.775056,0.374074,0.5625,0.10306,0.227366,0,0,0
0.240562,0.330827,0.788419,0.474074,0.5625,0.10306,0.160494,0,0.411765,1
0.182616,0.548872,0,0.859259,0.5875,0.006441,0.268519,0.203175,0,5
0.432836,0.437594,1,0.281481,0.351786,0.009662,0.234568,0,0,0
0.37489,0.287218,0,0.485185,0.703571,0.061192,0.520576,0,0,3
0.311238,0.321805,0.775056,0.351852,0.560714,0.096618,0.201646,0,0,0
0.344601,0.415038,0.775056,0.374074,0.382143,0.088567,0.260288,0,0,0
0.321335,0.356391,0.884187,0.314815,0.469643,0.096618,0.201646,0,0,1
0.351185,0.300752,0.412027,0.562963,0.514286,0.096618,0.372428,0,0,3
0.424056,0.458647,0.507795,0.403704,0.389286,0.078905,0.347737,0,0.333333,1
0.259877,0.413534,0.775056,0.507407,0.483929,0.099839,0.156379,0,0,1
0.352502,0.497744,0.797327,0.381481,0.405357,0.090177,0.188272,0,0,0
0.230465,0.547368,0,0.888889,0.542857,0,0.306584,0.171429,0,5
