@relation GLASS_11

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric

@data
0.620863,0.63615,0,0.366337,0.44879,0.05153,0.714586,0,0,3
0.247743,0.617371,0.797327,0.336634,0.541899,0.072464,0.29171,0,0,1
0.28987,0.532864,0.772829,0.435644,0.541899,0.10628,0.288562,0,0,1
0.272317,0.483568,0.783964,0.353135,0.66108,0.10628,0.259182,0,0,1
0.277834,0.983568,0,0.50165,0.605214,0,0.311647,0.504762,0,5
0.31996,0.685446,0.815145,0.211221,0.55121,0.017713,0.332634,0,0,2
0.315948,0.488263,0.788419,0.250825,0.638734,0.093398,0.310598,0,0,0
0.258275,0.542254,0.757238,0.260726,0.595903,0.083736,0.330535,0,0,2
0.306921,0.603286,0.801782,0.221122,0.610801,0.093398,0.287513,0,0,0
1,0,0,0.537954,0,0.093398,0.825813,1,0.756757,1
0.200602,0.856808,0,0.722772,0.612663,0.006441,0.383001,0.203175,0,5
0.192076,0.769953,0.596882,1,0.014898,0.270531,0.04617,0.698413,0,3
0.359579,0.683099,0.861915,0.264026,0.400372,0.086957,0.303253,0,0.864865,1
0.541625,0.812207,0.841871,0.145215,0.288641,0.037037,0.389297,0,1,2
0.424273,0.723005,0.797327,0.280528,0.35568,0.019324,0.339979,0.219048,0,0
0.236209,0.967136,0,0.630363,0.646182,0,0.349423,0.203175,0.243243,5
0.331996,0.58216,0.775056,0.310231,0.527002,0.095008,0.314795,0,0,0
0.229188,0.561033,0.759465,0.366337,0.642458,0.011272,0.310598,0,0.513514,1
0.095286,0.532864,0,0.841584,0.165736,1,0.157398,0,0,3
0.486459,0.683099,1,0.207921,0.366853,0.009662,0.348374,0,0,0
0.524574,0.70892,0.224944,0.293729,0.443203,0.05314,0.599161,0,0,1
0.365597,0.617371,0.76392,0.316832,0.456238,0.082126,0.332634,0,0,1
0.312437,0.624413,0.815145,0.237624,0.554935,0.091787,0.298006,0,0.297297,0
0.290873,0.507042,0.806236,0.363036,0.586592,0.098229,0.281217,0,0,1
0.351555,0.610329,0.743875,0.353135,0.433892,0.090177,0.373557,0,0,2
0.261785,0.286385,0,0.237624,1,0.434783,0.367261,0,0,5
0.316951,0.485915,0.815145,0.264026,0.595903,0.096618,0.328437,0,0,0
0.371615,0.516432,0.815145,0.359736,0.502793,0.093398,0.327387,0,0.324324,1
0.37011,0.577465,0.750557,0.234323,0.541899,0.091787,0.356768,0,0.432432,0
0.393681,0.802817,0,0.534653,0.545624,0,0.571878,0,0,4
0.319458,0.429577,0.783964,0.316832,0.621974,0.091787,0.326338,0,0,0
0.345537,0.443662,0.614699,0.118812,0.744879,0.056361,0.418678,0,0.540541,1
0.547141,0.868545,0,0.174917,0.532588,0.016103,0.639035,0,0.216216,1
0.641424,0.7277,0.64588,0.231023,0.249534,0.012882,0.562434,0,0,1
0.445838,0.762911,0.300668,0.382838,0.363128,0.062802,0.5383,0,0.486486,1
0.294885,0.943662,0,0.50495,0.597765,0,0.325289,0.504762,0.216216,5
0.381645,0.640845,0.853007,0.260726,0.510242,0.091787,0.29171,0,0.378378,1
0.255266,0.85446,0,0.749175,0.566108,0,0.421826,0.171429,0,5
0.331996,0.483568,0.77951,0.214521,0.599628,0.10306,0.350472,0,0,0
0.312939,0.464789,0.761693,0.240924,0.631285,0.095008,0.336831,0,0,0
0.512036,0.561033,0.797327,0.141914,0.445065,0.037037,0.460651,0,0.432432,0
0.404213,0.71831,0.536748,0.237624,0.549348,0,0.455404,0,0,4
0.324975,0.58216,0.755011,0.283828,0.549348,0.095008,0.331584,0,0,0
0.420261,0.899061,0,0.029703,0.683426,0,0.607555,0,0,4
0.312939,0.532864,0.801782,0.293729,0.592179,0.091787,0.311647,0,0.297297,0
0.743731,0.697183,0,0.293729,0.266294,0.030596,0.840504,0,0.27027,1
0.318455,0.58216,0.821826,0.270627,0.521415,0.091787,0.29276,0,0,0
0.770311,0.765258,0.824053,0.079208,0.327747,0.003221,0.460651,0,0.27027,0
0.262788,0.474178,0.634744,0.320132,0.64432,0.091787,0.352571,0.034921,0.594595,1
0.220662,0.467136,0.770601,0.359736,0.631285,0.10789,0.279119,0,0.648649,0
0.379639,1,0.173719,0.419142,0.500931,0,0.474292,0,0,4
0.593781,0.63615,0.743875,0.250825,0.478585,0.096618,0.356768,0,0,5
0.310431,0.49061,0.790646,0.336634,0.547486,0.086957,0.324239,0,0.513514,0
0.341023,0.610329,0.857461,0.257426,0.553073,0.083736,0.282267,0,0,1
0.207623,0.800469,0,0.729373,0.666667,0.012882,0.381952,0.193651,0.135135,5
0.476429,0.715962,0.507795,0.316832,0.405959,0.078905,0.463799,0,0.459459,1
0.27984,0.455399,0.641425,0.409241,0.633147,0.117552,0.326338,0,0,1
0.231194,0.5,0.783964,0.544554,0.530726,0.111111,0.266527,0,0,1
0.35005,0.589202,0.868597,0.310231,0.469274,0.088567,0.302204,0,0.27027,1
0.257773,0.63615,0.804009,0.353135,0.480447,0.10628,0.272823,0,0,1
0.241725,0.739437,0.396437,0.435644,0.612663,0,0.339979,0.24127,0,5
0.229689,0.504695,0.76392,0.306931,0.646182,0.111111,0.274921,0,0.648649,0
0.335507,0.699531,0.875278,0.353135,0.372439,0.086957,0.29171,0,0.405405,1
0.541123,0.704225,0.855234,0.082508,0.363128,0.027375,0.452256,0,0,0
0.542628,0.816901,0.85078,0,0.364991,0.017713,0.434418,0,0,0
0.799398,0.720657,0.701559,0.062706,0.141527,0.012882,0.651626,0,0,1
0.496489,0.774648,0.837416,0.036304,0.368715,0.017713,0.442812,0,0,2
0.351053,0.859155,0,0.445545,0.56797,0.227053,0.109129,0.914286,0,5
0.511535,0.070423,0.380846,0.359736,0.675978,0.093398,0.649528,0,0,3
0.388164,0.673709,0.806236,0.211221,0.527002,0.022544,0.349423,0,0,0
0.31996,0.403756,0.603563,0.270627,0.724395,0.090177,0.380902,0,0.648649,0
0.39318,0.469484,0.412027,0.458746,0.536313,0.096618,0.488982,0,0,3
0.391174,0.744131,0.830735,0.234323,0.430168,0.009662,0.363064,0,0,0
0.499498,0.842723,0.868597,0.118812,0.314711,0,0.426023,0,0,2
0.244233,0.657277,0.790646,0.353135,0.592179,0.062802,0.24659,0,0,0
0.240221,0.631455,0.757238,0.247525,0.536313,0.095008,0.303253,0,0,2
0.319458,0.450704,0.792873,0.273927,0.608939,0.098229,0.342078,0,0.378378,0
0.240221,0.610329,0.786192,0.287129,0.532588,0.090177,0.304302,0,0,2
0.272317,0.502347,0.792873,0.386139,0.620112,0.10467,0.268625,0,0,1
0.495486,0.525822,0.073497,0.343234,0.666667,0.020934,0.612802,0,0.756757,3
0,0.694836,0.712695,0.442244,0.558659,0.283414,0,0.377778,0,5
0.257773,0.626761,0.777283,0.346535,0.528864,0.10789,0.278069,0,0.27027,1
0.359077,0.556338,0.884187,0.237624,0.489758,0.096618,0.314795,0,0,1
0.2332,0.537559,0.792873,0.353135,0.614525,0.115942,0.259182,0,0,1
0.288867,0.64554,0.775056,0.409241,0.504655,0.099839,0.268625,0,0,1
0.355065,0.497653,0.817372,0.254125,0.513966,0.099839,0.341028,0,0.945946,1
0.432798,0.596244,0,0.425743,0.599628,0.075684,0.618048,0,0,3
0.674022,0.169014,0,0.465347,0.443203,0.130435,0.819517,0,0.918919,1
0.2332,0.483568,0.804009,0.379538,0.588454,0.10306,0.27702,0,0.702703,0
0.290873,0.821596,0,0.531353,0.66108,0,0.334732,0.530159,0,5
0.806419,0.068075,0,0.092409,0.608939,0,1,0,0,1
0.301404,0.99061,0,0.438944,0.592179,0,0.333683,0.492063,0,5
0.219659,0.589202,0.777283,0.330033,0.640596,0.061192,0.272823,0,0,1
0.24674,0.814554,0,0.765677,0.679702,0.006441,0.378804,0.126984,0.243243,5
0.524574,0.579812,0.819599,0.224422,0.547486,0.086957,0.324239,0,0,1
0.586259,0.605634,0.797327,0.115512,0.405959,0.019324,0.497377,0,0.081081,0
0.139418,0.826291,0.688196,0.531353,0.459963,0.177134,0.173137,0,0,1
0.354564,0.842723,0.726058,0.577558,0.268156,0.235105,0.037775,0.51746,0,5
0.298897,0.931925,0,0.617162,0.646182,0,0.36936,0.209524,0,5
0.31344,0.568075,0.804009,0.191419,0.638734,0.091787,0.294858,0,0,0
0.042126,0.530516,0.772829,0.214521,0.590317,0.099839,0.306401,0,0.837838,0
0.402708,0.683099,0.788419,0.092409,0.528864,0.025765,0.363064,0.047619,0.648649,2
0.241725,0.748826,0.783964,0.257426,0.571695,0.059581,0.263379,0,0.378378,1
0.268305,0.5,0,0.448845,0.757914,0.1562,0.497377,0,0,3
0.384654,0.669014,0.746102,0.250825,0.422719,0.095008,0.365163,0,0,0
0.324975,0.683099,0.812918,0.059406,0.594041,0.009662,0.367261,0,0,2
0.338516,0.532864,0.846325,0.20132,0.607076,0.090177,0.309549,0,0.324324,1
