@relation GLASS_19

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric

@data
0.474539,0.545865,0.969773,0.186916,0.276786,0.024155,0.345725,0,0,0
0.351185,0.300752,0.465995,0.489097,0.514286,0.096618,0.433086,0,0,3
0.304214,0.406015,0.722922,0.280374,0.541071,0.088567,0.334572,0,0,0
0.209394,0.320301,0.88665,0.570093,0.508929,0.111111,0.236059,0,0,1
0.295874,0.369925,0.982368,0.314642,0.45,0.088567,0.27974,0,0.54902,1
0.341089,0.410526,0.964736,0.302181,0.489286,0.091787,0.258364,0,0.27451,1
0.346795,0.431579,0.911839,0.255452,0.505357,0.022544,0.30948,0,0,0
0.235733,0.425564,0.899244,0.367601,0.471429,0.10306,0.23513,0,0,1
0.270852,0.634586,0,0.470405,0.567857,0,0.295539,0.492063,0,5
0.280948,0.341353,0.906801,0.333333,0.567857,0.091787,0.276022,0,0.215686,0
0.293679,0.353383,0.879093,0.308411,0.544643,0.096618,0.284387,0,0,0
0.320896,0.403008,0.979849,0.323988,0.458929,0.082126,0.26487,0,0,1
0.275241,0.381955,0.911839,0.29595,0.583929,0.088567,0.245353,0,0,0
0.238367,0.61203,0,0.529595,0.589286,0,0.26487,0.542857,0,5
0.213784,0.619549,0,0.65109,0.619643,0,0.30948,0.203175,0.176471,5
0.359526,0.437594,0.891688,0.143302,0.507143,0.025765,0.321561,0.047619,0.470588,2
0.261633,0.526316,0,0.557632,0.633929,0,0.296468,0.530159,0,5
0.268657,0.596992,0,0.638629,0.619643,0,0.327138,0.209524,0,5
0.528973,0.449624,0.937028,0.068536,0.346429,0.014493,0.430297,0,0.313725,0
0.320018,0.378947,0.947103,0.320872,0.4625,0.093398,0.277881,0,0,1
0.19842,0.384962,0.869018,0.286604,0.523214,0.090177,0.291822,0,0,0
0.286655,0.288722,0.896725,0.314642,0.583929,0.098229,0.302974,0,0.27451,0
0.455224,0.348872,0.919395,0.180685,0.430357,0.030596,0.410781,0,0.333333,0
0.352502,0.497744,0.901763,0.336449,0.405357,0.090177,0.266729,0,0,0
0.231782,0.215038,0.88665,0.330218,0.55,0.091787,0.288104,0,0,2
0.297629,0.372932,0.876574,0.34891,0.505357,0.095008,0.27881,0,0,0
0.28446,0.282707,0.904282,0.317757,0.621429,0.093398,0.285316,0,0,0
0.464004,0.413534,0.942065,0.190031,0.392857,0.028986,0.388476,0,0.137255,0
0.291484,0.372932,0.853904,0.323988,0.526786,0.095008,0.29368,0,0,0
0.31475,0.390977,0.84131,0.389408,0.416071,0.090177,0.330855,0,0,2
0.441615,0.496241,0.947103,0.090343,0.353571,0.017713,0.392193,0,0,2
0.431958,0.445113,0.904282,0.258567,0.383929,0.014493,0.368959,0,0,0
0.286655,0.275188,0.88665,0.35514,0.596429,0.091787,0.289033,0,0,0
0.464004,0.418045,0.972292,0.183801,0.353571,0.037037,0.38197,0,0.215686,0
0.349429,0.476692,0.939547,0.277259,0.4125,0.009662,0.321561,0,0,0
0.351624,0.514286,0,0.560748,0.523214,0,0.506506,0,0,4
0.230465,0.273684,0.876574,0.492212,0.610714,0.101449,0.246283,0,0.176471,1
0.346795,0.491729,0.602015,0.395639,0.457143,0,0.384758,0,0,4
0.235294,0.548872,0,0.514019,0.678571,0,0.283457,0.498413,0,5
0.240562,0.330827,0.891688,0.41433,0.5625,0.10306,0.241636,0,0.411765,1
0.658033,0.446617,0,0.333333,0.255357,0.030596,0.744424,0,0.196078,1
1,0.23609,0,0.221184,0.0625,0.019324,1,0,0.470588,1
0.323529,0.505263,0.551637,0.426791,0.510714,0,0.361524,0,0,4
0.28446,0.311278,0.921914,0.305296,0.571429,0.096618,0.290892,0,0,0
0.226514,0.392481,0.899244,0.398754,0.546429,0.098229,0.228625,0,0,1
0.300702,0.44812,0.989924,0.389408,0.357143,0.086957,0.258364,0,0.294118,1
0.316945,0.362406,0.715365,0.308411,0.542857,0.088567,0.33829,0,0,0
0.407375,0.398496,0,0.345794,0.435714,0.05314,0.657063,0,0,3
0.23266,0.401504,0.879093,0.383178,0.507143,0.10789,0.246283,0,0.196078,1
0.318701,0.344361,0.911839,0.239875,0.451786,0.10306,0.343866,0,0.294118,1
0.209833,0.354887,0.904282,0.383178,0.5875,0.10789,0.223048,0,0,1
0.321335,0.356391,1,0.280374,0.469643,0.096618,0.27881,0,0,1
0.220369,0.634586,0,0.616822,0.623214,0,0.304833,0.212698,0,5
0.25417,0.320301,0.901763,0.317757,0.5,0.098229,0.312268,0,0,2
0.882353,0,0,0.563863,0,0.093398,0.731413,1,0.54902,1
0.245391,0.321805,0.896725,0.420561,0.594643,0.10467,0.237918,0,0,1
0.378402,0.463158,0.901763,0.320872,0.341071,0.019324,0.301115,0.219048,0,0
0.260755,0.341353,0.874055,0.46729,0.519643,0.10628,0.255576,0,0,1
0.200176,0.299248,0.871537,0.395639,0.605357,0.10789,0.247212,0,0.470588,0
0.244952,0.386466,0.916877,0.386293,0.485714,0.10467,0.241636,0,0.568627,1
0.332309,0.330827,0.921914,0.395639,0.482143,0.093398,0.289963,0,0.235294,1
0.284899,0.338346,0.891688,0.286604,0.569643,0.10467,0.288104,0,0,0
0.313433,0.560902,0.564232,0.41433,0.458929,0,0.355948,0,0,4
0.224759,0.341353,0.901763,0.389408,0.539286,0.098229,0.242565,0,0,1
0.007024,0.445113,0.806045,0.47352,0.535714,0.283414,0,0.377778,0,5
0.327041,0.395489,0.86398,0.35514,0.4375,0.082126,0.29461,0,0,1
0.283582,0.475188,0.906801,0.333333,0.521429,0.077295,0.223048,0,0,0
0.343723,0.428571,0.843829,0.292835,0.405357,0.095008,0.32342,0,0,0
0.245391,0.309774,0.88665,0.389408,0.633929,0.10628,0.229554,0,0,1
0.279192,0.312782,0.899244,0.330218,0.573214,0.099839,0.29368,0,0,0
