@relation GLASS_8

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric

@data
0.524574,0.558824,0.924623,0.315018,0.547486,0.086957,0.344482,0,0,1
0.464895,0.479638,0.404523,0.688645,0.441341,0.122383,0.476031,0.07619,1,3
0.357573,0.570136,0.944724,0.377289,0.482309,0.093398,0.333333,0,0,1
0.266299,0.479638,0.88191,0.421245,0.595903,0.109501,0.312152,0.019048,0.490196,1
0.559679,0.934389,0.552764,0.648352,0.083799,0.122383,0.48272,0,0,5
0.261785,0.276018,0,0.32967,1,0.434783,0.39019,0,0,5
0.27984,0.438914,0.723618,0.520147,0.633147,0.117552,0.346711,0,0,1
0.342026,0.61086,1,0.326007,0.499069,0.093398,0.303233,0,0,1
0.244233,0.515837,0.879397,0.435897,0.573557,0.096618,0.299889,0,0,1
0.476429,0.690045,0.572864,0.417582,0.405959,0.078905,0.492754,0,0.333333,1
0,0.669683,0.80402,0.556777,0.558659,0.283414,0,0.377778,0,5
0.24674,0.785068,0,0.915751,0.679702,0.006441,0.402453,0.126984,0.176471,5
0.280341,0.588235,0.889447,0.483516,0.50838,0.109501,0.298774,0,0,1
0.260782,0.825792,0,0.604396,0.707635,0,0.340022,0.498413,0,5
0.298897,0.89819,0,0.750916,0.646182,0,0.392419,0.209524,0,5
0.310933,0.470588,0.896985,0.388278,0.597765,0.099839,0.352285,0,0,0
0.229188,0.540724,0.856784,0.472527,0.642458,0.011272,0.329989,0,0.372549,1
0.255266,0.411765,0.874372,0.578755,0.636872,0.101449,0.295429,0,0.176471,1
0.620863,0.613122,0,0.472527,0.44879,0.05153,0.759197,0,0,3
0.770311,0.737557,0.929648,0.153846,0.327747,0.003221,0.489409,0,0.196078,0
0.355065,0.479638,0.922111,0.347985,0.513966,0.099839,0.362319,0,0.686275,1
0.262788,0.606335,0.851759,0.362637,0.527002,0.083736,0.358974,0,0,2
0.282347,0.4819,0.899497,0.373626,0.521415,0.098229,0.374582,0,0,2
0.042126,0.511312,0.871859,0.304029,0.590317,0.099839,0.32553,0,0.607843,0
0.326981,0.443439,0.889447,0.384615,0.58473,0.091787,0.370123,0,0,0
0.243731,0.954751,0,0.725275,0.649907,0,0.365663,0.212698,0,5
0.390171,0.714932,0.886935,0.377289,0.372439,0.082126,0.373467,0.034921,0,0
0.218656,0.579186,0.866834,0.336996,0.545624,0.090177,0.350056,0,0,0
0.347543,0.484163,0.874372,0.3663,0.58473,0.096618,0.334448,0,0,0
0.547643,0.561086,0.947236,0.18315,0.405959,0.020934,0.511706,0,0,0
0.586259,0.58371,0.899497,0.194139,0.405959,0.019324,0.528428,0,0.058824,0
0.30341,0.463801,0.909548,0.3663,0.554935,0.095008,0.364548,0,0,0
0.365597,0.595023,0.861809,0.417582,0.456238,0.082126,0.3534,0,0,1
0.295386,0.599548,0.879397,0.315018,0.566108,0.080515,0.334448,0,0,0
