@relation GLASS_6

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric

@data
0.269974,0.243609,0.683417,0.408228,0.546429,0.112721,0.325581,0,0,1
0.217296,0.404511,0.854271,0.278481,0.514286,0.095008,0.237403,0,0,2
0.251097,0.37594,0.889447,0.360759,0.541071,0.090177,0.216085,0,0,1
0.209833,0.354887,0.90201,0.373418,0.5875,0.10789,0.189922,0,0,1
0.280948,0.297744,0.859296,0.272152,0.605357,0.095008,0.268411,0,0,0
0.330992,0.369925,0.846734,0.265823,0.519643,0.091787,0.286822,0,0.313725,0
0.41396,0.318797,0.404523,0.579114,0.423214,0.122383,0.371124,0.07619,1,3
0.70676,0.461654,0.791457,0.101266,0.135714,0.012882,0.559109,0,0,1
0.208516,0.377444,0.839196,0.357595,0.5875,0.062802,0.227713,0,0,1
0,1,0,0,1,0,0.075581,0,0,4
0.344601,0.415038,0.874372,0.31962,0.382143,0.088567,0.303295,0,0,0
0.286655,0.288722,0.894472,0.303797,0.583929,0.098229,0.273256,0,0.27451,0
0.19842,0.384962,0.866834,0.275316,0.523214,0.090177,0.261628,0,0,0
0.597015,0.108271,0,0.487342,0.425,0.130435,0.714147,0,0.666667,1
0.193591,0.47218,0,0.696203,0.610714,0.022544,0.343023,0.257143,0.019608,5
0.441615,0.496241,0.944724,0.075949,0.353571,0.017713,0.366279,0,0,2
0.29324,0.294737,0.889447,0.316456,0.560714,0.091787,0.27907,0,0,0
0.283582,0.312782,0.889447,0.281646,0.6125,0.093398,0.244186,0,0,0
0.23266,0.401504,0.876884,0.373418,0.507143,0.10789,0.214147,0,0.196078,1
0.275241,0.381955,0.909548,0.28481,0.583929,0.088567,0.213178,0,0,0
0.313433,0.377444,0.979899,0.338608,0.45,0.088567,0.236434,0,0.196078,1
0.298946,0.416541,0.844221,0.408228,0.380357,0.091787,0.284884,0,0.176471,2
0.486392,0.372932,0.947236,0.142405,0.389286,0.020934,0.402132,0,0,0
0.233099,0.347368,0.854271,0.291139,0.571429,0.083736,0.262597,0,0,2
0.378402,0.463158,0.899497,0.310127,0.341071,0.019324,0.271318,0.219048,0,0
0.351624,0.514286,0,0.553797,0.523214,0,0.485465,0,0,4
0.320896,0.403008,0.977387,0.313291,0.458929,0.082126,0.233527,0,0,1
0.440737,0.336842,0.082915,0.370253,0.639286,0.020934,0.523256,0,0.54902,3
0.480685,0.451128,0.964824,0.120253,0.348214,0.027375,0.375,0,0,0
0.417032,0.545865,0,0.531646,0.644643,0,0.249031,0.520635,0,5
0.223003,0.512782,0,0.803797,0.5,0.012882,0.320736,0.336508,0,5
0.249342,0.57594,0,0.518987,0.621429,0,0.256783,0.498413,0.137255,5
0.550483,0.407519,0,0.392405,0.430357,0.05153,0.617248,0,0,3
0.235733,0.425564,0.896985,0.357595,0.471429,0.10306,0.202519,0,0,1
0.280509,0.413534,0.939698,0.262658,0.567857,0.095008,0.209302,0,0,0
0.316945,0.362406,0.713568,0.297468,0.542857,0.088567,0.310078,0,0,0
0.239245,0.33985,0.798995,0.281646,0.564286,0.093398,0.284884,0,0.470588,1
0.175154,0.619549,0,0.658228,0.698214,0,0.244186,0.177778,0,5
0.332309,0.330827,0.919598,0.386076,0.482143,0.093398,0.25969,0,0.235294,1
0.287094,0.258647,0.680905,0.300633,0.694643,0.090177,0.309109,0,0.470588,0
0.215101,0.326316,0.864322,0.351266,0.580357,0.070853,0.232558,0,0,1
0.28446,0.282707,0.90201,0.306962,0.621429,0.093398,0.254845,0,0,0
0.21115,0.309774,0.907035,0.405063,0.564286,0.10306,0.213178,0,0.509804,0
0.356014,0.371429,0.836683,0.297468,0.455357,0.096618,0.31686,0,0.215686,0
0.230465,0.273684,0.874372,0.484177,0.610714,0.101449,0.214147,0,0.176471,1
0.281387,0.36391,0.907035,0.224684,0.6125,0.091787,0.229651,0,0,0
0.226514,0.392481,0.896985,0.389241,0.546429,0.098229,0.195736,0,0,1
0.482002,0.523308,0.959799,0.041139,0.35,0.017713,0.358527,0,0,0
0.235294,0.548872,0,0.506329,0.678571,0,0.252907,0.498413,0,5
0.293679,0.353383,0.876884,0.297468,0.544643,0.096618,0.253876,0,0,0
0.882353,0,0,0.556962,0,0.093398,0.719961,1,0.54902,1
0.729587,0.287218,0,0.10443,0.394643,0.009662,0.82655,0,0,1
0.220808,0.421053,0.89196,0.379747,0.567857,0.062802,0.185078,0,0,0
