@relation GLASS_18

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric

@data
0.452795,0.328455,0.944724,0.412,0.415534,0.329545,0.323243,0,0,1
0.528571,0.57561,0.942211,0,0.341748,0.017045,0.385946,0,0,0
0.335404,0.354472,0.851759,0.396,0.462136,0.295455,0.348108,0,0,2
0.34472,0.326829,0.896985,0.436,0.473786,0.318182,0.325405,0,0.27027,2
0.403106,0.284553,0.889447,0.368,0.532039,0.369318,0.335135,0,0,0
0.450932,0.276423,0.939698,0.328,0.392233,0.363636,0.381622,0,0.594595,1
0.449689,0.263415,0.922111,0.38,0.448544,0.352273,0.351351,0,0.945946,1
0.703106,0.590244,0.552764,0.708,0,0.431818,0.468108,0,0,5
0.962112,0,0,0.192,0.572816,0,1,0,0,1
0.412422,0.39187,0.917085,0.144,0.532039,0.034091,0.378378,0,0,2
0.381988,0.182114,0.683417,0.536,0.506796,0.397727,0.410811,0,0,1
0.576398,0.349593,0,0.444,0.386408,0.1875,0.764324,0,0,3
0.421118,0.253659,0.879397,0.332,0.537864,0.363636,0.361081,0,0,0
0.297516,0.302439,0.884422,0.504,0.506796,0.386364,0.283243,0,0.243243,1
0.329193,0.35935,0.907035,0.5,0.413592,0.375,0.281081,0,0,1
0.680124,0.406504,0.964824,0.172,0.291262,0.096591,0.465946,0,0,0
0.29441,0.268293,0.861809,0.444,0.586408,0.392045,0.283243,0,0.648649,0
0.28323,0.242276,0.869347,0.508,0.570874,0.380682,0.287568,0,0.648649,0
0.359627,0.265041,0.899497,0.408,0.456311,0.346591,0.363243,0,0,2
0.397516,0.24065,0.859296,0.364,0.570874,0.335227,0.347027,0,0,0
0.480124,0.611382,0.19598,0.58,0.434951,0,0.488649,0,0,4
0.318012,0.287805,0.899497,0.5,0.499029,0.346591,0.282162,0,0,1
0.736025,0.338211,0.899497,0.212,0.335922,0.068182,0.512432,0,0.081081,0
0.496894,0.243902,0.464824,0.628,0.471845,0.340909,0.503784,0,0,3
0.430435,0.357724,0.721106,0.36,0.500971,0.3125,0.389189,0,0,0
0.312422,0.289431,0.879397,0.476,0.51068,0.340909,0.290811,0,0,1
0.40559,0.21626,0.884422,0.456,0.561165,0.323864,0.336216,0,0,0
0.392547,0.261789,0.879397,0.34,0.584466,0.318182,0.337297,0,0,0
0.411801,0.321951,0.70603,0.4,0.528155,0.289773,0.388108,0,0.243243,0
