@relation Laryngeal3_3

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric

@data
0.989474,0,0.258985,0.00741,0.024639,0.064514,0.579503,0.476055,0.483755,0.01037,0.012,0.198683,0.591384,0,0.029955,0.004677,1
0.978947,0,0.183087,0.021905,0.031447,0.094785,0.497516,0.369635,0.651625,0.011501,0.035258,0.115258,0.499462,0,0.250624,0.018132,1
0.989474,0.012467,0.300634,0.023332,0.049205,0.305102,0.494099,0.274211,0.633935,0.266042,0.123647,0.227223,0.644424,0.0625,0.098352,0.024751,2
0.978947,0,0.156025,0.017099,0.003774,0.008829,0.879503,0.834338,0.226354,0,0.003115,0.026345,0.826476,0,0.090364,0.010406,1
0.989474,0,0.258562,0.055351,0.041065,0.124582,0.440062,0.388436,0.681227,0.020803,0.014706,0.500549,0.482297,0,0.288068,0.027409,1
0.915789,0.250343,0.10592,0.086118,0.058676,0.363436,0.276087,0.192976,0.911552,0.491044,0.313317,0.36663,0.455115,0.125,0.177733,0.044109,2
0.989474,0,0.180973,0.015421,0.049945,0.446648,0.450311,0.334871,0.740794,0.017598,0.042433,0.300768,0.466043,0,0.22017,0.046593,1
0.978947,0,0.265328,0.001602,0.011395,0.027464,0.915528,0.888613,0.104332,0.004085,0.001915,0.032931,0.783371,0,0.082376,0.007357,0
0.989474,0,0.355603,0.012092,0.042323,0.135429,0.397205,0.460092,0.632852,0.131607,0.047386,0.18112,0.570991,0,0.080379,0.020551,1
0.989474,0,0.256025,0.007661,0.006141,0.002113,0.966149,0.913799,0.074368,0.003771,0.002145,0.020856,0.826503,0,0.052421,0.009158,0
0.978947,0.192495,0.468499,0.08349,0.200148,0.624551,0.096273,0.133735,0.940072,0.719816,0.605928,0.319429,0.632447,0.8125,0.210185,0.104287,1
0.989474,0,0.147569,0.006859,0.043877,0.065775,0.577329,0.495211,0.619495,0.003394,0.016161,0.005488,0.95535,0,0.111333,0.010873,0
0.978947,0,0.216279,0.024734,0.027673,0.072775,0.453416,0.40901,0.646931,0.015272,0.016136,0.821076,0.334658,0,0.183724,0.013965,1
0.989474,0,0.309725,0.007535,0.042767,0.101501,0.468944,0.4232,0.650903,0.021243,0.025352,0.66191,0.421365,0,0.045432,0.012717,1
0.978947,0.037277,0.074841,0.15972,0.142138,0.300214,0.090994,0.05392,0.994946,0.634215,0.096124,0.991218,0.14441,0.0625,0.263605,0.025901,2
0.989474,0,0.397463,0.001602,0.010359,0,1,0.910252,0,0.004777,0,0.020856,0.985457,0,0.03994,0.003548,0
0.989474,0.043012,0.244397,0.11601,0.095376,0.349909,0.176087,0.165662,0.902166,0.58645,0.347529,0.600439,0.468609,0.1875,0.267099,0.061361,1
0.989474,0,0.212474,0.01089,0.028191,0.098663,0.527329,0.40901,0.606137,0.016089,0.043811,0.173436,0.562271,0,0.038942,0.00536,1
0.989474,0,0.218393,0.03988,0.039142,0.105474,0.520807,0.332742,0.626354,0.205078,0.042433,0.239297,0.622458,0,0.336495,0.054167,1
0.989474,0,0.286892,0.004531,0.014576,0.021379,0.686025,0.557645,0.389531,0.012507,0.00411,0.414929,0.532384,0,0.080879,0.017014,2
0.978947,0,0.170402,0.033646,0.057492,0.22066,0.283851,0.196524,0.897834,0.449123,0.07935,0.791438,0.34313,0,0.321018,0.060971,2
0.989474,0.015958,0.238901,0.349781,0.064225,0.277448,0.33882,0.29585,0.795668,0.160329,0.047156,0.627881,0.423352,0.0625,0.391912,0.071051,2
0.989474,0,0.412051,0.01079,0.052164,0.409062,0.302174,0.313586,0.741877,0.18239,0.085478,0.4764,0.552088,0,0.155766,0.090268,1
0.978947,0,0.091332,0.02566,0.058602,0.088667,0.391304,0.206456,0.866787,0.109044,0.116473,0.005488,0.761597,0,0.15327,0.028397,1
0.989474,0,0.374419,0.006659,0.008805,0.011635,0.791925,0.801348,0.192419,0.00396,0.004493,0.074643,0.767641,0,0.125811,0.006359,0
0.989474,0,0.374207,0.016297,0.012357,0.090465,0.70559,0.703441,0.255596,0.008296,0.007532,0.069155,0.776913,0,0.051423,0.010449,0
0.978947,0,0.198943,0.015647,0.074954,0.239516,0.342236,0.272082,0.8,0.292691,0.109298,0.374314,0.505119,0,0.050924,0.020747,1
0.989474,0,0.281607,0.004256,0.018276,0.072523,0.522981,0.460447,0.555957,0.092577,0.017872,0.451153,0.480917,0,0.049426,0.012012,2
0.978947,0,0.11945,0.060533,0.071402,0.170808,0.329503,0.221355,0.894946,0.366036,0.039803,0.686059,0.271849,0,0.261108,0.021463,1
0.989474,0,0.324947,0.007661,0.021236,0.037428,0.768634,0.720114,0.293863,0.004211,0.002681,0.117453,0.676794,0,0.060909,0.005013,0
0.978947,0,0.089006,0.022781,0.081021,0.181939,0.391304,0.246541,0.825632,0.013576,0.076083,0.311745,0.493584,0,0.181228,0.033844,1
0.989474,0,0.209725,0.013694,0.017166,0.052091,0.558075,0.522526,0.564621,0.008862,0.020016,0.088913,0.579353,0,0.078882,0.006803,1
0.115789,0,0.030867,0.060058,0.157529,0.417702,0,0.019156,0.977978,0.687072,0.782195,0,0.388001,0,0.203195,0.022212,2
0.4,0.155218,0.28055,0.084691,0.029301,0.095005,0.580435,0.493083,0.595668,0.102068,0.039267,0.038419,0.916522,0.125,0.27359,0.076628,1
0.989474,0,0.227907,0.029716,0.051572,0.26471,0.474845,0.257538,0.675451,0.722708,0.069598,0.074643,0.765074,0,0.368947,0.073666,2
0.968421,0,0.07019,0.012442,0.01909,0.194867,0.43913,0.201845,0.855957,0.438439,0.088644,0.016465,0.343406,0,0.201198,0.039486,1
0.989474,0,0.312896,0.01069,0.007843,0.014946,0.86118,0.871231,0.218051,0.003142,0.001532,0.079034,0.656732,0,0.10684,0.007899,0
0.978947,0,0.075899,0.023307,0.083537,0.102258,0.49441,0.255055,0.827076,0.005154,0.01685,0.489572,0.38698,0,0.04643,0.009787,1
0.968421,0.054731,0.110148,0.019201,0.020866,0.1587,0.478882,0.34232,0.694224,0.117717,0.08124,0.406147,0.488561,0.125,0.26011,0.057097,1
0.978947,0,0.138055,0.007911,0.027895,0.194709,0.484472,0.258957,0.736101,0.232795,0.066917,0.445664,0.509176,0,0.123814,0.030936,1
0.989474,0,0.141226,0.016823,0.051128,0.230403,0.620186,0.343029,0.729603,0.140029,0.092754,0.125137,0.599277,0,0.125312,0.032064,1
0.978947,0.020945,0.239958,0.392815,0.25283,0.67333,0.382919,0.193331,0.894946,0.58557,0.404514,0.226125,0.598863,0.0625,0.192711,0.05879,1
0.989474,0,0.308245,0.052122,0.02168,0.102573,0.636646,0.612274,0.53213,0.010936,0.010442,0.175631,0.555868,0,0.271593,0.019868,1
0.989474,0,0.283298,0.032495,0.028117,0.077568,0.385093,0.366442,0.721661,0.195714,0.021038,0.60483,0.300577,0,0.28657,0.032075,2
0.978947,0,0.165962,0.065365,0.318831,0.351327,0.02205,0.068819,1,0.73622,0.428513,0.602634,0.144328,0,0.1997,0.027832,1
0.989474,0,0.243763,0.004957,0.006511,0.033771,0.668944,0.613693,0.429603,0.005908,0.009166,0.518112,0.421365,0,0.107838,0.021973,1
0.989474,0,0.349049,0.004231,0.021606,0.05187,0.602174,0.668677,0.334657,0.009679,0.003498,0.575192,0.489058,0,0.091862,0.01224,0
0.978947,0,0.183932,0.007335,0.01687,0.07596,0.650932,0.437034,0.589892,0.100182,0.009983,0.133919,0.649198,0,0.158762,0.036654,1
0.915789,0.072809,0.095772,0.041983,0.085609,0.343476,0.281677,0.153246,0.9213,0.620766,0.554815,0.030735,0.909761,0.1875,0.095856,0.085602,1
0.989474,0,0.371459,0.005733,0.006881,0.011635,0.883851,0.921603,0.144765,0.01301,0.003881,0.025247,0.900737,0,0.176735,0.031207,0
0.978947,0,0.194292,0.023532,0.086422,0.156461,0.398758,0.32281,0.767509,0.167997,0.085427,0.49067,0.502773,0,0.11982,0.014334,1
0.989474,0.027677,0.310782,0.035849,0.137699,0.57451,0.163354,0.171692,0.913357,0.914902,0.295956,0.69045,0.447747,0.1875,0.158762,0.078603,2
0.936842,0,0.10296,0.017624,0.046097,0.168128,0.550311,0.255055,0.820578,0.465967,0.024637,0.553238,0.289676,0,0.105342,0.01989,1
0.684211,0,0.251163,0.017825,0.058972,0.11569,0.479814,0.447676,0.707581,0.184652,0.026297,0.450055,0.497116,0,0.201198,0.157228,1
0.989474,0,0.288372,0.02944,0.114243,0.343476,0.495342,0.330968,0.641516,0.113569,0.029642,0.236004,0.630957,0,0.036445,0.007845,2
0.989474,0,0.292812,0.005883,0.01872,0.104023,0.569255,0.474282,0.504332,0.014958,0.025991,0.20966,0.548969,0,0.203195,0.030046,1
0.989474,0,0.196195,0.016172,0.029227,0.559154,0.535404,0.464704,0.593141,0.014895,0.034824,0.190999,0.564285,0,0.138792,0.067861,1
0.978947,0,0.160254,0.016297,0.017832,0.045217,0.72764,0.555161,0.525993,0.007919,0.004927,0.080132,0.667495,0,0.308537,0.03405,1
0.957895,0.585713,0.153488,0.12705,0.47488,0.632465,0.098137,0.070592,0.958845,0.672868,0.659441,0.649835,0.44932,0.75,0.268098,0.133986,2
0.989474,0.023563,0.088372,0.052247,0.108176,0.201677,0.388199,0.156793,0.927437,0.275847,0.080321,0.431394,0.539752,0.0625,0.465801,0.050109,1
0.989474,0.012841,0.276744,0.013569,0.021532,0.372643,0.585404,0.593828,0.513718,0.011124,0.019097,0.241493,0.644535,0.0625,0.302546,1,1
0.989474,0,0.25666,0.061359,0.045283,0.088825,0.608385,0.327066,0.681949,0.473886,0.028697,0.671789,0.399592,0,0.586121,0.027051,1
0.884211,0.210572,0.239323,0.684917,0.125638,0.468689,0.126398,0.186591,0.936823,0.685563,0.455346,0.229418,0.500483,0.3125,0.097354,0.05369,2
0.978947,0,0.217336,0.002528,0.023381,0.182222,0.429814,0.358638,0.67148,0.186098,0.072151,0.389682,0.538566,0,0.028957,0.015235,1
0.978947,0.024561,0.133615,0.017274,0.032186,0.402283,0.346894,0.197943,0.843682,0.363271,0.186836,0.13831,0.503684,0.0625,0.274089,0.061318,1
0.989474,0,0.223256,0.008286,0.012801,0.064073,0.736646,0.793899,0.372924,0.004148,0.008093,0.065862,0.687005,0,0.077384,0.031153,0
0.968421,0,0,0.019702,0.015908,0.073595,0.266149,0.129479,0.941516,0.522972,0.216886,0,0.411927,0,0.228158,0.022743,1
0.989474,0,0.509302,0.002654,0.008583,0.021032,0.865217,0.769422,0.122022,0.007668,0.002732,0.04281,0.903717,0,0.062406,0.008442,0
0.978947,0,0.165328,0.024659,0.011395,0.039036,0.66646,0.691025,0.565704,0.005594,0.014834,0.148189,0.516792,0,0.061408,0.006847,1
0.989474,0,0.258774,0.016398,0.050462,0.137857,0.326398,0.29514,0.788087,0.431148,0.048637,0.328211,0.47653,0,0.169745,0.038151,1
0.978947,0,0.234672,0.009463,0.01428,0.06773,0.68354,0.54984,0.41083,0.007416,0.009064,0.401756,0.444932,0,0.157264,0.021669,1
0.968421,0,0.076321,0.012743,0.031151,0.138614,0.351863,0.192621,0.894585,0.426686,0.041641,0.755214,0.239617,0,0.174738,0.029937,1
0.989474,0,0.377378,0.008211,0.023159,0.057892,0.72205,0.592054,0.272563,0.015398,0.01371,0.049396,0.844937,0,0.040939,0.010992,0
0.978947,0,0.117336,0.021004,0.042175,0.16961,0.23913,0.169918,0.926715,0.596317,0.170675,0.594951,0.309656,0,0.327509,0.044358,2
0.989474,0,0.308245,0.027488,0.087606,0.211768,0.291304,0.213196,0.823466,0.817548,0.185458,0.697036,0.423987,0,0.163255,0.034961,2
0.831579,0.355442,0.149049,0.058656,0.191047,0.364729,0.332609,0.157857,0.904693,0.578342,0.435509,0.457739,0.519635,0.5,0.151273,0.057238,1
0.989474,0,0.22093,0.025185,0.011321,0.011824,0.460248,0.46967,0.655235,0.06241,0.001225,0.302964,0.512404,0,0.35347,0.013932,1
0.978947,0,0.158774,0.024183,0.017536,0.132307,0.609317,0.287336,0.801083,0.259317,0.052466,0.408342,0.556503,0,0.163754,0.020551,1
0.989474,0,0.249471,0.041908,0.039438,0.366526,0.384472,0.323519,0.741877,0.218402,0.044501,0.731065,0.36965,0,0.544683,0.1079,1
0.978947,0,0.136152,0.012267,0.025305,0.157344,0.353727,0.333452,0.848014,0.268305,0.089052,0.144896,0.643072,0,0.083375,0.032238,2
0.989474,0,0.362579,0.006284,0.017018,0.028978,0.704037,0.809862,0.297112,0.006788,0.006561,0.256861,0.630129,0,0.165751,0.012272,0
0.957895,0,0.056237,0.033621,0.062375,0.23775,0.214596,0.110323,0.947653,0.546729,0.104167,0.698134,0.191545,0,0.254119,0.036969,1
0.989474,0.015335,0.206131,0.004106,0.021458,0.352273,0.541615,0.356509,0.61444,0.178493,0.04542,0.240395,0.565665,0.0625,0.102846,0.566846,1
0.957895,0.568383,0.195137,0.131055,0.378764,0.792205,0.062422,0.076978,0.976173,0.715103,0.894684,0.465423,0.532991,0.375,0.32002,0.041591,2
0.989474,0,0.37611,0.016197,0.071254,0.284102,0.326087,0.300816,0.781949,0.528377,0.046645,0.754116,0.286089,0,0.076885,0.014866,1
