@relation Vehicle_8

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric

@data
0.317073,0.115385,0.435484,0.243119,0.094118,0.081633,0.271523,0.484848,0.166667,0.114286,0.288462,0.2046,0.073333,0.088235,0.363636,0.365854,0.703704,0.666667,2
0.756098,0.538462,0.741935,0.46789,0.188235,0.122449,0.556291,0.212121,0.5,0.457143,0.557692,0.476998,0.526667,0.161765,0.181818,0.317073,0.518519,0.566667,2
0.317073,0.5,0.451613,0.201835,0.152941,0.122449,0.218543,0.575758,0.166667,0.485714,0.230769,0.158596,0.58,0.161765,0.590909,0.268293,0.481481,0.633333,0
0.341463,0.307692,0.258065,0.09633,0.047059,0.081633,0.165563,0.727273,0.083333,0.357143,0.179487,0.100484,0.326667,0.323529,0.318182,0.463415,0.222222,0.1,0
0.487805,0.192308,0.354839,0.40367,0.247059,0.040816,0.344371,0.363636,0.25,0.185714,0.365385,0.284504,0.173333,0.161765,0.045455,0.073171,0.888889,0.7,3
0.414634,0.5,0.419355,0.266055,0.211765,0.163265,0.317881,0.484848,0.25,0.528571,0.275641,0.228814,0.4,0.220588,0.363636,0.097561,0.296296,0.4,0
0.268293,0.346154,0.483871,0.215596,0.164706,0.061224,0.198675,0.606061,0.166667,0.3,0.217949,0.140436,0.386667,0.220588,0.772727,0.317073,0.333333,0.266667,2
0.780488,0.769231,0.870968,0.545872,0.211765,0.142857,0.642384,0.181818,0.583333,0.657143,0.583333,0.565375,0.653333,0.117647,0.227273,0.390244,0.518519,0.733333,2
0.219512,0.192308,0.564516,0.334862,0.152941,0.102041,0.331126,0.424242,0.25,0.157143,0.346154,0.254237,0.12,0.058824,0.045455,0.609756,0.814815,0.8,1
0.487805,0.423077,0.612903,0.330275,0.223529,0.142857,0.291391,0.515152,0.25,0.442857,0.262821,0.211864,0.28,0.102941,0.636364,0.219512,0.666667,0.7,0
0.317073,0.346154,0.483871,0.266055,0.211765,0.102041,0.225166,0.545455,0.166667,0.385714,0.25,0.168281,0.233333,0.161765,0.136364,0.121951,0.481481,0.6,0
0.073171,0.192308,0.048387,0.087156,0.117647,0.061224,0.13245,0.757576,0.083333,0.142857,0.096154,0.081114,0.24,0.352941,0.454545,0.146341,0.037037,0.1,1
0.609756,0.615385,0.806452,0.412844,0.141176,0.142857,0.470199,0.272727,0.416667,0.6,0.448718,0.394673,0.44,0.044118,0.590909,0.195122,0.814815,0.9,2
0.195122,0.115385,0.258065,0.110092,0.105882,0.102041,0.112583,0.787879,0.083333,0.128571,0.102564,0.072639,0.18,0.25,0.227273,0.658537,0.259259,0.2,1
0.390244,0.153846,0.387097,0.298165,0.129412,0.081633,0.317881,0.454545,0.25,0.214286,0.294872,0.244552,0.12,0.058824,0.272727,0.146341,0.814815,0.766667,1
0.219512,0.230769,0.387097,0.220183,0.117647,0.061224,0.245033,0.545455,0.166667,0.257143,0.269231,0.175545,0.186667,0.161765,0.045455,0.804878,0.407407,0.5,2
0.804878,0.807692,0.854839,0.307339,0.023529,0.163265,0.708609,0.121212,0.666667,0.771429,0.608974,0.6477,0.593333,0.147059,0.681818,0.146341,0.518519,0.566667,1
0.170732,0.384615,0.258065,0.119266,0.105882,0.061224,0.245033,0.575758,0.166667,0.357143,0.262821,0.170702,0.373333,0.397059,0.181818,0.219512,0.148148,0.066667,3
0.292683,0.384615,0.258065,0.243119,0.2,0.122449,0.152318,0.666667,0.083333,0.4,0.192308,0.107748,0.346667,0.117647,0.136364,0.073171,0.62963,0.7,0
0.390244,0.461538,0.354839,0.344037,0.247059,0.061224,0.278146,0.454545,0.166667,0.371429,0.314103,0.219128,0.526667,0.147059,0.227273,0.121951,0.62963,0.566667,3
0.146341,0.423077,0.435484,0.211009,0.129412,0.040816,0.251656,0.545455,0.166667,0.357143,0.275641,0.184019,0.433333,0.264706,0.363636,0.04878,0.259259,0.2,2
0.634146,0.846154,0.919355,0.541284,0.235294,0.163265,0.688742,0.151515,0.583333,0.785714,0.641026,0.618644,0.78,0.176471,0.136364,0.243902,0.444444,0.6,2
0.317073,0.615385,0.580645,0.417431,0.176471,0.102041,0.417219,0.333333,0.333333,0.542857,0.455128,0.340194,0.593333,0.117647,0.318182,0.121951,0.592593,0.566667,1
0.365854,0.384615,0.419355,0.206422,0.105882,0.081633,0.231788,0.545455,0.166667,0.357143,0.25641,0.173123,0.426667,0.147059,0.636364,0,0.481481,0.433333,2
0.439024,0.846154,0.774194,0.261468,0.070588,0.142857,0.668874,0.151515,0.583333,0.814286,0.602564,0.594431,0.726667,0.25,0.136364,0.146341,0.333333,0.4,1
0.219512,0.346154,0.16129,0.055046,0.035294,0.061224,0.238411,0.606061,0.166667,0.328571,0.237179,0.159806,0.393333,0.382353,0.090909,0.341463,0.074074,0.033333,3
0.341463,0.730769,0.693548,0.458716,0.223529,0.122449,0.496689,0.272727,0.416667,0.614286,0.525641,0.416465,0.853333,0.191176,0.090909,0.121951,0.444444,0.466667,1
0.536585,0.730769,0.951613,0.555046,0.235294,0.142857,0.715232,0.121212,0.666667,0.671429,0.698718,0.652542,0.633333,0.205882,0.318182,0.682927,0.444444,0.6,1
0.292683,0.153846,0.483871,0.307339,0.117647,0.122449,0.284768,0.484848,0.25,0.2,0.25641,0.219128,0.02,0.014706,0.136364,0.439024,0.925926,0.933333,2
0.292683,0.038462,0.258065,0.146789,0.082353,0.061224,0.059603,0.848485,0,0,0.102564,0.038741,0.04,0.088235,0.227273,0.634146,0.740741,0.7,2
0.560976,0.769231,0.66129,0.412844,0.2,0.061224,0.596026,0.181818,0.5,0.614286,0.634615,0.53753,0.68,0.279412,0.227273,0.341463,0.592593,0.366667,3
0.195122,0.538462,0.403226,0.279817,0.235294,0.061224,0.264901,0.515152,0.166667,0.4,0.282051,0.198547,0.52,0.220588,0.318182,0.073171,0.444444,0.433333,3
0.365854,0.115385,0.209677,0.16055,0.105882,0.102041,0.119205,0.727273,0.083333,0.257143,0.166667,0.082324,0.06,0.117647,0.136364,0.658537,0.62963,0.666667,0
0.268293,0.423077,0.354839,0.256881,0.211765,0.081633,0.198675,0.606061,0.166667,0.414286,0.217949,0.145278,0.38,0.147059,0.5,0.02439,0.555556,0.566667,3
0.512195,0.923077,0.806452,0.334862,0.070588,0.204082,0.728477,0.121212,0.666667,1,0.583333,0.646489,0.673333,0.191176,0.181818,0.170732,0.333333,0.566667,1
0.073171,0.538462,0.306452,0.192661,0.188235,0.061224,0.245033,0.545455,0.166667,0.414286,0.25,0.179177,0.553333,0.235294,0.227273,0,0.259259,0.233333,3
0.243902,0.423077,0.33871,0.188073,0.094118,0.102041,0.18543,0.666667,0.166667,0.357143,0.173077,0.125908,0.413333,0.132353,0.318182,0.439024,0.444444,0.533333,1
0.219512,0.538462,0.5,0.206422,0.164706,0.122449,0.218543,0.575758,0.166667,0.485714,0.25,0.161017,0.46,0.191176,0,0.146341,0.444444,0.566667,0
0.243902,0.269231,0.451613,0.376147,0.294118,0.061224,0.291391,0.454545,0.25,0.228571,0.339744,0.226392,0.24,0.205882,0.045455,0.268293,0.62963,0.533333,3
0.463415,0.538462,0.596774,0.275229,0.188235,0.122449,0.278146,0.515152,0.25,0.442857,0.262821,0.202179,0.466667,0.132353,0.045455,0.317073,0.592593,0.7,0
0.463415,0.576923,0.887097,0.495413,0.188235,0.163265,0.576159,0.212121,0.5,0.528571,0.512821,0.496368,0.333333,0.073529,0.090909,0.170732,0.62963,0.7,1
0.536585,0.5,0.645161,0.311927,0.223529,0.122449,0.284768,0.515152,0.25,0.457143,0.24359,0.207022,0.48,0.117647,0.772727,0.170732,0.592593,0.633333,0
0.02439,0.230769,0.354839,0.105505,0.058824,0.122449,0.18543,0.666667,0.166667,0.242857,0.211538,0.124697,0.213333,0.264706,0.318182,0.512195,0.185185,0.266667,1
0.268293,0.076923,0.032258,0.077982,0.105882,0.020408,0.05298,0.878788,0,0.1,0.044872,0.033898,0.106667,0.338235,0.227273,0.317073,0.185185,0.1,2
0.536585,0.692308,0.951613,0.582569,0.258824,0.163265,0.701987,0.121212,0.666667,0.642857,0.679487,0.641646,0.626667,0.205882,0.5,0.463415,0.481481,0.566667,1
0.682927,0.615385,0.919355,0.412844,0.105882,0.163265,0.662252,0.151515,0.583333,0.614286,0.589744,0.578692,0.4,0.117647,0,0.95122,0.592593,0.833333,1
0.195122,0.461538,0.258065,0.100917,0.105882,0.102041,0.225166,0.606061,0.166667,0.385714,0.24359,0.156174,0.493333,0.397059,0,0.170732,0.111111,0.033333,3
0.219512,0.115385,0.048387,0.059633,0.117647,0.020408,0.02649,0.939394,0,0.1,0.038462,0.015738,0.173333,0.382353,0.409091,0.365854,0.148148,0.066667,0
0.243902,0.423077,0.33871,0.279817,0.258824,0.081633,0.198675,0.606061,0.166667,0.328571,0.224359,0.145278,0.4,0.176471,0.181818,0.097561,0.444444,0.4,3
0.756098,0.807692,0.854839,0.53211,0.211765,0.163265,0.662252,0.151515,0.583333,0.7,0.621795,0.587167,0.666667,0.161765,0.045455,0.560976,0.444444,0.666667,2
0.463415,0.769231,0.887097,0.555046,0.270588,0.183673,0.708609,0.121212,0.666667,0.7,0.602564,0.630751,0.6,0.161765,0.136364,0.487805,0.37037,0.633333,2
0.560976,0.730769,0.822581,0.426606,0.164706,0.122449,0.490066,0.272727,0.416667,0.628571,0.487179,0.405569,0.606667,0.117647,0.636364,0.365854,0.62963,0.7,2
0.804878,0.961538,0.887097,0.362385,0.035294,0.061224,1,0,1,0.8,0.980769,1,0.953333,0.382353,0.181818,0.195122,0.185185,0.066667,3
0.536585,0.730769,0.870968,0.389908,0.129412,0.142857,0.622517,0.181818,0.583333,0.642857,0.564103,0.544794,0.566667,0.161765,0.045455,0.536585,0.407407,0.566667,2
0.243902,0.384615,0.548387,0.146789,0.082353,0.163265,0.264901,0.545455,0.166667,0.457143,0.269231,0.191283,0.346667,0.205882,0.272727,0.04878,0.333333,0.5,0
0.195122,0.115385,0.435484,0.279817,0.141176,0.081633,0.238411,0.575758,0.166667,0.142857,0.269231,0.168281,0.126667,0.102941,0,0.780488,0.740741,0.733333,2
0.390244,0.384615,0.306452,0.261468,0.129412,0.081633,0.251656,0.515152,0.166667,0.357143,0.275641,0.190073,0.5,0.117647,0.545455,0.268293,0.62963,0.566667,2
