@relation Vehicle_10

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric

@data
0.575,0.615385,0.8,0.46789,0.186047,0.14,0.493333,0.257143,0.454545,0.542857,0.455696,0.411548,0.410256,0.029851,0.136364,0.125,0.689655,0.793103,1
0.3,0.423077,0.6,0.146789,0.081395,0.08,0.246667,0.542857,0.181818,0.371429,0.253165,0.181818,0.358974,0.119403,0.454545,0.35,0.37931,0.37931,1
0.675,0.961538,0.9,0.577982,0.255814,0.18,0.713333,0.114286,0.727273,0.828571,0.639241,0.653563,0.858974,0.164179,0.318182,0.1,0.344828,0.482759,1
0.25,0.307692,0.514286,0.279817,0.232558,0.1,0.24,0.542857,0.181818,0.314286,0.259494,0.175676,0.25641,0.179104,0.318182,0.325,0.37931,0.448276,3
0.4,0.384615,0.514286,0.206422,0.116279,0.1,0.246667,0.514286,0.181818,0.357143,0.265823,0.185504,0.410256,0.134328,0.636364,0,0.413793,0.413793,2
0.325,0.115385,0.542857,0.344037,0.197674,0.12,0.3,0.457143,0.181818,0.114286,0.329114,0.224816,0.192308,0.089552,0.045455,0.5,0.517241,0.551724,1
0.475,0.384615,0.6,0.261468,0.093023,0.06,0.493333,0.228571,0.454545,0.328571,0.537975,0.429975,0.320513,0.223881,0,0.15,0.62069,0.482759,3
0.3,0.307692,0.5,0.178899,0.104651,0.1,0.226667,0.571429,0.181818,0.271429,0.253165,0.163391,0.282051,0.238806,0.818182,0.125,0.241379,0.206897,1
0.4,0.5,0.642857,0.298165,0.22093,0.14,0.26,0.514286,0.181818,0.414286,0.246835,0.190418,0.429487,0.104478,0,0.1,0.62069,0.758621,0
0.35,0.192308,0.514286,0.311927,0.162791,0.12,0.366667,0.4,0.272727,0.228571,0.417722,0.283784,0.211538,0.164179,0,0.7,0.413793,0.551724,1
0.3,0.384615,0.528571,0.197248,0.081395,0.12,0.213333,0.571429,0.181818,0.4,0.208861,0.152334,0.397436,0.059701,0.590909,0.125,0.586207,0.655172,2
0.3,0.538462,0.628571,0.133028,0.093023,0.18,0.3,0.514286,0.272727,0.6,0.246835,0.208845,0.410256,0.208955,0.227273,0.225,0.172414,0.344828,0
0.3,0.423077,0.428571,0.151376,0.127907,0.08,0.16,0.657143,0.090909,0.4,0.240506,0.109337,0.346154,0.268657,0.454545,0.075,0.310345,0.172414,0
0.55,0.923077,0.857143,0.334862,0.081395,0.22,0.746667,0.114286,0.727273,1,0.588608,0.665848,0.647436,0.179104,0.181818,0.175,0.275862,0.551724,1
0.25,0.230769,0.485714,0.220183,0.127907,0.08,0.26,0.514286,0.181818,0.257143,0.278481,0.187961,0.179487,0.149254,0.045455,0.825,0.344828,0.482759,2
0.775,0.692308,0.9,0.426606,0.151163,0.18,0.66,0.142857,0.636364,0.6,0.582278,0.585995,0.480769,0.104478,0.318182,0.075,0.448276,0.62069,1
0.7,0.769231,0.928571,0.366972,0.116279,0.18,0.66,0.142857,0.636364,0.714286,0.594937,0.585995,0.679487,0.164179,0,0.375,0.310345,0.517241,2
0.4,0.153846,0.471429,0.321101,0.244186,0.1,0.26,0.485714,0.181818,0.185714,0.28481,0.200246,0.147436,0.119403,0.045455,0.55,0.655172,0.793103,3
0.35,0.461538,0.557143,0.330275,0.139535,0.14,0.34,0.4,0.272727,0.428571,0.341772,0.27027,0.429487,0.029851,0,0.25,0.758621,0.896552,2
0.225,0.269231,0.5,0.192661,0.174419,0.08,0.186667,0.628571,0.090909,0.242857,0.177215,0.130221,0.320513,0.179104,0.136364,0.525,0.206897,0.275862,1
0.775,0.615385,0.9,0.440367,0.174419,0.16,0.626667,0.171429,0.545455,0.528571,0.613924,0.554054,0.660256,0.179104,0.272727,0.4,0.413793,0.551724,2
0.75,0.769231,0.971429,0.490826,0.186047,0.18,0.713333,0.142857,0.727273,0.714286,0.620253,0.638821,0.551282,0.134328,0.454545,0.525,0.448276,0.724138,2
0.325,0.038462,0.371429,0.146789,0.093023,0.08,0.073333,0.8,0,0,0.113924,0.04914,0.038462,0.074627,0.227273,0.65,0.655172,0.689655,2
0.45,0.5,0.742857,0.252294,0.186047,0.18,0.32,0.457143,0.272727,0.557143,0.291139,0.230958,0.378205,0.149254,0.318182,0.525,0.413793,0.62069,0
0.3,0.346154,0.428571,0.201835,0.174419,0.1,0.233333,0.542857,0.181818,0.357143,0.291139,0.170762,0.262821,0.238806,0.090909,0.15,0.310345,0.241379,3
