@relation Vehicle_2

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric

@data
0.26087,0.115385,0.444444,0.100437,0.098901,0.076923,0.100671,0.8,0.090909,0.102941,0.073684,0.060197,0.070513,0.133333,0.136364,0.731707,0.296296,0.433333,1
0.152174,0.192308,0.319444,0.10917,0.087912,0.076923,0.228188,0.571429,0.181818,0.176471,0.2,0.159705,0.294872,0.306667,0.409091,0.487805,0.148148,0.133333,2
0.195652,0.230769,0.638889,0.157205,0.076923,0.076923,0.275168,0.542857,0.181818,0.235294,0.231579,0.189189,0.173077,0.146667,0.5,0.439024,0.259259,0.266667,1
0.717391,0.769231,0.805556,0.432314,0.175824,0.153846,0.724832,0.114286,0.727273,0.720588,0.515789,0.646192,0.653846,0.146667,0.454545,0.585366,0.444444,0.533333,1
0.913043,0.692308,0.833333,0.423581,0.142857,0.173077,0.563758,0.228571,0.545455,0.647059,0.405263,0.477887,0.461538,0.026667,1,0.02439,0.814815,0.9,2
0.391304,0.307692,0.361111,0.117904,0.098901,0.115385,0.09396,0.771429,0.090909,0.382353,0.152632,0.065111,0.275641,0.16,0.136364,0.243902,0.555556,0.433333,0
0.195652,0.461538,0.361111,0.646288,0.868132,0.942308,0.241611,0.542857,0.181818,0.382353,0.563158,0.174447,0.467949,0.786667,0.045455,0.02439,0.185185,0.133333,3
0.586957,0.730769,0.888889,0.371179,0.131868,0.134615,0.644295,0.171429,0.636364,0.661765,0.473684,0.562654,0.544872,0.133333,0.045455,0.536585,0.407407,0.566667,2
0.391304,0.461538,0.541667,0.31441,0.131868,0.115385,0.342282,0.4,0.272727,0.441176,0.284211,0.27027,0.429487,0.026667,0,0.243902,0.851852,0.9,2
0.282609,0.576923,0.486111,0.139738,0.120879,0.134615,0.328859,0.485714,0.272727,0.661765,0.210526,0.22973,0.467949,0.2,0.136364,0.02439,0.259259,0.366667,0
0.369565,0.5,0.555556,0.170306,0.164835,0.153846,0.315436,0.485714,0.272727,0.558824,0.205263,0.223587,0.474359,0.186667,0.772727,0.170732,0.333333,0.4,0
0.717391,0.769231,0.805556,0.388646,0.142857,0.134615,0.691275,0.142857,0.636364,0.75,0.494737,0.610565,0.679487,0.173333,0.363636,0.512195,0.444444,0.533333,2
0.76087,0.769231,0.875,0.427948,0.186813,0.134615,0.724832,0.114286,0.727273,0.735294,0.494737,0.64742,0.653846,0.173333,0.5,0.243902,0.444444,0.6,2
0.23913,0.192308,0.277778,0.104803,0.098901,0.038462,0.134228,0.685714,0.090909,0.176471,0.094737,0.094595,0.185897,0.2,0.363636,0.097561,0.333333,0.233333,1
0.717391,0.846154,0.777778,0.401747,0.142857,0.173077,0.731544,0.114286,0.727273,0.808824,0.5,0.654791,0.653846,0.16,0.409091,0.317073,0.37037,0.5,1
0.130435,0.230769,0.444444,0.100437,0.065934,0.115385,0.201342,0.628571,0.181818,0.25,0.184211,0.136364,0.205128,0.226667,0.318182,0.512195,0.185185,0.266667,1
0.391304,0.269231,0.5,0.292576,0.21978,0.076923,0.248322,0.514286,0.181818,0.25,0.205263,0.181818,0.205128,0.106667,0.181818,0.414634,0.592593,0.633333,3
0.23913,0.384615,0.416667,0.082969,0.076923,0.096154,0.261745,0.542857,0.181818,0.411765,0.226316,0.181818,0.410256,0.28,0.045455,0.292683,0.185185,0.1,3
0.565217,0.923077,0.958333,0.50655,0.208791,0.153846,0.731544,0.114286,0.727273,0.852941,0.547368,0.664619,0.794872,0.133333,0.454545,0.609756,0.444444,0.633333,1
0.369565,0.538462,0.458333,0.139738,0.120879,0.153846,0.328859,0.457143,0.272727,0.514706,0.221053,0.235872,0.467949,0.226667,0.5,0.195122,0.259259,0.333333,0
0.5,0.576923,0.597222,0.318777,0.131868,0.096154,0.395973,0.371429,0.363636,0.5,0.342105,0.312039,0.538462,0.093333,0.681818,0,0.703704,0.666667,1
0.630435,0.730769,0.847222,0.475983,0.186813,0.134615,0.610738,0.2,0.545455,0.573529,0.442105,0.530713,0.474359,0.066667,0,0.463415,0.62963,0.733333,1
