@relation Vehicle_4

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric

@data
0.263158,0.36,0.513889,0.20524,0.120879,0.113208,0.183007,0.6,0.083333,0.342857,0.184211,0.130695,0.294872,0.053333,0.454545,0.268293,0.785714,0.793103,2
0.710526,0.72,0.902778,0.406114,0.142857,0.169811,0.51634,0.257143,0.416667,0.628571,0.405263,0.432854,0.525641,0.053333,0.818182,0.097561,0.714286,0.793103,2
0.342105,0.32,0.333333,0.19214,0.153846,0.113208,0.111111,0.714286,0.083333,0.342857,0.163158,0.077938,0.262821,0.106667,0.272727,0.292683,0.642857,0.655172,0
0.421053,0.16,0.472222,0.283843,0.131868,0.09434,0.326797,0.428571,0.25,0.214286,0.252632,0.251799,0.115385,0.04,0.272727,0.146341,0.785714,0.758621,1
0.473684,0.16,0.472222,0.414847,0.296703,0.056604,0.346405,0.371429,0.25,0.142857,0.305263,0.281775,0.153846,0.16,0.045455,0.073171,0.714286,0.62069,3
0.868421,1,0.902778,0.344978,0.043956,0.075472,1,0,1,0.8,0.815789,1,0.916667,0.333333,0.181818,0.195122,0.178571,0.034483,3
0.342105,0.48,0.5,0.292576,0.241758,0.09434,0.248366,0.514286,0.166667,0.371429,0.210526,0.18705,0.429487,0.12,0.545455,0.02439,0.678571,0.655172,3
0.657895,0.6,0.777778,0.558952,0.263736,0.150943,0.607843,0.171429,0.5,0.5,0.505263,0.538369,0.544872,0.146667,0.090909,0.365854,0.428571,0.482759,1
0.184211,0,0,0.048035,0.10989,0.018868,0,1,0,0.014286,0,0,0.096154,0.346667,0.545455,0.512195,0.178571,0.034483,2
0.236842,0.32,0.5,0.266376,0.21978,0.09434,0.235294,0.542857,0.166667,0.314286,0.215789,0.171463,0.25641,0.16,0.318182,0.317073,0.428571,0.448276,3
0,0.2,0.319444,0.048035,0.043956,0.075472,0.196078,0.6,0.166667,0.171429,0.168421,0.13789,0.217949,0.226667,0.090909,0.097561,0.178571,0.103448,2
0.236842,0.36,0.5,0.240175,0.197802,0.056604,0.281046,0.457143,0.166667,0.285714,0.284211,0.213429,0.288462,0.213333,0.272727,0.292683,0.464286,0.37931,3
0.315789,0.32,0.305556,0.187773,0.142857,0.075472,0.104575,0.742857,0.083333,0.328571,0.1,0.074341,0.288462,0.013333,0.590909,0.097561,0.892857,0.896552,0
0.394737,0.4,0.5,0.196507,0.10989,0.09434,0.24183,0.514286,0.166667,0.357143,0.221053,0.181055,0.410256,0.12,0.636364,0,0.464286,0.413793,2
0.315789,0.24,0.638889,0.283843,0.164835,0.09434,0.326797,0.428571,0.25,0.185714,0.336842,0.244604,0.224359,0.186667,0.045455,0.536585,0.321429,0.310345,1
0.342105,0.16,0.5,0.148472,0.087912,0.113208,0.130719,0.714286,0.083333,0.242857,0.142105,0.086331,0.076923,0.12,0,0.292683,0.535714,0.344828,0
0.5,0.6,0.75,0.41048,0.175824,0.132075,0.45098,0.285714,0.333333,0.528571,0.368421,0.371703,0.49359,0.053333,0.909091,0.268293,0.821429,0.724138,1
0.736842,0.84,0.902778,0.262009,0.010989,0.056604,0.882353,0.028571,0.833333,0.671429,0.731579,0.847722,0.839744,0.32,0.545455,0.02439,0.178571,0,3
0.763158,0.8,0.875,0.510917,0.208791,0.169811,0.633987,0.171429,0.583333,0.642857,0.484211,0.56235,0.641026,0.08,0,0.02439,0.535714,0.655172,1
0.578947,0.76,0.958333,0.528384,0.230769,0.150943,0.718954,0.114286,0.666667,0.671429,0.584211,0.655875,0.608974,0.173333,0.318182,0.682927,0.428571,0.586207,1
0.342105,0.24,0.597222,0.28821,0.142857,0.113208,0.392157,0.342857,0.333333,0.228571,0.352632,0.31295,0.25641,0.16,0,0.243902,0.428571,0.413793,2
0.368421,0.2,0.277778,0.113537,0.164835,0.056604,0.013072,0.914286,0,0.2,0.026316,0.01199,0.160256,0.16,0.636364,0.121951,0.5,0.413793,0
0.526316,0.64,0.611111,0.502183,0.296703,0.09434,0.509804,0.228571,0.416667,0.514286,0.410526,0.448441,0.621795,0.186667,0.181818,0.170732,0.678571,0.448276,3
0.394737,0.28,0.458333,0.152838,0.120879,0.075472,0.156863,0.657143,0.083333,0.285714,0.189474,0.109113,0.160256,0.173333,0,0,0.392857,0.206897,0
0.368421,0.52,0.583333,0.28821,0.120879,0.113208,0.346405,0.4,0.25,0.442857,0.268421,0.269784,0.333333,0.013333,0.363636,0.268293,0.857143,0.896552,1
0.473684,0.52,0.416667,0.393013,0.252747,0.075472,0.359477,0.371429,0.25,0.428571,0.278947,0.291367,0.378205,0.12,0.772727,0.243902,0.857143,0.724138,3
0.763158,0.88,0.875,0.475983,0.230769,0.169811,0.699346,0.114286,0.666667,0.771429,0.478947,0.629496,0.666667,0.133333,0.454545,0.170732,0.392857,0.517241,2
0.394737,0.36,0.805556,0.384279,0.175824,0.132075,0.477124,0.285714,0.416667,0.285714,0.4,0.388489,0.391026,0.133333,0.454545,0.512195,0.464286,0.517241,2
0.447368,0.52,0.888889,0.454148,0.208791,0.132075,0.51634,0.257143,0.416667,0.428571,0.421053,0.430456,0.365385,0.106667,0,0.682927,0.5,0.62069,2
0.842105,0.92,0.875,0.519651,0.186813,0.056604,0.901961,0,0.833333,0.728571,0.789474,0.892086,0.814103,0.333333,0.181818,0.146341,0.285714,0.034483,3
0.210526,0.4,0.402778,0.082969,0.076923,0.075472,0.248366,0.571429,0.166667,0.371429,0.231579,0.169065,0.416667,0.36,0.136364,0.170732,0.142857,0,3
0.684211,0.72,0.944444,0.388646,0.131868,0.169811,0.686275,0.142857,0.583333,0.642857,0.536842,0.611511,0.583333,0.16,0.681818,0.536585,0.5,0.655172,2
0.078947,0.36,0.319444,0.091703,0.087912,0.113208,0.24183,0.571429,0.166667,0.385714,0.189474,0.16307,0.384615,0.346667,0.318182,0.170732,0.107143,0,3
0.526316,0.88,0.888889,0.475983,0.21978,0.132075,0.614379,0.171429,0.5,0.7,0.489474,0.533573,0.692308,0.16,0.227273,0.463415,0.392857,0.482759,2
