@relation Vehicle_7

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric

@data
0.795455,0.84,0.958333,0.389908,0.116279,0.153846,0.724832,0.142857,0.727273,0.8,0.626582,0.644963,0.660377,0.186441,0.545455,0.575,0.464286,0.689655,2
0.818182,0.84,0.875,0.53211,0.22093,0.153846,0.684564,0.142857,0.636364,0.7,0.626582,0.605651,0.647799,0.186441,0.045455,0.575,0.428571,0.689655,2
0.477273,0.2,0.611111,0.247706,0.093023,0.115385,0.38255,0.371429,0.272727,0.171429,0.417722,0.302211,0.289308,0.169492,0.409091,0.375,0.5,0.482759,1
0.704545,0.64,0.680556,0.293578,0.081395,0.019231,0.671141,0.142857,0.636364,0.5,0.683544,0.611794,0.559748,0.322034,0.045455,0.575,0.5,0.275862,3
0.272727,0.12,0.527778,0.206422,0.093023,0.076923,0.234899,0.542857,0.181818,0.142857,0.240506,0.168305,0.157233,0.084746,0.454545,0.6,0.75,0.758621,1
0.272727,0.28,0.361111,0.077982,0.05814,0.019231,0.268456,0.514286,0.181818,0.214286,0.253165,0.191646,0.339623,0.474576,0.590909,0.075,0.142857,0.068966,1
0.681818,0.92,0.833333,0.37156,0.139535,0.153846,0.697987,0.142857,0.636364,0.785714,0.563291,0.614251,0.691824,0.271186,0.681818,0.275,0.357143,0.448276,1
0.590909,0.6,0.541667,0.43578,0.244186,0.057692,0.489933,0.257143,0.454545,0.5,0.455696,0.41769,0.389937,0.254237,0.227273,0.2,0.678571,0.482759,3
0.636364,0.8,0.875,0.454128,0.186047,0.115385,0.557047,0.228571,0.454545,0.628571,0.506329,0.47543,0.63522,0.152542,0.227273,0.125,0.535714,0.586207,1
0.454545,0.24,0.638889,0.348624,0.139535,0.115385,0.369128,0.371429,0.272727,0.228571,0.35443,0.287469,0.125786,0.067797,0.272727,0.425,0.75,0.793103,2
0.818182,0.56,0.777778,0.46789,0.197674,0.115385,0.577181,0.2,0.545455,0.457143,0.563291,0.493857,0.515723,0.186441,0.181818,0.325,0.5,0.586207,2
0.363636,0.28,0.541667,0.229358,0.197674,0.115385,0.214765,0.571429,0.181818,0.3,0.240506,0.15602,0.251572,0.20339,0.363636,0.175,0.428571,0.551724,0
0.75,0.8,0.805556,0.229358,0,0.019231,0.838926,0.057143,0.818182,0.657143,0.841772,0.80344,0.710692,0.389831,0.181818,0.425,0.321429,0.103448,3
0.795455,0.64,0.958333,0.458716,0.162791,0.153846,0.671141,0.142857,0.636364,0.585714,0.626582,0.590909,0.666667,0.20339,0.727273,0.275,0.5,0.62069,2
0.204545,0.24,0.638889,0.165138,0.081395,0.076923,0.275168,0.542857,0.181818,0.228571,0.278481,0.189189,0.188679,0.20339,0.5,0.45,0.25,0.275862,1
