@relation Vehicle_11

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric

@data
0.358974,0.625,0.636364,0.394737,0.175824,0.113208,0.440559,0.333333,0.363636,0.542857,0.367568,0.360465,0.578616,0.105263,0.318182,0.128205,0.592593,0.566667,1
0.282051,0.583333,0.69697,0.320175,0.142857,0.113208,0.426573,0.363636,0.363636,0.485714,0.351351,0.343669,0.559748,0.118421,0.590909,0.410256,0.592593,0.6,2
0.205128,0.208333,0.5,0.201754,0.131868,0.113208,0.251748,0.575758,0.181818,0.228571,0.221622,0.177003,0.150943,0.184211,0,0.410256,0.296296,0.4,1
0.538462,0.708333,0.606061,0.447368,0.274725,0.09434,0.48951,0.272727,0.363636,0.614286,0.345946,0.421189,0.559748,0.171053,0.409091,0.282051,0.740741,0.6,3
0.410256,0.291667,0.469697,0.083333,0.043956,0.09434,0.181818,0.69697,0.090909,0.328571,0.156757,0.116279,0.251572,0.236842,0.227273,0.384615,0.296296,0.133333,0
0.410256,0.208333,0.515152,0.258772,0.208791,0.113208,0.174825,0.666667,0.090909,0.314286,0.118919,0.124031,0.106918,0.065789,0.181818,0.179487,0.925926,0.9,0
0.230769,0.25,0.469697,0.179825,0.164835,0.075472,0.181818,0.666667,0.090909,0.242857,0.124324,0.124031,0.333333,0.171053,0.136364,0.538462,0.259259,0.3,1
0.846154,0.916667,0.984848,0.412281,0.10989,0.056604,0.958042,0.030303,0.909091,0.728571,0.740541,0.94832,1,0.302632,0.5,0.25641,0.259259,0.066667,3
0.205128,0.333333,0.30303,0.070175,0.087912,0.09434,0.244755,0.606061,0.181818,0.4,0.172973,0.166667,0.396226,0.342105,0.045455,0.153846,0.111111,0.033333,3
0.692308,0.625,0.681818,0.276316,0.076923,0.037736,0.685315,0.151515,0.636364,0.5,0.556757,0.630491,0.559748,0.25,0.045455,0.589744,0.518519,0.266667,3
0.461538,0.5,0.727273,0.236842,0.175824,0.169811,0.321678,0.484848,0.272727,0.557143,0.221622,0.229974,0.389937,0.144737,0.318182,0.538462,0.481481,0.633333,0
0.487179,0.833333,0.909091,0.307018,0.120879,0.150943,0.706294,0.151515,0.636364,0.814286,0.464865,0.630491,0.710692,0.210526,0.590909,0.589744,0.37037,0.433333,1
0.820513,0.875,0.787879,0.377193,0.10989,0.075472,0.888112,0.060606,0.818182,0.742857,0.713514,0.856589,0.836478,0.342105,0.363636,0.230769,0.296296,0.1,3
0.307692,0.416667,0.484848,0.087719,0.076923,0.150943,0.293706,0.545455,0.272727,0.471429,0.151351,0.204134,0.421384,0.223684,0.545455,0.307692,0.296296,0.4,0
0.153846,0.5,0.363636,0.149123,0.131868,0.075472,0.251748,0.545455,0.181818,0.4,0.2,0.183463,0.465409,0.197368,0.227273,0.076923,0.333333,0.333333,3
0.564103,0.583333,0.909091,0.399123,0.175824,0.150943,0.608392,0.212121,0.545455,0.485714,0.464865,0.529716,0.566038,0.184211,0.363636,0.102564,0.444444,0.533333,2
0.487179,0.25,0.848485,0.320175,0.120879,0.113208,0.468531,0.333333,0.363636,0.228571,0.378378,0.377261,0.320755,0.118421,0.227273,0.871795,0.592593,0.7,2
0.615385,0.791667,0.712121,0.390351,0.197802,0.075472,0.629371,0.181818,0.545455,0.614286,0.518919,0.571059,0.660377,0.25,0.227273,0.358974,0.592593,0.366667,3
0.128205,0.25,0.439394,0.157895,0.10989,0.113208,0.272727,0.545455,0.181818,0.214286,0.205405,0.191214,0.27673,0.210526,0.5,0.230769,0.185185,0.2,1
0.410256,0.375,0.484848,0.192982,0.10989,0.09434,0.244755,0.545455,0.181818,0.357143,0.2,0.182171,0.421384,0.131579,0.636364,0,0.481481,0.433333,2
0.410256,0.333333,0.666667,0.364035,0.164835,0.150943,0.482517,0.30303,0.363636,0.328571,0.394595,0.400517,0.371069,0.144737,0.136364,0.307692,0.481481,0.533333,1
0.487179,0.875,0.818182,0.245614,0.076923,0.150943,0.706294,0.151515,0.636364,0.814286,0.491892,0.631783,0.704403,0.223684,0.136364,0.153846,0.333333,0.4,1
0.333333,0,0.333333,0.135965,0.087912,0.075472,0.062937,0.848485,0,0,0.07027,0.03876,0.056604,0.078947,0.227273,0.666667,0.740741,0.7,2
0.487179,0.583333,0.590909,0.315789,0.131868,0.113208,0.398601,0.393939,0.363636,0.485714,0.324324,0.315245,0.54717,0.105263,0.681818,0,0.703704,0.666667,1
0.307692,0.541667,0.590909,0.951754,0.945055,0.867925,0.307692,0.515152,0.272727,0.642857,0.508108,0.219638,0.421384,0.5,0,0.358974,0.296296,0.433333,0
0.692308,0.75,0.787879,0.364035,0.131868,0.132075,0.517483,0.272727,0.454545,0.614286,0.383784,0.434109,0.603774,0.105263,0.5,0.205128,0.62963,0.633333,1
0.230769,0.041667,0,0.02193,0.076923,0,0.034965,0.939394,0,0.042857,0.021622,0.018088,0.176101,0.407895,0.272727,0.025641,0.148148,0.066667,0
0.205128,0.333333,0.333333,0.065789,0.065934,0.09434,0.244755,0.606061,0.181818,0.357143,0.183784,0.164083,0.320755,0.342105,0.454545,0.179487,0.148148,0.033333,3
0.205128,0.083333,0.424242,0.096491,0.098901,0.09434,0.090909,0.848485,0.090909,0.1,0.048649,0.050388,0.08805,0.144737,0.136364,0.769231,0.296296,0.433333,1
0.153846,0.333333,0.409091,0.20614,0.186813,0.09434,0.244755,0.575758,0.181818,0.342857,0.2,0.177003,0.308176,0.197368,0.090909,0.051282,0.296296,0.3,3
0.435897,0.166667,0.606061,0.232456,0.087912,0.132075,0.384615,0.393939,0.272727,0.171429,0.32973,0.30491,0.289308,0.131579,0.409091,0.384615,0.518519,0.466667,1
0.615385,0.708333,0.924242,0.469298,0.230769,0.150943,0.664336,0.181818,0.636364,0.628571,0.47027,0.593023,0.72327,0.184211,0.227273,0.589744,0.37037,0.466667,1
0.769231,0.875,0.893939,0.473684,0.230769,0.169811,0.734266,0.121212,0.727273,0.771429,0.464865,0.665375,0.672956,0.144737,0.454545,0.179487,0.407407,0.533333,2
0.820513,0.583333,0.954545,0.482456,0.164835,0.150943,0.636364,0.181818,0.545455,0.571429,0.47027,0.555556,0.371069,0.078947,0.409091,0.820513,0.703704,0.833333,1
0.74359,0.875,0.818182,0.52193,0.230769,0.169811,0.706294,0.151515,0.636364,0.742857,0.47027,0.626615,0.660377,0.118421,0.090909,0.74359,0.481481,0.666667,1
0.692308,0.791667,0.969697,0.442982,0.153846,0.169811,0.72028,0.151515,0.636364,0.714286,0.491892,0.645995,0.628931,0.105263,0,0.230769,0.444444,0.666667,2
0.333333,0.083333,0.621212,0.346491,0.186813,0.075472,0.321678,0.454545,0.272727,0.1,0.281081,0.24677,0.188679,0.092105,0.409091,0.794872,0.703704,0.733333,2
0.717949,0.5,0.848485,0.394737,0.153846,0.132075,0.552448,0.242424,0.454545,0.457143,0.389189,0.468992,0.327044,0.078947,0.227273,0.230769,0.666667,0.7,1
0.435897,0.625,0.530303,0.429825,0.263736,0.056604,0.41958,0.333333,0.363636,0.514286,0.32973,0.350129,0.610063,0.157895,0.272727,0.051282,0.777778,0.6,3
0.589744,0.541667,0.666667,0.372807,0.142857,0.150943,0.398601,0.363636,0.363636,0.528571,0.275676,0.317829,0.377358,0,0.681818,0.461538,0.925926,0.966667,2
0.358974,0.208333,0.666667,0.368421,0.175824,0.132075,0.426573,0.363636,0.363636,0.2,0.335135,0.339793,0.295597,0.131579,0,0.589744,0.555556,0.566667,2
0.307692,0.25,0.681818,0.302632,0.120879,0.113208,0.440559,0.333333,0.363636,0.214286,0.362162,0.357881,0.289308,0.144737,0.318182,0.461538,0.481481,0.5,2
0.205128,0.083333,0.515152,0.192982,0.087912,0.09434,0.230769,0.575758,0.181818,0.142857,0.178378,0.164083,0.157233,0.065789,0.454545,0.615385,0.777778,0.733333,1
0.538462,0.875,0.909091,0.473684,0.21978,0.132075,0.643357,0.181818,0.545455,0.7,0.475676,0.562016,0.698113,0.171053,0.227273,0.487179,0.407407,0.5,2
0.615385,0.75,0.924242,0.25,0.065934,0.150943,0.685315,0.151515,0.636364,0.642857,0.491892,0.613695,0.597484,0.197368,0.545455,0.282051,0.37037,0.433333,1
0.205128,0.375,0.30303,0.100877,0.098901,0.113208,0.251748,0.606061,0.181818,0.371429,0.178378,0.167959,0.402516,0.302632,0.409091,0.358974,0.148148,0.1,3
0.538462,0.875,0.863636,0.539474,0.252747,0.132075,0.671329,0.151515,0.636364,0.714286,0.545946,0.603359,0.855346,0.171053,0.045455,0.153846,0.444444,0.533333,1
0.307692,0.416667,0.545455,0.377193,0.208791,0.075472,0.335664,0.424242,0.272727,0.357143,0.291892,0.260982,0.446541,0.092105,0.590909,0.282051,0.666667,0.6,1
0.205128,0.25,0.424242,0.149123,0.131868,0.056604,0.125874,0.727273,0.090909,0.242857,0.12973,0.085271,0.257862,0.118421,0.136364,0.230769,0.555556,0.466667,2
0.25641,0.125,0.121212,0.048246,0.076923,0.075472,0.006993,0.969697,0,0.114286,0,0.002584,0.220126,0.197368,0.5,0.564103,0.37037,0.3,0
0.846154,0.791667,0.909091,0.517544,0.208791,0.150943,0.678322,0.181818,0.636364,0.657143,0.475676,0.600775,0.63522,0.105263,0.227273,0.410256,0.518519,0.733333,2
0.589744,0.416667,0.742424,0.385965,0.164835,0.113208,0.503497,0.272727,0.454545,0.414286,0.362162,0.422481,0.264151,0.092105,0,0.051282,0.62963,0.566667,1
0.358974,0.208333,0.590909,0.285088,0.142857,0.113208,0.405594,0.363636,0.363636,0.228571,0.335135,0.324289,0.27044,0.171053,0,0.25641,0.444444,0.433333,2
0.820513,0.75,0.772727,0.368421,0.120879,0.037736,0.79021,0.090909,0.727273,0.571429,0.686486,0.751938,0.679245,0.302632,0,0.487179,0.407407,0.166667,3
