@relation processed_Adult_8

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric

@data
1,0.411007,0.066451,0,0.538462,0.5,0.0125,1,0,0,1,0.5,0.141379,0.007828,0
0,0.139518,0.234099,0.5,0.384615,0.375,0.00825,0,0,0,0,0.5,0.189655,0.019569,0
1,0.346586,0.208848,0,0.538462,0.375,0.075,0,0,0,1,0.5,0.051724,0,0
1,0.457022,0.24682,0.5,0.384615,0.5,0.175,1,1,0.014925,0,0.5,0,0.009785,1
1,0.194736,0.018986,0.5,0.538462,0.375,0.073,1,1,0.074627,1,0.5,0.268966,0,1
1,0.139518,0.417695,0.5,0.769231,0.375,0.125,1,1,0.104478,1,0.5,0.086207,0.015832,1
1,0.138045,0.028479,0.5,0.153846,0.375,0.07925,0,1,0.014925,1,0.5,0.344828,0.000176,0
1,0.478557,0.047465,0,0.615385,0.375,0.0125,0,0,0,0,0.5,0,0.003816,0
0,0.216271,0.512626,0.5,0.769231,0.875,0.25,1,1,0.029851,0,0.5,0,0.097847,1
0,0.194736,0.018986,0.5,0.538462,0.875,0.04375,1,0,0,1,0.5,0.423276,0,1
1,0.262286,0.047465,0.5,0.538462,0.875,0.0125,0,1,0.029851,1,0.5,0.344828,0.002114,0
1,0.041414,0.24682,0.5,0.153846,0.375,0.00625,0,0,0,0,0.5,0.051724,0.001957,0
1,0.291368,0.079172,0.5,0.538462,0.375,0.00425,0,0,0,0,0.5,0.258621,0,0
1,0.144119,0.023733,0,0.384615,0.375,0.00625,1,0,0,0,0.5,0.155172,0.00002,0
1,0.115038,0.028479,0,0.846154,0.75,0.0375,0,0,0,1,0.5,0.113793,0.000039,0
1,0.32818,0.094931,0,0.615385,0.375,0.35,0,0,0,1,0.5,0.241379,0,0
1,0.598196,0.011012,0.5,0.538462,0.5,0.75,1,1,0.298507,0,0.5,0,0.293542,1
0,0.180931,0.417695,0,0.384615,0.375,0.225,1,0,0,0,0.5,0.103448,0,0
1,0.496963,0.19138,0.5,0.769231,0.875,0.6375,1,0,0,1,0.5,0.07931,0,1
1,0.188662,0.020505,0.5,0.615385,0.375,0.00825,0,1,0.014925,0,0.5,0.234483,0.008689,0
1,0.601141,0.158155,0.5,1,0.5,0.00425,0,0,0,1,0.5,0.448276,0,0
0,0.144119,0.069679,0.5,0.307692,0.25,0,0,1,0.014925,0,0.5,0.172414,0.001037,0
1,0.032211,0.012721,0,0.230769,0.375,0.0145,0,0,0,0,0,0.172414,0,0
1,0.309774,0.066451,0,0.692308,0.875,0.002,1,0,0,1,0.5,0.338793,0,1
1,0.193263,0.011012,0,0.538462,0.375,0.075,0,0,0,1,0.5,0.137931,0,0
0,0.340512,0.01424,0.5,0.923077,0.375,0.01875,0,0,0,0,0.5,0.258621,0.000861,1
1,0.633352,0.721473,0.5,0,0,0,1,1,0.014925,0,0.5,0.081034,0,0
1,0.455549,0.235808,0.5,0.769231,0.375,0.002,1,1,0.014925,0,0.5,0.172414,0.005871,1
1,0.685625,0.056958,0.5,0.076923,0.375,0.1875,0,0,0,1,0.5,0,0.006849,0
1,0.11651,0.37023,0.5,0.538462,0.375,0.0125,1,0,0,0,0.5,0.12069,0,0
0,0.368121,0.142396,0.5,0,0,0,0,1,0.089552,0,0.5,0,0.003914,0
1,0.338855,0.009493,0.5,0.153846,0.5,0.2,0,0,0,1,0,0.362069,0,0
1,0.249954,0.056958,0,0.538462,0.375,0.075,1,0,0,1,0.5,0,0.004403,0
1,0.354316,0.161382,0.5,0.153846,0.5,0.1625,1,1,0.029851,0,0.5,0.236207,0.011937,1
0,0.361863,0.047465,0,0.153846,0.875,0.025,0,0,0,1,0.5,0.137931,0,0
1,0.211669,0.553826,0.5,0.153846,0.5,0,0,0,0,1,0.5,0.153448,0,0
0,0.134916,0.322764,0.5,0.769231,0.375,0.0875,1,1,0.149254,0,0.5,0.068966,0.019374,0
1,0.236149,0.075945,0.5,0.230769,0.875,0.20825,1,1,0.029851,1,0.5,0.156034,0,1
0,0.463096,0.308525,0,0.230769,0.375,0.00825,0,1,0.029851,0,0.5,0.158621,0.000352,0
1,0.134916,0.436681,0,0.461538,0.375,0.075,0,0,0,1,0.5,0,0.078278,0
1,0.263759,0.022024,0.5,0.615385,0.375,0.0145,0,1,0.014925,0,0.5,0.293103,0.054853,0
1,0.170256,0.468388,0.5,0.769231,0.875,0.07925,1,0,0,1,0.5,0.103448,0,1
