@relation processed_Adult_1

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric

@data
0,0.207078,0.133929,0.5,0.538462,0.375,0.008772,0,1,0.014925,1,0.5,0.02,0.00154,0
1,0.091852,0.028214,0,0.923077,0.375,0.023333,0,0,0,0,0.5,0.08,0,0
1,0.124774,0.029821,0.5,0.153846,0.875,0.002982,0,0,0,1,0.5,0.11,0.00005,0
1,0.404609,0.178571,0.5,0.538462,0.375,0.175439,1,1,0.104478,0,0.5,0,0.03065,1
0,0.325103,0.032679,0.5,0.384615,0.375,0.026316,1,1,0.059701,0,0.5,0,0.01583,1
0,0.079506,0.303571,0.5,0.538462,0.375,0.005789,0,0,0,0,0.5,0,0.00351,0
1,0.414321,0.047679,0.5,0.076923,0.375,0.005789,0,0,0,0,0.5,0.084,0,0
0,0.141235,0.023929,0.5,0.384615,0.875,0.061404,1,0,0,0,0.5,0.2,0,0
1,0.082305,0.107143,0,0.076923,0.375,0.03807,1,1,0.119403,1,0.5,0.08,0.00001,1
0,0.157695,0,0.5,0.538462,0.375,0,0,0,0,0,1,0.092,0,1
1,0.046584,0.126429,0,0,0,0,0,0,0,1,0.5,0.09,0.00001,0
1,0.441646,0.165179,0.5,0.769231,0.375,0.160702,1,0,0,0,0,0,0,1
1,0.083621,0.147321,0,0.153846,0.875,0.001404,0,0,0,0,0.5,0.07,0.001,0
1,0.109794,0.090714,0,0.538462,0.875,0.090702,1,0,0,0,0.5,0,0,1
1,0.026008,0.357143,0.5,0.615385,0.875,0.005789,0,1,0.014925,0,0.5,0.06,0.00001,0
0,0.076872,0.107143,0.5,0.769231,0.375,0.005789,1,1,0.044776,0,0.5,0.05,0.00006,1
