@relation processed_Adult_14

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric

@data
1,0.573019,0.337168,0.5,0.538462,0.875,0.625,1,1,0.45,0,0.5,0.0905,0.01655,1
1,0.1241,0.297501,0.5,0.384615,0.375,0.07075,1,1,0.05,0,0.5,0.04,0.098,1
1,0.259168,0.178501,0.5,0.615385,0.375,0.375,1,1,0.1,1,0.5,0.165,0,1
1,0.144565,0.398255,0.5,1,0.375,0.002,1,1,0.45,0,0.5,0.03,0.00396,1
1,1,0.753669,0,0,0,0.002,0,1,0.1,0,0.5,0,0.00351,0
1,0.16372,0.476002,0.5,0.538462,0.375,0.10425,0,0,0,0,0,0.04,0,0
0,0.150131,0.45954,0.5,0.923077,0.375,0.002,1,0,0,0,0.5,0.04,0.01349,1
1,0.3574,0.02975,0.5,0.230769,0.375,0.075,0,0,0,1,0.5,0.1155,0,0
0,0.115914,0.019833,0,0.692308,0.125,0.05,0,0,0,0,0.5,0.13,0,0
0,0.386051,0.099167,0.5,0.153846,0.875,0.0105,0,0,0,0,0.5,0.13,0.00246,0
0,0.051899,0.019833,0.5,0.153846,0.375,0.00825,0,1,0.3,1,0.5,0.12,0.00035,0
1,0.08317,0,0.5,0.769231,0.375,0.03325,0,0,0,0,0.5,0.08,0.00001,0
0,0.169122,0.019833,0.5,0.769231,0.875,0.0625,1,1,0.05,0,0.5,0,0.00678,1
1,0.482973,0.119,0.5,0.769231,0.875,0.3,1,1,0.55,0,0.5,0.04,0,1
1,0.40799,0.00833,0.5,0.230769,0.375,0.00425,1,0,0,1,0.5,0.14,0,1
0,0.175999,0.505752,0.5,0.538462,0.5,0.2375,1,1,0.1,0,0.5,0.0365,0.00444,1
1,0.212836,0.044625,0.5,1,0.875,0.0625,1,0,0,0,0.5,0,0.05298,1
1,0.169122,0.034708,0.5,0.461538,0.375,0.00425,0,1,0.2,0,0.5,0.127,0.0195,0
1,0.154224,0.441293,0.5,1,0.875,0.023,1,1,0.05,0,0.5,0.05,0,1
1,0.073674,0.006545,0.5,0.076923,0.375,0.0125,0,0,0,1,0,0.14,0,0
1,0.057302,0.119,0.5,0.230769,0.375,0.002,0,0,0,1,0.5,0.08,0.0004,0
0,0.31647,0.183459,0.5,0.769231,0.875,0.08125,1,1,0.1,0,0.5,0,0,1
0,0.215619,0.535502,0.5,0.769231,0.875,0.25,1,1,0.1,0,0.5,0,0.05,1
1,0.324656,0.013288,0,0.923077,0.375,0.00425,0,0,0,0,0.5,0.09,0,0
0,0.412083,0.066045,0.5,0.384615,0.375,0.0125,0,0,0,0,0.5,0,0.0039,0
1,0.151441,0.024792,0,0.384615,0.375,0.00625,1,0,0,0,0.5,0.09,0.00001,0
1,0.110511,0.095795,0.5,0.538462,0.375,0.1,1,1,0.55,1,0.5,0.1,0.03,1
1,0.291749,0.014875,0.5,0.076923,0.375,0.04375,1,0,0,1,0,0.464,0,0
0,0.345121,0.049583,0,0.153846,0.875,0.025,0,0,0,1,0.5,0.08,0,0
1,0.304191,0.138834,0.5,0.230769,0.375,0.025,0,0,0,1,0.5,0.116,0,0
1,0.335625,0.119,0.5,0.923077,0.875,0.37075,1,0,0,1,0.5,0,0,1
1,0.714964,0.337168,0.5,0.692308,0.875,0.35,1,1,0.15,0,0.5,0,0,1
1,0.180092,0.02142,0.5,0.461538,0.375,0.05,0,0,0,1,0.5,0.06,0.00001,0
0,0.498035,0.264379,0.5,0.769231,0.375,0.36875,1,1,0.15,1,0.5,0,0,1
0,0.034054,0.302459,0.5,0.769231,0.375,0.00625,0,1,0.05,1,0.5,0,0.0016,0
1,0.126883,0.456168,0.5,0.153846,0.375,0.025,1,0,0,1,0.5,0.05,0.00068,0
1,0.229208,0.023205,0,0.923077,0.375,0.0125,1,1,0.1,0,0.5,0.13,0.005,1
1,0.291749,0.119,0,0.153846,0.5,0.35,0,0,0,0,0.5,0,0.00001,0
1,0.287819,0.773503,0.5,0.538462,0.375,0.35,1,1,0.8,0,0.5,0,0.05,1
1,0.253766,0.586672,0.5,0.384615,0.375,0.252,1,1,0.25,1,0.5,0.084,0,1
0,0.08317,0.376835,0.5,0.615385,0.375,0.08125,1,1,0.3,1,0.5,0.02,0.006,1
1,0.300098,0.158667,0.5,0.461538,0.375,0.125,1,0,0,1,0.5,0.18,0,1
1,0.16372,0.016462,0,0.538462,0.375,0.002,0,1,0.1,0,0.5,0.064,0.00006,0
1,0.570236,0.008132,0,0.230769,0.375,0.0125,1,1,0.55,0,0.5,0.19,0.02732,1
1,0.15275,0.099167,0.5,0,0,0.00425,0,0,0,1,0.5,0.05,0.04208,0
0,0.158317,0.031337,0,0.769231,0.375,0.075,1,1,0.1,1,0.5,0.04,0.004,1
1,0.758513,0.575169,0.5,0,0,0.9,1,1,0.75,1,0.5,0,0.01,1
1,0.04224,0.162039,0.5,0.153846,0.875,0.02075,0,0,0,1,0.5,0.06,0,0
1,0.324656,0.009917,0.5,0.153846,0.5,0.2,0,0,0,1,0,0.21,0,0
1,0.371153,0.02975,0,0.076923,0.375,0.02925,0,0,0,0,0.5,0.12,0.00003,0
1,0.433857,0.852836,0.5,0.692308,1,1,1,1,0.55,0,0.5,0,0.012,1
1,0.296005,0.001587,0,0.461538,0.375,0.002,0,0,0,0,0.5,0,0,0
0,0.538965,0.018247,0.5,0.923077,0.875,0.02075,1,1,0.55,1,0.5,0.22,0.00006,1
