@relation processed_Adult_12

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric

@data
0,0.255451,0.0625,0,0.230769,0.375,0.04386,0,0,0,1,0.5,0.241379,0,0
0,0.193405,0.309464,0.5,0.384615,0.375,0.049649,1,0,0,0,0.5,0.137931,0.0015,1
0,0.149087,0.410714,0,0.230769,0.875,0.105263,0,0,0,1,0.5,0.017241,0.00016,0
1,0.695799,0.017857,0,0.230769,0.875,0.138947,1,0,0,0,0.5,0.155172,0.00314,1
1,0.465343,0.178571,0.5,0.769231,0.875,0.175439,1,1,0.15,1,0.5,0.405172,0,1
0,0.147669,0.053571,0.5,0.615385,0.375,0.030702,0,0,0,1,0.5,0.137931,0,0
0,0.04875,0.019286,0.5,0.538462,0.375,0.061404,0,1,0.025,1,0.5,0.068966,0.00005,0
1,0.698635,0.33625,0.5,0,0,0.505789,1,1,0.275,1,0.5,0.025862,0.003,1
1,0.132955,0.375,0.5,0.769231,0.875,0.046842,1,0,0,0,0.5,0.086207,0,1
1,0.240737,0.041607,0.5,0.230769,0.375,0.017544,1,0,0,0,0,0.241379,0,0
1,0.298351,0.0625,0,0.692308,0.875,0.001404,1,0,0,1,0.5,0.338793,0,1
1,0.361815,0.026786,0.5,0.230769,0.375,0.052632,0,0,0,1,0.5,0.199138,0,0
1,0.395852,0.0625,0,0.538462,0.5,0.008772,1,0,0,1,0.5,0.141379,0.004,0
1,0.124091,0.020893,0,0,0,0,0,0,0,0,0.5,0.086207,0,0
1,0.13136,0.053571,0,0.384615,0.375,0.018947,0,0,0,1,0.5,0.103448,0.00067,0
1,0.354547,0.160714,0.5,1,0.875,0.201754,0,0,0,1,0,0.612931,0,1
1,0.240737,0.053571,0,0.538462,0.375,0.052632,1,0,0,1,0.5,0,0.00225,0
1,0.122496,0.083393,0.5,0.230769,0.375,0.026316,0,0,0,0,0.5,0.155172,0,0
1,0.261478,0.065536,0.5,0.538462,0.875,0.152105,1,0,0,0,0.5,0.224138,0.002,1
1,0.478639,0.18,0.5,0.769231,0.875,0.447368,1,0,0,1,0.5,0.07931,0,1
0,0.146251,0.028214,0,0.769231,0.375,0.052632,1,1,0.05,1,0.5,0.068966,0.004,1
1,0.528807,0.303571,0.5,0.923077,0.875,0.491228,1,1,0.025,1,0.5,0.075862,0.02,1
1,0.019146,0.029821,0.5,0.461538,0.375,0.002982,1,0,0,0,0,0.172414,0,0
1,0.641021,0.357143,0.5,0.153846,0.5,0,1,1,0.275,0,0.5,0,0.01249,1
1,0.344088,0,0.5,0.538462,0.375,0,0,0,0,0,1,0.158621,0,0
0,0.254033,0.016429,0.5,0.230769,0.375,0.018947,1,1,0.1,0,0.5,0.327586,0.005,1
0,0.169828,0.107143,0.5,0.769231,0.875,0.064386,1,1,0.475,0,0.5,0,0.005,1
1,0.206701,0.019286,0.5,0.230769,0,0,0,0,0,0,0.5,0.086207,0,0
1,0.460911,0.044643,0,0.615385,0.375,0.008772,0,0,0,0,0.5,0,0.00195,0
1,0.06045,0.3675,0.5,0,0,0.014561,0,0,0,0,0.5,0.068966,0,0
0,0.147669,0.321429,0.5,0.769231,0.375,0.298246,1,1,0.125,1,0.5,0.103448,0,1
1,0.195001,0.008929,0.5,0.153846,0.5,0,1,0,0,1,0.5,0,0,1
0,0.181705,0.040179,0.5,0.769231,0.375,0.045263,1,1,0.05,0,0.5,0.172414,0,0
0,0.236306,0.108571,0,1,0.875,0.089123,1,1,0.025,0,0.5,0.060345,0,1
0,0.132955,0.011964,0.5,0.769231,0.375,0.026316,0,0,0,0,0,0.137931,0,0
1,0.051587,0.196429,0.5,0.230769,0.375,0.017544,1,0,0,0,0.5,0.068966,0,1
0,0.129941,0.303571,0.5,0.769231,0.375,0.061404,1,1,0.25,0,0.5,0.068966,0.0099,0
0,0.070909,0.306607,0.5,0.923077,0.875,0.026316,1,1,0.175,0,0.5,0.082759,0,1
0,0.116646,0.419643,0.5,0.538462,0.375,0.008772,0,0,0,1,0.5,0.155172,0,0
1,0.290729,0.022321,0.5,0.230769,0.375,0.008772,0,0,0,0,0.5,0.327586,0.0201,0
1,0.106364,0.03125,0,0.538462,0.875,0.008772,0,0,0,0,0.5,0.241379,0.00204,0
0,0.064882,0.340714,0.5,0.384615,0.375,0.002982,1,0,0,0,0.5,0.086207,0,1
0,0.414997,0.178571,0.5,0.923077,0.375,0.473684,1,0,0,1,0.5,0.844828,0,0
1,0.592271,0.007321,0,0.230769,0.375,0.008772,1,1,0.275,0,0.5,0.327586,0.02732,1
1,0.12551,0.321429,0.5,0.384615,0.375,0.002982,0,0,0,0,0.5,0,0,0
1,0.304201,0.089286,0.5,0.538462,0.375,0.04386,0,0,0,1,0.5,0.241379,0,0
0,0.128523,0.401786,0,1,0.875,0.026316,1,1,0.1,0,0.5,0,0.00321,1
1,0.076759,0.342321,0.5,0.384615,0.375,0.027719,0,0,0,0,0.5,0.068966,0.0035,0
0,0.165396,0.08625,0,0.538462,0.375,0,0,0,0,0,0.5,0.103448,0,0
0,0.480057,0.0625,0,0.538462,0.375,0,0,0,0,1,0.5,0.12931,0.00001,0
0,0.719376,0.252857,0.5,0.230769,0.875,0.236842,1,1,0.075,1,0.5,0.086207,0.0005,0
0,0.129941,0.014821,0.5,0.153846,0.375,0.011754,0,0,0,1,0,0.124138,0,0
1,0.395852,0.029821,0.5,0.692308,0.375,0.001404,0,0,0,0,0.5,0.103448,0.00005,0
0,0.137387,0.41375,0.5,0.923077,0.375,0.001404,1,0,0,0,0.5,0.068966,0.01349,1
1,0.645453,0.535714,0.5,0.538462,0.375,0.298246,1,1,0.225,0,0.5,0,0,1
1,0.414997,0.119107,0.5,0.615385,0.375,0.140351,1,1,0.35,0,0.5,0.330172,0.01344,1
1,0.33682,0.3275,0.5,0.538462,0.375,0.157895,1,1,0.3,1,0.5,0,0.00221,1
0,0.149087,0.020893,0,0,0,0.004386,0,0,0,0,0.5,0.103448,0.00087,0
0,0.547952,0.107143,0.5,0.538462,0.375,0.083333,1,1,0.2,1,0.5,0.341379,0.04159,1
1,0.118064,0.055,0.5,0.230769,0.375,0.002982,0,0,0,1,0.5,0.306897,0,0
1,0.243751,0.535714,0.5,0.538462,0.875,0.187193,1,1,0.275,0,0.5,0,0.02283,1
1,0.190569,0.03125,0.5,0.230769,0.375,0.013158,0,1,0.05,1,0.5,0.15,0.00003,0
1,0.515511,0.392857,0,0.076923,0.375,0.052632,1,0,0,0,0,0,0,0
1,0.0975,0.044643,0,0.538462,0.875,0.048246,1,1,0.075,1,0.5,0.12069,0.0021,0
1,0.490339,0.044643,0.5,0.461538,0.375,0.486842,0,1,0.025,1,0.5,0.303448,0.00112,0
1,0.203865,0.096786,0,0.923077,0.375,0.184211,1,1,0.025,0,0.5,0.181897,0,1
1,0.155114,0.053571,0.5,0.076923,0.875,0.065789,1,1,0.15,0,0.5,0.172414,0.00327,1
1,0.292501,0.577321,0.5,0.076923,0.375,0.105263,1,1,0.225,0,0.5,0.215517,0.0073,1
1,0.224428,0.142857,0,0.153846,0.875,0.201754,1,1,0.05,1,0.5,0.064655,0,0
1,0.285056,0.040179,0.5,0,0,0,0,1,0.025,0,0.5,0.082759,0.00019,0
1,0.450452,0.1175,0.5,0.461538,0.375,0.122807,0,0,0,1,0,0.344828,0,0
1,0.017727,0.001429,0.5,0.538462,0.375,0.001404,0,0,0,0,0.5,0,0,1
1,0.21716,0.446429,0.5,0.384615,0.5,0.008772,0,0,0,1,0.5,0.62069,0,0
0,0.811026,0.178571,0.5,0.384615,0.375,0.140351,1,1,0.1,0,0.5,0,0.00099,1
1,0.326361,0.098214,0.5,0.461538,0.375,0.149123,1,1,0.15,0,0.5,0.175862,0,1
0,0.77114,0.159286,0.5,0.769231,0.875,0.106667,1,1,0.15,0,0.5,0.037069,0.0056,1
1,0.144655,0.415179,0,0.615385,0.375,0.029298,1,0,0,1,0.5,0.137931,0.003,1
1,0.10335,0.171071,0,0.615385,0.375,0.078947,1,1,0.025,1,0.5,0.068966,0.003,1
1,0.583407,0.215714,0.5,0.230769,0.375,0.001404,0,0,0,0,0.5,0,0.0269,1
1,0.785854,0.098214,0.5,0.615385,0.375,0.061404,1,1,0.125,1,0.5,0.051724,0.00058,1
0,0.17426,0.440357,0.5,0.923077,0.875,0.122807,1,1,0.15,0,0.5,0.344828,0.00458,1
0,0.546534,0.142857,0.5,0.307692,0.25,0,1,0,0,0,0.5,0.086207,0.0096,1
1,0.205283,0.160714,0,0.538462,0.5,0.087719,0,0,0,0,0.5,0.172414,0.0121,0
1,0.155114,0.02375,0.5,0.538462,0.375,0.005789,0,0,0,0,0.5,0.086207,0,1
1,0.497784,0.107143,0.5,0.769231,0.875,0.210526,1,1,0.275,0,0.5,0.068966,0,1
1,0.140223,0.089286,0.5,0,0,0.002982,0,0,0,1,0.5,0.086207,0.04208,0
1,0.423861,0.214286,0.5,0.461538,0.375,0.045263,1,1,0.125,1,0.5,0.093103,0.01097,1
0,0.320511,0.107143,0,0.384615,0.375,0.070175,0,0,0,0,0.5,0.155172,0,0
0,0.098919,0.369107,0.5,0.923077,0.875,0.011754,1,1,0.025,1,0.5,0.068966,0.0005,1
1,0.122496,0.392857,0.5,0.923077,0.375,0.023333,1,0,0,0,0.5,0.086207,0,1
0,0.468179,0.037143,0.5,0.384615,0.375,0.023333,0,0,0,0,0.5,0.206897,0.00237,0
