@relation processed_Adult_9

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric

@data
0,0.11228,0.234099,0.5,0.384615,0.375,0.009167,0,0,0,0,0.5,0.22449,0.019569,0
1,0.297222,0.193089,0,0.153846,0.5,0.060278,0,0,0,1,0.5,0.489796,0,0
1,0.099951,0.029998,0.5,0.615385,0.375,0.016111,0,1,0.014925,0,0.5,0.428571,0.005538,0
1,0.33421,0.189861,0.5,0.538462,0.5,0.138889,1,1,0.089552,0,0.5,0,0.007182,1
1,0.086306,0.009493,0,0.538462,0.875,0.013889,0,0,0,0,0.5,0.285714,0.003992,0
0,0.223245,0.075945,0,0.692308,0.875,0.111111,0,0,0,0,0.5,0.261224,0.000333,0
0,0.208121,0.063224,0.5,0.769231,0.375,0.134167,1,0,0,1,0.5,0.44898,0,0
1,0.099951,0.297513,0,0.153846,0.5,0.009167,0,0,0,1,0.5,0.187755,0,0
1,0.178037,0.170875,0,0.538462,0.5,0.138889,0,0,0,0,0.5,0.204082,0.023679,0
1,0.441065,0.113917,0.5,0.153846,0.5,0.055556,1,0,0,0,0.5,0,0.003914,0
0,0.561565,0.476172,0.5,0.384615,0.375,0.127222,1,1,0.044776,1,0.5,0.159184,0,1
1,0.33832,0.161382,0.5,0.769231,0.375,0.194444,0,0,0,0,0.5,0.463265,0.000978,0
0,0.269768,0.020505,0.5,0.923077,0.375,0.002222,1,0,0,0,0.5,0.44898,0.218728,1
1,0.539701,1,0,0,0,0,1,0,0,1,0.5,0,0,0
1,0.161598,0.018986,0.5,0.538462,0.375,0.081111,1,1,0.074627,1,0.5,0.318367,0,1
1,0.101266,0.088665,0.5,0.230769,0.375,0.041667,0,0,0,0,0.5,0.183673,0,0
0,0.080717,0.322764,0.5,0.538462,0.375,0.009167,0,0,0,0,0.5,0,0.006869,0
0,0.10817,0.322764,0.5,0.769231,0.375,0.097222,1,1,0.149254,0,0.5,0.081633,0.019374,0
1,0.590334,0.077463,0,0,0,0.083333,0,0,0,0,0.5,0.122449,0.00002,0
1,0.168502,0.031707,0.5,0.923077,0.375,0.064722,0,0,0,0,0.5,0.102041,0,0
1,0.131514,0.025252,0.5,0.538462,0.375,0.009167,0,0,0,0,0.5,0.102041,0,1
1,0.01907,0.124929,0.5,0.153846,0.375,0.018611,0,0,0,1,0.5,0.142857,0.000039,0
1,0.536906,0.24682,0.5,0.769231,0.875,0.333333,1,0,0,1,0.5,0.357143,0,1
1,0.00674,0.155117,0.5,0.153846,0.875,0.023056,0,0,0,1,0.5,0.122449,0,0
1,0.765741,0.484147,0,0.538462,0.875,0.277778,1,0,0,0,0.5,0.114286,0,0
0,0.12461,0.341751,0.5,0.769231,0.375,0.472222,1,1,0.074627,1,0.5,0.122449,0,1
1,0.053428,0.151889,0,0.153846,0.375,0.055556,0,0,0,1,0.5,0.367347,0.019569,0
1,0.242479,0.094931,0.5,0.923077,0.875,0.125,0,0,0,1,0,0.346939,0,0
1,0.279467,0.094931,0.5,0.384615,0.375,0.097222,0,1,0.029851,1,0.5,0.734694,0,0
0,0.028769,0,0,0.307692,0,0,0,0,0,0,0.5,0.087755,0,0
1,0.1205,0.037972,0.5,0.538462,0.375,0.046389,1,0,0,0,0,0.306122,0,1
1,0.280783,0.094931,0,0.615385,0.375,0.388889,0,0,0,1,0.5,0.285714,0,0
1,0.290317,0.012721,0,0.923077,0.375,0.004722,0,0,0,0,0.5,0.183673,0,0
0,0.036988,0.379723,0,0.769231,0.875,0.009167,0,0,0,0,0.5,0.346939,0,0
1,0.158803,0.012721,0.5,0.230769,0.875,0.194444,0,0,0,1,0.5,0.346939,0,0
0,0.32599,0.034745,0.5,0.384615,0.375,0.041667,1,1,0.059701,0,0.5,0,0.030978,1
0,0.161598,0.018986,0.5,0.538462,0.875,0.048611,1,0,0,1,0.5,0.50102,0,1
1,0.154693,0.022024,0.5,0.538462,0.375,0.016111,1,1,0.104478,1,0.5,0.097959,0.100274,1
1,0.436955,0.186634,0,0.615385,0.375,0.175833,1,0,0,1,0.5,0.053061,0.028219,1
1,0.152063,0.132903,0.5,0.923077,0.375,0.034722,1,1,0.104478,0,0.5,0,0.138141,1
1,0.323196,0.028479,0.5,0.230769,0.375,0.083333,0,0,0,1,0.5,0.235714,0,0
1,0.176722,0.102905,0,0.923077,0.375,0.291667,1,1,0.014925,0,0.5,0.215306,0,1
1,0.87539,0.341751,0.5,0,0,0.222222,0,1,0.014925,0,0.5,0.071429,0.000117,0
1,0.66842,0.702487,0.5,0.076923,0.5,0.833333,1,1,0.253731,1,0.5,0,0,1
1,0.11228,0.436681,0.5,0.153846,0.375,0.023056,0,0,0,0,0.5,0,0,0
1,0.058853,0.363964,0.5,0.384615,0.375,0.043889,0,0,0,0,0.5,0.081633,0.006849,0
0,0.530166,0.050693,0.5,0.153846,0.75,0.018611,0,0,0,0,0.5,0,0.002348,0
0,0.557455,0.515853,0.5,0.230769,0.875,0.472222,1,0,0,1,0.5,0,0,1
1,0.152063,0.227834,0.5,0.538462,0.375,0.055556,1,1,0.044776,0,0.5,0,0,1
1,0.160283,0.12341,0.5,0.538462,0.875,0.127222,0,1,0.014925,1,0.5,0.42449,0.000411,0
0,0.049318,0.351244,0,0.538462,0.375,0.055556,1,1,0.059701,1,0.5,0.081633,0.009785,1
1,0.301332,0.113917,0.5,0.923077,0.875,0.411944,1,0,0,1,0.5,0,0,1
0,0.031399,0.417695,0.5,1,0.875,0.055556,1,1,0.164179,0,0.5,0,0.058708,1
1,0.146474,0.104424,0.5,0.538462,0.375,0.125,1,1,0.089552,0,0.5,0.187755,0.011742,1
0,0.282098,0.175622,0.5,0.769231,0.875,0.090278,1,1,0.029851,0,0.5,0,0,1
0,0.078086,0.113917,0.5,0.769231,0.375,0.009167,1,1,0.044776,0,0.5,0.102041,0.000117,1
1,0.658885,0.474654,0.5,0.230769,0.875,0.444444,1,0,0,1,0.5,0.02449,0.039687,1
0,0.809633,0.531612,0.5,0,0,0,1,1,0.164179,1,0.5,0,0.027397,1
