@relation processed_Adult_17

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric

@data
1,0.146825,0.026786,0.5,0.461538,0.375,0.017544,0,0,0,1,0,0.16,0,0
1,0.09,0.258929,0.5,0.461538,0.375,0.001404,0,1,0.014925,0,0.5,0.05,0.000037,0
1,0.230159,0.183036,0.5,1,0.375,0.166667,1,1,0.029851,0,0.5,0.21,0.000262,1
1,0.123016,0.410714,0.5,0.153846,0.375,0.017544,1,0,0,1,0.5,0.05,0.002544,0
0,0.144127,0.081786,0.5,0.769231,0.875,0.080351,1,1,0.104478,1,0.5,0.07,0.089202,1
0,0.265873,0.232143,0.5,0.538462,0.5,0.140351,1,1,0.104478,1,0.5,0,0.114682,1
1,0.365079,0.004464,0,0.538462,0.375,0.052632,0,0,0,1,0.5,0.116,0.004228,1
1,0.205079,0.096786,0,0.923077,0.375,0.184211,1,1,0.014925,0,0.5,0.1055,0,1
1,0.404762,0.339286,0.5,0.461538,0.375,0.22807,1,1,0.208955,0,0.5,0.12,0.172379,1
1,0.222222,0.020893,0,0.923077,0.375,0.008772,1,1,0.029851,0,0.5,0.13,0.018708,1
0,0.150794,0.209821,0.5,0.769231,0.375,0.111228,1,1,0.149254,0,0.5,0.06,0.009167,1
1,0.141587,0.375,0.5,0.769231,0.875,0.046842,1,0,0,0,0.5,0.05,0,1
1,0.374286,0.095179,0.5,0.923077,0.375,0.005789,0,0,0,1,0.5,0,0.018746,0
0,0.154762,0.053571,0.5,0.615385,0.375,0.030702,0,0,0,1,0.5,0.08,0,0
0,0.107143,0.422679,0.5,0.538462,0.875,0.210526,1,0,0,0,0.5,0.17,0,1
0,0.174603,0.446429,0.5,0.384615,0.375,0.052632,1,1,0.179104,1,0.5,0.06,0.021215,1
1,0.093968,0.013393,0.5,0.769231,0.375,0.070175,1,1,0.029851,1,0.5,0.04,0,1
1,0.56873,0.678571,0.5,0,0,0,1,1,0.014925,0,0.5,0.047,0,0
1,0.24873,0.044643,0.5,0.538462,0.875,0.008772,0,1,0.029851,1,0.5,0.2,0.004041,0
1,0.189206,0.446429,0.5,0.923077,0.375,0.042456,1,1,1,1,0.5,0.07,0.009654,1
1,0.120317,0.375,0.5,0.538462,0.375,0.105263,1,0,0,1,0.5,0,0,1
