@relation processed_Adult_6

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric

@data
0,0.160172,0.079545,0,0.538462,0.375,0.00825,0,0,0,0,0.5,0.066,0,0
0,0.449099,0.045455,0.5,0.153846,0.5,0.1125,1,0,0,1,0.5,0,0.003,1
1,0.090129,0,0.5,0.538462,0.375,0,0,0,0,0,1,0.092,0,0
1,0.573562,0.295455,0.5,0.769231,0.875,0.3,1,0,0,1,0.5,0.175,0,1
1,0.190215,0.07,0.5,0.615385,0.375,0.00625,0,0,0,0,0.5,0.05,0,0
1,0.281717,0.034091,0,0.384615,0.375,0.175,0,0,0,1,0.5,0.16,0,0
1,0.213047,0.147727,0,0.769231,0.875,0.25425,0,1,0.029851,1,0.5,0.1845,0.00001,0
1,0.340429,0.113636,0.5,0.153846,0.375,0.05,0,0,0,1,0.5,0.105,0,0
1,0.337511,0.113636,0,0.615385,0.375,0.15,0,0,0,0,0,0.1,0,0
0,0.160172,0.579545,0.5,0.538462,0.5,0.2375,1,1,0.029851,0,0.5,0.0365,0.00444,1
1,0.154506,0.039773,0.5,0.769231,0.375,0.23125,1,1,0.029851,1,0.5,0.26,0.02,1
1,0.144378,0.020909,0,0.615385,0.375,0.13125,1,1,0.089552,1,0.5,0.104,0.00347,0
0,0.839657,0.0075,0.5,0,0,0,1,1,0.014925,0,0.5,0.116,0.001,1
0,0.173047,0.568182,0.5,0.076923,0.375,0.05,0,0,0,1,0.5,0.09,0.01062,0
1,0.316052,0.125,0.5,0.461538,0.375,0.2125,1,1,0.089552,0,0.5,0.102,0,1
1,0.03279,0.011364,0.5,0.769231,0.375,0.01675,0,1,0.059701,0,0.5,0.08,0.00008,0
1,0.110043,0.035909,0,0.923077,0.375,0.03325,0,0,0,0,0.5,0.08,0,0
1,0.152961,0.409091,0.5,0.384615,0.375,0.0125,0,0,0,1,0.5,0,0,0
1,0.344721,0.143864,0.5,1,0.875,0.1875,1,0,0,1,0.5,0.34,0,0
1,0.072961,0.295455,0.5,0.615385,0.875,0.073,1,1,0.104478,0,0.5,0.04,0.02954,1
0,0.074335,0.0075,0.5,0.769231,0.375,0.002,0,0,0,1,0.5,0.19,0,0
1,0.180258,0.100455,0,0.384615,0.375,0.2,1,0,0,0,0.5,0.094,0,0
1,0.331845,0.183636,0,0.153846,0.5,0.425,1,1,0.104478,1,0.5,0.0975,0,1
1,1,0.806818,0.5,0,0,0,1,0,0,1,0.5,0,0,1
1,0,0.318182,0.5,0.692308,0.375,0.05,0,0,0,0,0.5,0.3,0,0
1,0.144378,0.081364,0.5,0.538462,0.375,0.027,0,0,0,1,0.5,0.068,0.00001,0
0,0.061459,0.340909,0.5,0.769231,0.375,0.1355,1,1,0.074627,0,0.5,0.092,0.26726,1
0,0.23176,0.047273,0.5,0.538462,0.375,0.125,1,1,0.074627,1,0.5,0.15,0.0143,1
1,0.407725,0.079545,0.5,0.230769,0.375,0.025,0,0,0,1,0.5,0.15,0.00002,0
0,0.037082,0.431818,0.5,0.384615,0.375,0.0875,0,1,0.149254,1,0.5,0,0.0001,0
1,0.103004,0.011364,0,0.538462,0.875,0.0125,0,0,0,0,0.5,0.14,0.00204,0
1,0.214592,0.625,0.5,0.615385,0.375,0.2875,1,0,0,1,0.5,0.2435,0.005,1
1,0.330472,0.193182,0.5,0.153846,0.5,0.1625,1,1,0.029851,0,0.5,0.137,0.0061,1
1,0.640858,0.295455,0.5,0.230769,0.375,0.3145,1,1,0.223881,0,0.5,0,0.11202,1
1,0.300429,0.25,0.5,0.769231,0.875,0.275,1,1,0.179104,1,0.5,0.204,0.01,1
1,0.266094,0.113636,0.5,0.923077,0.875,0.1125,0,0,0,1,0,0.17,0,0
1,0.224549,0.039773,0.5,0.461538,0.375,0.048,1,1,0.044776,1,0.5,0.198,0,1
1,0.017167,0.001818,0.5,0.538462,0.375,0.002,0,0,0,0,0.5,0,0,1
1,0.323262,0.204545,0.5,0.384615,0.375,0.05,1,0,0,1,0.5,0.12,0,0
1,0.549356,0.265227,0.5,0.615385,0.375,0.275,0,0,0,0,0.5,0.2325,0.0015,0
1,0.500601,0.022727,0.5,0.153846,0.875,0.25,1,0,0,1,0.5,0.16,0,1
0,0.715193,0.193182,0,0,0,0.25,0,0,0,1,0.5,0,0.00004,0
0,0.2503,0.030227,0.5,0.615385,0.375,0.0125,0,0,0,1,0.5,0.15,0,0
1,0.071416,0.496136,0.5,0.538462,0.5,0.02925,0,1,0.029851,1,0.5,0.1,0.00007,0
1,0.198798,0.090909,0.5,0.076923,0.375,0.0375,0,0,0,1,0.5,0.04,0,0
1,0.324635,0.003636,0,0.461538,0.5,0.002,1,1,0.014925,1,0.5,0.14,0.02,1
1,0.403433,0.009545,0.5,0.230769,0.375,0.00425,1,0,0,1,0.5,0.14,0,1
1,0.264549,0.123182,0,0.461538,0.375,0.00625,0,0,0,1,0,0.04,0,0
1,0.426266,0.295455,0.5,0.384615,0.5,0.175,1,1,0.014925,0,0.5,0,0.005,1
1,0.06867,0.431818,0.5,0.615385,0.375,0.075,1,0,0,0,0.5,0.06,0.02206,1
1,0.090129,0.049318,0.5,0.769231,0.375,0.075,0,0,0,0,0.5,0.054,0.00007,0
1,0.128755,0.0075,0.5,0.538462,0.25,0.1125,0,0,0,1,0,0,0,1
1,0.019914,0.125,0.5,0.384615,0.375,0.03325,0,1,0.014925,0,0.5,0.04,0.00021,0
0,0.090129,0.340909,0.5,0.230769,0.375,0.075,1,1,0.014925,0,0.5,0.08,0.00234,1
0,0.230215,0.170455,0.5,0.538462,0.375,0.0125,0,1,0.014925,1,0.5,0.02,0.00154,0
1,0.283262,0.037727,0.5,1,0.375,0.06675,1,1,0.119403,1,0.5,0.1515,0.0329,1
0,0.281545,0.511364,0.5,0,0,0,0,0,0,0,0.5,0.092,0.052,0
0,0.337511,0.056818,0,0.153846,0.875,0.025,0,0,0,1,0.5,0.08,0,0
0,0.164464,0.136364,0.5,0.769231,0.875,0.09175,1,1,0.283582,0,0.5,0,0.005,1
1,0.583691,0.104091,0.5,0,0,0.0145,0,0,0,0,0.5,0.1,0.00003,0
1,0.327554,0.136364,0.5,0.923077,0.875,0.37075,1,0,0,1,0.5,0,0,1
1,0.175966,0.024545,0.5,0.615385,0.375,0.00825,0,1,0.014925,0,0.5,0.136,0.00444,0
1,0.248927,0.064318,0.5,0.615385,0.875,0.0375,1,1,0.014925,0,0.5,0.12,0.001,1
1,0.060086,0.227273,0.5,0.769231,0.375,0.01875,1,1,0.029851,0,0.5,0,0.00038,0
1,0.233133,0.068182,0,0.538462,0.375,0.075,1,0,0,1,0.5,0,0.00225,0
1,0.639485,0.068182,0.5,0.076923,0.375,0.1875,0,0,0,1,0.5,0,0.0035,0
1,0.248927,0.034091,0,0.538462,0.375,0.002,0,0,0,0,0.5,0.12,0,0
0,0.208755,0.075682,0.5,0,0,0,0,0,0,0,0.5,0.17,0.00001,0
0,0.580773,0.068182,0.5,0.307692,0.25,0,1,0,0,1,0.5,0.05,0.00027,0
1,0.2903,0.181818,0,0.923077,0.375,0.075,0,0,0,1,0.5,0.06,0,0
1,0.281545,0.022727,0.5,0.538462,0.5,0.04175,1,0,0,1,0,0.16,0,0
1,0.150215,0.068182,0.5,0.076923,0.875,0.09375,1,1,0.089552,0,0.5,0.1,0.00327,1
1,0.699571,0.522727,0.5,0,0,0.25,1,1,0.074627,0,0.5,0,0.08851,1
1,0.128755,0.115455,0,0.538462,0.875,0.12925,1,0,0,0,0.5,0,0,1
1,0.125837,0.005682,0,0.230769,0.375,0.00625,0,0,0,0,0.5,0.1,0.0007,0
1,0.710901,0.840909,0.5,0.076923,0.5,0.75,1,1,0.253731,1,0.5,0,0,1
0,0.06867,0.026591,0,0.384615,0.375,0.02925,1,0,0,1,0.5,0.08,0,0
0,0.246009,0.090909,0,0.692308,0.875,0.1,0,0,0,0,0.5,0.128,0.00017,0
1,0.300429,0.409091,0,0.615385,0.875,0.2625,1,0,0,1,0.5,0.077,0,1
1,0.276052,0.128864,0.5,0,0,0,0,1,0.074627,0,0.5,0.088,0.00146,0
1,0.058541,0.259545,0.5,0.076923,0.375,0.027,0,0,0,0,0.5,0.06,0,0
1,0.509185,0.318182,0,0.538462,0.375,0.08125,0,0,0,0,0.5,0.08,0.00002,0
1,0.120172,0.026591,0,0,0,0,0,0,0,0,0.5,0.05,0,0
1,0.380429,0.295455,0.5,0.461538,0.875,0.2125,1,1,0.179104,1,0.5,0.0465,0,1
1,0.128755,0.477273,0.5,0.769231,0.875,0.06675,1,0,0,0,0.5,0.05,0,1
1,0.2103,0.568182,0.5,0.384615,0.5,0.0125,0,0,0,1,0.5,0.36,0,0
1,0.06867,0,0,0.461538,0.5,0,0,0,0,1,0,0.25,0.00001,1
0,0.164464,0.621136,0.5,0.769231,0.875,0.075,0,0,0,0,0.5,0.14,0.00001,0
1,0.217339,0.045455,0,0.076923,0.875,0.15,0,0,0,0,0.5,0.088,0.00537,0
1,0.138712,0.045455,0.5,0.538462,0.375,0.04175,1,0,0,0,0,0.15,0,1
0,0.261803,0.0625,0.5,0.615385,0.875,0.002,0,1,0.044776,0,0.5,0,0.00033,0
0,0.157253,0.113636,0,0.153846,0.5,0.225,0,0,0,0,0.5,0.1,0.00456,0
