@relation processed_Adult_7

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric

@data
1,0.069016,0.258929,0.5,0.461538,0.375,0.001404,0,1,0.014925,0,0.5,0.119048,0.00002,0
0,0.338259,0.035714,0.5,0.538462,0.375,0.070175,1,1,0.164179,0,0.5,0,0.00912,1
1,0.17051,0.078929,0,0.384615,0.375,0.140351,1,0,0,0,0.5,0.22381,0,0
1,0.31796,0.089286,0.5,0.923077,0.5,0.017544,0,0,0,0,0.5,0.414286,0,0
0,0.095973,0.178571,0,0,0,0,0,0,0,0,0.5,0,0,0
1,0.235466,0.050536,0.5,0.615385,0.875,0.026316,1,1,0.014925,0,0.5,0.285714,0.002,1
1,0.135271,0.113036,0,0.230769,0.375,0.014561,0,1,0.014925,1,0.5,0.333333,0.0016,0
1,0.15963,0.446429,0.5,0.384615,0.375,0.105263,1,0,0,1,0,0.02381,0,1
0,0.058136,0.267857,0.5,0.769231,0.375,0.095088,1,1,0.074627,0,0.5,0.219048,0.53452,1
0,0.324781,0.133929,0.5,0,0,0,0,1,0.089552,0,0.5,0,0.004,0
1,0.181228,0.464286,0.5,0.692308,0.125,0,0,0,0,1,0.5,0.166667,0.0222,0
1,0.045956,0.005893,0.5,0.769231,0.75,0.007368,0,0,0,0,0.5,0.238095,0.0008,1
0,0.039136,0.321429,0.5,0.384615,0.375,0.048246,1,0,0,1,0.5,0,0,1
0,0.106853,0.419643,0.5,0.538462,0.375,0.008772,0,0,0,1,0.5,0.214286,0,0
1,0.055375,0.203929,0.5,0.076923,0.375,0.018947,0,0,0,0,0.5,0.142857,0,0
1,0.067554,0.389821,0.5,0.538462,0.5,0.020526,0,1,0.029851,1,0.5,0.238095,0.00014,0
1,0.449172,0.044643,0.5,0.461538,0.375,0.486842,0,1,0.014925,1,0.5,0.419048,0.00224,0
1,0.128451,0.089286,0.5,0,0,0.002982,0,0,0,1,0.5,0.119048,0.08416,0
1,0.033777,0.107143,0.5,0.230769,0.375,0.001404,0,0,0,1,0.5,0.190476,0.0008,0
1,0.095973,0.360179,0,0.692308,0.875,0.04386,0,0,0,0,0.5,0.309524,0,0
1,0.16239,0.125,0.5,0.923077,0.375,0.02193,1,1,0.104478,0,0.5,0,0.14118,1
1,0.121793,0.056607,0,0.615385,0.375,0.108246,1,1,0.089552,0,0.5,0.095238,0,1
1,1,0.796071,0.5,0.692308,1,0.447368,1,1,0.014925,1,0.5,0,0.00218,1
1,0.120331,0.053571,0,0.384615,0.375,0.018947,0,0,0,1,0.5,0.142857,0.00134,0
1,0.853849,0.196429,0.5,0.692308,1,0.45614,1,1,0.014925,1,0.5,0,0,1
0,0.293602,0.089286,0,0.538462,0.375,0.087719,0,0,0,1,0.5,0,0.00004,0
1,0.152809,0.446429,0.5,0.615385,0.375,0.030702,1,0,0,1,0.5,0.309524,0,0
1,0.112212,0.409286,0.5,0.230769,0.375,0.055614,0,0,0,1,0.5,0.119048,0.02424,0
0,0.236765,0.02375,0.5,0.615385,0.375,0.008772,0,0,0,1,0.5,0.357143,0,0
1,0.391036,0.339286,0.5,0.461538,0.375,0.22807,1,1,0.208955,0,0.5,0.285714,0.09214,1
1,0.112212,0.392857,0.5,0.923077,0.375,0.023333,1,0,0,0,0.5,0.119048,0,1
1,0.217766,0.129464,0.5,0.384615,0.375,0.008772,0,0,0,1,0.5,0.119048,0,0
1,0.16239,0.214286,0.5,0.538462,0.375,0.035088,1,1,0.044776,0,0.5,0,0,1
1,0.132511,0.415179,0,0.615385,0.375,0.029298,1,0,0,1,0.5,0.190476,0.006,1
1,0.438454,0.18,0.5,0.769231,0.875,0.447368,1,0,0,1,0.5,0.109524,0,1
1,0.349139,0.071429,0.5,0.153846,0.375,0.008772,0,0,0,1,0.5,0.263095,0,0
1,0.277363,0.005893,0,0.538462,0.875,0.114035,1,1,0.014925,1,0.5,0.514286,0.16,1
1,0.142092,0.053571,0.5,0.076923,0.875,0.065789,1,1,0.089552,0,0.5,0.238095,0.00654,1
1,0.175869,0.035714,0.5,0.769231,0.375,0.061404,1,0,0,1,0.5,0.333333,0,1
0,0.202988,0.072857,0.5,0.615385,0.375,0.008772,0,0,0,1,0.5,0.214286,0.001,0
1,0.120331,0.358571,0.5,1,0.375,0.001404,1,1,0.134328,0,0.5,0.071429,0.00792,1
1,0.069016,0.053571,0,0.923077,0.375,0.070175,1,0,0,1,0.5,0.119048,0.0004,0
0,0.14469,0.017857,0.5,0.769231,0.875,0.04386,1,1,0.014925,0,0.5,0,0.01356,1
1,0.17051,0.446429,0.5,0.923077,0.375,0.042456,1,1,1,1,0.5,0.166667,0.00516,1
1,0.064956,0.339286,0.5,0.615385,0.375,0.052632,1,0,0,0,0.5,0.142857,0.04412,1
1,0.401916,0.178571,0.5,0.153846,0.5,0.007368,0,0,0,0,0.5,0.654762,0,0
1,0.082494,0.355714,0.5,0.692308,0.125,0,1,0,0,0,0.5,0,0,1
0,0.178629,0.071429,0.5,0.307692,0.25,0,0,0,0,1,0.5,0.328571,0.00002,0
1,0.086554,0.08625,0.5,0.538462,0.375,0.070175,1,1,0.164179,1,0.5,0.238095,0.06,1
1,0.100032,0.375,0.5,0.538462,0.375,0.105263,1,0,0,1,0.5,0,0,1
1,0.17051,0.116071,0.5,0.538462,0.875,0.080351,0,1,0.014925,1,0.5,0.495238,0.00042,0
0,0.079734,0.044643,0.5,0.538462,0.375,0,0,0,0,0,0.5,0,0,0
1,0.47353,0.017857,0.5,0.153846,0.875,0.175439,1,0,0,1,0.5,0.380952,0,1
0,0.018837,0.0075,0.5,0.384615,0.375,0.004386,0,0,0,0,0.5,0.238095,0.00002,0
0,0.319259,0.044643,0,0.153846,0.875,0.017544,0,0,0,1,0.5,0.190476,0,0
0,0.15963,0.03125,0.5,1,0.875,0.036491,1,0,0,1,0.5,0.190476,0.1172,1
1,0.300422,0.044643,0.5,0.615385,0.375,0.040877,0,0,0,0,0.5,0.142857,0,0
1,0.254303,0,0.5,0.615385,0.375,0.04386,1,1,0.014925,0,0.5,0.240476,0,1
0,0.012179,0.102679,0.5,0.769231,0.375,0.002982,0,0,0,0,0.5,0.142857,0,0
1,0.535888,0.125,0.5,0.384615,0.375,0.122807,1,0,0,0,0,0.27381,0,1
1,0.160929,0.061071,0.5,1,0.375,0.058421,1,1,0.014925,1,0.5,0.470238,0.0004,1
1,0.018837,0.098214,0.5,0.384615,0.375,0.023333,0,1,0.014925,0,0.5,0.095238,0.00042,0
