@relation WDVG1_1

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric

@data
0.530488,0.524286,0.409195,0.517014,0.296593,0.297955,0.090993,0.075026,0.459759,0.400673,0.573293,0.568409,0.761376,0.777451,0.428571,0.581567,0.585987,0.760171,0.603198,0.490446,0.512041,2
0.5,0.781429,0.806897,0.510428,0.504008,0.529698,0.420956,0.612539,0.802817,0.818182,0.534137,0.665184,0.500555,0.376471,0.357143,0.426728,0.210191,0.566381,0.494186,0.522293,0.693283,1
0.318598,0.525714,0.506897,0.319429,0.360721,0.320351,0.144301,0.27852,0.22837,0.262626,0.331325,0.472747,0.569367,0.960784,0.823214,0.734562,0.770701,0.572805,0.680233,0.66242,0.409379,2
0.580793,0.567143,0.645977,0.663008,0.639279,0.50925,0.506434,0.427544,0.375252,0.391695,0.319277,0.51168,0.45727,0.696078,0.592857,0.458986,0.585987,0.448608,0.478198,0.528662,0.741445,0
0.6875,0.492857,0.633333,0.546652,0.738477,0.599805,0.411765,0.416238,0.575453,0.395062,0.441767,0.579533,0.354051,0.414706,0.453571,0.719816,0.393843,0.592077,0.622093,0.459873,0.458809,0
0.29878,0.481429,0.51954,0.616905,0.368737,0.395326,0.481618,0.299075,0.300805,0.103255,0.412651,0.51168,0.538291,0.507843,0.391071,0.635023,0.70913,0.646681,0.757267,0.631847,0.449937,0
0.536585,0.647143,0.573563,0.580681,0.675351,0.513145,0.641544,0.647482,0.626761,0.418631,0.193775,0.414905,0.08768,0.495098,0.265179,0.338249,0.505308,0.593148,0.473837,0.559236,0.38403,0
0.765244,0.475714,0.345977,0.435785,0.329659,0.368062,0.226103,0.410072,0.504024,0.371493,0.576305,0.382647,0.704772,0.903922,0.725893,0.492166,0.502123,0.663812,0.603198,0.552866,0.380228,2
0.10061,0.138571,0.636782,0.472009,0.541082,0.649464,0.669118,0.509764,0.290744,0.624018,0.368474,0.627364,0.473918,0.311765,0.502679,0.546544,0.422505,0.494647,0.549419,0.48535,0.762991,0
0.602134,0.582857,0.736782,0.860593,0.764529,0.665044,0.830882,0.729702,0.623742,0.790123,0.412651,0.354839,0.254162,0.20098,0.233036,0.125346,0.273885,0.468951,0.338663,0.424204,0.61597,1
0.559451,0.392857,0.36092,0.210757,0.386774,0.302824,0.336397,0.400822,0.415493,0.570146,0.833333,0.718576,0.72919,0.657843,0.441071,0.495853,0.548832,0.466809,0.876453,0.378344,0.365019,2
0.560976,0.57,0.386207,0.387486,0.277555,0.381694,0.261029,0.492292,0.495976,0.485971,0.773092,0.938821,0.54384,0.523529,0.483036,0.362212,0.409766,0.511777,0.594477,0.733758,0.466413,2
0.507622,0.325714,0.426437,0.51921,0.463928,0.386563,0.371324,0.337102,0.242455,0.170595,0.468876,0.483871,0.614872,0.80098,0.640179,0.490323,0.52017,0.591006,0.668605,0.585987,0.418251,0
0.48628,0.624286,0.554023,0.774973,0.651303,0.580331,0.588235,0.643371,0.461771,0.430976,0.252008,0.182425,0.317425,0.3,0.425893,0.289401,0.519108,0.40257,0.661337,0.425478,0.31052,0
0.54878,0.664286,0.63908,0.603732,0.659319,0.824732,0.535846,0.73073,0.518109,0.611672,0.475904,0.332592,0.480577,0.242157,0.09375,0.423041,0.259023,0.506424,0.229651,0.467516,0.26616,1
0.324695,0.415714,0.586207,0.610318,0.408818,0.225901,0.432904,0.34224,0.155936,0.156004,0.14759,0.448276,0.54495,0.621569,0.592857,0.769585,0.646497,0.811563,0.428779,0.638217,0.61597,0
