@relation WDVG1_14

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric

@data
0.364055,0.713669,0.485488,0.302184,0.745491,0.731282,0.677311,0.695198,0.666309,0.453291,0.23055,0.292629,0.406215,0.19574,0.378182,0.451613,0.383481,0.536842,0.536446,0.546229,0.628352,0
0.236559,0.838849,0.631926,0.542476,0.47495,0.72,0.531933,0.688935,0.64485,0.320594,0.363378,0.360836,0.407325,0.509128,0.276364,0.228571,0.212389,0.312281,0.392938,0.317518,0.472542,1
0.434716,0.658993,0.597625,0.695388,0.618236,0.611282,0.723529,0.778706,0.639485,0.525478,0.446869,0.575358,0.659267,0.440162,0.176364,0.312442,0.25762,0.424561,0.144647,0.50365,0.564496,1
0.384025,0.398561,0.472296,0.553398,0.299599,0.366154,0.327731,0.351775,0.560086,0.356688,0.652751,0.638064,0.752497,0.567951,0.611818,0.56682,0.496559,0.562573,0.420273,0.495134,0.633461,2
0.772657,0.530935,0.667546,0.648058,0.761523,0.654359,0.82521,0.841336,0.771459,0.514862,0.537951,0.209021,0.124306,0.293103,0.27,0.396313,0.492625,0.45731,0.447608,0.447689,0.694764,1
0.494624,0.297842,0.337731,0.490291,0.405812,0.290256,0.3,0.454071,0.284335,0.542463,0.406072,0.551155,0.82131,0.662272,0.776364,0.692166,0.708948,0.707602,0.73918,0.636253,0.503193,0
0.525346,0.326619,0.356201,0.457524,0.45992,0.550769,0.460504,0.786013,0.674893,0.773885,0.703036,0.716172,0.581576,0.469574,0.411818,0.351152,0.39528,0.345029,0.34738,0.541363,0.491699,1
0.665131,0.538129,0.529024,0.519417,0.522044,0.459487,0.352101,0.216075,0.415236,0.303609,0.388994,0.585259,0.36071,0.741379,0.618182,0.646083,0.562439,0.669006,0.399772,0.610706,0.628352,0
0.55914,0.745324,0.426121,0.567961,0.427856,0.604103,0.553782,0.667015,0.773605,0.514862,0.449715,0.760176,0.394007,0.403651,0.264545,0.384332,0.317601,0.226901,0.504556,0.417275,0.742018,1
0.387097,0.466187,0.494723,0.384709,0.361723,0.429744,0.307563,0.183716,0.47103,0.401274,0.329222,0.610561,0.73141,0.713996,0.767273,0.929954,0.651917,0.610526,0.679954,0.523114,0.55811,2
0.407066,0.536691,0.840369,0.395631,0.40982,0.458462,0.448739,0.340292,0.42382,0.340764,0.370019,0.315732,0.489456,0.666329,0.646364,0.703226,0.715831,0.699415,0.485194,0.710462,0.43295,0
0.35023,0.303597,0.352243,0.416262,0.710421,0.660513,0.638655,0.542797,0.457082,0.29724,0.281784,0.531353,0.374029,0.237323,0.360909,0.552995,0.448378,0.366082,0.446469,0.5,0.505747,0
0.353303,0.18705,0.490765,0.242718,0.430862,0.26359,0.231092,0.134656,0.366953,0.336518,0.1926,0.580858,0.685905,0.768763,0.776364,0.658986,0.836775,0.580117,0.469248,0.627737,0.431673,2
0.486943,0.376978,0.55409,0.428398,0.569138,0.497436,0.573109,0.507307,0.73927,0.860934,0.850095,0.679868,0.81798,0.563895,0.354545,0.346544,0.312684,0.426901,0.345103,0.428224,0.692209,1
0.463902,0.676259,0.257256,0.658981,0.398798,0.346667,0.240336,0.246347,0.41309,0.483015,0.259962,0.772277,0.573807,0.517241,0.509091,0.548387,0.459194,0.57193,0.523918,0.560827,0.44189,2
0.322581,0.541007,0.300792,0.375,0.308617,0.266667,0.467227,0.379958,0.296137,0.345011,0.527514,0.60176,0.695893,0.528398,0.55,0.614747,0.589971,0.647953,0.512528,0.523114,0.418902,2
0.376344,0.497842,0.485488,0.34466,0.487976,0.478974,0.612605,0.577244,0.79721,0.771762,0.632827,0.59956,0.652608,0.372211,0.347273,0.259908,0.616519,0.335673,0.379271,0.403893,0.478927,1
0.422427,0.469065,0.831135,0.571602,0.624248,0.533333,0.419328,0.490605,0.571888,0.329087,0.240987,0.278328,0.621532,0.264706,0.349091,0.552995,0.599803,0.626901,0.545558,0.536496,0.770115,0
0.422427,0.551079,0.572559,0.615291,0.514028,0.674872,0.690756,0.32881,0.758584,0.607219,0.505693,0.333333,0.416204,0.362069,0.473636,0.468203,0.406096,0.311111,0.547836,0.444039,0.514687,0
0.354839,0.384173,0.332454,0.622573,0.267535,0.290256,0.560504,0.489562,0.657725,0.749469,0.688805,0.832783,0.479467,0.564909,0.465455,0.499539,0.513274,0.327485,0.40205,0.507299,0.269476,2
0.43318,0.607194,0.463061,0.565534,0.442886,0.643077,0.689076,0.614823,0.737124,0.826964,0.468691,0.434543,0.411765,0.591278,0.428182,0.208295,0.271386,0.477193,0.495444,0.183698,0.669221,1
0.678955,0.356835,0.514512,0.576456,0.38477,0.304615,0.301681,0.353862,0.270386,0.401274,0.43074,0.425743,0.702553,0.72211,0.71,0.793548,0.60177,0.500585,0.784738,0.412409,0.501916,0
0.537634,0.45036,0.233509,0.404126,0.38477,0.374359,0.317647,0.631524,0.603004,0.750531,0.724858,0.715072,0.605993,0.445233,0.316364,0.401843,0.317601,0.536842,0.359909,0.344282,0.36143,2
0.497696,0.553957,0.390501,0.521845,0.54509,0.735385,0.693277,0.451983,0.732833,0.561571,0.388046,0.365237,0.340733,0.147059,0,0.303226,0.254671,0.556725,0.395216,0.221411,0.510856,1
0.310292,0.352518,0.440633,0.521845,0.230461,0.262564,0.361345,0.346555,0.454936,0.487261,0.433586,0.568757,0.481687,0.659229,0.673636,0.632258,0.636185,0.568421,0.612756,0.611922,0.440613,2
0.603687,0.339568,0.403694,0.298544,0.423848,0.338462,0.640336,0.451983,0.600858,0.68259,0.645161,0.742574,0.508324,0.607505,0.334545,0.474654,0.348083,0.477193,0.420273,0.36253,0.664112,1
0.579109,0.469065,0.717678,0.582524,0.473948,0.638974,0.582353,0.682672,0.859442,0.442675,0.448767,0.49945,0.471698,0.21501,0.177273,0.232258,0.437561,0.415205,0.52164,0.341849,0.607918,1
0.511521,0.591367,0.406332,0.449029,0.225451,0.482051,0.569748,0.605428,0.666309,0.908705,0.809298,0.678768,0.425083,0.558824,0.485455,0.277419,0.289086,0.388304,0.288155,0.53528,0.500639,1
