@relation WDVG1_2

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric

@data
0.418045,0.625526,0.614689,0.433213,0.592184,0.37551,0.460265,0.64924,0.420886,0.381257,0.14611,0.410913,0.388724,0.561765,0.37693,0.535104,0.362878,0.439766,0.538745,0.475989,0.319484,0
0.445113,0.370266,0.532203,0.410349,0.238477,0.385714,0.248344,0.355513,0.584388,0.370607,0.332068,0.582405,0.597428,0.652941,0.71208,0.611006,0.688217,0.577778,0.567036,0.562147,0.654728,2
0.544361,0.318373,0.385311,0.257521,0.279559,0.478571,0.464404,0.607414,0.543249,0.772098,0.634725,0.502227,0.547972,0.570588,0.514078,0.482922,0.493222,0.532164,0.514145,0.721751,0.544413,2
0.198496,0.57784,0.363842,0.487365,0.47996,0.189796,0.335265,0.398289,0.5327,0.342918,0.575901,0.487751,0.779426,0.766667,0.601272,0.435484,0.705944,0.465497,0.583026,0.357345,0.415473,2
0.610526,0.253857,0.461017,0.515042,0.341683,0.191837,0.141556,0.26616,0.281646,0.401491,0.354839,0.640312,0.610287,0.821569,0.742053,0.748577,0.83316,0.763743,0.675277,0.357345,0.719198,2
0.628571,0.813464,0.559322,0.397112,0.611222,0.478571,0.427152,0.671103,0.350211,0.302449,0.434535,0.42539,0.453017,0.582353,0.636694,0.50759,0.477581,0.481871,0.579336,0.471751,0.641834,0
0.798496,0.252454,0.505085,0.200963,0.225451,0.508163,0.375828,0.789924,0.690928,0.71885,0.755218,0.935412,0.604352,0.592157,0.392371,0.358634,0.274244,0.08655,0.333333,0.180791,0.353868,1
0.592481,0.363254,0.769492,0.77858,0.767535,0.739796,0.791391,0.609316,0.57173,0.646432,0.416509,0.516704,0.110781,0.255882,0.165304,0.275142,0.333681,0.271345,0.202952,0.532486,0.535817,0
0.765414,0.558205,0.280226,0.394705,0.348697,0.269388,0.536424,0.402091,0.725738,0.546326,0.611006,0.660356,0.736894,0.616667,0.407811,0.562619,0.405631,0.54386,0.416974,0.49435,0.600287,2
0.712782,0.576438,0.505085,0.537906,0.597194,0.809184,0.69702,0.704373,0.731013,0.469649,0.451613,0.560134,0.297725,0.381373,0.17257,0.313093,0.409802,0.438596,0.274293,0.810734,0.425501,0
0.37594,0.551192,0.483616,0.459687,0.407816,0.530612,0.437086,0.4173,0.189873,0.388711,0.370968,0.389755,0.65183,0.630392,0.553134,0.629032,0.520334,0.698246,0.450185,0.464689,0.461318,0
0.368421,0.328191,0.60113,0.200963,0.503006,0.32551,0.388245,0.310837,0.483122,0.412141,0.530361,0.52784,0.67458,0.642157,0.516803,0.734345,0.524505,0.635088,0.323493,0.526836,0.538682,2
0.583459,0.611501,0.320904,0.423586,0.271543,0.360204,0.339404,0.595057,0.727848,0.372737,0.458254,0.660356,0.616222,0.659804,0.396912,0.493359,0.379562,0.388304,0.477245,0.539548,0.32808,2
0.658647,0.580645,0.699435,0.580024,0.512024,0.692857,0.642384,0.713878,0.726793,0.72737,0.434535,0.231626,0.383778,0.270588,0.149864,0.303605,0.309698,0.368421,0.337023,0.566384,0.404011,1
0.673684,0.45021,0.374011,0.340554,0.262525,0.380612,0.249172,0.38308,0.457806,0.261981,0.560721,0.628062,0.739862,0.67549,0.709355,0.417457,0.537018,0.667836,0.685117,0.468927,0.353868,2
0.487218,0.542777,0.732203,0.476534,0.39479,0.430612,0.549669,0.568441,0.353376,0.793397,0.586338,0.326281,0.454006,0.455882,0.341508,0.272296,0.314911,0.31462,0.432964,0.477401,0.637536,1
0.204511,0.664797,0.642938,0.529483,0.665331,0.453061,0.600166,0.44962,0.411392,0.367412,0.416509,0.443207,0.470821,0.557843,0.568574,0.648956,0.511992,0.473684,0.377614,0.531073,0.548711,0
0.58797,0.409537,0.717514,0.471721,0.082164,0.329592,0.202815,0.423004,0.331224,0.483493,0.440228,0.554566,0.632047,0.65098,0.742961,0.678368,0.648592,0.492398,0.423124,0.518362,0.687679,2
0.790977,0.453015,0.575141,0.216606,0.191383,0.282653,0.418046,0.438213,0.794304,0.764643,0.732448,0.699332,0.705242,0.663725,0.349682,0.23814,0.298227,0.443275,0.334563,0.563559,0.577364,2
0.103759,0.443198,0.431638,0.441637,0.360721,0.394898,0.404801,0.526616,0.140295,0.085197,0.474383,0.554566,0.623145,0.860784,0.578565,0.882353,0.642336,0.596491,0.487085,0.884181,0.830946,0
0.754887,0.402525,0.510734,0.416366,0.235471,0.57551,0.400662,0.282319,0.486287,0.27263,0.380455,0.387528,0.602374,0.761765,0.720254,0.849146,0.564129,0.817544,0.546125,0.625706,0.442693,0
0.566917,0.525947,0.383051,0.45006,0.420842,0.209184,0.346026,0.106464,0.313291,0.242812,0.36148,0.489978,0.711177,0.717647,0.648501,0.851044,0.651721,0.888889,0.560886,0.570621,0.691977,0
0.464662,0.467041,0.479096,0.275572,0.332665,0.326531,0.315397,0.239544,0.412447,0.392971,0.448767,0.467706,0.766568,0.584314,0.680291,0.50759,0.569343,0.708772,0.415744,0.519774,0.584527,2
0.335338,0.528752,0.516384,0.376655,0.711423,0.454082,0.505795,0.576996,0.513713,0.802982,0.465844,0.523385,0.509397,0.488235,0.340599,0.259013,0.291971,0.521637,0.415744,0.425141,0.541547,1
0.669173,0.500701,0.458757,0.31769,0.423848,0.288776,0.173013,0.423004,0.404008,0.551651,0.656546,0.562361,0.543027,0.597059,0.569482,0.675522,0.542231,0.582456,0.428044,0.957627,0.608883,2
0.520301,0.573633,0.588701,0.534296,0.634269,0.664286,0.745033,0.84981,0.687764,0.666667,0.324478,0.298441,0.240356,0.432353,0.367847,0.344402,0.229406,0.529825,0.302583,0.443503,0.932665,1
0.657143,0.633941,0.544633,0.487365,0.413828,0.502041,0.519868,0.234791,0.21308,0.113951,0.16888,0.544543,0.560831,0.641176,0.601272,0.66129,0.602711,0.619883,0.478475,0.444915,0.845272,0
0.427068,0.56662,0.317514,0.330927,0.308617,0.39898,0.441225,0.505703,0.804852,0.5836,0.417457,0.442094,0.71909,0.645098,0.423252,0.527514,0.455683,0.54386,0.528905,0.456215,0.631805,2
0.4,0.462833,0.441808,0.269555,0.393788,0.539796,0.350993,0.392586,0.765823,0.518637,0.555028,0.622494,0.671612,0.670588,0.447775,0.487666,0.265902,0.052632,0.380074,0.289548,0.617479,1
0.529323,0.56662,0.664407,0.503008,0.47996,0.565306,0.694536,0.773764,0.620253,0.513312,0.586338,0.253898,0.413452,0.47451,0.356948,0.351044,0.313869,0.261988,0.184502,0.426554,0.737822,1
0.669173,0.709677,0.60791,0.5716,0.43487,0.581633,0.706126,0.655894,0.618143,0.574015,0.537002,0.591314,0.665678,0.468627,0.366031,0.335863,0.377477,0.405848,0.372694,0.473164,0.769341,1
0.526316,0.447405,0.572881,0.33574,0.754509,0.82449,0.721854,0.742395,0.429325,0.521832,0.397533,0.25167,0.417409,0.083333,0.177112,0.475332,0.453597,0.411696,0.493235,0.274011,0.746418,0
0.478195,0.377279,0.305085,0.356197,0.534068,0.430612,0.391556,0.481939,0.914557,0.576145,0.735294,0.712695,0.695351,0.665686,0.417802,0.341556,0.319082,0.259649,0.618696,0.416667,0.474212,2
0.521805,0.539972,0.618079,0.370638,0.228457,0.227551,0.424669,0.376426,0.332278,0.382322,0.620493,0.67706,0.74184,0.60098,0.584015,0.629981,0.21585,0.504094,0.462485,0.587571,0.535817,2
