@relation Blood_3

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric

@data
0.135135,0.088889,0.088889,0.375,0
0.054054,0,0,0.020833,0
0.027027,0.111111,0.111111,0.135417,1
0.283784,0.044444,0.044444,0.395833,0
0.054054,0.044444,0.044444,0.229167,0
0.283784,0,0,0.197917,0
0.054054,0.111111,0.111111,0.40625,1
0.054054,0.222222,0.222222,0.270833,0
0.054054,0.022222,0.022222,0.520833,0
0.027027,0.955556,0.955556,1,0
0.108108,0.311111,0.311111,0.78125,0
0.027027,0.222222,0.222222,0.458333,0
0.054054,0.022222,0.022222,0.020833,0
0.027027,0.022222,0.022222,0,0
0.054054,0,0,0.020833,0
0.027027,0.444444,0.444444,0.520833,1
0.310811,0.022222,0.022222,0.375,0
0.310811,0.044444,0.044444,0.34375,0
0.054054,0.022222,0.022222,0.020833,0
0.202703,0.088889,0.088889,0.322917,0
0.283784,0,0,0.197917,0
0.081081,0.044444,0.044444,0.125,0
0.027027,0.044444,0.044444,0.760417,1
0.121622,0.022222,0.022222,0.520833,0
0.310811,0.022222,0.022222,0.270833,0
0.027027,0,0,0,0
0.148649,0.222222,0.222222,0.416667,0
0.054054,0,0,0.020833,1
0.283784,0,0,0.197917,0
0.040541,0.2,0.2,0.322917,1
0.027027,0,0,0,0
0.027027,0.022222,0.022222,0.125,0
0.189189,0.155556,0.155556,0.25,0
0.148649,0.022222,0.022222,0.197917,0
0.175676,0.155556,0.155556,0.25,0
0.054054,0.333333,0.333333,0.708333,1
0.148649,0.133333,0.133333,0.625,1
0.148649,0.022222,0.022222,0.09375,0
0.310811,0.044444,0.044444,0.270833,0
0.189189,0.022222,0.022222,0.145833,0
0.027027,0.088889,0.088889,0.333333,0
0.135135,0.155556,0.155556,0.385417,0
0.283784,0,0,0.197917,0
0.148649,0.022222,0.022222,0.25,0
0.054054,0.088889,0.088889,0.21875,0
0.027027,0.044444,0.044444,0.072917,1
0.121622,0.177778,0.177778,0.375,0
0.054054,0.355556,0.355556,0.71875,1
0.054054,0.333333,0.333333,1,1
0.027027,0,0,0,0
0.027027,0.111111,0.111111,0.208333,1
0.027027,0.022222,0.022222,0.020833,0
0.148649,0.066667,0.066667,0.145833,1
0.189189,0.022222,0.022222,0.125,0
0.216216,0.044444,0.044444,0.34375,0
0.054054,0.111111,0.111111,0.21875,1
0.054054,0.088889,0.088889,0.21875,1
0.243243,0.155556,0.155556,0.96875,0
0.054054,0.088889,0.088889,0.322917,1
0.054054,0.088889,0.088889,0.145833,1
0.189189,0,0,0.125,0
0.310811,0.044444,0.044444,0.40625,0
0.283784,0.044444,0.044444,0.645833,0
0.054054,0.022222,0.022222,0.59375,0
0.054054,0.266667,0.266667,0.385417,1
0.027027,0.088889,0.088889,0.145833,0
0.310811,0,0,0.21875,0
0.283784,0,0,0.197917,0
0.108108,0.155556,0.155556,0.520833,1
0.054054,0.044444,0.044444,0.239583,1
0.054054,0.022222,0.022222,0.020833,1
0.189189,0.066667,0.066667,0.291667,0
0.054054,0.111111,0.111111,0.125,0
0.054054,0,0,0.020833,1
0.310811,0.066667,0.066667,0.520833,0
0.054054,0.111111,0.111111,0.520833,0
0.054054,0.222222,0.222222,0.791667,0
0.148649,0.088889,0.088889,0.322917,0
0.351351,0.088889,0.088889,0.489583,1
0.216216,0.044444,0.044444,0.197917,0
0.027027,0,0,0,0
0.027027,0.066667,0.066667,0.427083,0
0.148649,0.155556,0.155556,0.520833,1
0.094595,0.288889,0.288889,0.479167,0
0.108108,0.022222,0.022222,0.145833,0
0.067568,0.222222,0.222222,0.760417,0
0.027027,0.066667,0.066667,0.21875,0
0.027027,0.244444,0.244444,0.46875,1
0.027027,0,0,0,1
0.054054,0.088889,0.088889,0.458333,0
0.189189,0.377778,0.377778,0.791667,0
0.054054,0.711111,0.711111,1,1
0.189189,0.066667,0.066667,0.270833,1
0.148649,0.022222,0.022222,0.520833,0
0.310811,0,0,0.21875,0
0.054054,0.044444,0.044444,0.333333,0
0.027027,0.2,0.2,0.270833,1
0.216216,0.288889,0.288889,0.84375,0
0.216216,0.311111,0.311111,0.885417,0
0.027027,0,0,0,0
0.148649,0,0,0.09375,0
0.027027,0,0,0,0
0.148649,0.044444,0.044444,0.364583,0
0.310811,0.155556,0.155556,0.645833,0
0.054054,0.155556,0.155556,0.270833,0
0.175676,0.044444,0.044444,0.145833,0
0.189189,0.066667,0.066667,0.25,0
0.189189,0.066667,0.066667,0.572917,0
0.148649,0.022222,0.022222,0.15625,0
0.216216,0.066667,0.066667,0.21875,0
0.148649,0.066667,0.066667,0.583333,0
0.283784,0.022222,0.022222,0.34375,0
0.054054,0.155556,0.155556,0.479167,1
0.094595,0.022222,0.022222,0.145833,0
0.148649,0.088889,0.088889,0.166667,0
0.027027,0,0,0,0
0.216216,0,0,0.145833,0
0.054054,0.111111,0.111111,0.34375,0
0.216216,0.066667,0.066667,0.322917,0
0.189189,0.088889,0.088889,0.645833,0
0.216216,0.222222,0.222222,0.395833,0
0.013514,0.133333,0.133333,0.572917,0
0.513514,0,0,0.375,0
0.054054,0.133333,0.133333,0.208333,1
0.027027,0.888889,0.888889,1,1
0.310811,0.044444,0.044444,0.90625,0
0.027027,0.422222,0.422222,0.447917,1
0.121622,0.044444,0.044444,0.125,0
0.054054,0.088889,0.088889,0.583333,0
0.148649,0.044444,0.044444,0.25,0
0.216216,0.088889,0.088889,0.395833,1
0.297297,0,0,0.208333,1
0.310811,0.288889,0.288889,0.947917,0
0.189189,0,0,0.125,0
0.148649,0.111111,0.111111,0.583333,0
0.054054,0.333333,0.333333,0.375,1
0.189189,0.022222,0.022222,0.125,0
0.027027,0.222222,0.222222,0.458333,1
0.054054,0.244444,0.244444,0.895833,0
0.027027,0,0,0,0
0.054054,0,0,0.020833,1
0.027027,0.266667,0.266667,0.53125,1
0.067568,0.511111,0.511111,0.802083,0
0.283784,0.111111,0.111111,0.479167,0
0.027027,0.222222,0.222222,0.802083,1
0.148649,0,0,0.09375,0
0.148649,0.044444,0.044444,0.145833,1
0.216216,0.133333,0.133333,0.375,0
0.148649,0.288889,0.288889,0.739583,1
0.054054,0.155556,0.155556,0.197917,0
0.027027,0.044444,0.044444,0.229167,0
0.283784,0,0,0.197917,0
0.054054,0.044444,0.044444,0.145833,1
0.054054,0.088889,0.088889,0.09375,1
0.027027,0.133333,0.133333,0.28125,0
0.027027,0.311111,0.311111,0.645833,0
0.054054,0,0,0.020833,0
0.283784,0,0,0.197917,0
0.189189,0.133333,0.133333,0.739583,0
0.310811,0.111111,0.111111,0.708333,0
0.027027,0.022222,0.022222,0.09375,0
0.148649,0,0,0.09375,0
0,0.266667,0.266667,0.270833,1
0.027027,0.222222,0.222222,0.895833,0
0.189189,0.066667,0.066667,0.25,0
0.054054,0.133333,0.133333,0.583333,0
0.148649,0.177778,0.177778,0.375,0
0.189189,0,0,0.125,0
