@relation Blood_6

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric

@data
0.05,0.040816,0.040816,0.78125,0
0.05,0,0,0,0
0.1,0.081633,0.081633,0.125,1
0.05,0.020408,0.020408,0.208333,0
0.525,0,0,0.197917,0
0.025,0.163265,0.163265,0.510417,0
0.4,0,0,0.145833,0
0.05,0.122449,0.122449,0.583333,1
0.1,0.22449,0.22449,0.895833,0
0.275,0.122449,0.122449,0.645833,0
0.275,0.020408,0.020408,0.229167,0
0.1,0.040816,0.040816,0.71875,0
0.4,0.020408,0.020408,0.25,0
0.1,0.061224,0.061224,0.458333,0
0.275,0.102041,0.102041,0.270833,0
0.4,0.122449,0.122449,0.375,0
0.4,0.061224,0.061224,0.21875,0
0.4,0.122449,0.122449,0.885417,1
0.1,0.020408,0.020408,0.291667,0
0.1,0.122449,0.122449,0.520833,0
0.1,0.183673,0.183673,0.270833,1
0.275,0.142857,0.142857,0.520833,1
0.275,0,0,0.09375,0
0.05,0.265306,0.265306,0.572917,1
0.225,0.020408,0.020408,0.520833,0
0.1,0.061224,0.061224,0.427083,1
0.4,0.285714,0.285714,0.885417,0
0.275,0,0,0.09375,0
0.1,0.122449,0.122449,0.583333,0
0.575,0.020408,0.020408,0.25,0
0.05,0.020408,0.020408,0.09375,0
0.05,0.122449,0.122449,0.78125,0
0.1,0.163265,0.163265,0.395833,0
0.1,0,0,0.020833,0
0.1,0,0,0.020833,0
0.1,0.020408,0.020408,0.114583,0
0.275,0.040816,0.040816,0.364583,0
0.1,0.040816,0.040816,0.270833,0
0.05,0.020408,0.020408,0,0
0.2,0.020408,0.020408,0.145833,0
0.05,0.183673,0.183673,0.520833,0
0.35,0.020408,0.020408,0.125,1
0.075,0.081633,0.081633,0.104167,1
0.3,0.163265,0.163265,0.604167,0
0.1,0.102041,0.102041,0.427083,0
0.05,0,0,0,0
0.05,0.22449,0.22449,0.46875,1
0.575,0.061224,0.061224,0.520833,0
0.05,0.102041,0.102041,0.270833,1
0.1,0.142857,0.142857,0.333333,1
0.35,0.081633,0.081633,0.645833,0
0.05,0,0,0,0
0.05,0.22449,0.22449,0.708333,1
0.1,0.265306,0.265306,0.875,0
0.4,0.081633,0.081633,0.71875,0
0.575,0.020408,0.020408,0.885417,0
0.1,0.204082,0.204082,0.96875,0
0.05,0.102041,0.102041,0.208333,0
0.1,0.061224,0.061224,0.020833,1
0.05,0.102041,0.102041,0.145833,1
0.575,0.040816,0.040816,0.479167,0
0.05,0.061224,0.061224,0.145833,0
0.275,0.020408,0.020408,0.197917,0
0.05,0.102041,0.102041,0.145833,1
0.275,0.081633,0.081633,0.5,0
0.1,0.204082,0.204082,0.791667,0
0.1,0.122449,0.122449,0.3125,1
