@relation Blood_10

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric

@data
0.1,0.155556,0.155556,0.333333,1
0.4,0,0,0.145833,0
0.1,0.088889,0.088889,0.21875,1
0.35,0.088889,0.088889,0.270833,0
0.125,0.288889,0.288889,0.875,0
0.1,0,0,0.020833,0
0.05,0.044444,0.044444,0.229167,0
0.225,0.177778,0.177778,0.375,0
0.1,0.066667,0.066667,0.25,0
0.575,0.044444,0.044444,0.322917,0
0.275,0.022222,0.022222,0.125,0
0.525,0.022222,0.022222,0.21875,0
0.1,0,0,0.020833,0
0.4,0.111111,0.111111,0.822917,0
0.1,0.022222,0.022222,0.520833,0
0.525,0.022222,0.022222,0.40625,0
0.225,0.022222,0.022222,0.145833,1
0.05,0.088889,0.088889,0.25,0
0.35,0.088889,0.088889,0.25,0
0.525,0.044444,0.044444,0.375,0
0.1,0.022222,0.022222,0.302083,0
0.575,0,0,0.21875,0
0.1,0.222222,0.222222,0.614583,0
0.4,0.088889,0.088889,0.604167,0
0.05,0.133333,0.133333,0.270833,1
0.05,0.022222,0.022222,0.09375,1
0.575,0.022222,0.022222,0.270833,0
0.625,0.111111,0.111111,0.5,0
0.1,0.133333,0.133333,0.583333,0
0.05,0,0,0,1
0.35,0.133333,0.133333,0.46875,0
0.525,0.022222,0.022222,0.197917,1
0.05,0.088889,0.088889,0.635417,0
0.575,0.311111,0.311111,0.572917,0
0.275,0.022222,0.022222,0.145833,0
0.4,0.111111,0.111111,0.395833,0
0.4,0,0,0.145833,0
0.05,0.044444,0.044444,0.072917,1
0.05,0.111111,0.111111,0.135417,1
0.1,0.022222,0.022222,0.291667,0
0,0.155556,0.155556,0.59375,0
0.525,0,0,0.197917,0
0.05,0,0,0,0
0.575,0.022222,0.022222,0.25,0
0.4,0.111111,0.111111,0.5,0
0.35,0.066667,0.066667,0.395833,0
0.05,0.088889,0.088889,0.145833,1
0.1,0.066667,0.066667,0.25,1
0.05,0.022222,0.022222,0.020833,0
0.575,0.044444,0.044444,0.625,0
0.05,0.044444,0.044444,0.020833,1
0.4,0.022222,0.022222,0.145833,0
0.05,0.111111,0.111111,0.270833,1
0.35,0,0,0.125,0
0.1,0.155556,0.155556,0.458333,1
0.1,0.222222,0.222222,0.791667,0
0,0.044444,0.044444,0.020833,0
0.025,0.511111,0.511111,0.78125,0
0.35,0.022222,0.022222,0.125,0
0.35,0.022222,0.022222,0.34375,1
0.05,0.133333,0.133333,0.28125,0
0.05,0.022222,0.022222,0.21875,0
0.1,0.022222,0.022222,0.020833,1
0.275,0.066667,0.066667,0.145833,1
0.4,0.133333,0.133333,0.270833,0
0.05,0.155556,0.155556,0.34375,1
0.525,0.022222,0.022222,0.21875,0
0.4,0,0,0.145833,0
0.525,0,0,0.197917,0
0.05,0.222222,0.222222,0.802083,1
0.05,0.088889,0.088889,0.333333,0
0.325,0.155556,0.155556,0.25,0
0.075,0.355556,0.355556,0.875,0
0.95,0,0,0.375,0
0.4,0,0,0.145833,0
0.05,0.066667,0.066667,0.25,0
0.05,0.222222,0.222222,0.21875,0
0.225,0.022222,0.022222,0.09375,0
0.525,0.022222,0.022222,0.322917,0
0.35,0.022222,0.022222,0.125,0
0.1,0.111111,0.111111,0.520833,0
0.275,0.022222,0.022222,0.09375,0
0.1,0.177778,0.177778,0.552083,0
0.4,0.066667,0.066667,0.270833,0
0.35,0.044444,0.044444,0.322917,0
0.275,0.155556,0.155556,0.40625,1
0.275,0.133333,0.133333,0.760417,0
0.1,0,0,0.020833,0
0.05,0.022222,0.022222,0.09375,1
0.275,0.088889,0.088889,0.34375,0
0.1,0.333333,0.333333,0.375,1
0.3,0.266667,0.266667,0.59375,0
0.35,0.155556,0.155556,0.458333,0
0.275,0.044444,0.044444,0.21875,0
0.225,0.044444,0.044444,0.520833,0
0.1,0.044444,0.044444,0.229167,0
0.4,0.044444,0.044444,0.197917,1
0.05,0.133333,0.133333,0.78125,0
0.275,0.355556,0.355556,0.802083,1
0.05,0.2,0.2,0.489583,0
0.1,0.222222,0.222222,0.270833,0
0.05,0.022222,0.022222,0,0
0.05,0.111111,0.111111,0.447917,0
1,0,0,0.395833,0
0.225,0.044444,0.044444,0.125,0
0.225,0.066667,0.066667,0.65625,0
0.05,0.333333,0.333333,0.822917,0
0.1,0.711111,0.711111,1,1
0.1,0.177778,0.177778,0.458333,0
0.275,0.066667,0.066667,0.614583,0
0.4,0,0,0.145833,0
0.05,0.022222,0.022222,0.145833,0
