@relation Blood_1

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric

@data
0.368421,0.023256,0.023256,0.125,0
0.105263,0.093023,0.093023,0.21875,1
0.105263,0,0,0.020833,0
0.105263,0.116279,0.116279,0.21875,1
0.131579,0.302326,0.302326,0.875,0
0.236842,0.023256,0.023256,0.145833,1
0.368421,0.069767,0.069767,0.291667,0
0.289474,0.348837,0.348837,0.90625,0
0.052632,0.116279,0.116279,0.46875,0
0.105263,0.023256,0.023256,0.302083,0
0.368421,0.093023,0.093023,0.125,0
0.105263,0,0,0.020833,1
0.289474,0.069767,0.069767,0.333333,0
0.105263,0.372093,0.372093,0.71875,1
0.236842,0.186047,0.186047,0.375,0
0.552632,0.023256,0.023256,0.40625,0
0.052632,0.116279,0.116279,0.135417,1
0.289474,0.186047,0.186047,0.375,0
0.105263,0.255814,0.255814,0.895833,0
0.421053,0.046512,0.046512,0.21875,0
0.315789,0.186047,0.186047,0.604167,0
0.052632,0.069767,0.069767,0.145833,0
0.052632,0.023256,0.023256,0.09375,1
0.289474,0.209302,0.209302,0.34375,0
0.552632,0,0,0.197917,0
0.105263,0.348837,0.348837,0.708333,1
0.052632,0,0,0,0
0.368421,0,0,0.125,0
0.105263,0.232558,0.232558,0.645833,1
0.421053,0,0,0.145833,0
0.105263,0.232558,0.232558,0.270833,0
0.342105,0.046512,0.046512,0.145833,0
0.605263,0.093023,0.093023,0.322917,0
0.052632,0.046512,0.046512,0.177083,0
0.605263,0.139535,0.139535,0.895833,0
0.052632,0.023256,0.023256,0,0
0.236842,0.186047,0.186047,0.447917,0
0.368421,0.023256,0.023256,0.34375,0
0.421053,0.069767,0.069767,0.395833,0
0.105263,0,0,0.020833,0
0.105263,0.139535,0.139535,0.3125,1
0.368421,0.046512,0.046512,0.34375,0
0.289474,0.069767,0.069767,0.59375,0
0.105263,0.023256,0.023256,0.020833,0
0.052632,0.093023,0.093023,0.333333,0
0.052632,0,0,0,0
0.052632,0.139535,0.139535,0.34375,1
0.289474,0.093023,0.093023,0.40625,0
0.105263,0.744186,0.744186,1,1
0.105263,0.418605,0.418605,0.697917,1
0.105263,0.069767,0.069767,0.333333,1
0.236842,0,0,0.072917,0
0.289474,0.116279,0.116279,0.71875,0
0.052632,0.046512,0.046512,0.208333,0
0.184211,0.302326,0.302326,0.479167,0
0.289474,0.093023,0.093023,0.34375,0
0.052632,0.186047,0.186047,0.208333,1
0.210526,0.162791,0.162791,0.520833,1
0.078947,0.116279,0.116279,0.197917,0
0.131579,0.139535,0.139535,0.25,1
0.421053,0,0,0.145833,0
0.052632,0.093023,0.093023,0.46875,1
0.368421,0.069767,0.069767,0.375,0
0.052632,0.069767,0.069767,0.125,1
0.105263,0.186047,0.186047,0.270833,1
0.421053,0,0,0.145833,0
0.552632,0.023256,0.023256,0.197917,1
0.105263,0.139535,0.139535,0.520833,0
0.368421,0.069767,0.069767,0.25,0
0.105263,0.139535,0.139535,0.625,0
0.184211,0.023256,0.023256,0.145833,0
0.052632,0.046512,0.046512,0.020833,1
0.052632,0.046512,0.046512,0.020833,1
0.052632,0.093023,0.093023,0.25,0
0.052632,0.116279,0.116279,0.270833,1
0.552632,0,0,0.197917,0
0.105263,0.139535,0.139535,0.583333,0
0.052632,0,0,0,0
0.105263,0.186047,0.186047,0.458333,0
0.421053,0.116279,0.116279,0.5,0
0.368421,0.069767,0.069767,0.21875,1
0.394737,0.093023,0.093023,0.322917,0
0.421053,0,0,0.145833,0
0.289474,0.023256,0.023256,0.09375,0
0.552632,0.023256,0.023256,0.21875,0
0.368421,0.046512,0.046512,0.802083,0
0.052632,0,0,0,0
0.368421,0.27907,0.27907,0.572917,0
0.105263,0.186047,0.186047,0.270833,0
0.605263,0,0,0.21875,0
0.052632,0.139535,0.139535,0.28125,0
0.105263,0.093023,0.093023,0.145833,1
0.421053,0.209302,0.209302,0.90625,0
0.052632,0.023256,0.023256,0.09375,0
0.052632,0.069767,0.069767,0.09375,0
0.368421,0.116279,0.116279,0.510417,0
0.368421,0.348837,0.348837,0.708333,0
0.605263,0.860465,0.860465,1,0
0.052632,0.069767,0.069767,0.34375,0
0.605263,0.023256,0.023256,0.21875,0
0.157895,0.046512,0.046512,0.25,0
0.368421,0.023256,0.023256,0.125,0
0.605263,0.046512,0.046512,0.40625,0
0.026316,0.27907,0.27907,0.46875,0
0.368421,0.023256,0.023256,0.125,0
0.105263,0.348837,0.348837,1,1
0.052632,0.325581,0.325581,0.489583,1
0.289474,0.069767,0.069767,0.260417,0
0.052632,0.023256,0.023256,0.09375,1
0.052632,0.093023,0.093023,0.364583,0
0.605263,0,0,0.21875,0
0.184211,0.209302,0.209302,0.46875,0
0.052632,0.023256,0.023256,0.125,0
0.289474,0.023256,0.023256,0.239583,0
0.105263,0.023256,0.023256,0.072917,0
0.052632,0.116279,0.116279,0.208333,1
0.105263,0.162791,0.162791,0.333333,1
0.289474,0,0,0.09375,0
0.289474,0,0,0.09375,1
0.105263,0.023256,0.023256,0.020833,0
0.421053,0.302326,0.302326,0.84375,0
0.105263,0,0,0.020833,0
0.368421,0.069767,0.069767,0.270833,1
0.605263,0,0,0.21875,0
0.105263,0,0,0.020833,0
0.105263,0,0,0.020833,0
0.052632,0.139535,0.139535,0.270833,1
0.052632,0.116279,0.116279,0.145833,1
0.052632,0.046512,0.046512,0.145833,1
0.105263,0.093023,0.093023,0.583333,0
0.184211,0.093023,0.093023,0.34375,0
0.052632,0.046512,0.046512,0.229167,0
0.605263,0.023256,0.023256,0.25,0
0.552632,0,0,0.197917,0
0.605263,0.046512,0.046512,0.34375,0
0.421053,0,0,0.145833,0
0.421053,0,0,0.145833,0
0.236842,0.093023,0.093023,0.510417,1
0.289474,0.023256,0.023256,0.125,0
0.105263,0.023256,0.023256,0.510417,1
0.052632,0,0,0,0
0.289474,0,0,0.09375,0
0.368421,0.046512,0.046512,0.302083,0
0.552632,0,0,0.197917,0
0.368421,0.046512,0.046512,0.25,0
0.052632,0.116279,0.116279,0.208333,0
0.105263,0.139535,0.139535,0.520833,0
0.052632,0.162791,0.162791,0.375,1
0.552632,0,0,0.197917,0
0.368421,0,0,0.125,0
0.026316,0.302326,0.302326,0.583333,0
0.052632,0.023256,0.023256,0.020833,1
0.105263,0.302326,0.302326,0.875,0
0.052632,0.023256,0.023256,0.020833,1
0.078947,0.093023,0.093023,0.25,0
0.052632,0.069767,0.069767,0.125,1
0.105263,0.44186,0.44186,0.697917,1
0.026316,0.255814,0.255814,0.34375,0
0.026316,0.302326,0.302326,0.96875,0
0.421053,0.093023,0.093023,0.260417,0
0.105263,0,0,0.020833,0
0.105263,0.116279,0.116279,0.34375,0
0.289474,0.162791,0.162791,0.729167,0
0.421053,0.046512,0.046512,0.177083,0
0.052632,0,0,0,0
0.105263,0.069767,0.069767,0.020833,0
0.263158,0.162791,0.162791,0.385417,0
0.052632,0.116279,0.116279,0.447917,0
0.315789,0.232558,0.232558,0.385417,0
0.052632,0.232558,0.232558,0.21875,0
0.552632,0.27907,0.27907,0.572917,0
0.052632,0.046512,0.046512,0.375,1
0.052632,0,0,0,0
0.105263,0,0,0.020833,0
0.105263,0.023256,0.023256,0.28125,0
0.052632,0.232558,0.232558,0.802083,1
0.105263,0.511628,0.511628,0.583333,0
0.105263,0,0,0.020833,0
0.368421,0,0,0.125,0
0.289474,0.116279,0.116279,0.40625,0
0.052632,0.069767,0.069767,0.427083,0
0.078947,0.302326,0.302326,0.34375,0
0.052632,0.023256,0.023256,0,0
0.105263,0.093023,0.093023,0.322917,1
0.105263,0.186047,0.186047,0.552083,0
0.421053,0.232558,0.232558,0.395833,0
0.131579,0.232558,0.232558,0.760417,0
0.105263,0.093023,0.093023,0.333333,0
0.105263,0.023256,0.023256,0.020833,0
0.105263,0,0,0.020833,1
0.421053,0.325581,0.325581,0.885417,0
0.421053,0.093023,0.093023,0.71875,0
0.552632,0.116279,0.116279,0.875,0
0.105263,0,0,0.020833,1
0.105263,0,0,0.020833,1
0.421053,0.046512,0.046512,0.197917,1
0.289474,0.093023,0.093023,0.322917,0
0.605263,0.046512,0.046512,0.322917,0
0.368421,0.093023,0.093023,0.645833,0
0.368421,0.069767,0.069767,0.25,0
0.105263,0.116279,0.116279,0.375,1
0.052632,0.069767,0.069767,0.145833,1
0.605263,0,0,0.21875,0
0.236842,0.186047,0.186047,0.541667,0
0.605263,0.162791,0.162791,0.697917,0
0.368421,0,0,0.125,0
0.052632,0.27907,0.27907,0.770833,1
0.236842,0.162791,0.162791,0.375,1
0.052632,0.325581,0.325581,0.645833,0
0.605263,0.302326,0.302326,0.947917,0
0.105263,0.093023,0.093023,0.34375,1
0.263158,0.069767,0.069767,0.145833,0
0.105263,0.209302,0.209302,0.270833,1
0.289474,0.162791,0.162791,0.520833,1
0.052632,0.023256,0.023256,0.09375,1
0.052632,0.255814,0.255814,1,0
0.421053,0.023256,0.023256,0.260417,0
0.421053,0.069767,0.069767,0.322917,0
0.368421,0.046512,0.046512,0.40625,0
0.210526,0.325581,0.325581,0.78125,0
0.421053,0.023256,0.023256,0.145833,0
0.552632,0,0,0.197917,0
0.421053,0.139535,0.139535,0.645833,0
0.552632,0,0,0.197917,0
0.052632,0,0,0,0
0.105263,0,0,0.020833,0
0.052632,0.046512,0.046512,0.208333,0
0.552632,0.046512,0.046512,0.375,0
0.105263,0.162791,0.162791,0.479167,1
0.105263,0.162791,0.162791,0.197917,0
0.078947,0.023256,0.023256,0.21875,0
1,0,0,0.375,0
0.105263,0.046512,0.046512,0.229167,0
0.105263,0.186047,0.186047,0.375,1
0.105263,0.116279,0.116279,0.125,0
0.368421,0.023256,0.023256,0.125,0
0.105263,0.069767,0.069767,0.125,1
0.289474,0.069767,0.069767,0.270833,0
0.105263,0,0,0.020833,0
0.421053,0.116279,0.116279,0.34375,0
0.157895,0.046512,0.046512,0.125,0
0.421053,0.069767,0.069767,0.21875,0
0.105263,0.162791,0.162791,0.25,1
0.368421,0.023256,0.023256,0.197917,1
0.421053,0.116279,0.116279,0.34375,1
0.105263,0.093023,0.093023,0.21875,0
0.368421,0,0,0.125,0
0.368421,0.023256,0.023256,0.145833,0
0.052632,0.209302,0.209302,0.520833,0
0.105263,0.093023,0.093023,0.583333,0
0.368421,0,0,0.125,0
0.342105,0.046512,0.046512,0.125,1
0.473684,0.162791,0.162791,0.96875,0
0.421053,0.162791,0.162791,0.770833,0
0.105263,0,0,0.020833,0
0.421053,0.023256,0.023256,0.145833,0
0.105263,0.093023,0.093023,0.145833,1
0.605263,0.116279,0.116279,0.708333,0
0.105263,0.116279,0.116279,0.34375,1
0.552632,0,0,0.197917,0
0.289474,0.023256,0.023256,0.197917,0
0.105263,0,0,0.020833,0
0.052632,0.255814,0.255814,0.708333,1
0.552632,0.093023,0.093023,0.604167,0
0.289474,0.116279,0.116279,0.270833,0
0.605263,0,0,0.21875,0
0.105263,0.116279,0.116279,0.46875,0
0.052632,0.069767,0.069767,0.34375,0
0.289474,0.372093,0.372093,0.802083,1
0.105263,0.093023,0.093023,0.270833,0
0.289474,0,0,0.09375,0
0.421053,0.069767,0.069767,0.447917,0
0.184211,0.186047,0.186047,0.90625,1
0.289474,0,0,0.09375,0
0.605263,0.069767,0.069767,0.520833,0
0.105263,0,0,0.020833,0
0.105263,0.046512,0.046512,0.239583,1
0.368421,0.069767,0.069767,0.645833,0
0.289474,0.139535,0.139535,0.645833,0
0.289474,0.232558,0.232558,0.416667,0
0.105263,0.069767,0.069767,0.020833,1
0.078947,0.209302,0.209302,0.322917,1
0.289474,0.023256,0.023256,0.375,1
0.052632,0,0,0,0
0.421053,0.069767,0.069767,0.270833,0
0.052632,0.255814,0.255814,0.46875,1
0.052632,0.232558,0.232558,0.458333,0
0.052632,0,0,0,0
0.421053,0,0,0.145833,0
0.605263,0.023256,0.023256,0.21875,0
0.289474,0.023256,0.023256,0.708333,0
0.052632,0.023256,0.023256,0,0
0.289474,0.139535,0.139535,0.28125,0
0.605263,0.023256,0.023256,0.885417,0
0.105263,0.093023,0.093023,0.145833,1
0.421053,0.069767,0.069767,0.270833,0
0.105263,0.023256,0.023256,0.020833,0
0.289474,0.116279,0.116279,0.25,0
0.342105,0.139535,0.139535,0.770833,0
0.368421,0.139535,0.139535,0.739583,0
0.552632,0.046512,0.046512,0.25,0
