@relation Blood_16

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric

@data
0.135135,0.088889,0.088889,0.375,0
0.283784,0,0,0.197917,0
0.310811,0.822222,0.822222,1,0
0.027027,0,0,0,0
0.148649,0.355556,0.355556,0.802083,1
0.027027,0.244444,0.244444,0.46875,1
0.148649,0.111111,0.111111,0.40625,0
0.216216,0,0,0.145833,0
0.216216,0.066667,0.066667,0.322917,0
0.027027,0.955556,0.955556,1,0
0.054054,0,0,0.020833,0
0.121622,0.066667,0.066667,0.65625,0
0.054054,0.022222,0.022222,0.020833,0
0.054054,0.022222,0.022222,0.291667,0
0.027027,0.022222,0.022222,0.40625,0
0.283784,0.044444,0.044444,0.375,0
0.216216,0,0,0.145833,0
0.027027,0.222222,0.222222,0.895833,0
0.148649,0.044444,0.044444,0.770833,0
0.027027,0.022222,0.022222,0.09375,0
0.027027,0,0,0,0
0.027027,0.022222,0.022222,0.21875,0
0.027027,0.066667,0.066667,0.125,1
0.121622,0,0,0.072917,0
0.189189,0.133333,0.133333,0.46875,0
0.054054,0,0,0.020833,0
0.027027,0.066667,0.066667,0.125,0
0.027027,0.022222,0.022222,0.125,0
0.148649,0.066667,0.066667,0.270833,0
0.189189,0,0,0.125,0
0.121622,0,0,0.072917,0
0.040541,0.155556,0.155556,0.5,0
0.189189,0.044444,0.044444,0.270833,0
0.027027,0.044444,0.044444,0.34375,0
0.054054,0.222222,0.222222,0.791667,0
0.027027,0.222222,0.222222,0.25,0
0.216216,0.066667,0.066667,0.270833,0
0.027027,0,0,0,0
0.027027,0.066667,0.066667,0.145833,1
0.027027,0.177778,0.177778,0.75,0
0.216216,0.133333,0.133333,0.645833,0
0.310811,0,0,0.21875,0
0.027027,0.066667,0.066667,0.145833,0
0.027027,0,0,0,0
0.121622,0.177778,0.177778,0.447917,0
0.148649,0.066667,0.066667,0.333333,0
0.054054,0,0,0.020833,0
0.054054,0.155556,0.155556,0.197917,0
0.027027,0.111111,0.111111,0.46875,0
0.175676,0.066667,0.066667,0.197917,0
0.027027,0,0,0,1
0.054054,0.066667,0.066667,0.458333,0
0.189189,0.155556,0.155556,0.25,0
0.027027,0.133333,0.133333,0.78125,0
0.027027,0.222222,0.222222,0.458333,1
0.189189,0.133333,0.133333,0.25,0
0.040541,0.022222,0.022222,0.21875,0
0.189189,0.044444,0.044444,0.84375,0
0.216216,0.088889,0.088889,0.71875,0
0.310811,0.022222,0.022222,0.21875,0
0.310811,0.066667,0.066667,0.447917,0
0.513514,0,0,0.375,0
0.081081,0.466667,0.466667,0.270833,1
0.310811,0.311111,0.311111,0.572917,0
0.216216,0.066667,0.066667,0.583333,0
0.027027,0,0,0,0
0.054054,0.177778,0.177778,0.395833,0
0.027027,0.044444,0.044444,0.020833,1
0.148649,0.155556,0.155556,0.479167,0
0.027027,0.088889,0.088889,0.25,0
0.040541,0,0,0.010417,1
0.027027,0.111111,0.111111,0.135417,1
0.283784,0,0,0.197917,1
0.216216,0.133333,0.133333,0.375,0
0.148649,0.222222,0.222222,0.375,0
0.148649,0.155556,0.155556,0.458333,0
0.027027,0.044444,0.044444,0.072917,1
0.243243,0.022222,0.022222,0.21875,0
0.054054,0.022222,0.022222,0.125,0
0.283784,0,0,0.197917,0
0.148649,0.133333,0.133333,0.645833,0
0.054054,0.222222,0.222222,0.96875,0
0.027027,0.022222,0.022222,0.09375,0
0.310811,0,0,0.21875,1
0.148649,0.177778,0.177778,0.322917,0
0.189189,0,0,0.125,0
0.189189,0,0,0.125,0
0.027027,0.422222,0.422222,0.447917,1
0.148649,0.066667,0.066667,0.75,0
0.027027,0.133333,0.133333,0.770833,0
0.216216,0.022222,0.022222,0.708333,0
0.027027,0.022222,0.022222,0.322917,0
0.148649,0,0,0.09375,0
0.513514,0,0,0.375,0
0.027027,0.333333,0.333333,0.822917,0
0.148649,0,0,0.09375,0
0.189189,0.155556,0.155556,0.458333,0
0.054054,0.111111,0.111111,0.34375,0
0.189189,0.155556,0.155556,0.5,1
0.054054,0.244444,0.244444,0.333333,1
0.148649,0.155556,0.155556,0.40625,1
0.040541,0.066667,0.066667,0.28125,1
0.027027,0.111111,0.111111,0.270833,1
0.189189,0.022222,0.022222,0.125,0
0.027027,0.022222,0.022222,0.083333,1
0.054054,0.088889,0.088889,0.270833,0
0.054054,0,0,0.020833,0
0.121622,0,0,0.072917,0
0.040541,0.088889,0.088889,0.25,0
0.283784,0.111111,0.111111,0.875,0
0.027027,0.088889,0.088889,0.635417,0
0.527027,0,0,0.385417,0
0.054054,0.022222,0.022222,0.020833,0
0.283784,0.066667,0.066667,0.520833,0
0.040541,0.111111,0.111111,0.197917,0
0.054054,0,0,0.020833,0
0.189189,0.022222,0.022222,0.125,0
0.027027,0,0,0,0
0.027027,0.088889,0.088889,0.145833,1
0.054054,0.088889,0.088889,0.322917,1
0.216216,0,0,0.145833,0
0.081081,0.044444,0.044444,0.125,0
0.054054,0.133333,0.133333,0.208333,1
0.175676,0.044444,0.044444,0.125,1
0.283784,0,0,0.197917,0
0.054054,0.022222,0.022222,0.072917,1
0.054054,0.155556,0.155556,0.25,1
0.216216,0.044444,0.044444,0.458333,0
0.054054,0.088889,0.088889,0.145833,1
0.027027,0.022222,0.022222,0.020833,1
