@relation Blood_20

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric

@data
0.178082,0.022222,0.022222,0.125,0
0.273973,0.066667,0.066667,0.520833,0
0.205479,0.022222,0.022222,0.708333,0
0,0.133333,0.133333,0.572917,0
0.041096,0.088889,0.088889,0.333333,0
0.041096,0.066667,0.066667,0.40625,0
0.109589,0.222222,0.222222,0.489583,1
0.136986,0.111111,0.111111,0.40625,0
0.178082,0.266667,0.266667,0.572917,0
0.041096,0.022222,0.022222,0.59375,0
0.013699,0.222222,0.222222,0.40625,1
0.136986,0.511111,0.511111,0.645833,0
0,0.177778,0.177778,0.510417,0
0.041096,0.4,0.4,0.697917,1
0.013699,0,0,0,0
0.109589,0.088889,0.088889,0.177083,0
0.041096,0.066667,0.066667,0.145833,0
0.041096,0.133333,0.133333,0.833333,0
0.205479,0.022222,0.022222,0.260417,0
0.109589,0.022222,0.022222,0.09375,0
0.041096,0.022222,0.022222,0.020833,0
0.30137,0.022222,0.022222,0.885417,0
0.30137,0,0,0.21875,0
0.041096,0.066667,0.066667,0.427083,1
0.041096,0.088889,0.088889,0.458333,0
0.205479,0.044444,0.044444,0.34375,0
0.205479,0.044444,0.044444,0.333333,0
0.205479,0.311111,0.311111,0.885417,0
0.534247,0,0,0.395833,0
0.30137,0,0,0.21875,1
0.041096,0,0,0.020833,0
0.164384,0.133333,0.133333,0.770833,0
0.136986,0.088889,0.088889,0.5,0
0.30137,0.066667,0.066667,0.53125,0
0.068493,0.044444,0.044444,0.125,0
0.041096,0.022222,0.022222,0.020833,0
0,0.244444,0.244444,0.34375,0
0.136986,0,0,0.09375,1
0.013699,0.266667,0.266667,0.770833,1
0.30137,0.022222,0.022222,0.21875,0
0.041096,0,0,0.020833,1
0.178082,0.022222,0.022222,0.125,0
0.30137,0.022222,0.022222,0.25,0
0.273973,0.044444,0.044444,0.375,0
0.013699,0,0,0,1
0.178082,0,0,0.125,0
0.136986,0.155556,0.155556,0.729167,0
0.123288,0.066667,0.066667,0.145833,0
0.205479,0,0,0.145833,0
0.136986,0.2,0.2,0.34375,0
0.178082,0.133333,0.133333,0.25,0
0.30137,0.822222,0.822222,1,0
0.205479,0.155556,0.155556,0.270833,0
0.013699,0,0,0,0
0.041096,0.088889,0.088889,0.145833,1
0.041096,0.222222,0.222222,0.791667,0
0.041096,0.088889,0.088889,0.75,0
0.013699,0,0,0,0
0.013699,0.888889,0.888889,1,1
0.041096,0.288889,0.288889,0.875,0
0.30137,0.044444,0.044444,0.385417,0
0.178082,0.066667,0.066667,0.208333,1
0.178082,0.044444,0.044444,0.40625,0
0.273973,0.044444,0.044444,0.34375,0
0.205479,0.244444,0.244444,0.5,0
0.109589,0.177778,0.177778,0.541667,0
0.506849,0,0,0.375,0
0.136986,0.088889,0.088889,0.375,0
0.30137,0.044444,0.044444,0.40625,0
0.013699,0.177778,0.177778,0.760417,0
0.013699,0.044444,0.044444,0.125,0
0.013699,0,0,0,0
0.013699,0.022222,0.022222,0.145833,0
0.136986,0.288889,0.288889,0.739583,1
0.041096,0.155556,0.155556,0.458333,1
0.013699,0,0,0,0
0.191781,0.088889,0.088889,0.322917,0
