@relation Blood_2

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric

@data
0.027027,0.116279,0.116279,0.208333,1
0.310811,0,0,0.21875,0
0.283784,0.023256,0.023256,0.197917,1
0.216216,0.116279,0.116279,0.34375,1
0.027027,0.069767,0.069767,0.21875,0
0.054054,0.023256,0.023256,0.40625,0
0.283784,0.023256,0.023256,0.21875,0
0.027027,0.046512,0.046512,0.020833,1
0.027027,0.209302,0.209302,0.645833,0
0.027027,0.139535,0.139535,0.3125,1
0.027027,0.069767,0.069767,0.34375,0
0.027027,0,0,0,0
0.054054,0,0,0.020833,0
0.148649,0.116279,0.116279,0.40625,0
0.216216,0.093023,0.093023,0.604167,0
0.067568,0.139535,0.139535,0.25,1
0.054054,0.116279,0.116279,0.125,0
0.216216,0.023256,0.023256,0.145833,0
0.027027,0.139535,0.139535,0.770833,0
0.310811,0.116279,0.116279,0.447917,0
0.148649,0.534884,0.534884,0.645833,0
0.189189,0.139535,0.139535,0.46875,0
0.121622,0,0,0.072917,0
0.148649,0.046512,0.046512,0.25,0
0.027027,0,0,0,0
0.148649,0.069767,0.069767,0.145833,1
0.148649,0,0,0.09375,0
0.148649,0.046512,0.046512,0.135417,0
0.283784,0.046512,0.046512,0.25,0
0.027027,0.255814,0.255814,0.833333,0
0.216216,0.069767,0.069767,0.447917,0
0.013514,0.27907,0.27907,0.46875,0
0.148649,0.093023,0.093023,0.34375,0
0.216216,0,0,0.145833,0
0.189189,0.162791,0.162791,0.458333,0
0.283784,0,0,0.197917,0
0.189189,0,0,0.125,0
0.189189,0,0,0.125,0
0.310811,0.162791,0.162791,0.458333,0
0.283784,0.046512,0.046512,0.375,0
0.189189,0.093023,0.093023,0.270833,0
0.054054,0.116279,0.116279,0.291667,0
0.310811,0.093023,0.093023,0.583333,0
0.310811,0.069767,0.069767,0.53125,0
0.283784,0.046512,0.046512,0.708333,0
0.054054,0.069767,0.069767,0.25,0
0.310811,0,0,0.21875,0
0.148649,0.023256,0.023256,0.197917,0
0.283784,0,0,0.197917,0
0.040541,0.069767,0.069767,0.28125,1
