@relation Laryngeal1_16

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric

@data
0.988095,0.006773,0.392232,0.112386,0.695693,0.503302,0.030755,0.113739,0.998504,1,0.200331,1,0,0.083333,0.22444,0.508259,1
0.988095,0,0.190781,0.010097,0.025775,0.03643,0.535259,0.635478,0.577786,0.001741,0.009342,0.009816,0.30579,0,0.11149,0.052577,1
0.988095,0,0.908024,0.02602,0.043539,0.078487,0.438956,0.634435,0.332461,0.046487,0.015327,0.111656,0.318164,0,0.018987,0.001303,0
0.845238,0.278339,0.57277,0.115493,0.062232,0.139229,0.399814,0.378435,0.66006,0.109025,0.036495,0.004908,1,0.833333,0.47517,0.316919,1
0.988095,0.022875,0.504268,0.060136,0.010333,0.070946,0.780677,0.962435,0.266268,0.009691,0.002194,0.002454,0.605524,0.25,0.434761,0.576677,0
0.988095,0,0.549296,0.018223,0.027633,0.052825,0.459149,0.686609,0.211668,0.015748,0.001162,0.253988,0.248795,0,0.15628,0.051118,0
0.988095,0,0.403329,0.046842,0.021363,0.073422,0.687481,0.673043,0.363874,0.017641,0.005448,0.312883,0.227232,0,0.132425,0.038872,1
0.988095,0,0.347418,0.011173,0.056891,0.023599,0.653619,0.664348,0.50374,0.00742,0.012073,0.028221,0.356642,0,0.224927,0.092074,0
0.97619,0,0.824797,0.060734,0.122954,0.192954,0.47406,0.560348,0.507479,0.233268,0.03465,0.044172,0.399802,0,0.079844,0.029337,1
0.964286,0,0.057405,0.005676,0.01579,0.166392,0.560733,0.64487,0.631264,0.003104,0.026877,0.01227,0.288039,0,0.129017,0.120994,0
0.988095,0,0.247119,0.053594,0.243353,0.19468,0.223051,0.219478,0.875841,0.556329,0.046868,0.365644,0.182472,0,0.483934,0.146788,1
0.869048,0.852524,0.113103,0.050128,0.360966,0.432993,0.119913,0.091478,0.979806,0.836236,0.281428,0.004908,0.068325,1,0.057936,0.276275,1
0.97619,0,0.173069,0.030979,0.091838,0.403504,0.174899,0.273043,0.913613,0.559282,0.249146,0.500613,0.145159,0,0.237585,0.244177,1
