@relation Faults_14

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric

@data
0.307464,0.306792,0.000602,0.000603,0.006203,0.015711,0.039381,0.003895,0.344828,0.219626,0.180328,0,1,0.692308,0.748191,0.384338,0.327245,0.005718,0.368359,0.927491,1,0.496801,0.021459,0.546732,0.854881,0.361548,0.321793,6
0.396327,0.398126,0.03735,0.037359,0.04299,0.044776,0.185654,0.038967,0.246305,0.443925,0.780738,0,1,0.423077,0.796925,0.5018,0.10555,0.008463,0.202779,0.992119,1,0.687866,0.376478,0.809977,0.968181,0.518099,1,0
0.127962,0.144028,0.058329,0.058333,0.036748,0.090338,0.130802,0.035892,0.502463,0.439252,0.102459,1,0,0.115385,0.320137,0.711296,0.448335,0.02699,0.241689,0.787621,1,0.672326,0.493233,0.716206,0.792997,0.558257,1,1
0.763033,0.759953,0.106438,0.106438,0.006164,0.018068,0.039381,0.005966,0.517241,0.415888,0.780738,1,0,0.153846,0.458601,0.613974,0.556004,0.007777,0.529663,0.855086,1,0.496184,0.366623,0.533937,0.737971,0.553687,0.52202,6
0.813389,0.814403,0.459512,0.459511,0.002591,0.017282,0.011252,0.002755,0.566502,0.485981,0.704918,1,0,0.111538,0.310591,0.429568,0.220283,0.013495,0.910957,0.532997,0,0.411883,0.43111,0.026699,0.112578,0.607374,0.111578,4
0.383294,0.388173,0.036753,0.036753,0.002552,0.016496,0.016878,0.002399,0.453202,0.434579,0.110656,0,1,0.038462,0.956089,0.810981,0.596367,0.015096,0.860609,0.919189,0,0.41042,0.032852,0.412207,0.304781,0.539001,0.316345,3
0.168839,0.1774,0.002263,0.002268,0.036748,0.078555,0.156118,0.026297,0.369458,0.261682,0.17623,0,1,0.692308,0.411475,0.485486,0.286882,0.016354,0.161625,0.652795,1,0.672326,0.43111,0.716206,0.875509,0.409202,0.999886,6
0.024289,0.120023,0.137089,0.137093,0.261474,0.207384,0.182841,0.223968,0.20197,0.397196,0.106557,0,1,0,0.060691,0.459158,0.39334,0.139753,0.6062,0.486549,0,0.866888,0.721156,0.697491,0.201021,0.489519,1,2
0.449052,0.45726,0.366031,0.366032,0.030545,0.03535,0.061885,0.027563,0.37931,0.411215,0.114754,0,1,0,0.851387,0.35126,0.639657,0.020929,0.545163,0.929908,1,0.654022,0.460348,0.62003,0.695219,0.515905,0.995573,5
0.462085,0.468384,0.288109,0.288108,0.003808,0.021995,0.02391,0.004208,0.615764,0.485981,0.147541,0,1,0,0.837118,0.545005,0.327245,0.018184,0.786211,0.416141,0,0.449154,0.443528,0.034494,0.167243,0.630774,0.232804,6
