@relation Faults_3

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric

@data
0.738416,0.740762,0.147245,0.147247,0.012717,0.024648,0.05036,0.009884,0.333333,0.404651,0.114914,0,1,0.115385,0.121785,0.269542,0.306027,0.011947,0.357808,1,1,0.567179,0.360714,0.591884,0.846867,0.458192,0.663678,0
0.761877,0.760704,0.029183,0.029184,0.004147,0.009683,0.035971,0.003503,0.492308,0.344186,0.114914,0,1,0.115385,0.071342,0.309111,0.20891,0.004682,0.423633,0.955347,1,0.45715,0.016408,0.531642,0.895463,0.49912,0.166856,6
0.62346,0.62346,0.122276,0.122277,0.003475,0.008803,0.020144,0.003222,0.476923,0.455814,0.943765,1,0,0.076923,0.73754,0.269542,0.514208,0.005166,0.643262,1,1,0.439955,0.020702,0.447288,0.742695,0.547026,0.124631,5
0.584164,0.587097,0.124843,0.124843,0.004423,0.012324,0.018705,0.003962,0.405128,0.413953,0.782396,1,0,0.115385,0.76256,0.350836,1,0.010494,0.799315,0.917189,0.5,0.463438,0.372645,0.423633,0.499609,0.528543,0.195687,5
0.003519,0.005279,0.030482,0.030483,0.005647,0.009683,0.033094,0.005653,0.569231,0.455814,0.93154,0,1,0.615385,0.007134,0.486038,0.43614,0.008072,0.835278,1,1,0.487333,0.347717,0.524911,0.781759,0.589337,0.360499,6
0.029326,0.031085,0.019454,0.019453,0.001935,0.011444,0.017266,0.002003,0.6,0.451163,0.127139,0,1,0.615385,0.073955,0.453369,0.716144,0.010655,0.714546,0.553932,0,0.383569,0.347717,0.034346,0.357571,0.609393,0.084449,6
0,0.000587,0.002191,0.002191,0.00233,0.007042,0.015827,0.003492,0.861538,0.706977,0.198044,0,1,0,0,0.469218,0.739773,0.008072,0.892968,1,1,0.401335,0.022459,0.410436,0.629824,0.873318,0.108967,2
0.002346,0.002346,0.034552,0.034553,0.004858,0.011444,0.035971,0.004643,0.523077,0.413953,0.93154,0,1,0.615385,0.004723,0.430189,0.27938,0.005166,0.500482,1,1,0.472584,0.020702,0.053815,0.860201,0.563309,0.259818,6
0.060997,0.063343,0.177591,0.177591,0.002567,0.011444,0.021583,0.002513,0.548718,0.418605,0.117359,1,0,0.115385,0.154341,0.476226,0.826481,0.011947,0.785936,0.565066,0,0.410664,0.360714,0.038031,0.412782,0.577141,0.124631,6
0.022874,0.107918,0.140602,0.140613,0.466293,0.544894,0.574101,0.450198,0.184615,0.483721,0.229829,0,1,0,0.055969,0.54814,0.973457,0.174039,0.193407,0.295407,1,0.924247,0.74082,0.835133,0.512891,0.56815,1,2
0.429326,0.435191,0.013124,0.013124,0.005292,0.014085,0.014388,0.008867,0.984615,0.790698,0.198044,0,1,0,0.92293,0.337574,0.595191,0.018566,1,1,0,0.480953,0.421263,0.39606,0.297047,0.980888,0.242792,2
0.989443,0.988856,0.026309,0.02631,0.00545,0.008803,0.041727,0.002964,0.194872,0.297674,0.958435,0,1,0.192308,0.004723,0.359353,0.201936,0.004198,0.553998,1,1,0.483834,0.018708,0.561763,0.898953,0.323966,0.263224,0
0.02522,0.027566,0.094282,0.094281,0.003199,0.010563,0.01295,0.00303,0.517949,0.418605,0.841076,1,0,0.115385,0.052351,0.249596,0.739773,0.009364,0.847051,0.884018,0,0.431929,0.360714,0.03629,0.369394,0.558657,0.108967,6
0.024047,0.123167,0.06866,0.06867,0.590301,0.632042,0.673381,0.571043,0.138462,0.488372,0.229829,0,1,0,0.058883,0.441402,0.800042,0.201647,0.192765,0.193807,0,0.947661,0.066944,0.819693,0.399552,0.569219,1,2
0.455132,0.475073,0.033991,0.033993,0.048181,0.066021,0.076259,0.036873,0.184615,0.367442,0.850856,1,0,0.153846,0.942826,0.437951,0.851254,0.038586,0.513433,0.8926,1,0.698998,0.547793,0.642808,0.57404,0.450459,1,6
0.011144,0.014663,0.087567,0.087567,0.004423,0.012324,0.020144,0.004261,0.564103,0.409302,0.163814,0,1,0,0.027834,0.402803,0.925679,0.014046,0.86621,0.845395,0,0.463438,0.383716,0.423633,0.46242,0.56771,0.216459,6
0.028739,0.039296,0.13328,0.13328,0.00466,0.025528,0.02446,0.004143,0.461538,0.409302,0.122249,1,0,0.115385,0.072649,0.625768,0.3995,0.028576,0.827357,0.548945,0,0.468537,0.038303,0.39606,0.199125,0.524582,0.401703,1
0.83695,0.84868,0.453837,0.453836,0.004779,0.023768,0.017266,0.005091,0.6,0.483721,0.845966,1,0,0.111538,0.23965,0.486146,0.25648,0.025024,0.963074,0.553932,0,0.470984,0.487244,0.034346,0.127559,0.626682,0.287741,4
0.225806,0.229326,0.318258,0.318258,0.004858,0.013204,0.017266,0.004582,0.425641,0.483721,0.122249,1,0,0.615385,0.570539,0.276011,0.851254,0.014207,0.811089,0.91081,0,0.472584,0.383716,0.410436,0.425178,0.555954,0.194211,6
0.122581,0.130205,0.103192,0.103193,0.006161,0.037852,0.041727,0.006605,0.625641,0.47907,0.136919,0,1,0,0.30838,0.571213,0.75216,0.022441,0.429198,0.45871,0,0.495861,0.444265,0.457937,0.375592,0.630768,0.496027,1
0.65044,0.660411,0.016371,0.016371,0.004502,0.027289,0.044604,0.005977,0.769231,0.627907,0.114914,0,1,0.230769,0.325261,0.577898,0.375455,0.027446,0.740554,0.202621,0,0.465176,0.470293,0.038031,0.187093,0.778511,0.33462,6
0.091496,0.107918,0.05447,0.05449,0.199123,0.145246,0.404317,0.18789,0.05641,0.493023,0.93154,0,1,0.423077,0.185792,0.514501,0.098886,0.031966,0.160441,0.942357,1,0.839781,0.524756,0.923443,0.950518,0.555262,1,0
0.069208,0.070381,0.120169,0.120169,0.004897,0.017606,0.028777,0.004315,0.461538,0.381395,0.938875,1,0,0.076923,0.140273,0.431267,0.454773,0.007104,0.41614,1,1,0.473385,0.024034,0.502852,0.772436,0.51993,0.263224,5
0.554252,0.556012,0.038667,0.038666,0.003278,0.008803,0.01295,0.004541,0.712821,0.669767,0.198044,0,1,0,0.624498,0.245067,0.905381,0.010333,0.910842,1,0,0.434285,0.347717,0.038031,0.452263,0.810637,0.111578,2
0.906158,0.908504,0.001009,0.00101,0.009162,0.015845,0.035971,0.007559,0.338462,0.404651,0.784841,0,1,0,0.086415,0.269542,0.439471,0.009525,0.571872,1,1,0.534847,0.360714,0.053815,0.780093,0.48642,0.450851,0
0.756012,0.760704,0.040625,0.040626,0.008491,0.051056,0.054676,0.008489,0.553846,0.446512,0.132029,0,1,0.519231,0.08129,0.573908,0.533361,0.016629,0.215134,0.702621,1,0.52737,0.403658,0.556173,0.733111,0.58852,0.711918,5
0.916716,0.9261,0.107225,0.107225,0.00308,0.020246,0.014388,0.002748,0.497436,0.372093,0.845966,1,0,0.115385,0.07908,0.359353,0.175913,0.020988,0.957187,0.367316,0,0.428271,0.464207,0.026584,0.087244,0.527034,0.124631,6
0.523754,0.527273,0.250987,0.250988,0.010308,0.025528,0.043165,0.009242,0.441026,0.413953,0.938875,0,1,0.115385,0.931069,0.424798,0.429166,0.010978,0.413036,1,1,0.048452,0.383716,0.567202,0.785249,0.528228,0.666856,6
0.412317,0.416422,0.047101,0.047102,0.004344,0.018486,0.023022,0.00359,0.446154,0.344186,0.122249,1,0,0.115385,0.945539,0.574987,0.934943,0.015499,0.627743,0.931802,1,0.461677,0.394031,0.457937,0.532163,0.488432,0.316345,1
0.190616,0.207038,0.003995,0.004008,0.081237,0.116197,0.286331,0.123096,0.866667,0.753488,0.198044,0,1,0,0.47086,0.735633,0.167274,0.039554,0.217275,0.884018,1,0.750812,0.524756,0.857724,0.916298,0.891739,1,6
0.157185,0.158944,0.994559,0.994561,0.017456,0.036092,0.086331,0.014822,0.4,0.413953,0.132029,0,1,0,0.396001,0.364744,0.146768,0.010655,0.203468,1,1,0.598459,0.347717,0.678976,0.926559,0.500063,0.910556,0
0.659824,0.665103,0.885392,0.885391,0.006951,0.014965,0.021583,0.006759,0.538462,0.44186,0.132029,0,1,0,0.322146,0.325606,0.877589,0.017759,0.887295,0.927511,0,0.507683,0.412736,0.447288,0.438304,0.572677,0.343814,6
