@relation Faults_9

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric

@data
0.804979,0.802817,0.424869,0.424868,0.00424,0.025137,0.021583,0.004518,0.55665,0.474178,0.866803,1,0,0.111538,0.335556,0.479137,0.600678,0.01075,0.496307,0.650838,0,0.459621,0.402497,0.39606,0.302388,0.579857,0.242792,5
0.345584,0.340962,0.075614,0.075613,0.000589,0.005499,0.008633,0.000635,0.600985,0.483568,0.260246,0,1,0.038462,0.870163,0.569057,1,0.003317,0.643262,0.840335,0.5,0.274314,0.015677,0.029596,0.503412,0.586144,0.029398,3
0.024303,0.106808,0.174082,0.174084,0.196027,0.180676,0.176978,0.172359,0.192118,0.413146,0.358607,0,1,0,0.059109,0.432776,0.359072,0.119854,0.617039,0.387263,0,0.8383,0.704041,0.664867,0.180761,0.465392,1,2
0.417902,0.421948,0.392316,0.392315,0.010993,0.02828,0.03741,0.00996,0.37931,0.408451,0.264344,1,0,0.615385,0.937355,0.477305,0.955334,0.016812,0.549288,0.834413,1,0.553039,0.43111,0.517875,0.525897,0.482483,0.767877,6
0.094843,0.09507,0.01905,0.01905,0.00373,0.017282,0.031655,0.00409,0.605911,0.483568,0.280738,0,1,0.557692,0.237042,0.602803,0.439881,0.006633,0.375682,0.951397,1,0.447144,0.022963,0.510535,0.78533,0.598455,0.280704,6
0.023118,0.109742,0.182058,0.182068,0.342507,0.51139,0.571223,0.327037,0.20197,0.478873,0.358607,0,1,0,0.056179,0.673423,0.953897,0.125572,0.185379,0.301006,0,0.89367,0.710578,0.8265,0.480203,0.51182,1,2
0.005928,0.008216,0.12945,0.12945,0.008834,0.020424,0.044604,0.00766,0.37931,0.413146,0.965164,0,1,0.192308,0.011923,0.440863,0.35825,0.006404,0.388419,1,1,0.046961,0.344645,0.572412,0.826476,0.458975,0.583428,0
0.023118,0.109742,0.042444,0.042448,0.234306,0.146112,0.168345,0.202095,0.211823,0.403756,0.264344,0,1,0,0.058098,0.390512,0.368108,0.129803,0.817832,0.450838,0,0.07941,0.710578,0.676238,0.18531,0.455111,1,2
0.461766,0.536972,0.360645,0.360644,0.038436,0.145326,0.14964,0.036239,0.477833,0.446009,0.272541,1,0,0.230769,0.649389,0.691536,0.108635,0.119396,0.753826,0.084916,0,0.676782,0.699179,0.486309,0.054688,0.504551,1,6
0.092472,0.090962,0.003194,0.003193,0.001335,0.004713,0.011511,0.002017,0.847291,0.704225,0.258197,0,1,0.615385,0.233,0.462102,0.771845,0.004231,0.86621,1,1,0.348766,0.017875,0.03629,0.618267,0.838452,0.056413,6
0.55246,0.548709,0.233411,0.23341,0.004947,0.007855,0.021583,0.004489,0.433498,0.408451,0.942623,0,1,0.038462,0.891179,0.294016,0.679125,0.005718,0.910842,1,1,0.474657,0.332227,0.457937,0.664944,0.484055,0.20681,5
0.024303,0.122066,0.128749,0.128752,0.252051,0.216811,0.197122,0.219086,0.211823,0.408451,0.268443,0,1,0,0.061029,0.49628,0.372215,0.1457,0.603446,0.433184,0,0.863254,0.063798,0.696927,0.187377,0.459171,1,2
0.991108,1,0.008452,0.00847,0.208904,0.190888,0.566906,0.150356,0.093596,0.380282,1,0,1,0.038462,0.003536,0.504259,0.137488,0.024931,0.104463,0.589832,1,0.84463,0.516426,0.911957,0.93761,0.367297,1,6
0.052164,0.057512,0.035321,0.03532,0.002434,0.014925,0.011511,0.002077,0.463054,0.375587,0.272541,0,1,0.615385,0.130747,0.439245,0.315433,0.013381,0.847051,0.627598,0,0.405873,0.402497,0.029596,0.158793,0.453277,0.108967,6
0.151749,0.159624,0.0169,0.016904,0.032625,0.069914,0.113669,0.028116,0.418719,0.366197,0.952869,0,1,1,0.305749,0.543612,0.32529,0.014524,0.211923,0.860335,1,0.660558,0.443528,0.701719,0.843068,0.454915,0.999886,6
0.023118,0.096831,0.202135,0.202145,0.32751,0.436764,0.484892,0.308892,0.256158,0.478873,0.354508,0,1,0,0.05628,0.624582,0.902865,0.107731,0.186664,0.371955,1,0.889237,0.688896,0.825397,0.552311,0.504617,1,2
0.416123,0.420775,0.132364,0.132364,0.012995,0.020424,0.03741,0.011591,0.448276,0.394366,0.811475,1,0,0.230769,0.874103,0.368625,0.955334,0.014524,0.808841,0.793073,0,0.569538,0.437451,0.510535,0.480926,0.473774,0.767877,6
0.752223,0.752347,0.02583,0.025831,0.008951,0.030636,0.058993,0.006636,0.403941,0.29108,0.258197,0,1,0.115385,0.094069,0.656388,0.7433,0.016011,0.477898,0.627598,1,0.532815,0.424474,0.550392,0.632637,0.382228,0.853008,6
0.024303,0.106808,0.038872,0.038875,0.223784,0.168107,0.169784,0.193242,0.221675,0.408451,0.264344,0,1,0,0.06113,0.378868,0.379813,0.123971,0.667987,0.436648,0,0.078953,0.704041,0.673462,0.191202,0.4557,1,2
0.025489,0.027582,0.094777,0.094776,0.00318,0.009427,0.01295,0.003004,0.497537,0.413146,0.866803,1,0,0.115385,0.052642,0.249596,0.7433,0.006633,0.847051,0.888268,0,0.431673,0.344645,0.03629,0.374186,0.507301,0.108967,6
0.462952,0.465376,0.080475,0.080475,0.00691,0.045562,0.054676,0.007352,0.591133,0.450704,0.258197,0,1,0.115385,0.824492,0.598383,1,0.01521,0.286418,0.455642,0.5,0.507381,0.032852,0.049479,0.503412,0.578875,0.611124,6
0.273859,0.280516,0.094436,0.094437,0.019277,0.042419,0.053237,0.019484,0.517241,0.478873,0.260246,1,0,0.115385,0.689502,0.426739,0.698018,0.018527,0.388419,0.882346,1,0.608501,0.443528,0.582452,0.655433,0.546264,0.964245,1
0.614108,0.61385,0.073833,0.073832,0.002316,0.021995,0.023022,0.001915,0.423645,0.399061,0.272541,1,0,1,0.454683,0.745984,0.600678,0.013381,0.571872,0.605698,0,0.401097,0.402497,0.39606,0.302388,0.437627,0.242792,6
0.700652,0.690728,0.012771,0.01277,0.000236,0.000786,0.004317,0.00023,0.53202,0.450704,0.276639,0,1,0.038462,0.262605,0.359353,0.7433,0.000801,1,1,1,0.013759,0.005785,0.022899,0.632637,0.537293,0.008173,3
0.024303,0.107394,0.118798,0.118809,0.481253,0.516889,0.542446,0.465141,0.162562,0.478873,0.358607,0,1,0,0.059109,0.527439,0.935825,0.120654,0.172964,0.355642,1,0.927422,0.704993,0.838252,0.535718,0.519023,1,2
0.760522,0.756455,0.024572,0.024572,0.005418,0.015711,0.025899,0.00515,0.517241,0.408451,0.268443,0,1,0,0.090735,0.479137,0.771845,0.010064,0.610832,0.941229,1,0.483547,0.366623,0.477409,0.618267,0.510117,0.338252,5
0.689982,0.683685,0.035556,0.035556,0.007852,0.010212,0.040288,0.00691,0.418719,0.389671,0.258197,0,1,0.115385,0.268869,0.243774,0.291816,0.005833,0.571872,1,1,0.51995,0.021459,0.556173,0.859919,0.466898,0.354938,5
0.024303,0.262911,0.051687,0.051701,0.655019,0.659859,0.807194,0.657653,0.093596,0.521127,0.358607,0,1,0,0.059109,0.852399,0.448301,0.336802,0.457241,0.264358,0,0.958021,0.850197,0.868373,0.22568,0.542073,1,2
