@relation Faults_1

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric

@data
0.571261,0.57402,0.243399,0.243397,0.000649,0.001244,0.000606,0.000855,0.338462,0.444444,0.952869,1,0,0.115385,0.842185,0.248861,0.916003,0.008072,0.729403,1,1,0.383072,0.347717,0.253411,0.541837,0.457983,0.140976,6
0.702053,0.705676,0.004212,0.004211,0.000786,0.00268,0.001488,0.001183,0.548718,0.416667,0.342213,0,1,0.307692,0.266049,0.627185,0.561561,0.012593,0.42502,0.812316,1,0.399003,0.372645,0.319745,0.71912,0.531777,0.426334,6
0.89912,0.899941,0.079329,0.079332,0.002489,0.003925,0.003251,0.003275,0.394872,0.375,0.829918,1,0,0.230769,0.111156,0.30999,0.142886,0.006458,0.197748,1,1,0.495188,0.022459,0.417522,0.928532,0.454912,0.806924,0
0.131965,0.200117,0.009523,0.009525,0.021133,0.015698,0.004848,0.02243,0.194872,0.305556,0.907787,0,1,0,0.271591,0.482678,0.40002,0.114627,0.724939,0.527743,0,0.675023,0.705783,0.396882,0.199728,0.351423,1,2
0.317302,0.322996,0.118764,0.118762,0.000537,0.001436,0.000386,0.000804,0.507692,0.444444,0.94877,1,0,0.076923,0.645168,0.31783,0.529394,0.011947,0.880682,1,0,0.367549,0.394031,0.021206,0.264437,0.529183,0.124631,5
0.46393,0.485079,0.31734,0.317337,0.000373,0.003829,0.000386,0.000607,0.497436,0.523148,0.94877,1,0,0.115385,0.943364,0.563407,0.063628,0.037617,1,0.343211,0,0.337764,0.547793,0.011203,0.031472,0.57963,0.13269,6
0.252199,0.255705,0.00719,0.007195,0.004114,0.001723,0.004738,0.005358,0.328205,0.416667,0.327869,0,1,0,0.624811,0.362009,0.119088,0.010333,0.543425,1,1,0.537333,0.347717,0.455421,0.940435,0.449382,0.985698,0
0.214663,0.227033,0.017115,0.017117,0.003996,0.004212,0.00281,0.006133,0.528205,0.416667,0.942623,0,1,0.615385,0.437267,0.560653,0.515983,0.022441,0.558847,0.959542,1,0.534908,0.038303,0.039895,0.741918,0.543109,0.998524,5
0.757185,0.761264,0.312874,0.312872,0.000845,0.00134,0.000771,0.001164,0.487179,0.375,0.243852,0,1,0,0.061373,0.351308,1,0.014369,0.873174,0.929908,0.5,0.404998,0.383716,0.26912,0.499823,0.48092,0.239501,6
0.008211,0.016384,0.085047,0.085047,0.001638,0.005073,0.001928,0.001674,0.266667,0.263889,0.264344,1,0,0.115385,0.02076,0.529717,0.639911,0.019051,0.317472,0.766499,1,0.460125,0.421263,0.339822,0.679931,0.337361,0.76538,1
0.063343,0.066121,0.005659,0.005658,0.000675,0.001436,0.001102,0.001417,0.774359,0.625,0.258197,0,1,0.230769,0.160838,0.441466,0.445397,0.008234,0.522524,0.949979,1,0.386351,0.022459,0.030549,0.777223,0.768448,0.213167,6
0.06393,0.080164,0.311256,0.311253,0.000334,0.002872,0.000331,0.000546,0.430769,0.564815,0.94877,1,0,0.115385,0.130001,0.474521,0.086216,0.028092,1,0.399538,0,0.328741,0.507152,0.011203,0.04272,0.583385,0.093984,6
0.02522,0.029842,0.094747,0.094746,0.000531,0.001149,0.000496,0.000794,0.517949,0.416667,0.866803,1,0,0.115385,0.052504,0.245259,0.747908,0.009364,0.855012,0.894914,0,0.36654,0.360714,0.022406,0.373733,0.528842,0.108967,6
0.024047,0.119953,0.137791,0.137793,0.043628,0.02527,0.007162,0.059152,0.210256,0.402778,0.268443,0,1,0,0.060869,0.432355,0.393768,0.197288,0.626218,0.486549,0,0.736087,0.754779,0.428793,0.196601,0.470612,1,2
0.800587,0.801638,0.32282,0.322818,0.00074,0.00067,0.000992,0.000793,0.225641,0.333333,0.327869,0,1,0.038462,0.018946,0.346965,0.469295,0.008072,1,1,1,0.394016,0.022459,0.300256,0.76527,0.359342,0.198865,6
0.317889,0.327677,0.003448,0.003447,0.000852,0.002872,0.001047,0.001252,0.533333,0.37963,0,0,1,0,0.890356,0.353109,0.404154,0.026477,0.682934,0.422026,0,0.405639,0.45121,0.022406,0.201796,0.517851,0.242792,5
0,0.005266,0.017687,0.017703,0.012656,0.007658,0.013498,0.015399,0.05641,0.416667,0.258197,0,1,0.115385,0,0.4082,0.04578,0.013077,0.146205,0.982871,1,0.631869,0.372645,0.559748,0.977102,0.414363,1,6
0.758358,0.760679,0.280362,0.280361,0.001055,0.001532,0.001047,0.001438,0.425641,0.412037,0.276639,0,1,0.038462,0.085861,0.274499,0.546234,0.010655,0.605418,1,1,0.423413,0.347717,0.030549,0.726787,0.474981,0.280704,5
0.02522,0.105325,0.008315,0.008316,0.025653,0.016273,0.004793,0.035211,0.2,0.416667,0.276639,0,1,0,0.06359,0.433097,0.32772,0.164675,0.817167,0.510404,0,0.691361,0.728614,0.392632,0.163565,0.47737,1,2
0.931378,0.93505,0.180596,0.180595,0.001094,0.001723,0.000992,0.001246,0.328205,0.305556,0.875,1,0,0.153846,0.063388,0.386376,0.734597,0.011301,0.695617,1,1,0.426459,0.383716,0.300256,0.632572,0.385009,0.364245,5
0.523167,0.526039,0.069772,0.069771,0.00059,0.000957,0.000606,0.001247,0.65641,0.638889,0.327869,0,1,0,0.703316,0.321009,0.916003,0.010333,0.915483,1,1,0.375213,0.347717,0.253411,0.541837,0.773841,0.140976,2
0.035777,0.122294,0.60233,0.60233,0.025037,0.014837,0.005179,0.035957,0.374359,0.416667,0.276639,0,1,0,0.090295,0.504185,0.310074,0.177753,0.967735,0.480139,0,0.689305,0.739823,0.394768,0.154738,0.503106,1,2
0.466862,0.478642,0.168489,0.168487,0.000432,0.002297,0.000551,0.000497,0.405128,0.296296,0.293033,1,0,0.153846,0.806208,0.366776,0.146819,0.028253,1,0.331232,0,0.349736,0.038303,0.014138,0.073082,0.393064,0.103859,6
0.741349,0.741369,0.057551,0.057549,0.000328,0.000861,0.000661,0.000488,0.538462,0.407407,0.268443,1,0,0.230769,0.129094,0.403644,0.579812,0.005974,0.631088,0.919189,1,0.027457,0.018708,0.253411,0.709991,0.52734,0.079682,1
0.477419,0.479228,0.008714,0.008712,0.000328,0.000766,0.000386,0.000383,0.379487,0.305556,0.891393,1,0,0.230769,0.987101,0.294311,0.88797,0.006296,0.898539,1,0,0.027457,0.022459,0.021206,0.443789,0.403031,0.066175,5
0.231672,0.256875,0.174393,0.174391,0.001467,0.004595,0.000937,0.002208,0.54359,0.412037,0.272541,0,1,0,0.585408,0.346859,0.138651,0.054569,0.959416,0.357818,0,0.450947,0.5677,0.019844,0.068997,0.531367,0.496027,6
0.686217,0.689292,0.004154,0.004153,0.000812,0.000957,0.000716,0.001249,0.528205,0.416667,0.258197,0,1,0.557692,0.254762,0.264859,0.855904,0.011947,1,1,1,0.401719,0.360714,0.26912,0.571897,0.544815,0.194211,6
0.883871,0.884728,0.014047,0.014047,0.001297,0.002106,0.001708,0.00185,0.461538,0.407407,0.961066,0,1,0.192308,0.213947,0.323763,0.275285,0.006135,0.365869,1,1,0.038808,0.022459,0.353418,0.862359,0.499898,0.405562,0
0.019941,0.022235,0.034365,0.034364,0.000373,0.001053,0.000606,0.000462,0.435897,0.305556,0.260246,1,0,0.115385,0.05059,0.408306,0.66391,0.007104,0.609781,1,1,0.337764,0.020702,0.253411,0.667928,0.428425,0.093984,1
0.078006,0.080749,0.173242,0.173241,0.000649,0.000957,0.000716,0.000953,0.487179,0.453704,0.952869,1,0,0.076923,0.15842,0.210192,0.639911,0.006135,0.746347,1,1,0.383072,0.022459,0.26912,0.679931,0.518192,0.13269,5
0.367155,0.373903,0.151949,0.151949,0.002378,0.003542,0.002149,0.003363,0.466667,0.412037,0.989754,1,0,0.230769,0.737882,0.476216,0.431179,0.013562,0.427658,0.973728,1,0.491346,0.412736,0.373612,0.784334,0.49471,0.906016,6
0.022874,0.124634,0.174899,0.174901,0.040504,0.029769,0.00865,0.055277,0.210256,0.37963,0.268443,0,1,0,0.057845,0.493061,0.359887,0.209235,0.562399,0.381463,0,0.72982,0.763409,0.425693,0.179654,0.474162,1,2
