@relation Faults_15

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric

@data
0.584164,0.591574,0.001724,0.001724,0.004947,0.023768,0.021962,0.004278,0.472906,0.365741,0.231041,0,1,0,0.507637,0.472884,0.620441,0.020181,0.625949,0.712247,0,0.474657,0.429308,0.419074,0.314876,0.449414,0.294779,6
0.358358,0.36337,0.035807,0.035808,0.008677,0.025528,0.045388,0.008344,0.522167,0.430556,0.703704,1,0,0.115385,0.755125,0.541456,0.420462,0.011463,0.405077,1,1,0.529753,0.383716,0.584459,0.801621,0.508653,0.688309,5
0.799413,0.800468,0.164378,0.164378,0.006635,0.006162,0.032211,0.005354,0.37931,0.342593,0.257496,0,1,0,0.001507,0.187493,0.372862,0.008234,1,1,1,0.04415,0.022459,0.528774,0.825778,0.413206,0.258116,0
0.286804,0.286717,0.065162,0.065161,0.00055,0.003521,0.004392,0.000577,0.522167,0.481481,0.231041,0,1,0.038462,0.723674,0.215633,0.793942,0.003552,0.819158,1,0,0.268282,0.013685,0.023381,0.402928,0.563498,0.014983,3
0.024047,0.104154,0.030373,0.030376,0.17302,0.166373,0.147877,0.149168,0.231527,0.407407,0.238095,0,1,0,0.06049,0.429865,0.349681,0.164675,0.71599,0.435773,0,0.825914,0.728614,0.066636,0.177464,0.445887,1,2
0.145455,0.14687,0.275903,0.275902,0.002395,0.008803,0.019034,0.002269,0.512315,0.416667,0.742504,1,0,0.153846,0.302452,0.385013,0.484855,0.004521,0.54795,1,1,0.404296,0.018708,0.445053,0.768941,0.501464,0.096481,5
0.616422,0.620246,0.101271,0.101273,0.014644,0.020246,0.052709,0.012461,0.236453,0.449074,0.222222,0,1,0.115385,0.42926,0.237628,0.331754,0.013077,0.47928,1,1,0.051942,0.372645,0.608962,0.846641,0.439497,0.735528,6
0.263343,0.302516,0.131141,0.131143,0.034196,0.151408,0.144949,0.033855,0.522167,0.444444,0.231041,1,0,0.115385,0.66449,0.787709,0.613641,0.083145,0.36407,0.366943,0,0.060329,0.628249,0.64197,0.311425,0.525892,1,1
0.055718,0.071972,0.073922,0.073923,0.021554,0.036972,0.038067,0.017276,0.275862,0.421296,0.820106,1,0,0.153846,0.112842,0.39062,0.839069,0.028092,0.704166,1,0,0.619516,0.507152,0.55584,0.425778,0.408546,0.97378,5
0.619355,0.627853,0.337509,0.337508,0.004083,0.029049,0.030747,0.003427,0.438424,0.365741,0.238095,1,0,0.153846,0.420518,0.533908,0.460334,0.022441,0.566066,0.372122,0,0.455941,0.444265,0.038832,0.233621,0.434239,0.263224,5
